WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,Exceedance
1924,3452.248381930785,111.40747964374856,0.8706776269437219,0.0530089320796932,25.41917565799996,13.626422349580794,60.88955078964233,974.5192882379008,964.40148789361,192.8,0.0,843456.2315294911,0.5349164329842029,0.40821917808219177,0.03561643835616438,0.1095890410958904,0.4191780821917808,0.0273972602739726,10,0.6000000000000001
1925,4501.386000873192,158.54189668353823,0.4840497151914727,0.0406541451820619,25.406692485601905,11.548174205883784,61.7224159886689,976.597536381598,964.40148789361,192.8,0.0,781988.5920411937,0.495933911746064,0.3178082191780822,0.07671232876712329,0.18904109589041096,0.41643835616438357,0.0,0,0.8500000000000001
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.0654987437635895,25.425987467737457,13.921410182304358,60.49075779852592,974.2243004051774,964.40148789361,192.8,0.0,868057.9334354016,0.550518729981863,0.38082191780821917,0.057534246575342465,0.1780821917808219,0.3835616438356164,0.0,0,0.4
1927,2261.108087620956,179.8265102265254,0.4727069563001049,0.0654546329785231,25.384723766057043,16.41544968632772,61.14872414249229,971.730260901154,964.401814881952,192.8,23.61292724686328,841659.406427566,0.5337768939799378,0.3041095890410959,0.10684931506849316,0.1780821917808219,0.4136986301369863,0.0,0,0.65
1928,1589.152359062425,195.20770377157243,0.4987972279534627,0.0931314100602145,25.382229969097008,18.37306450435696,61.7224159886689,969.7726460831248,964.40148789361,192.8,24.42535920869465,751025.9389919316,0.4762975259969125,0.1726027397260274,0.14794520547945206,0.20821917808219179,0.4712328767123288,0.0,0,0.9500000000000001
1929,2187.823512835168,188.71982882241664,0.4559546776568619,0.0877584498354668,25.384723766057043,16.592343487534748,61.7224159886689,971.553367099947,964.401814881952,192.8,25.757513466309994,875892.331794363,0.5554872728274752,0.2465753424657534,0.1643835616438356,0.26575342465753427,0.3232876712328767,0.0,0,0.35000000000000003
1930,3355.917451239844,201.1701128186193,0.565005067010826,0.0539653768013512,25.410268350241868,13.830552178902026,60.73845078160212,974.3151584085796,964.4070206769117,192.8,0.0,814990.9952981359,0.5168638985909031,0.27945205479452057,0.11232876712328767,0.2356164383561644,0.3726027397260274,0.0,0,0.75
1931,3803.114617748527,236.1943342291061,0.4789471017177073,0.0628432282541854,25.144300881296225,12.882920087966996,61.43048735254267,975.2627904995148,964.6171660053748,192.8,30.86151940735473,908199.27229693,0.5759762000868404,0.3643835616438356,0.09863013698630137,0.17534246575342466,0.3643835616438356,0.0,0,0.25
1932,1617.3520421001313,188.71982882241664,0.4969066185702751,0.0891691698533504,25.42516361549696,18.28195783608132,61.0585175630124,969.8637527514004,964.40148789361,192.8,0.0,765409.7932567988,0.48541970653018696,0.20821917808219179,0.14794520547945206,0.1780821917808219,0.4657534246575342,0.0,0,0.9500000000000001
1933,5588.707650475971,158.54189668353823,0.5065026412286242,0.0427648062749614,25.37587882133756,9.803823467342882,60.73845078160212,978.416609781733,964.401814881952,192.8,23.515283183553574,804507.7319165809,0.5102154565681005,0.3150684931506849,0.12054794520547946,0.1589041095890411,0.39452054794520547,0.010958904109589041,4,0.8
