,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.46846070041731985,0.32291335340227656,0.25671932086170396,0.24759798584586906,0.1643032211467193,0.12561006947012537,0.09152086139491497,0.15881491491139343,0.09501746952921747,0.05048610169720994,-0.05038816323746617,-0.09825319717715907,-0.04839140475802705,-0.16463477565884957,-0.1878716061717411,-0.2374513157821728,-0.252914564085578,-0.27776047848484603,-0.22996801665355995
1,[1. 1.],[0.2652219 0.6716995],[0.07911905 0.56670766],[-0.00414438  0.51758302],[-0.02350052  0.51869649],[-0.1159804   0.44458684],[-0.15862411  0.40984424],[-0.19499704  0.37803877],[-0.128908    0.44653783],[-0.19630388  0.38633882],[-0.24211256  0.34308476],[-0.34334642  0.2425701 ],[-0.39156922  0.19506283],[-0.34306377  0.24628096],[-0.45963521  0.13036566],[-0.48664313  0.11089992],[-0.54106336  0.06616073],[-0.56410293  0.0582738 ],[-0.59732665  0.0418057 ],[-0.55935553  0.09941949]
