,Energy
0.0,1028545.4802148682
0.05,966127.6967277003
0.1,940331.2667206068
0.15000000000000002,917583.5406773338
0.2,909899.5736410677
0.25,894967.5275415335
0.30000000000000004,885780.1856743488
0.35000000000000003,871624.7338809799
0.4,864763.1511957393
0.45,859411.6603750102
0.5,855952.9396390574
0.55,847665.0842346175
0.6000000000000001,843319.9260895369
0.65,836862.2066372097
0.7000000000000001,821474.6681163827
0.75,811370.0992196467
0.8,801364.5704702458
0.8500000000000001,781305.7283794759
0.9,767013.6502328606
0.9500000000000001,724817.1366223398
1.0,489456.6250499511
