,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.5818584569520977,0.42901775094519834,0.33454091029481037,0.3307816718729648,0.21857368381500636,0.1892626239037821,0.17775559987976075,0.22477632427020922,0.14234935155443634,0.10397955290514986,0.02019117196709806,-0.06267797713244601,-0.05764605752829332,-0.1627720164931306,-0.19654421708428493,-0.19584027132847992,-0.25871470125570556,-0.27770204849652635,-0.23514950190976053
1,[1. 1.],[0.37861966 0.78509725],[0.16581617 0.69221933],[0.04388591 0.62519591],[0.02463453 0.63692881],[-0.10199642  0.53914378],[-0.1374053   0.51593055],[-0.15341071  0.50892191],[-0.11030787  0.55986052],[-0.19890619  0.48360489],[-0.23971993  0.44767904],[-0.32480523  0.36518757],[-0.40772319  0.28236723],[-0.40316124  0.28786912],[-0.50868424  0.18314021],[-0.54560589  0.15251745],[-0.54944361  0.15776307],[-0.61677025  0.09934084],[-0.64339764  0.08799355],[-0.60945443  0.13915542]
