Exceedance,Power
0.0,192.8
0.05,187.0369614784993
0.1,177.6877439694169
0.15000000000000002,168.447135697283
0.2,160.0837800799014
0.25,144.60000000000002
0.30000000000000004,140.61058673917591
0.35000000000000003,130.43198670470875
0.4,117.10315773577511
0.45,96.4
0.5,89.59053948460878
0.55,76.24290340131057
0.6000000000000001,65.90621688240289
0.65,48.2
0.7000000000000001,48.2
0.75,46.101284973048365
0.8,40.41015166029995
0.8500000000000001,35.43558544321965
0.9,31.3466017402142
0.9500000000000001,27.540403494878607
1.0,0.0
