,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.5459378497215753,0.40115477219659296,0.31705118351037814,0.29015968267173425,0.19908758693478842,0.1719034655775132,0.15677943741158343,0.2096451337929622,0.12098528549190211,0.09019192601703817,-0.0009450839830710023,-0.07667204052748315,-0.05416225930373171,-0.15698212997010236,-0.19182908511942998,-0.19205074851547924,-0.2538359052350035,-0.26664573716758766,-0.23289439496309047
1,[1. 1.],[0.34269905 0.74917665],[0.14438957 0.65791997],[0.03558588 0.59851649],[-0.00568994  0.5860093 ],[-0.10829218  0.50646736],[-0.14075725  0.48456418],[-0.1597612   0.47332007],[-0.11008688  0.52937714],[-0.2043752   0.44634577],[-0.23702157  0.41740543],[-0.32918385  0.32729368],[-0.40491092  0.25156684],[-0.38314008  0.27481556],[-0.48632808  0.17236382],[-0.5242514   0.14059323],[-0.52901452  0.14491302],[-0.59529103  0.08761922],[-0.61580833  0.08251685],[-0.59036918  0.12458039]
