WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,Exceedance
1924,3452.248381930785,111.40747964374856,0.8706776269437219,0.0530089320796932,25.4,0.0,60.18282202671514,974.5192882379008,964.40148789361,190.8154382153476,0.0,829669.8174575986,0.5261731465357677,0.40821917808219177,0.03561643835616438,0.1095890410958904,0.4191780821917808,0.0273972602739726,10,0.65
1925,4501.386000873192,158.54189668353823,0.4840497151914727,0.0406541451820619,25.4,11.46127420588379,61.27704144573534,976.597536381598,964.40148789361,194.27978320435744,22.849819035535983,768579.729167001,0.4874300666964745,0.3178082191780822,0.07671232876712329,0.18904109589041096,0.41643835616438357,0.0,0,0.9
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.0654987437635895,25.4,13.834510182304363,60.07430297213566,974.2243004051774,964.40148789361,191.7842458254276,20.70453284246732,861406.0831017521,0.5463001541741198,0.38082191780821917,0.057534246575342465,0.1780821917808219,0.3835616438356164,0.0,0,0.35000000000000003
1927,2261.108087620956,179.8265102265254,0.4727069563001049,0.0654546329785231,25.391626800106284,16.328549686327726,60.61428967494386,971.730260901154,964.401814881952,191.08456343239203,22.95927100726872,827892.8528812485,0.5250462029941961,0.3041095890410959,0.10684931506849316,0.1780821917808219,0.4136986301369863,0.0,0,0.65
1928,1589.152359062425,195.20770377157243,0.4987972279534627,0.0931314100602145,25.38748084906949,18.286164504356968,61.27704144573534,969.7726460831248,964.40148789361,193.41679604424735,23.785892983893003,747652.3926027493,0.47415803691194147,0.1726027397260274,0.14794520547945206,0.20821917808219179,0.4712328767123288,0.0,0,0.9500000000000001
1929,2187.823512835168,188.71982882241664,0.4559546776568619,0.0877584498354668,25.39128895310104,16.505443487534755,61.27704144573534,971.553367099947,964.401814881952,193.66063469469336,25.122705693319457,871064.0832506613,0.5524252176881413,0.2465753424657534,0.1643835616438356,0.26575342465753427,0.3232876712328767,0.0,0,0.30000000000000004
1930,3355.917451239844,201.1701128186193,0.565005067010826,0.0539653768013512,25.4,13.743652178902032,60.14424412208105,974.3151584085796,964.4070206769117,193.10674090376136,23.30202589199612,809057.4143002864,0.5131008462076906,0.27945205479452057,0.11232876712328767,0.2356164383561644,0.3726027397260274,0.0,0,0.75
1931,3803.114617748527,236.1943342291061,0.4789471017177073,0.0628432282541854,25.14123830908761,12.796020087967,61.21430203507963,975.2627904995148,964.6171660053748,192.05779738299407,30.13234502167365,901333.0989850967,0.5716217015379862,0.3643835616438356,0.09863013698630137,0.17534246575342466,0.3643835616438356,0.0,0,0.2
1932,1617.3520421001313,188.71982882241664,0.4969066185702751,0.0891691698533504,25.4,18.195057836081325,60.78728706019952,969.8637527514004,964.40148789361,194.27978320435744,20.80695327498397,764236.321745208,0.4846754957795586,0.20821917808219179,0.14794520547945206,0.1780821917808219,0.4657534246575342,0.0,0,0.9
1933,5588.707650475971,158.54189668353823,0.5065026412286242,0.0427648062749614,25.378088386843206,9.716923467342887,60.14424412208105,978.416609781733,964.401814881952,194.2521579720037,22.849819035535983,785751.1220829241,0.49832009264518273,0.3095890410958904,0.12054794520547946,0.1589041095890411,0.39452054794520547,0.01643835616438356,6,0.8500000000000001
1934,3278.6645629042023,178.2793688535273,0.5221265790467693,0.0715851131010921,25.4,13.907354727994282,59.199751594657165,974.1514558594874,964.40148789361,191.2506289257504,18.511055333758872,861764.8182979632,0.546527662543102,0.33424657534246577,0.10410958904109589,0.19726027397260273,0.3643835616438356,0.0,0,0.35000000000000003
1935,2496.800686844093,189.2396047272552,0.4914404684687322,0.0617763403072425,25.4,15.759636515789104,60.89893150579968,972.2991740716926,964.40148789361,192.77204623058077,20.31895863103976,815448.5815410939,0.5171540978824797,0.28493150684931506,0.10684931506849316,0.18356164383561643,0.4273972602739726,0.0,0,0.7000000000000001
1936,3600.306705040052,201.1701128186193,0.5438621230113355,0.0501873545293779,25.4,13.22577971251598,60.14424412208105,974.8330308749656,964.4070206769117,192.03099686245943,22.304365644687,832230.7510648743,0.5277972799751867,0.3917808219178082,0.06301369863013699,0.16712328767123288,0.3780821917808219,0.0,0,0.6000000000000001
1937,3227.9047484993603,224.67104686473823,0.5509695261471764,0.0458501757428885,25.23732642660181,14.014917191852184,59.44819002489422,974.0438933956297,964.5480262811884,192.2175639399814,26.303642495571825,841220.6619707283,0.5334986440707308,0.2958904109589041,0.11506849315068493,0.2191780821917808,0.3698630136986301,0.0,0,0.5
1938,2873.0524012848505,220.53049583159049,0.4995886136944385,0.0700524911245125,25.27140994379572,14.851442722311385,60.47150524625851,973.2073678651705,964.5231829749896,192.05779738299407,25.505206308461847,825621.3101358429,0.5236056000354153,0.30684931506849317,0.09315068493150686,0.1917808219178082,0.40821917808219177,0.0,0,0.65
1939,5259.545195770601,214.75310038088367,0.5376285669324958,0.0467262134193837,25.31856400173976,10.1870729912523,60.46931994867871,977.9096996014867,964.4885186022854,192.03099686245943,25.50262378280588,883208.1628608946,0.5601269424536368,0.410958904109589,0.1178082191780822,0.1780821917808219,0.2958904109589041,0.0,0,0.25
1940,3355.917451239844,224.67104686473823,0.5252123121633966,0.0545305427379897,25.27994123684384,13.743652178902032,60.47150524625851,974.3151584085796,964.5480262811884,192.05779738299407,22.810030267532163,868690.9454965561,0.5509201835975115,0.36164383561643837,0.0547945205479452,0.20273972602739726,0.38082191780821917,0.0,0,0.30000000000000004
1941,2187.823512835168,189.2396047272552,0.4821789809675056,0.067647138414839,25.4,16.505443487534755,61.27704144573534,971.553367099947,964.40148789361,193.41679604424735,22.304365644687,761369.0483298481,0.4828570829083258,0.2191780821917808,0.10410958904109589,0.2191780821917808,0.4575342465753425,0.0,0,0.9500000000000001
1942,1707.8301963432584,171.1379824381925,0.4559546776568619,0.0866596692791192,25.390817414560196,17.902743799295756,61.39293202260791,970.156066788186,964.40148789361,193.10674090376136,25.073716786532856,810984.5773985116,0.5143230450269607,0.2493150684931507,0.09315068493150686,0.2547945205479452,0.40273972602739727,0.0,0,0.7000000000000001
1943,2542.9744128795624,178.2793688535273,0.4570738376467937,0.0809337691558765,25.4,15.648182694324184,60.89893150579968,972.4106278931577,964.40148789361,192.874638433615,22.5758464105894,846649.1216436195,0.5369413506111235,0.3561643835616438,0.07397260273972603,0.15616438356164383,0.41643835616438357,0.0,0,0.45
1944,3886.053218431513,192.89523707448373,0.5465290723543582,0.0596513664225588,25.390817414560196,12.620269243662612,58.371609036816,975.4385413438192,964.40148789361,190.6975891534169,24.4072209308828,795477.3021367184,0.5044883955712318,0.3041095890410959,0.10136986301369863,0.20821917808219179,0.3863013698630137,0.0,0,0.8
1945,1589.152359062425,194.7956741845264,0.4872105741949339,0.0954127325131255,25.4,18.286164504356968,60.47150524625851,969.7726460831248,964.40148789361,193.41679604424735,21.7793447536432,873773.6705320086,0.5541436266692089,0.3041095890410959,0.12054794520547946,0.1506849315068493,0.4246575342465753,0.0,0,0.25
