ExceedanceRnd,Flow,Exceedance,Volume,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
0.0,7594.902896580312,0.003034090909090911,0.6561996102645389,0.027727272727272687,1.0511363636363635,69.60227272727273,13.278409090909092,16.482954545454547,20.210227272727273,186.75,306.3238636363636,0.041750514718074935,1100.0,6188.579032943948,30.397727272727273,4.721590909090909,8.517045454545455,59.78977272727273,6085.152896580312,100.0,18.0,25.0,80.0,6271.90289658031,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.2988678762363,0.9219672131147546,0.4799999999999999,988.8969006631218,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,18.36196588312126,18.36196588312126,18.36196588312126,18.36196588312126,0.931645905174808,0.931645905174808,0.931645905174808,0.931645905174808,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,45.227130550232054,45.227130550232054,45.227130550232054,45.227130550232054,180.90852220092822,4341.8045328222715,0.024300379797464546
0.01,5580.209657497622,0.010039344262295056,0.4821301144077946,0.08298360655737687,1.3114754098360655,72.47540983606558,13.534426229508197,17.488524590163934,22.714754098360658,191.85901639344263,318.072131147541,0.05707485620515977,1100.0,4162.1375263500795,27.524590163934427,4.465573770491804,7.511475409836065,57.28524590163934,4065.3506411041776,100.0,18.0,25.0,80.0,4257.209657497621,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0537101066234,0.921967213114752,0.4799999999999998,988.6517428935068,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,18.11680811350742,18.11680811350742,18.11680811350742,18.11680811350742,0.9312709431733605,0.9312709431733605,0.9312709431733605,0.9312709431733605,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,44.605204659933065,44.605204659933065,44.605204659933065,44.605204659933065,178.42081863973226,4282.099647353568,0.032034213774459044
0.02,4801.054211386991,0.01997289972899727,0.41481108386383664,0.10837398373983767,1.3875338753387534,69.4390243902439,12.915989159891598,16.230352303523034,20.447154471544714,178.58265582655827,297.61517615176155,0.06204014107022051,1100.0,3403.4390352352298,30.5609756097561,5.084010840108401,8.769647696476964,59.552845528455286,3299.471555560432,100.0,18.0,25.0,80.0,3478.054211386992,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0043835513566,0.9219672131147475,0.4799999999999981,988.6024163382392,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,18.06748155824271,18.06748155824271,18.06748155824271,18.06748155824271,0.9311617854252565,0.9311617854252565,0.9311617854252565,0.9311617854252565,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,44.478542217084176,44.478542217084176,44.478542217084176,44.478542217084176,177.9141688683367,4269.9400528400665,0.037146572204695666
0.03,4304.404443728052,0.02984590163934424,0.3719005439381038,0.14632786885245908,1.619672131147541,67.55081967213114,12.944262295081968,16.0327868852459,20.488524590163934,170.9606557377049,287.97704918032787,0.06697087630891296,1100.0,2916.427394547733,32.44918032786885,5.055737704918033,8.967213114754099,59.511475409836066,2810.443787990356,100.0,18.0,25.0,80.0,2981.4044437280613,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.921967213114752,0.4799999999999998,988.5980327868842,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,18.063098006885344,18.063098006885344,18.063098006885344,18.063098006885344,0.9311517729794964,0.9311517729794964,0.9311517729794964,0.9311517729794964,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,44.46727228774344,44.46727228774344,44.46727228774344,44.46727228774344,177.86908915097376,4268.858139623347,0.041354832658328594
0.04,3931.2968778805857,0.0398859416445623,0.33966405024888285,0.1761803713527851,1.7374005305039788,66.40583554376659,12.904509283819628,15.851458885941645,20.40318302387268,169.12732095490716,284.6923076923077,0.07242949381276931,1100.0,2546.604570188285,33.59416445623342,5.095490716180372,9.148541114058355,59.59681697612732,2439.1695569256854,100.0,18.0,25.0,80.0,2608.2968778805935,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.921967213114747,0.47999999999999793,988.5980327868796,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,18.063098006885355,18.063098006885355,18.063098006885355,18.063098006885355,0.9311517729794951,0.9311517729794951,0.9311517729794951,0.9311517729794951,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000025,0.9800000000000025,0.9800000000000025,0.9800000000000025,44.46727228774354,44.46727228774354,44.46727228774354,44.46727228774354,177.86908915097416,4268.858139623361,0.0452658277586398
0.05,3652.6910484177547,0.04984193548387096,0.3155925065832936,0.22777419354838674,1.8774193548387097,65.20322580645161,12.996774193548386,15.770967741935484,20.438709677419354,166.33870967741936,280.7483870967742,0.07690038521080851,1100.0,2271.942661320976,34.79677419354839,5.003225806451613,9.229032258064516,59.54797932720368,2163.365649735708,100.0,18.0,25.0,79.98668900462303,2329.704359413127,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.9219672131147516,0.47999999999999965,988.5980327868838,0.5349347799999971,0.5349347799999971,0.5349347799999971,0.5349347799999971,18.063098006885344,18.063098006885344,18.063098006885344,18.063098006885344,0.9311517729794963,0.9311517729794963,0.9311517729794963,0.9311517729794963,1.1000000000000028,1.1000000000000028,1.1000000000000028,1.1000000000000028,0.9799999999999991,0.9799999999999991,0.9799999999999991,0.9799999999999991,44.46727228774345,44.46727228774345,44.46727228774345,44.46727228774345,177.8690891509738,4268.858139623348,0.04871936083415332
0.06,3461.197084321362,0.05977777777777775,0.29904742808536583,0.2689430894308945,1.986449864498645,63.8130081300813,13.010840108401084,15.598915989159892,20.352303523035232,163.11924119241192,275.8943089430894,0.07972196960556698,1100.0,2085.3027753782712,36.1869918699187,4.989159891598916,9.401084010840108,59.621174077762646,1975.10436552815,100.0,18.0,25.0,79.97347760079789,2138.223606720563,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.9219672131147475,0.4799999999999981,988.59803278688,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,18.063098006885355,18.063098006885355,18.063098006885355,18.063098006885355,0.9311517729794953,0.9311517729794953,0.9311517729794953,0.9311517729794953,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,44.467272287743526,44.467272287743526,44.467272287743526,44.467272287743526,177.8690891509741,4268.858139623359,0.051396945770984234
0.07,3266.212521158276,0.06998432601880875,0.2822007618280743,0.2946708463949848,2.0815047021943576,61.44827586206897,12.564263322884013,14.633228840125392,18.58307210031348,152.9498432601881,260.1786833855799,0.0796774271954408,1100.0,1906.0338377726953,38.55172413793103,5.435736677115988,10.366771159874608,61.24031857224515,1790.439287225527,100.0,18.0,25.0,79.82339067255863,1943.3891304857166,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.9219672131147508,0.47999999999999937,988.5980327868831,0.5349347799999967,0.5349347799999967,0.5349347799999967,0.5349347799999967,18.063098006885348,18.063098006885348,18.063098006885348,18.063098006885348,0.9311517729794961,0.9311517729794961,0.9311517729794961,0.9311517729794961,1.1000000000000034,1.1000000000000034,1.1000000000000034,1.1000000000000034,0.9799999999999996,0.9799999999999996,0.9799999999999996,0.9799999999999996,44.46727228774346,44.46727228774346,44.46727228774346,44.46727228774346,177.86908915097385,4268.85813962335,0.054477175242078686
0.08,3087.913094575469,0.0801117021276597,0.26679569137132064,0.3317287234042555,2.279255319148936,60.058510638297875,12.675531914893616,14.547872340425531,18.74468085106383,148.84840425531914,254.875,0.0825372011046334,1100.0,1733.0380945754707,39.941489361702125,5.324468085106383,10.452127659574469,61.09937278396567,1616.220636685122,100.0,18.0,25.0,79.8440536350295,1765.069040940441,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.9219672131147472,0.47999999999999793,988.5980327868797,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,18.063098006885355,18.063098006885355,18.063098006885355,18.063098006885355,0.9311517729794951,0.9311517729794951,0.9311517729794951,0.9311517729794951,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000024,0.9800000000000024,0.9800000000000024,0.9800000000000024,44.46727228774353,44.46727228774353,44.46727228774353,44.46727228774353,177.86908915097413,4268.858139623361,0.05761284738732834
0.09,2958.3242967552396,0.089859649122807,0.2555992192396519,0.3522456140350879,2.357894736842105,59.34035087719298,12.670175438596491,14.442105263157895,18.705263157894738,148.8140350877193,253.9719298245614,0.08587388540088577,1100.0,1604.3523669306733,40.65964912280702,5.329824561403509,10.557894736842105,60.82796501249877,1486.9770334971213,100.0,18.0,25.0,79.53322817039349,1635.791068584841,1243.0,4.0,275.0,275.0,275.0,275.0,970.0,990.0,0.9219672131147538,0.48000000000000054,988.5980327868858,0.5349347799999981,0.5349347799999981,0.5349347799999981,0.5349347799999981,18.063098006885337,18.063098006885337,18.063098006885337,18.063098006885337,0.9311517729794968,0.9311517729794968,0.9311517729794968,0.9311517729794968,1.100000000000001,1.100000000000001,1.100000000000001,1.100000000000001,0.9799999999999974,0.9799999999999974,0.9799999999999974,0.9799999999999974,44.4672722877434,44.4672722877434,44.4672722877434,44.4672722877434,177.8690891509736,4268.858139623341,0.06013148088307045
