WaterYear,Days,StartDate,EndDate,MonthId,Month_power_max
1956,21,1957-03-03,1957-03-23,1957.03,29.98142414551269
1957,53,1958-02-04,1958-03-28,1958.02,31.047678579367595
1962,23,1963-03-07,1963-03-29,1963.03,25.86560622234064
1968,50,1969-03-06,1969-04-24,1969.03,27.144461771529752
1977,4,1978-04-15,1978-04-21,1978.04,25.266622874204387
