MonthId,Flow,Exceedance,Year,Month,WaterYear,WaterMonth,Flow_difference,Flow_difference_pct,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelHeadpond,LevelTailwater,HeadGross,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerGenerator1,PowerGenerator2,PowerGenerator3,PowerGenerator4,Power,PerfMwPerCumec,PerfMWhPerm3,Power_max,Power_min,Turbines_max,Turbines_min,Energy,FlowAvailableForGeneration_min,Days,CapFactor
1924.1,116.38241501778096,0.9986774193548387,1924.0,10.0,1924.0,1.0,0.5379583545580013,0.02035959819785189,28.193548387096776,4.32258064516129,2.3225806451612905,2.0,29.677419354838708,66.51612903225806,0.5785530571318876,49.866285985522886,45.21871190689431,1.0,0.6774193548387096,45.21871190689431,0.0,0.0,0.0,4.647574078628568,1.7727859887552266,0.2395656741561117,0.143739404493667,0.09582626966244466,2.3956567415611167,29.966334375851996,4.562146319317402,2.466320049654957,2.0958262696624446,32.073076096399824,82.21351265171869,990.0,964.5,25.5,0.07125361326973731,0.0009645582540214806,989.9277818284762,0.025319454622694387,0.01,0.01,0.01,25.40246237385353,25.417781828476222,25.417781828476222,25.417781828476222,1.0,0.33069340612989073,0.0,0.0,0.0,6.045597923064819,0.0,0.0,0.0,0.1300128585605337,0.0,0.0,0.0,0.96,0.96,0.96,0.96,5.803774006142225,0.0,0.0,0.0,5.803774006142225,0.04626577761744218,3.240716993916702e-05,16.782441659656183,0.0,1,0,4318.007860569815,14.40747964374856,31,0.03224318892301236
1924.11,153.9800922319655,0.9917666666666667,1924.0,11.0,1924.0,2.0,2.2917513363831366,0.014462080559375822,23.0,4.0,2.0,2.0,19.0,50.0,0.3294490448170421,103.9800922319655,103.9800922319655,,1.0,103.9800922319655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,132.9800922319655,990.0,964.480203615666,25.519796384333915,0.08246408246524152,0.004588307839717017,989.912947609695,0.08287312451315339,0.01,0.01,0.01,25.34987086951581,25.422743994028963,25.422743994028963,25.422743994028963,,0.9235202322514884,0.0,0.0,0.0,23.887552504058878,0.0,0.0,0.0,0.5137108065389006,0.0,0.0,0.0,0.9666637836863506,0.9599999999999999,0.9599999999999999,0.9599999999999999,23.10337722582555,0.0,0.0,0.0,23.10337722582555,0.148869491625064,6.165005575435761e-05,31.834525136364032,17.49665493550704,1,1,16634.431602594395,78.24515030123536,30,0.12835209569903083
1924.12,275.67719818744825,0.8312903225806452,1924.0,12.0,1924.0,3.0,9.228880240730861,0.030062078643262085,26.0,4.0,3.0,2.0,24.0,59.0,0.22121467439422202,216.67719818744825,216.67719818744825,,1.1290322580645162,196.09673785136377,20.580460336084506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,249.67719818744825,990.0,964.8008860567483,25.199113943251792,0.12365050050147432,0.017820958408747936,989.8585285410898,0.20650504529552452,0.029073944034359242,0.01,0.01,24.851137439046042,25.028568540307205,25.047642484341562,25.047642484341562,,0.9508892840691099,0.12163549176688399,0.0,0.0,45.47206258319005,4.6304033288825455,0.0,0.0,0.9778938189933343,0.09957856621252785,0.0,0.0,0.9775158233349335,0.9616129032258064,0.96,0.96,43.002835651640886,4.5052471236913805,0.0,0.0,47.50808277533226,0.17140163133204708,6.120233851852222e-05,83.5808160471917,30.10614406157197,2,1,35346.013584847205,133.89523707448373,31,0.26393379319629034
1925.01,692.7386733693182,0.4581612903225806,1925.0,1.0,1924.0,4.0,41.218566350011514,0.05263550936345966,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,104.83870967741936,0.15882613169764423,587.899963691899,587.899963691899,,2.5161290322580645,232.65198630399024,232.65198630399024,67.8915098440002,54.704481239918245,0.0,0.0,0.0,0.0,0.0,0.0,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,634.7064153048021,990.0,966.6375282308157,23.36247176918416,0.31047346183018965,0.19446217157736234,989.4950643665924,0.25473515696176297,0.25473515696176297,0.08117696089808439,0.06772931099225117,22.60280097881486,22.60280097881486,22.776359174878532,22.789806824784367,,0.9555022350353589,0.9555022350353589,0.27730667693959005,0.21571911745469877,49.185959226759714,49.185959226759714,13.278935812784129,10.510028469542219,1.057762564016338,1.057762564016338,0.2855685121028845,0.22602211762456384,0.9797346601655477,0.9797346601655477,0.965764434747091,0.964516129032258,46.60710737629859,46.60710737629859,12.99617796315645,10.284381724127384,116.49477443988101,0.16901976876793187,5.5860739213873304e-05,192.8,75.18148385994414,4,2,86672.11218327149,344.8577719356288,31,0.6471931913326724
1925.02,1193.6784517725653,0.2782142857142857,1925.0,2.0,1924.0,5.0,24.86516631802503,0.02026369014726578,49.0,8.0,7.0,5.0,93.0,162.0,0.13644386908653705,1031.6784517725653,1011.1068679077072,,4.0,252.7767169769268,252.7767169769268,252.7767169769268,252.7767169769268,20.57158386485827,6.140514808456418,1.0158806846843589,0.888895599098814,0.6349254279277243,11.891367344690952,55.14051480845642,9.015880684684358,7.888895599098815,5.634925427927724,104.89136734469095,1083.1521589999468,990.0,968.5094070159264,21.490592984073626,0.6747708089757813,0.4724384164423367,988.8527907745819,0.27532775326620984,0.27532775326620984,0.27532775326620984,0.27532775326620984,20.068056005389284,20.068056005389284,20.068056005389284,20.068056005389284,,0.9548770768357925,0.9548770768357925,0.9548770768357925,0.9548770768357925,47.4529132073525,47.4529132073525,47.4529132073525,47.4529132073525,1.0204927571473656,1.0204927571473656,1.0204927571473656,1.0204927571473656,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,46.486943420346584,46.486943420346584,46.486943420346584,46.486943420346584,185.94777368138634,0.15641752181649315,5.114199121576113e-05,192.8,178.20989253835273,4,4,124956.90391389161,945.711819429938,28,1.0330431871188128
1925.03,1926.269331614232,0.1917741935483871,1925.0,3.0,1924.0,6.0,70.36235849713344,0.030997464742956143,49.0,9.0,9.0,9.0,107.0,183.0,0.10594222347166098,1743.269331614232,1100.0,,4.0,275.0,275.0,275.0,275.0,643.2693316142321,43.042585956329305,7.715594832371151,10.941301818713088,26.477312813633713,555.0925361931847,92.0425859563293,16.71559483237115,19.94130181871309,35.47731281363371,662.0925361931849,1228.6994826074135,990.0,970.6211405681804,19.37885943181948,0.8963367776801963,0.648,988.4556632223198,0.28,0.28,0.28,0.28,17.554522654139284,17.554522654139284,17.554522654139284,17.554522654139284,,0.9481199576354428,0.9481199576354428,0.9481199576354428,0.9481199576354428,44.922980081711714,44.922980081711714,44.922980081711714,44.922980081711714,0.9660855931550906,0.9660855931550906,0.9660855931550906,0.9660855931550906,0.9778358999434767,0.9778358999434767,0.9778358999434767,0.9778358999434767,43.94694822358616,43.94694822358616,43.94694822358616,43.94694822358616,175.78779289434465,0.10515483296303364,4.439085679150117e-05,192.5207245851049,133.00078242377398,4,4,130786.11791339243,1200.5781363808978,31,0.9765988494130259
1925.04,3198.602282778818,0.0741,1925.0,4.0,1924.0,7.0,47.83813946337618,0.014843809153033865,54.0,13.0,14.0,19.0,117.0,217.0,0.06796453806080642,2981.602282778818,1100.0,,4.0,275.0,275.0,275.0,275.0,1881.6022827788179,46.0,5.0000000000000036,11.000000000000002,61.0,1758.6022827788179,100.0,18.0,25.0,80.0,1875.6022827788179,1243.0,990.0,973.9704092543722,16.029590745627832,0.9262894125183112,0.648,988.4257105874816,0.28,0.28,0.28,0.28,14.17530133310955,14.17530133310955,14.17530133310955,14.17530133310955,,0.9360518079986574,0.9360518079986574,0.9360518079986574,0.9360518079986574,35.78669237871966,35.78669237871966,35.78669237871966,35.78669237871966,0.7696062877144012,0.7696062877144012,0.7696062877144012,0.7696062877144012,0.97,0.97,0.97,0.97,34.713091607358066,34.713091607358066,34.713091607358066,34.713091607358066,138.85236642943227,0.04353152805107427,3.506372889632128e-05,143.62807610916036,133.2537430934547,4,4,99973.70382919123,2787.2640135053875,30,0.7714020357190682
1925.05,2213.887211678188,0.15561290322580645,1925.0,5.0,1924.0,8.0,60.1629338099387,0.025918448203297695,58.225806451612904,13.32258064516129,14.290322580645162,18.93548387096774,185.74193548387098,290.51612903225805,0.13454779852000415,1923.37108264593,1100.0,,4.0,275.0,275.0,275.0,275.0,823.3710826459302,41.6927746316542,4.67741935483871,10.6141579303961,43.176782281071205,723.2099484479699,99.91858108326711,18.0,24.90448051104126,62.11226615203895,908.9518839318408,1242.8230615943085,990.0,971.5480696229932,18.451930377006764,0.925831082894718,0.648,988.4261689171052,0.28,0.28,0.28,0.28,16.598099294112068,16.598099294112068,16.598099294112068,16.598099294112068,,0.9465412187708272,0.9465412187708272,0.9465412187708272,0.9465412187708272,42.38185283144669,42.38185283144669,42.38185283144669,42.38185283144669,0.9114376952999289,0.9114376952999289,0.9114376952999289,0.9114376952999289,0.9778453979908378,0.9778453979908378,0.9778453979908378,0.9778453979908378,41.450972052270934,41.450972052270934,41.450972052270934,41.450972052270934,165.80388820908374,0.07867099460975766,4.186966873966761e-05,184.9812391897848,143.19838524950944,4,4,123358.0928275583,1313.152359062425,31,0.9211327122726874
1925.06,1178.2975581315975,0.29100000000000004,1925.0,6.0,1924.0,9.0,25.148626378522952,0.021798042754145864,53.0,12.0,12.0,13.0,120.0,210.0,0.18357678553255372,968.2975581315973,928.6315295443624,,3.7333333333333334,248.3999460600799,248.3999460600799,248.3999460600799,183.43169136412266,39.666028587234905,9.149599212742112,1.4171316579713311,2.2406194255057827,2.4555160554002557,24.403162235615422,62.14959921274211,13.417131657971332,14.240619425505782,15.455516055400256,144.40316223561544,1018.4388798405816,990.0,968.4479073367573,21.552092663242533,0.6259630418065176,0.4447964581726634,988.9292405000209,0.26459802415057504,0.26459802415057504,0.26459802415057504,0.19702031430240646,20.216735139112764,20.216735139112764,20.216735139112764,20.284312848960933,,0.9544345160984875,0.9544345160984875,0.9544345160984875,0.6994367024550269,46.83700343850667,46.83700343850667,46.83700343850667,33.82162050754712,1.007247385774337,1.007247385774337,1.007247385774337,0.7273466775816584,0.9798873203416008,0.9798873203416008,0.9798873203416008,0.9745539870082675,45.55250978936247,45.55250978936247,45.55250978936247,33.112307627952845,169.76983699604025,0.1455047574549435,5.115727138633033e-05,192.8,126.1055045212246,4,3,122234.28263714898,624.6935677067364,30,0.9431657610891125
1925.07,520.6242109287424,0.5588709677419355,1925.0,7.0,1924.0,10.0,15.62820524535123,0.028474207249213807,50.0,10.0,9.0,9.0,108.0,186.0,0.3801084507604006,334.62421092874246,334.62421092874246,,1.6451612903225807,206.39814499566634,108.95395919647758,19.272106736598484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,403.62421092874246,990.0,965.9250863333469,24.07491366665311,0.18307192805862196,0.06562753812894674,989.7513005338125,0.21817550135235536,0.11871382232210675,0.029485086029891822,0.01,23.60803869911319,23.70750037814344,23.796729114435653,23.816214200465545,,0.950984306957286,0.521391100656257,0.09228317249497583,0.0,45.39706720560377,23.4133909305273,4.0090004996110595,0.0,0.9762810151742747,0.5035137834522,0.08621506450776473,0.0,0.9775226264467283,0.9690365512342417,0.9617257328994525,0.96,42.68431502883174,22.366424401408754,3.9204630690878983,0.0,68.97120249932838,0.12869594185821137,5.792546854253894e-05,128.19157268246244,36.23556124566985,3,1,51314.57465950033,164.21920510084828,31,0.3831733472184911
