Exceedance,Power
0.0,185.71552179027256
0.05,178.03022090016955
0.1,177.8690891509726
0.15000000000000002,177.8690891509726
0.2,177.8690891509726
0.25,177.8690891509726
0.30000000000000004,158.47115423979915
0.35000000000000003,132.4601437045199
0.4,111.89994983441956
0.45,91.23253064588184
0.5,75.61197794219183
0.55,62.23054385948021
0.6000000000000001,53.072091198418605
0.65,46.69051226929015
0.7000000000000001,41.08043307043231
0.75,35.40614582418824
0.8,31.103766520368012
0.8500000000000001,27.334839293651505
0.9,24.03239084363087
0.9500000000000001,21.0621973732826
1.0,0.0
