,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.0,0.5592488377466619,0.4103884684755355,0.320144578900627,0.31225335851670893,0.20320940629600934,0.17524840027684746,0.15761554009856596,0.21100726758779173,0.12793061938735686,0.09238761180552303,0.0006931222922858404,-0.07824130585249243,-0.06605983979821299,-0.16550926962507798,-0.19772680738871204,-0.1989547668990048,-0.25682356521417515,-0.28051506781376856,-0.22919522004251605
1,[1. 1.],[0.35601004 0.76248764],[0.15126749 0.66950945],[0.03543931 0.60484985],[0.0130474  0.61145932],[-0.10916706  0.51558587],[-0.14254154  0.49303834],[-0.16414155  0.47937263],[-0.11392338  0.53593792],[-0.20261158  0.45847282],[-0.2401935   0.42496873],[-0.3329464   0.33433264],[-0.41188089  0.25539827],[-0.40045645  0.26833677],[-0.5004445   0.16942596],[-0.53602346  0.14056984],[-0.54199181  0.14408228],[-0.60459424  0.09094711],[-0.63603356  0.07500342],[-0.59374155  0.13535111]
