,Energy
0.0,1001264.8232189122
0.05,941266.9657082744
0.1,905799.5999870044
0.15000000000000002,888061.9923080037
0.2,875595.7967349133
0.25,864568.7327983411
0.30000000000000004,853829.6860653595
0.35000000000000003,843793.0872128188
0.4,837677.6431270088
0.45,830415.6192089003
0.5,824799.1508259254
0.55,816156.8393115136
0.6000000000000001,811931.5181314618
0.65,801078.8470658297
0.7000000000000001,797437.2080370116
0.75,784712.4021024631
0.8,771954.325652051
0.8500000000000001,758870.8584416809
0.9,749082.5842006018
0.9500000000000001,710283.2893474401
1.0,493939.2721783849
