WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3452.248381930785,111.40747964374857,0.7180846407783272,0.04634660728279194,25.39500021757775,13.543809768984332,57.81309457806748,974.5192882379007,964.4014878936099,193.99377067762416,0.0,851686.4428273303,0.5401359987489411,0.4136986301369863,0.03561643835616438,0.11506849315068493,0.40821917808219177,0.0273972602739726,10,277,263,259,226,58.0,156.0,57.0,158.0,56.0,161.0,26.0,168.0,0.6000000000000001
1925,4501.386000873192,158.54189668353825,0.418468786036499,0.035544607809453066,25.38127660306557,11.465561625287323,60.724753180974886,976.597536381598,964.4014878936099,192.9485124799353,25.49932412375237,794165.9693592689,0.5036567537793435,0.32602739726027397,0.07397260273972603,0.2054794520547945,0.39452054794520547,0.0,0,274,272,267,258,67.0,157.0,66.0,158.0,65.0,162.0,62.0,168.0,0.9
1926,3313.0406406455268,192.89523707448373,0.4188789122839516,0.0576509680131134,25.406554053518292,13.838797601707896,59.48197827370232,974.2243004051774,964.4014878936099,192.55735543975464,24.97782041408061,886660.5278038353,0.5623164179374907,0.38904109589041097,0.0547945205479452,0.18904109589041096,0.36712328767123287,0.0,0,258,254,249,236,54.0,160.0,52.0,162.0,49.0,164.0,41.0,169.0,0.35000000000000003
1927,2261.108087620956,179.82651022652541,0.40032157026960297,0.054398107137556384,25.36338496960591,16.332837105731258,59.96000784384882,971.730260901154,964.4018148819521,191.78245437713124,26.756613872762408,854580.7287998312,0.5419715428715317,0.31232876712328766,0.1095890410958904,0.1780821917808219,0.40273972602739727,0.0,0,280,278,274,264,68.0,153.0,67.0,154.0,66.0,157.0,62.0,163.0,0.6000000000000001
1928,1589.152359062425,195.20770377157245,0.40357230261689264,0.07739975295544857,25.35597538706128,18.293439226879247,59.48197827370232,969.7726460831246,964.4014878936099,192.4371261540799,28.765659031318606,777638.771754295,0.4931752738167776,0.18082191780821918,0.16164383561643836,0.2219178082191781,0.43561643835616437,0.0,0,347,339,333,320,107.0,124.0,103.0,128.0,100.0,131.0,93.0,137.0,0.9500000000000001
1929,2187.823512835168,188.71982882241662,0.3940454586667231,0.07766292581119945,25.36128575163361,16.509730906938287,59.71381163081863,971.5533670999471,964.4018148819521,194.17315939754317,28.707466838641032,903062.0636346934,0.5727182037257061,0.2493150684931507,0.18082191780821918,0.26575342465753427,0.3041095890410959,0.0,0,328,326,321,305,128.0,164.0,127.0,165.0,125.0,168.0,112.0,171.0,0.25
1930,3355.9174512398436,201.17011281861926,0.4913087539224573,0.04484960369301489,25.386114787106276,13.747939598305564,59.71381163081863,974.3151584085796,964.4070206769117,193.4734826309,27.735427534883968,838049.1595855522,0.5314872904525318,0.29315068493150687,0.10684931506849316,0.26575342465753427,0.33424657534246577,0.0,0,287,284,280,272,86.0,163.0,86.0,166.0,85.0,169.0,81.0,173.0,0.65
1931,3803.114617748527,236.19433422910615,0.4140574943882115,0.05548084168047336,25.101867384935712,12.800307507370533,59.71381163081863,975.2627904995147,964.6171660053748,193.96523276788216,34.27755638227811,930293.0069894237,0.5899879547117096,0.39452054794520547,0.07945205479452055,0.2054794520547945,0.3232876712328767,0.0,0,282,277,272,256,63.0,146.0,61.0,149.0,59.0,152.0,52.0,161.0,0.2
1932,1617.3520421001313,188.71982882241662,0.40981989160435056,0.07465325848187478,25.40652200058136,18.199345255484854,59.75107249837273,969.8637527514003,964.4014878936099,194.24075946464413,25.06744025971622,793430.4558642306,0.5031902941807652,0.2191780821917808,0.14246575342465753,0.18904109589041096,0.44931506849315067,0.0,0,344,334,329,312,90.0,110.0,86.0,116.0,83.0,118.0,75.0,127.0,0.9
1933,5588.707650475971,158.54189668353825,0.4378797027395848,0.037754703447769336,25.349724118578376,9.70088927808952,59.71381163081863,978.416609781733,964.4018148819521,194.9126446944664,0.0,803368.2082281776,0.5094927753857037,0.3150684931506849,0.12054794520547946,0.1863013698630137,0.36164383561643837,0.01643835616438356,6,266,263,260,253,60.0,158.0,59.0,160.0,58.0,162.0,55.0,166.0,0.8500000000000001
1934,3278.6645629042023,178.2793688535273,0.4336170941314554,0.05949303318536711,25.40674998690577,13.911642147397814,60.046831418090456,974.1514558594873,964.4014878936099,191.03261573742748,22.52558341858652,890290.4804726637,0.5646185188182798,0.3424657534246575,0.10136986301369863,0.20273972602739726,0.35342465753424657,0.0,0,270,267,264,256,56.0,150.0,54.0,151.0,53.0,153.0,48.0,156.0,0.35000000000000003
1935,2496.800686844093,189.23960472725517,0.3995046496538328,0.05134114768777594,25.40395312735529,15.763923935192635,60.724753180974886,972.2991740716926,964.4014878936099,194.24075946464413,24.847750085765753,842988.8611633604,0.5346200286424153,0.29041095890410956,0.10684931506849316,0.20273972602739726,0.40273972602739727,0.0,0,293,289,286,274,80.0,152.0,77.0,153.0,75.0,154.0,68.0,159.0,0.65
1936,3600.306705040052,201.17011281861926,0.4729235852272482,0.04275219089539605,25.396430456298827,13.230067131919514,59.48197827370232,974.8330308749656,964.4070206769117,193.12841554566398,26.35429742190333,859924.4961598936,0.5453605378994759,0.39452054794520547,0.06575342465753424,0.19452054794520549,0.3452054794520548,0.0,0,244,241,237,227,44.0,164.0,43.0,166.0,42.0,169.0,37.0,174.0,0.55
1937,3227.9047484993603,224.67104686473823,0.4763220419594945,0.038105213624157336,25.200682386530005,14.019204611255715,59.87654903034058,974.0438933956295,964.5480262811883,193.7592651462656,30.3772102006642,872404.5758422395,0.5532753525128359,0.29863013698630136,0.1178082191780822,0.22465753424657534,0.3589041095890411,0.0,0,306,304,299,282,85.0,143.0,85.0,145.0,81.0,146.0,73.0,155.0,0.45
1938,2873.0524012848505,220.53049583159046,0.4233801810969818,0.05821930005618274,25.2357333266134,14.855730141714913,59.87654903034058,973.2073678651705,964.5231829749896,191.08725677873448,29.661512864675124,855677.1026652931,0.5426668586157364,0.31232876712328766,0.10410958904109589,0.18904109589041096,0.39452054794520547,0.0,0,288,285,281,273,55.0,131.0,53.0,132.0,52.0,135.0,51.0,142.0,0.6000000000000001
1939,5259.545195770601,214.75310038088367,0.4480238057770799,0.041252012684058426,25.28423837413517,10.181036246630997,58.82150192531825,977.9096996014869,964.4885186022854,193.99377067762416,29.50331228784185,918222.3095602796,0.5823327686201671,0.42191780821917807,0.11506849315068493,0.1917808219178082,0.273972602739726,0.0,0,262,258,252,239,63.0,166.0,61.0,168.0,59.0,172.0,50.0,176.0,0.2
1940,3355.9174512398436,224.67104686473823,0.4450951797994887,0.04767697725725882,25.246397761944124,13.747939598305564,60.04708585913855,974.3151584085796,964.5480262811883,193.99377067762416,27.25506113798118,897358.257845297,0.5691008738237551,0.36712328767123287,0.0547945205479452,0.21643835616438356,0.36164383561643837,0.0,0,277,273,265,253,55.0,142.0,53.0,144.0,49.0,148.0,43.0,154.0,0.30000000000000004
1941,2187.823512835168,189.23960472725517,0.3976733863649532,0.056220256925845966,25.396430456298827,16.509730906938287,60.724753180974886,971.5533670999471,964.4014878936099,192.48033807346752,26.35429742190333,790485.811510216,0.5013228129821258,0.23013698630136986,0.09863013698630137,0.22465753424657534,0.4465753424657534,0.0,0,321,319,317,304,98.0,141.0,97.0,142.0,96.0,143.0,89.0,149.0,0.9
