WaterYear,WaterWeek,Flow,Exceedance,Flow_difference,Flow_difference_pct,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelHeadpond,LevelTailwater,HeadGross,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerGenerator1,PowerGenerator2,PowerGenerator3,PowerGenerator4,Power,PerfMwPerCumec,PerfMWhPerm3,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,Count,CapFactor,StartDate
1924,1,111.40747964374857,0.999,0.07142857142857142,0.07142857142857142,37.0,5.0,3.0,2.0,50.0,97.0,0.8706776269437219,14.40747964374856,0.0,1.0,0.0,0.0,0.0,0.0,14.40747964374856,5.4956365651412025,0.7426535898839463,0.44559215393036783,0.2970614359535785,7.426535898839463,42.4956365651412,5.742653589883946,3.445592153930368,2.297061435953578,57.42653589883946,51.68388230895552,990.0,964.5,25.5,0.070824342,0.0,989.929175658,0.01,0.01,0.01,0.01,25.41917565799996,25.41917565799996,25.41917565799996,25.41917565799996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,,111.40747964374856,111.40747964374856,0.8706776269437219,0.8706776269437219,25.41917565799996,25.41917565799996,964.5,964.5,0.0,0.0,0.0,7,0.0,1924-10-01
1924,2,111.40747964374857,0.999,0.0,0.0,29.571428571428573,4.428571428571429,2.4285714285714284,2.0,32.857142857142854,71.28571428571429,0.6398647066935453,40.121765358034274,33.947131224999175,1.0,33.947131224999175,0.0,0.0,0.0,6.174634133035098,2.355272813631944,0.3182801099502627,0.1909680659701576,0.12731204398010507,3.182801099502627,31.926701385060515,4.746851538521691,2.6195394945415864,2.127312043980105,36.03994395664548,73.24022364312296,990.0,964.5,25.5,0.070824342,0.0004569347255534857,989.9287187232745,0.017257198582320284,0.01,0.01,0.01,25.41146152469211,25.418718723274427,25.418718723274427,25.418718723274427,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.40747964374856,111.40747964374856,0.8706776269437219,0.4667550165059128,25.41917565799996,25.405675924711225,964.5,964.5,0.0,0.0,0.0,7,0.0,1924-10-08
1924,3,112.95287634260659,0.999,1.5453966988580219,0.012643840910294543,24.0,4.0,2.0,2.0,20.0,52.0,0.4608534403331301,60.95287634260659,60.95287634260659,,60.95287634260659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,90.95287634260659,990.0,964.5,25.5,0.07083569918739414,0.0009309944891215286,989.9282333063236,0.024786383062518826,0.01,0.01,0.01,25.40344692326098,25.41823330632349,25.41823330632349,25.41823330632349,,0.13064722268514256,0.0,0.0,0.0,2.284526308875217,0.0,0.0,0.0,0.04912959804032725,0.0,0.0,0.0,0.96,0.96,0.96,0.96,2.1931452565202085,0.0,0.0,0.0,2.1931452565202085,0.01794347026695456,8.67504151287627e-06,122.22525653575472,111.40747964374856,0.4667550165059128,0.425443983296434,25.405675924711225,25.390072914559497,964.5,964.5,15.35201679564146,0.0,368.448403095395,7,0.012184140314001158,1924-10-15
1924,4,125.6562464234238,0.998,0.7655617284702702,0.006091522537335257,24.0,4.0,2.0,2.0,20.0,52.0,0.4138437947204977,73.6562464234238,73.6562464234238,,73.6562464234238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,103.6562464234238,990.0,964.5,25.5,0.0721147495327106,0.002010780945990986,989.9258744695213,0.041935932671622066,0.01,0.01,0.01,25.383938536849662,25.415874469521288,25.415874469521288,25.415874469521288,,0.9331985598845883,0.0,0.0,0.0,17.112059803435553,0.0,0.0,0.0,0.36800128609538824,0.0,0.0,0.0,0.96,0.96,0.96,0.96,16.427577411298127,0.0,0.0,0.0,16.427577411298127,0.13072690988077282,6.19498684721947e-05,126.7731428469428,124.48609694083387,0.4177173297088326,0.4101815166228168,25.386030684928837,25.38194160163605,964.5,964.5,16.782441659656183,16.05734309926161,2759.833005098086,7,0.09126431895165628,1924-10-22
1924,5,129.60180009794993,0.9975714285714286,1.6679539507764585,0.012508617807523615,23.428571428571427,4.0,2.0,2.0,19.428571428571427,50.857142857142854,0.3929792126921958,78.74465724080707,78.74465724080707,,78.74465724080707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.428571428571427,4.0,2.0,2.0,19.428571428571427,108.1732286693785,990.0,964.5,25.5,0.07370893855617422,0.0024432958654685712,989.9238477655783,0.048805287275089496,0.01,0.01,0.01,25.375042478303254,25.413847765578346,25.413847765578346,25.413847765578346,,0.9324725894521407,0.0,0.0,0.0,18.268027915695757,0.0,0.0,0.0,0.3928608153913065,0.0,0.0,0.0,0.9606799017992472,0.96,0.96,0.96,17.550785900416873,0.0,0.0,0.0,17.550785900416873,0.1353082250901329,6.192357299738582e-05,137.6377747142742,125.962097058839,0.4128225967507505,0.3632723654810337,25.383391696613483,25.359293442855435,964.5,964.5,19.400912785958123,16.523978505226875,2948.532031270034,7,0.09750436611342705,1924-10-29
1924,6,140.38064405001833,0.9967142857142858,1.101883167582526,0.007690690500828999,23.0,4.0,2.0,2.0,19.0,50.0,0.3562973491772786,90.38064405001833,90.38064405001833,,90.38064405001833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,119.38064405001835,990.0,964.5,25.5,0.07766439766766713,0.0034323547442515,989.9189032475881,0.06451386946752474,0.01,0.01,0.01,25.35438937812058,25.408903247588103,25.408903247588103,25.408903247588103,,0.9209480760203677,0.0,0.0,0.0,20.694775531615626,0.0,0.0,0.0,0.44504893616377694,0.0,0.0,0.0,0.9645048936163777,0.96,0.96,0.96,19.960821174519968,0.0,0.0,0.0,19.960821174519968,0.14216930397925193,6.13518238919944e-05,145.35095688735188,138.74204462110075,0.3603810231898203,0.3439949833887257,25.35731908299908,25.34550279515816,964.5,964.5,20.9758198833292,19.62625236979237,3353.417957319354,7,0.11089345096955536,1924-11-05
1924,7,144.35231201302096,0.9959999999999999,0.4993224371654605,0.003456191711909243,23.0,4.0,2.0,2.0,19.0,50.0,0.3463871899683812,94.35231201302096,94.35231201302096,,94.35231201302096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,123.35231201302096,990.0,964.5,25.5,0.07906612765611928,0.0037699465211067282,989.9171639258228,0.06987562121757826,0.01,0.01,0.01,25.347288304605204,25.407163925822783,25.407163925822783,25.407163925822783,,0.9165825158244136,0.0,0.0,0.0,21.49761047810475,0.0,0.0,0.0,0.4623142038302096,0.0,0.0,0.0,0.966231420383021,0.96,0.96,0.96,20.771732229626075,0.0,0.0,0.0,20.771732229626075,0.14389391585849642,6.115335352579015e-05,145.35095688735188,143.60332835727277,0.3481813449031229,0.3439949833887257,25.34862743669049,25.34550279515816,964.5,964.5,20.9758198833292,20.61866648934873,3489.651014577181,7,0.11539851238681154,1924-11-12
1924,8,165.3832012770849,0.99,4.241841809596926,0.025883749973423874,23.0,4.0,2.0,2.0,19.0,50.0,0.3029529107668951,115.38320127708491,115.38320127708491,,115.38320127708491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,144.3832012770849,990.0,964.4692335974459,25.5307664025542,0.08648860819574848,0.005557572108552172,989.9079538196956,0.0982673217240646,0.01,0.01,0.01,25.34045290052581,25.428720222249883,25.428720222249883,25.428720222249883,,0.9217372931762927,0.0,0.0,0.0,26.440290400171325,0.0,0.0,0.0,0.568608395702609,0.0,0.0,0.0,0.97,0.96,0.96,0.96,25.647081688166185,0.0,0.0,0.0,25.647081688166185,0.15489720381750233,6.172052631183081e-05,175.04384955453037,156.79744636197438,0.3188827443310053,0.285642712538859,25.342501611793352,25.33863213939989,964.486405107276,964.4499123008908,27.98967488642127,23.57357928382532,4308.709723611919,7,0.1424837871564788,1924-11-19
1924,9,189.34760764235457,0.9751428571428571,2.658604868150864,0.014241235064269785,23.857142857142858,4.0,2.2857142857142856,2.0,20.428571428571427,52.57142857142857,0.27753615173051066,136.776179070926,136.776179070926,,136.776179070926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.857142857142858,4.0,2.2857142857142856,2.0,20.428571428571427,166.91903621378313,990.0,964.4213047847152,25.578695215284743,0.09444223270309446,0.007375975221028656,989.8981817920759,0.12714784174575003,0.01,0.01,0.01,25.34972916561488,25.466877007360633,25.466877007360633,25.466877007360633,,0.9331629686431967,0.0,0.0,0.0,31.732386063306187,0.0,0.0,0.0,0.6824169045872298,0.0,0.0,0.0,0.97,0.96,0.96,0.96,30.780414481407,0.0,0.0,0.0,30.780414481407,0.16258024503988225,6.25084435464171e-05,193.27466035303507,179.8265102265254,0.3058655096663584,0.2614797724813306,25.36104743914388,25.343515859546347,964.4403469795468,964.413450679294,31.834525136364032,29.12115179831659,5171.109632876376,7,0.17100230267448333,1924-11-26
1924,10,230.7145555206134,0.9051428571428571,8.643957004841436,0.03767517638428146,26.0,4.0,3.0,2.0,24.0,59.0,0.25790536015511983,171.7145555206134,171.7145555206134,,171.7145555206134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,204.7145555206134,990.0,964.5853244085249,25.41467559147509,0.1077816150872355,0.010345737219252086,989.8818726476935,0.17431464995282808,0.01,0.01,0.01,25.122233589215774,25.286548239168603,25.286548239168603,25.286548239168603,,0.9453786850527894,0.0,0.0,0.0,39.99878715632151,0.0,0.0,0.0,0.8601889711036884,0.0,0.0,0.0,0.9761415033404198,0.96,0.96,0.96,39.06608280756138,0.0,0.0,0.0,39.06608280756138,0.16874742960762298,6.31531194777248e-05,249.7991800258312,199.0925590239552,0.2963445760567124,0.2361897264590658,25.36228122741741,24.974640783645768,964.698795080155,964.401814881952,43.588457935614585,31.584721414578617,6563.101911670312,7,0.217033793375341,1924-12-03
