WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3452.248381930785,111.40747964374857,0.8706776269437217,0.05300893207969328,24.905610297824868,13.043809768984332,57.972905510594394,975.0192882379007,964.9014878936099,186.10832651905702,0.0,806614.7533820336,0.5115517208155971,0.40821917808219177,0.03561643835616438,0.1095890410958904,0.4191780821917808,0.0273972602739726,10,259,256,226,246,56.0,161.0,33.0,162.0,26.0,168.0,29.0,165.0,0.55
1925,4501.386000873192,158.54189668353825,0.4840497151914727,0.040654145182061965,24.913934863068032,10.965561625287323,59.01624732810768,977.097536381598,964.9014878936099,188.01035895031242,22.191020644459968,747306.3143907668,0.4739385555496999,0.3178082191780822,0.07671232876712329,0.18904109589041096,0.41643835616438357,0.0,0,267,265,258,261,65.0,162.0,64.0,163.0,62.0,168.0,63.0,166.0,0.8500000000000001
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.06549874376358958,24.93457725550035,13.338797601707896,57.86566615859211,974.7243004051774,964.9014878936099,186.9388280128873,20.208344071445648,837803.9519058852,0.5313317807622306,0.38082191780821917,0.057534246575342465,0.1780821917808219,0.3835616438356164,0.0,0,249,246,236,242,49.0,164.0,47.0,165.0,41.0,169.0,45.0,167.0,0.30000000000000004
1927,2261.108087620956,179.82651022652541,0.4727069563001049,0.06545463297852312,24.889344348126674,15.832837105731258,58.38336778375296,972.230260901154,964.9018148819521,186.5287449987497,22.285475323597947,805943.5356844616,0.5111260373442805,0.3041095890410959,0.10684931506849316,0.1780821917808219,0.4136986301369863,0.0,0,274,272,264,268,66.0,157.0,65.0,158.0,62.0,163.0,64.0,161.0,0.55
1928,1589.152359062425,195.20770377157245,0.4987972279534628,0.09313141006021457,24.885336329475532,17.7904519237605,59.01624732810768,970.2726460831246,964.9014878936099,188.80944202349303,23.228600342025032,729502.4044611885,0.4626473899424077,0.1726027397260274,0.14794520547945206,0.20821917808219179,0.4712328767123288,0.0,0,333,330,320,325,100.0,131.0,98.0,132.0,93.0,137.0,96.0,135.0,0.9500000000000001
1929,2187.823512835168,188.71982882241662,0.4559546776568619,0.08775844983546686,24.88906974758357,16.009730906938287,59.01624732810768,972.0533670999471,964.9018148819521,189.04485703714062,24.666055160949373,849238.9789070828,0.5385838273129647,0.2465753424657534,0.1643835616438356,0.26575342465753427,0.3232876712328767,0.0,0,321,317,305,311,125.0,168.0,123.0,170.0,112.0,171.0,117.0,170.0,0.25
1930,3355.9174512398436,201.17011281861926,0.565005067010826,0.05396537680135125,24.9179266980178,13.247939598305564,57.93467144456457,974.8151584085796,964.9070206769117,188.4378041974137,22.591727118958726,787244.8320409824,0.49926739728626485,0.27945205479452057,0.11232876712328767,0.2356164383561644,0.3726027397260274,0.0,0,280,279,272,275,85.0,169.0,84.0,169.0,81.0,173.0,83.0,172.0,0.65
1931,3803.114617748527,236.19433422910615,0.4789471017177073,0.06284322825418548,24.639197488629538,12.300307507370533,58.95436964722249,975.7627904995147,965.1171660053748,187.53905546297713,29.45692594621293,876921.2161000844,0.556139786973671,0.3643835616438356,0.09863013698630137,0.17534246575342466,0.3643835616438356,0.0,0,272,270,256,263,59.0,152.0,58.0,153.0,52.0,161.0,56.0,158.0,0.2
1932,1617.3520421001313,188.71982882241662,0.4969066185702751,0.08916916985335042,24.933890185694732,17.699345255484854,58.546452129766934,970.3637527514003,964.9014878936099,188.80944202349303,20.293572704539308,745578.6380018204,0.4728428703715249,0.20821917808219179,0.14794520547945206,0.1780821917808219,0.4657534246575342,0.0,0,329,326,312,318,83.0,118.0,82.0,120.0,75.0,127.0,78.0,124.0,0.9
1933,5588.707650475971,158.54189668353825,0.5065026412286242,0.04276480627496148,24.875900348670783,9.20088927808952,57.93467144456457,978.916609781733,964.9018148819521,187.98537001406757,0.0,743499.4938301321,0.471524285787755,0.29315068493150687,0.12054794520547946,0.1589041095890411,0.39452054794520547,0.03287671232876712,12,260,259,253,256,58.0,162.0,57.0,162.0,55.0,166.0,56.0,164.0,0.9
