,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,1.0,0.6072180320410241,0.450027812928876,0.3314711104278293,0.3367190865680998,0.2439569118202137,0.2487425520957793,0.19661356744585293,0.2151407967653676,0.16138724453494893,0.22185975966204574,0.12743262298438512,0.030111569202611457,-0.012463663281485614,-0.15365899759744625,-0.198487955487908,-0.19100462444804492,-0.24597193478303722,-0.22925176978042575,-0.2256882407533982,-0.20881763907575795,-0.19996711875879397,-0.16933102274099,-0.08357081673019519,-0.1361430178181901,-0.2586338538226716,-0.314451237456484,-0.2968285376158347,-0.2678692364370403,-0.22984762773600437,-0.18332128796091612,-0.14739468939185915,-0.18769249684431585,-0.1547525814869181,-0.1686564985354007,-0.14163922706628054,-0.15717136291975364,-0.15235731002003666,-0.1546260789612742,-0.09729564579592424,-0.0861034025850691
1,[1. 1.],[0.40397923 0.81045683],[0.18213568 0.71791995],[0.03398633 0.62895589],[0.02435066 0.64908751],[-0.08306077  0.57097459],[-0.08570807  0.58319317],[-0.14539324  0.53862038],[-0.13150337  0.56178497],[-0.19072911  0.5135036 ],[-0.13329883  0.57701835],[-0.2334052   0.48827044],[-0.33258042  0.39280355],[-0.3752589   0.35033157],[-0.51647192  0.20915392],[-0.5639791   0.16700318],[-0.56092148  0.17891223],[-0.61994037  0.1279965 ],[-0.6098442   0.15134066],[-0.61194255  0.16056607],[-0.60048108  0.1828458 ],[-0.59620256  0.19626833],[-0.56971324  0.2310512 ],[-0.48690028  0.31975865],[-0.54018711  0.26790107],[-0.66456837  0.14730066],[-0.72713619  0.09823372],[-0.71929453  0.12563745],[-0.6988637   0.16312523],[-0.6676649   0.20796964],[-0.62609476  0.25945219],[-0.59329229  0.29850291],[-0.6355981   0.26021311],[-0.60589527  0.29639011],[-0.62198656  0.28467357],[-0.59755374  0.31427529],[-0.61489987  0.30055714],[-0.61230963  0.30759501],[-0.61665831  0.30740615],[-0.56146046  0.36686917],[-0.55110987  0.37890307]
