Exceedance,Power
0.0,199.4796617408996
0.05,187.62269364293311
0.1,178.72600726943062
0.15000000000000002,169.4666249950664
0.2,160.56022386702767
0.25,151.7531168932718
0.30000000000000004,141.52259514270824
0.35000000000000003,130.4786107444359
0.4,116.29944014912864
0.45,102.47669102832594
0.5,89.11785307352615
0.55,75.6518508783823
0.6000000000000001,64.84454593407735
0.65,58.43858583545306
0.7000000000000001,51.18172690793175
0.75,44.91448777035716
0.8,39.290928775216365
0.8500000000000001,34.75087751720194
0.9,30.59764344799562
0.9500000000000001,26.728312708526392
1.0,0.0
