Exceedance,Power
0.0,193.90840486585117
0.05,181.67924735684295
0.1,173.47623133504453
0.15000000000000002,163.94652823907597
0.2,155.17307355469097
0.25,146.31697197924376
0.30000000000000004,136.89296153593403
0.35000000000000003,125.39580572884995
0.4,113.74237366292743
0.45,100.76230785804162
0.5,87.53726730575882
0.55,74.96500518817405
0.6000000000000001,64.63635404232932
0.65,57.85021246873431
0.7000000000000001,50.74698349799168
0.75,44.490720329003075
0.8,38.868293112736104
0.8500000000000001,34.196089948201234
0.9,30.003047354340943
0.9500000000000001,26.47545405122385
1.0,0.0
