WaterYear,WaterWeek,Flow,Exceedance,Flow_difference,Flow_difference_pct,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelHeadpond,LevelTailwater,HeadGross,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerGenerator1,PowerGenerator2,PowerGenerator3,PowerGenerator4,Power,PerfMwPerCumec,PerfMWhPerm3,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,Count,CapFactor,StartDate
1924,1,111.40747964374857,0.999,0.07142857142857142,0.07142857142857142,37.0,5.0,3.0,2.0,50.0,97.0,0.8706776269437219,14.40747964374856,0.0,1.0,0.0,0.0,0.0,0.0,14.40747964374856,5.4956365651412025,0.7426535898839463,0.44559215393036783,0.2970614359535785,7.426535898839463,42.4956365651412,5.742653589883946,3.445592153930368,2.297061435953578,57.42653589883946,51.68388230895552,990.5,964.5,26.0,0.070824342,0.0,990.429175658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,,111.40747964374856,111.40747964374856,0.8706776269437219,0.8706776269437219,0.0,0.0,964.5,964.5,0.0,0.0,0.0,7,0.0,1924-10-01
1924,2,111.40747964374857,0.999,0.0,0.0,29.571428571428573,4.428571428571429,2.4285714285714284,2.0,32.857142857142854,71.28571428571429,0.6398647066935453,40.121765358034274,33.947131224999175,1.0,33.947131224999175,0.0,0.0,0.0,6.174634133035098,2.355272813631944,0.3182801099502627,0.1909680659701576,0.12731204398010507,3.182801099502627,31.926701385060515,4.746851538521691,2.6195394945415864,2.127312043980105,36.03994395664548,73.24022364312296,990.5,964.5,26.0,0.070824342,0.0,990.429175658,0.014293790461642171,0.0,0.0,0.0,14.514285714285714,0.0,0.0,0.0,1.0,0.455631546450053,0.0,0.0,0.0,6.7425989650658025,0.0,0.0,0.0,0.1373238078424807,0.0,0.0,0.0,0.96,0.96,0.96,0.96,6.47289500646317,0.0,0.0,0.0,6.47289500646317,0.05810108106889914,5.296548856417417e-05,111.40747964374856,111.40747964374856,0.8706776269437219,0.4667550165059128,25.4,0.0,964.5,964.5,11.327566261310547,0.0,1087.4463610858124,7,0.03596052781368427,1924-10-08
1924,3,112.95287634260659,0.999,1.5453966988580219,0.012643840910294543,24.0,4.0,2.0,2.0,20.0,52.0,0.4608534403331301,60.95287634260659,60.95287634260659,,60.95287634260659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,90.95287634260659,990.5,964.5,26.0,0.07083569918739414,0.0,990.4291643008127,0.026430651644816085,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.8022431272830886,0.0,0.0,0.0,12.1920004690987,0.0,0.0,0.0,0.24830958185537064,0.0,0.0,0.0,0.96,0.96,0.96,0.96,11.70432045033475,0.0,0.0,0.0,11.70432045033475,0.10347376317362557,5.3290175882383195e-05,122.22525653575472,111.40747964374856,0.4667550165059128,0.425443983296434,25.4,25.4,964.5,964.5,13.96484558447997,11.327566261310547,1966.3258356562378,7,0.06502400250185972,1924-10-15
1924,4,125.6562464234238,0.998,0.7655617284702702,0.006091522537335257,24.0,4.0,2.0,2.0,20.0,52.0,0.4138437947204977,73.6562464234238,73.6562464234238,,73.6562464234238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,103.6562464234238,990.5,964.5,26.0,0.0721147495327106,0.0,990.4278852504673,0.03842937135189221,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.839973147490965,0.0,0.0,0.0,15.411968386996582,0.0,0.0,0.0,0.3138893765172419,0.0,0.0,0.0,0.96,0.96,0.96,0.96,14.795489651516718,0.0,0.0,0.0,14.795489651516718,0.11774076794073127,5.5796447789919415e-05,126.7731428469428,124.48609694083387,0.4177173297088326,0.4101815166228168,25.4,25.4,964.5,964.5,15.068381985644535,14.510406277438255,2485.6422614548087,7,0.08219716473064843,1924-10-22
1924,5,129.60180009794993,0.9975714285714286,1.6679539507764585,0.012508617807523615,23.428571428571427,4.0,2.0,2.0,19.428571428571427,50.857142857142854,0.3929792126921958,78.74465724080707,78.74465724080707,,78.74465724080707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.428571428571427,4.0,2.0,2.0,19.428571428571427,108.1732286693785,990.5,964.5,26.0,0.07370893855617422,0.0,990.4262910614437,0.04407983556995835,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.8519276852826531,0.0,0.0,0.0,16.7243150992141,0.0,0.0,0.0,0.3406174154626088,0.0,0.0,0.0,0.96,0.96,0.96,0.96,16.055342495245533,0.0,0.0,0.0,16.055342495245533,0.12371539888183868,5.659054548904107e-05,137.6377747142742,125.962097058839,0.4128225967507505,0.3632723654810337,25.4,25.4,964.5,964.5,18.246774343722784,14.869808255023994,2697.2975392012495,7,0.08919634719580852,1924-10-29
1924,6,140.38064405001833,0.9967142857142858,1.101883167582526,0.007690690500828999,23.0,4.0,2.0,2.0,19.0,50.0,0.3562973491772786,90.38064405001833,90.38064405001833,,90.38064405001833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,119.38064405001835,990.5,964.5,26.0,0.07766439766766713,0.0,990.4223356023324,0.057877341512424296,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.8736920787736002,0.0,0.0,0.0,19.671990714787192,0.0,0.0,0.0,0.40065154205269227,0.0,0.0,0.0,0.9605983338145068,0.96,0.96,0.96,18.897504203177782,0.0,0.0,0.0,18.897504203177782,0.13457940179180064,5.807264465428016e-05,145.35095688735188,138.74204462110075,0.3603810231898203,0.3439949833887257,25.4,25.4,964.5,964.5,20.099631302672307,18.502552643145695,3174.780706133868,7,0.10498613446209881,1924-11-05
1924,7,144.35231201302096,0.9959999999999999,0.4993224371654605,0.003456191711909243,23.0,4.0,2.0,2.0,19.0,50.0,0.3463871899683812,94.35231201302096,94.35231201302096,,94.35231201302096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,123.35231201302096,990.5,964.5,26.0,0.07906612765611928,0.0,990.4209338723439,0.0630540764628624,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.87807521153757,0.0,0.0,0.0,20.637686301217762,0.0,0.0,0.0,0.42031947660321306,0.0,0.0,0.0,0.9620319476603214,0.96,0.96,0.96,19.85420478905596,0.0,0.0,0.0,19.85420478905596,0.13753603745494694,5.84509182780006e-05,145.35095688735188,143.60332835727277,0.3481813449031229,0.3439949833887257,25.4,25.4,964.5,964.5,20.099631302672307,19.670134903843696,3335.506404561401,7,0.11030113771697754,1924-11-12
1924,8,165.3832012770849,0.99,4.241841809596926,0.025883749973423874,23.0,4.0,2.0,2.0,19.0,50.0,0.3029529107668951,115.38320127708491,115.38320127708491,,115.38320127708491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,144.3832012770849,990.5,964.4692335974459,26.0307664025542,0.08648860819574848,0.0015383201277084572,990.4119730716766,0.09463798945684952,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.898525390375538,0.0,0.0,0.0,25.83710581219436,0.0,0.0,0.0,0.5262139676617995,0.0,0.0,0.0,0.9693929813231661,0.96,0.96,0.96,25.04754781777327,0.0,0.0,0.0,25.04754781777327,0.15126302524474527,6.0270144111691815e-05,175.04384955453037,156.79744636197438,0.3188827443310053,0.285642712538859,25.4,25.4,964.486405107276,964.4499123008908,27.39225903455184,22.96044698985822,4207.988033385909,7,0.13915304343207371,1924-11-19
1924,9,189.34760764235457,0.9751428571428571,2.658604868150864,0.014241235064269785,23.857142857142858,4.0,2.2857142857142856,2.0,20.428571428571427,52.57142857142857,0.27753615173051066,136.776179070926,136.776179070926,,136.776179070926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.857142857142858,4.0,2.2857142857142856,2.0,20.428571428571427,166.91903621378313,990.5,964.4213047847152,26.078695215284743,0.09444223270309446,0.0036776179070925432,990.4018801493897,0.13254960824677886,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.911907767232616,0.0,0.0,0.0,31.071443680970244,0.0,0.0,0.0,0.6328196269036709,0.0,0.0,0.0,0.97,0.96,0.96,0.96,30.13930037054114,0.0,0.0,0.0,30.13930037054114,0.15919392678337368,6.120579797616764e-05,193.27466035303507,179.8265102265254,0.3058655096663584,0.2614797724813306,25.4,25.4,964.4403469795468,964.413450679294,31.18483924182169,28.507677931734285,5063.4024622509105,7,0.1674405576141174,1924-11-26
1924,10,230.7145555206134,0.9051428571428571,8.643957004841436,0.03767517638428146,26.0,4.0,3.0,2.0,24.0,59.0,0.25790536015511983,171.7145555206134,171.7145555206134,,171.7145555206134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,204.7145555206134,990.5,964.5853244085249,25.91467559147509,0.1077816150872355,0.0071714555520613005,990.3850469293608,0.2116437056532354,0.0,0.0,0.0,25.4,0.0,0.0,0.0,,0.9255632308856855,0.0,0.0,0.0,39.62991848506688,0.0,0.0,0.0,0.8071266493903643,0.0,0.0,0.0,0.9750654969908814,0.96,0.96,0.96,38.66284805303841,0.0,0.0,0.0,38.66284805303841,0.16690381504140125,6.24489521059665e-05,249.7991800258312,199.0925590239552,0.2963445760567124,0.2361897264590658,25.4,25.4,964.698795080155,964.401814881952,43.43313179933224,30.91879070067229,6495.358472910452,7,0.21479360029465783,1924-12-03
