WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.5801449848718885,0.397072458948784,0.39943725359657184,0.2742384721859704,120.0,93.62330905306973,97.0,52.0,318.17532950817844,144.97227001569473,132.2328968673559,49.53054505874683,19.8981544338323,19.73820886877525,19.77462362441116,19.355616409729265,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.017343045438779,54.668294069549816,24.83379513959509,22.641013594744894,6.975092393186023,40673.21078774503,18476.343583858743,16844.914114490188,5189.468740530399,13116.978632460508,14179.08062574934,14945.307990617186,21136.859979527937,24830.849748998404,29149.967944673404,5698.584380851006,0.3084259802263793
2,Nov,11,0.40358035891317245,0.33134060486788436,0.33554458144981425,0.2191464118174738,114.0,89.31182795698925,93.0,50.0,410.73966091895886,186.5695712276288,170.3467585911179,103.39303162303261,19.836095881649108,19.656339162781126,19.669044432120646,19.43874960619071,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.1021505376344085,71.20225261922319,32.246696287808255,29.525722988704715,17.202237603723567,51265.621885840694,23217.62132722195,21258.520551867397,12385.611074680974,15298.714381468262,16916.425357625383,18189.476801919758,25605.033692126843,32841.683761384986,36683.435778098494,7403.307402447244,0.31886588630709956
3,Dec,12,0.28886229105642325,0.2420157941203022,0.24250197453245292,0.15808993353424264,126.0,100.35206382240722,104.0,59.0,675.7204220241487,331.6406815528305,298.64283322918544,170.65858754205956,19.669541791410246,19.503736267326623,19.52842499705625,19.150089722424898,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.7193895248005542,116.5058608033718,57.37218430417571,51.83999232117313,29.570083893967542,86680.36043770862,42684.905122306736,38568.9542869528,22000.14241711186,28991.706359849126,30440.61602880655,34296.886075913615,49773.7758894465,56731.13428766798,71610.0553236768,12878.343954956339,0.30170721752937046
4,Jan,1,0.22261547727396805,0.17762989382082484,0.18157962589732793,0.09758435866551925,150.0,117.76344086021503,120.0,73.0,1067.8303745000626,568.8884037337219,500.12922967886595,256.58591854906854,19.59295829197894,19.220109282906886,19.330194511660817,18.218405913658827,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,2.536940686784599,174.8943018661054,97.39345436711383,86.55645980160752,44.7375599354455,130121.36058838232,72460.73004913266,64398.00609239599,33284.74459197145,45702.38427014088,50672.30663908727,57248.2491127791,84501.56657359924,107508.09574342762,114523.19629220902,21977.012743055187,0.3032954916152994
5,Feb,2,0.1886127336508384,0.13011980292991696,0.14013490585006833,0.023961637995543118,197.0,139.32840722495897,137.0,85.0,1100.0,833.9274309624976,834.0087470320217,367.229444551671,19.53910280015317,18.77587386983753,18.85138489472205,18.063098006885244,970.0,970.0,970.0,970.0,990.5266400611466,990.0057582378636,990.0,990.0,3.3924731182795687,183.19485185503336,139.70210677217,141.05487250664763,63.272273077651334,123846.39359199288,94711.38522962556,94788.87432446715,43324.82848550524,62353.369720468334,67911.5447486475,80958.39338974954,113888.53670463536,119536.58095312609,122652.41775973872,20641.53585229265,0.21794144180499234
6,Mar,3,0.18345997833295244,0.09553743781479797,0.09155342472282096,0.040247106616749455,315.0,194.51092611862646,185.4516129032258,107.0,1100.0,1020.8193242817655,1100.0,479.65582913569773,19.32499685788631,18.32021589213112,18.095592143057562,18.06309800688525,970.0,970.0,970.0,970.0,990.3671642702715,990.01246123581,990.0,990.0,3.8491155046826218,181.59830009936144,167.25076887080922,177.86908915097254,83.40044847459352,135109.13527392497,124434.57203988197,132334.6023283235,62049.93366509755,94612.43159312064,100577.01423523245,122637.77396216804,132340.22633461573,132450.89888826403,132801.31821920705,14582.403043763237,0.11718932130123369
7,Apr,4,0.16531926939900385,0.08534052209817802,0.08322154763841276,0.049988054216098296,364.0,231.8243727598566,217.0,125.0,1100.0,1077.1914843774632,1100.0,633.7066382869799,19.24547379341383,18.147993040875654,18.063098006885248,18.063098006885248,970.0,970.0,970.0,970.0,990.2602205671083,990.0064903542592,990.0,990.0,3.956989247311828,180.52306077631272,174.98106447539823,177.86908915097257,109.18041337605808,129976.60375894516,125986.36642228666,128065.74418870016,78609.89763076181,116238.62770900325,126412.27821216822,128065.74418870016,128073.49143674975,128219.03776628763,128449.602233473,8339.955671797172,0.06619728712425073
8,May,5,0.2233184011030025,0.13091199146048188,0.12844381993122048,0.06639811434433315,340.0,265.2712452306625,276.0,147.0,1100.0,1053.4437080295736,1100.0,538.3875289616403,19.320264269695652,18.199217517312487,18.0636184844115,18.06309800688525,970.0,970.0,970.0,970.0,990.0329116767005,990.0005427189948,990.0,990.0,3.903225806451613,178.56320052031296,171.37710744494504,177.86908915097254,93.00387511256649,132851.0211871128,127504.56793903901,132334.6023283235,69194.88308374945,91757.70963573769,119225.24709997994,132334.6023283235,132338.58525249062,132393.30102651677,132440.67796361152,13967.040982584916,0.10954149493108885
9,Jun,6,0.3695889405397032,0.20009747914164402,0.19487915324163668,0.10874303722953402,293.0,212.7741935483871,210.0,119.0,1100.0,833.088923148736,900.3689092631556,207.45467535243762,19.571719501862184,18.70917531301333,18.637672695744016,18.063098006885248,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,3.350537634408602,177.90979894056323,138.55019926333077,150.18572991287633,36.09174242336981,128095.05523720545,99756.1434695982,108133.72553727095,25986.054544826267,41164.34957739733,60670.9947227552,84002.0524167993,119753.36785171786,126956.78226110837,128010.63045575234,26832.37250724714,0.26897964951326137
10,Jul,7,0.44379519523426425,0.33625403713223123,0.336995381045096,0.20307491019780263,256.0,187.10579257717657,186.0,108.0,953.4221106338349,399.6439977030279,356.6213783199804,136.27849265287708,19.759704025647427,19.405732578485498,19.470330183515834,18.518273787725743,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.9490114464099908,158.1093832505867,68.78678486200442,61.72111347281096,23.3467460903315,117633.3811384365,51177.36793733132,45920.50842377136,17369.97909120664,28544.87672891344,32810.73430223189,38556.97065713449,59415.44736035055,75999.1823658676,91000.90446275595,19879.724199123924,0.3884475697043939
