,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,1.0,0.5104311974788925,0.3959046892533102,0.3180656239653529,0.2725594996012566,0.20563191371051343,0.17122137323625589,0.1280504112326211,0.21801411440344,0.12147251327362045,0.06704412097058626,0.0019809627593634967,-0.08086047532558821,-0.06462304751794042,-0.18414838622910532,-0.1771033588262288,-0.1955799302389058,-0.25834959367272375,-0.25675700582417826,-0.2321677740592431,-0.1890112705235455,-0.18494685428110966,-0.27072817135045135,-0.1276118602761108,-0.08946204405782344,-0.16881104898503424,-0.15744322352131798,-0.0898055782335507,-0.19074398244267488,-0.16256550252303417,-0.21396108590729782,-0.179921455504406,-0.08485235814784883,-0.0514172665068983,0.019437060378866746,0.002035977378960602,-0.05717278998848219,-0.031939375453381436,0.006766432628816206,-0.01161250953532493,0.019690834547254153
1,[1. 1.],[0.3071924 0.71367  ],[0.14524607 0.64656331],[0.04278686 0.59334438],[-0.01750239  0.56262139],[-0.09482281  0.50608663],[-0.13499137  0.47743412],[-0.18209175  0.43819258],[-0.09430422  0.53033245],[-0.19706996  0.44001498],[-0.25340602  0.38749426],[-0.31904805  0.32300998],[-0.40188999  0.24016904],[-0.38649275  0.25724665],[-0.50655357  0.1382568 ],[-0.50382423  0.14961751],[-0.52624245  0.13508259],[-0.59375642  0.07705723],[-0.60028522  0.08677121],[-0.58353334  0.1191978 ],[-0.54665733  0.16863479],[-0.54669545  0.17680174],[-0.63636161  0.09490527],[-0.50143369  0.24620997],[-0.46507897  0.28615489],[-0.54530708  0.20768498],[-0.53705285  0.2221664 ],[-0.47210296  0.2924918 ],[-0.57391177  0.19242381],[-0.54963559  0.22450458],[-0.60384117  0.175919  ],[-0.57462186  0.21477895],[-0.4829261   0.31322138],[-0.4502374   0.34740287],[-0.37965679  0.41853092],[-0.39709698  0.40116893],[-0.45630617  0.34196059],[-0.43141089  0.36753214],[-0.39281056  0.40634342],[-0.41119423  0.38796921],[-0.37990483  0.4192865 ]
