Exceedance,Power
0.0,192.8
0.05,188.11156658956187
0.1,178.7637938008927
0.15000000000000002,168.9451231162573
0.2,160.19975047660793
0.25,144.60000000000002
0.30000000000000004,141.1623828023212
0.35000000000000003,130.3117885531194
0.4,116.23853617813292
0.45,96.4
0.5,87.81739715526382
0.55,75.32753499131879
0.6000000000000001,65.41614127695038
0.65,48.2
0.7000000000000001,48.2
0.75,45.89265792702179
0.8,40.03964242080825
0.8500000000000001,35.17615684199512
0.9,30.8594378489451
0.9500000000000001,26.944712210633607
1.0,0.0
