WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3452.248381930785,111.40747964374857,0.8706776269437217,0.05300893207969328,25.405610297824868,13.960927860191918,55.23689415677085,974.5192882379007,964.4014878936099,180.7947260414924,0.0,798624.4848130812,0.5627603619236436,0.41643835616438357,0.04657534246575343,0.10136986301369863,0.40821917808219177,0.0273972602739726,10,284,275,261,215,75.0,155.0,58.0,156.0,56.0,159.0,26.0,175.0,0.6000000000000001
1925,4501.386000873192,158.54189668353825,0.4840497151914727,0.040654145182061965,25.413934863068032,11.88267971649491,54.25771999943882,976.597536381598,964.4014878936099,179.44610803541775,23.130331010592737,747615.25218467,0.5268160917925686,0.33424657534246577,0.07945205479452055,0.21095890410958903,0.37534246575342467,0.0,0,276,274,270,250,68.0,156.0,67.0,157.0,65.0,159.0,60.0,174.0,0.9
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.06549874376358958,25.43457725550035,14.25591569291548,54.25771999943882,974.2243004051774,964.4014878936099,180.7947260414924,20.847829585818893,827915.3362172553,0.5834005131470597,0.3972602739726027,0.057534246575342465,0.18356164383561643,0.36164383561643837,0.0,0,265,258,252,225,60.0,159.0,54.0,160.0,51.0,163.0,35.0,174.0,0.4
1927,2261.108087620956,179.82651022652541,0.4727069563001049,0.06545463297852312,25.389344348126674,16.749955196938842,54.123682257925175,971.730260901154,964.4018148819521,179.2967692542606,23.22806066994784,802037.5045793895,0.5651653874086684,0.3232876712328767,0.11506849315068493,0.1643835616438356,0.4,0.0,0,283,280,277,256,69.0,151.0,68.0,153.0,67.0,155.0,59.0,168.0,0.6000000000000001
1928,1589.152359062425,195.20770377157245,0.4987972279534628,0.09313141006021457,25.385336329475532,18.707570014968084,54.46200273685602,969.7726460831246,964.4014878936099,180.5075531038594,24.209906626515927,735233.463860494,0.5180911155226436,0.20821917808219179,0.14794520547945206,0.21095890410958903,0.4328767123287671,0.0,0,351,347,337,306,109.0,122.0,107.0,124.0,102.0,129.0,84.0,142.0,0.9500000000000001
1929,2187.823512835168,188.71982882241662,0.4559546776568619,0.08775844983546686,25.38906974758357,16.926848998145868,53.36155331974139,971.5533670999471,964.4018148819521,181.05226847850128,25.44114804519757,855745.048985731,0.6030110554327548,0.3150684931506849,0.1506849315068493,0.2356164383561644,0.29863013698630136,0.0,0,330,328,324,280,129.0,163.0,128.0,164.0,126.0,166.0,94.0,178.0,0.25
1930,3355.9174512398436,201.17011281861926,0.565005067010826,0.05396537680135125,25.4179266980178,14.16505768951315,53.82099809882329,974.3151584085796,964.4070206769117,179.44610803541775,23.5467328572962,787502.7892678643,0.554923325207075,0.30684931506849317,0.1095890410958904,0.26301369863013696,0.32054794520547947,0.0,0,289,286,283,261,87.0,162.0,86.0,164.0,86.0,167.0,76.0,179.0,0.7000000000000001
1931,3803.114617748527,236.19433422910615,0.4789471017177073,0.06284322825418548,25.139197488629538,13.217425598578119,53.46759299920811,975.2627904995147,964.6171660053748,179.71707637519154,30.38767378411916,875153.4055428902,0.616687387636627,0.41643835616438357,0.09315068493150686,0.18082191780821918,0.31232876712328766,0.0,0,284,281,276,235,63.0,144.0,62.0,146.0,61.0,150.0,37.0,167.0,0.15000000000000002
1932,1617.3520421001313,188.71982882241662,0.4969066185702751,0.08916916985335042,25.433890185694732,18.61646334669244,54.94967288406981,969.8637527514003,964.4014878936099,180.4508565201408,20.935753472885136,750421.8683330921,0.528793807664674,0.24383561643835616,0.13150684931506848,0.18082191780821918,0.4438356164383562,0.0,0,350,344,332,294,92.0,106.0,90.0,110.0,85.0,117.0,65.0,135.0,0.8500000000000001
1933,5588.707650475971,158.54189668353825,0.5065026412286242,0.04276480627496148,25.375900348670783,10.118007369297104,54.94967288406981,978.416609781733,964.4018148819521,181.08689712647273,23.130331010592737,766616.2491131094,0.54020537312779,0.3424657534246575,0.13424657534246576,0.1780821917808219,0.3452054794520548,0.0,0,268,265,263,245,60.0,156.0,59.0,158.0,59.0,160.0,53.0,172.0,0.8
1934,3278.6645629042023,178.2793688535273,0.5221265790467693,0.07158511310109213,25.433890185694732,14.328760238605401,53.36155331974139,974.1514558594873,964.4014878936099,178.3467174992965,18.710798184367142,834173.5661676794,0.5878104502562711,0.36164383561643837,0.09863013698630137,0.1917808219178082,0.34794520547945207,0.0,0,271,270,266,244,56.0,149.0,56.0,150.0,54.0,152.0,43.0,163.0,0.35000000000000003
1935,2496.800686844093,189.23960472725517,0.4914404684687322,0.061776340307242585,25.432703555763013,16.18104202640022,54.94967288406981,972.2991740716926,964.4014878936099,180.4508565201408,20.50958771415143,791499.8581854888,0.5577399079609116,0.30684931506849317,0.10136986301369863,0.20273972602739726,0.3917808219178082,0.0,0,297,293,289,264,83.0,151.0,80.0,152.0,77.0,153.0,60.0,161.0,0.65
1936,3600.306705040052,201.17011281861926,0.5438621230113355,0.05018735452937796,25.42540097882629,13.647185223127098,54.94967288406981,974.8330308749656,964.4070206769117,181.53377083175675,22.682671146149787,801543.368652463,0.5648171885763452,0.40273972602739727,0.06575342465753424,0.1917808219178082,0.33972602739726027,0.0,0,245,244,240,220,44.0,164.0,44.0,164.0,43.0,167.0,34.0,178.0,0.6000000000000001
1937,3227.9047484993603,224.67104686473823,0.5509695261471764,0.045850175742888515,25.235262111995713,14.436322702463302,54.2560929095874,974.0438933956295,964.5480262811883,180.4508565201408,26.49863052397752,820284.2333634911,0.5780231646115136,0.3232876712328767,0.11506849315068493,0.21095890410958903,0.3506849315068493,0.0,0,311,306,303,260,87.0,140.0,85.0,143.0,85.0,146.0,57.0,161.0,0.45
1938,2873.0524012848505,220.53049583159046,0.4995886136944385,0.07005249112451256,25.26932478535851,15.272848232922499,54.55761526085021,973.2073678651705,964.5231829749896,179.56135401505162,25.776477674825358,802774.8448806419,0.5656849631325341,0.3315068493150685,0.09863013698630137,0.18356164383561643,0.3863013698630137,0.0,0,292,288,284,260,56.0,128.0,55.0,131.0,52.0,132.0,42.0,146.0,0.55
1939,5259.545195770601,214.75310038088367,0.5376285669324958,0.04672621341938372,25.316450884134106,10.598154337838581,54.13006159444151,977.9096996014869,964.4885186022854,178.3467174992965,25.76618113879628,863580.6524490076,0.6085325077858162,0.4438356164383562,0.0958904109589041,0.18904109589041096,0.273972602739726,0.0,0,266,262,257,219,64.0,163.0,63.0,166.0,61.0,169.0,34.0,180.0,0.2
1940,3355.9174512398436,224.67104686473823,0.5252123121633966,0.054530542737989775,25.27783082890777,14.16505768951315,54.487921004983384,974.3151584085796,964.5480262811883,178.3467174992965,23.092428699384776,839915.2973775625,0.5918564303072062,0.3835616438356164,0.052054794520547946,0.21095890410958903,0.35342465753424657,0.0,0,279,275,271,242,56.0,141.0,54.0,143.0,52.0,145.0,31.0,158.0,0.35000000000000003
1941,2187.823512835168,189.23960472725517,0.4821789809675057,0.06764713841483905,25.42540097882629,16.926848998145868,54.94967288406981,971.5533670999471,964.4014878936099,181.64931793749,22.682671146149787,746410.2856630529,0.5259669976203936,0.25205479452054796,0.09041095890410959,0.23013698630136986,0.4273972602739726,0.0,0,323,321,319,290,98.0,139.0,98.0,141.0,97.0,142.0,79.0,153.0,0.9500000000000001
1942,1707.8301963432584,171.1379824381925,0.4559546776568619,0.08665966927911921,25.38858044462841,18.324149309906872,55.23689415677085,970.1560667881861,964.4014878936099,181.64931793749,25.39523914830114,786546.9930661216,0.5542498119018276,0.2684931506849315,0.09863013698630137,0.26575342465753427,0.36712328767123287,0.0,0,313,308,304,276,94.0,145.0,93.0,149.0,92.0,152.0,79.0,167.0,0.7000000000000001
1943,2542.9744128795624,178.2793688535273,0.4570738376467937,0.08093376915587656,25.42328615287364,16.0695882049353,54.55761526085021,972.4106278931577,964.4014878936099,180.7947260414924,22.891587787812995,814605.509273221,0.5740215832862767,0.3780821917808219,0.07945205479452055,0.15616438356164383,0.38904109589041097,0.0,0,267,263,260,238,52.0,150.0,50.0,152.0,49.0,154.0,36.0,163.0,0.5
1944,3886.053218431513,192.89523707448373,0.5465290723543582,0.059651366422558826,25.38858044462841,13.04167475427373,54.55761526085021,975.4385413438192,964.4014878936099,180.41182801538469,24.776016588089934,774044.0918268771,0.5454394919576054,0.3287671232876712,0.10136986301369863,0.1917808219178082,0.3780821917808219,0.0,0,281,280,277,256,67.0,150.0,67.0,151.0,66.0,153.0,52.0,162.0,0.75
1945,1589.152359062425,194.7956741845264,0.487210574194934,0.09541273251312553,25.43457725550035,18.707570014968084,54.55761526085021,969.7726460831246,964.4014878936099,181.64931793749,22.238314335146985,849987.0359158238,0.5989536021730536,0.38082191780821917,0.06301369863013699,0.1506849315068493,0.4054794520547945,0.0,0,347,338,321,268,114.0,131.0,109.0,135.0,104.0,147.0,63.0,159.0,0.30000000000000004
