WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3452.248381930785,111.40747964374857,0.8706776269437217,0.05300893207969328,25.405610297824868,13.543809768984332,59.190626702948904,974.5192882379007,964.4014878936099,190.9103412890537,0.0,830191.214843673,0.5265038145888338,0.40821917808219177,0.03561643835616438,0.1095890410958904,0.4191780821917808,0.0273972602739726,10,277,263,259,246,58.0,156.0,57.0,158.0,56.0,161.0,29.0,165.0,0.65
1925,4501.386000873192,158.54189668353825,0.4840497151914727,0.040654145182061965,25.413934863068032,11.465561625287323,60.26391785525698,976.597536381598,964.4014878936099,192.78497850291552,22.63751983442204,770055.9412508642,0.4883662742585389,0.3178082191780822,0.07671232876712329,0.18904109589041096,0.41643835616438357,0.0,0,274,272,267,261,67.0,157.0,66.0,158.0,65.0,162.0,63.0,166.0,0.9
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.06549874376358958,25.43457725550035,13.838797601707896,59.09411569170796,974.2243004051774,964.4014878936099,191.8372299550058,20.61358430957373,861916.7108887968,0.5466239921922862,0.38082191780821917,0.057534246575342465,0.1780821917808219,0.3835616438356164,0.0,0,258,254,249,242,54.0,160.0,52.0,162.0,49.0,164.0,45.0,167.0,0.35000000000000003
1927,2261.108087620956,179.82651022652541,0.4727069563001049,0.06545463297852312,25.389344348126674,16.332837105731258,59.616056764974395,971.730260901154,964.4018148819521,191.43919721193603,22.733167281103594,828253.6433501504,0.5252750148085683,0.3041095890410959,0.10684931506849316,0.1780821917808219,0.4136986301369863,0.0,0,280,278,274,268,68.0,153.0,67.0,154.0,66.0,157.0,64.0,161.0,0.65
1928,1589.152359062425,195.20770377157245,0.4987972279534628,0.09313141006021457,25.385336329475532,18.2904519237605,60.26391785525698,969.7726460831246,964.4014878936099,193.7711027696116,23.697019740919643,746900.5552274777,0.4736812247764318,0.1726027397260274,0.14794520547945206,0.20821917808219179,0.4712328767123288,0.0,0,347,339,333,325,107.0,124.0,103.0,128.0,100.0,131.0,96.0,135.0,0.9500000000000001
1929,2187.823512835168,188.71982882241662,0.4559546776568619,0.08775844983546686,25.38906974758357,16.509730906938287,60.26391785525698,971.5533670999471,964.4018148819521,194.01103626925914,25.16157498975584,870785.0500403985,0.5522482559870614,0.2465753424657534,0.1643835616438356,0.26575342465753427,0.3232876712328767,0.0,0,328,326,321,311,128.0,164.0,127.0,165.0,125.0,168.0,117.0,170.0,0.30000000000000004
1930,3355.9174512398436,201.17011281861926,0.565005067010826,0.05396537680135125,25.4179266980178,13.747939598305564,59.15677044475461,974.3151584085796,964.4070206769117,193.35193783170055,23.0450498892026,809597.0080978838,0.5134430543492413,0.27945205479452057,0.11232876712328767,0.2356164383561644,0.3726027397260274,0.0,0,287,284,280,275,86.0,163.0,86.0,166.0,85.0,169.0,83.0,172.0,0.75
1931,3803.114617748527,236.19433422910615,0.4789471017177073,0.06284322825418548,25.139197488629538,12.800307507370533,60.209427660537614,975.2627904995147,964.6171660053748,192.50583416747918,30.05737298211786,902084.3433442006,0.5720981375851095,0.3643835616438356,0.09863013698630137,0.17534246575342466,0.3643835616438356,0.0,0,282,277,272,263,63.0,146.0,61.0,149.0,59.0,152.0,56.0,158.0,0.2
1932,1617.3520421001313,188.71982882241662,0.4969066185702751,0.08916916985335042,25.433890185694732,18.199345255484854,59.79237703308207,969.8637527514003,964.4014878936099,193.7711027696116,20.70052028779654,763497.2868282339,0.4842068029098388,0.20821917808219179,0.14794520547945206,0.1780821917808219,0.4657534246575342,0.0,0,344,334,329,318,90.0,110.0,86.0,116.0,83.0,118.0,78.0,124.0,0.9
1933,5588.707650475971,158.54189668353825,0.5065026412286242,0.04276480627496148,25.375900348670783,9.70088927808952,59.15677044475461,978.416609781733,964.4018148819521,192.7608187233981,22.63751983442204,790811.5254749393,0.5015293794234774,0.32602739726027397,0.12054794520547946,0.1589041095890411,0.39452054794520547,0.0,0,266,263,260,256,60.0,158.0,59.0,160.0,58.0,162.0,56.0,164.0,0.8
1934,3278.6645629042023,178.2793688535273,0.5221265790467693,0.07158511310109213,25.433890185694732,13.911642147397814,58.26177622305593,974.1514558594873,964.4014878936099,190.071430302822,18.49817547772661,862329.9617784241,0.5468860741872299,0.33424657534246577,0.10410958904109589,0.19726027397260273,0.3643835616438356,0.0,0,270,267,264,261,56.0,150.0,54.0,151.0,53.0,153.0,51.0,154.0,0.35000000000000003
1935,2496.800686844093,189.23960472725517,0.4914404684687322,0.061776340307242585,25.432703555763013,15.763923935192635,59.900349212145564,972.2991740716926,964.4014878936099,191.4423595942065,20.279142908374453,815489.8236835079,0.5171802534776179,0.28493150684931506,0.10684931506849316,0.18356164383561643,0.4273972602739726,0.0,0,293,289,286,278,80.0,152.0,77.0,153.0,75.0,154.0,70.0,157.0,0.7000000000000001
1936,3600.306705040052,201.17011281861926,0.5438621230113355,0.05018735452937796,25.42540097882629,13.230067131919514,59.15677044475461,974.8330308749656,964.4070206769117,190.7758336180315,22.199397740286802,834021.1849209666,0.5289327656779342,0.3917808219178082,0.06301369863013699,0.16712328767123288,0.3780821917808219,0.0,0,244,241,237,233,44.0,164.0,43.0,166.0,42.0,169.0,41.0,172.0,0.6000000000000001
1937,3227.9047484993603,224.67104686473823,0.5509695261471764,0.045850175742888515,25.235262111995713,14.019204611255715,58.49059306496667,974.0438933956295,964.5480262811883,192.4163441528546,26.207436781955792,841487.7340547503,0.5336680200753109,0.2958904109589041,0.11506849315068493,0.2191780821917808,0.3698630136986301,0.0,0,306,304,299,284,85.0,143.0,85.0,145.0,81.0,146.0,74.0,154.0,0.5
1938,2873.0524012848505,220.53049583159046,0.4995886136944385,0.07005249112451256,25.26932478535851,14.855730141714913,59.49193337793653,973.2073678651705,964.5231829749896,192.50583416747918,25.493219678398706,826254.673591654,0.5240072765040932,0.30684931506849317,0.09315068493150686,0.1917808219178082,0.40821917808219177,0.0,0,288,285,281,275,55.0,131.0,53.0,132.0,52.0,135.0,52.0,141.0,0.65
