WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,FlowSpill_max,FlowSpill_mean,FlowSpill_median,FlowSpill_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Power_P95,Power_P90,FlowAvailableForGeneration_P95,FlowAvailableForGeneration_P50,Energy_stdev,Energy_coefvar,PropYearsMinAvailFlowGt1UnitRatedFlow,PropYearsMinAvailFlowGt2UnitRatedFlow,PropYearsMinAvailFlowGt3UnitRatedFlow,PropYearsMinAvailFlowGtCanalRatedFlow
1.0,Oct,10,0.5785530571318876,0.39693295546547486,0.4006549758414756,0.27492306710063413,120.0,93.6233090530697,97.0,52.0,317.0948595110257,144.98760276218675,131.82851249859814,45.21871190689431,4.647574078628568,0.0499739148239631,0.0,0.0,25.394575986416914,24.99886863124814,25.19771858276068,17.202821466145434,965.5669268677996,964.6511076174937,964.5708925165089,964.4049802861842,990.0,990.0,990.0,990.0,1.017343045438779,66.73512405710018,31.554070707885913,28.83998529268051,8.882374145753776,49650.932298482534,23476.22860666712,21456.9490577543,6608.486364440809,16551.247869564224,18322.727680715925,19305.492131465853,26745.203060635904,31528.79001439233,36538.42030544431,20.799222156122383,22.304365644687,104.06714388570062,131.82851249859814,6989.35577156082,0.2977205533590639,0.03225806451612903,,,
2.0,Nov,11,0.4034291765582278,0.33151802389369356,0.33420208450834643,0.2187050914699886,114.0,89.3584229390681,93.0,50.0,411.82899671077746,186.507622527708,170.5096160537094,103.74026067187587,0.0,0.0,0.0,0.0,25.358973962655533,24.842295081813997,24.910737309695737,23.475980242598947,965.9641217383279,964.8131786668553,964.7526717765577,964.4289427807714,990.0,990.0,990.0,990.0,1.096774193548387,86.38105992998742,40.686929454776575,37.46289434426101,22.092369436527797,62194.363149590936,29294.589207439134,26973.283927867928,15906.505994300014,19673.154455738728,21629.153140445324,23318.38795453389,32404.704050008582,40888.6577927584,45372.530749306155,23.7652435239286,27.56663180201796,125.33518236680631,170.5096160537094,8852.27159676938,0.302181113859805,0.053763440860215055,,,
3.0,Dec,12,0.28858412954650264,0.24170003571209234,0.24275653922785576,0.15783655577588926,126.0,100.28962885882761,104.0,59.0,677.0604363370672,331.98454659470417,298.6365985219507,170.54565916889595,0.0,0.0,0.0,0.0,25.09126792488266,23.976234464132933,24.12834212960715,22.03347245444956,967.1122417453482,965.5248811101172,965.4008600820442,964.5804093980039,990.0,990.0,990.0,990.0,1.716961498439126,134.25020694917836,70.14866713492667,64.48312838190894,37.79846742201169,99882.15397018871,52190.60834838544,47975.44751614026,28122.059761976692,36736.90548030613,38287.371335355085,42900.362803971766,60411.07386144176,68207.61204001681,84196.44822415106,40.19160480506532,45.19844926856968,224.88809927016064,298.6365985219507,14308.699634459635,0.27416234620116836,0.27956989247311825,0.021505376344086023,,
4.0,Jan,1,0.22243172948146744,0.17734663611994939,0.18130817924515236,0.09766532087596921,150.0,117.76344086021506,120.0,73.0,1067.2788354383574,569.8282980640186,500.5813035849071,256.8588196371347,641.2652296010651,31.563367015666334,0.0,0.0,24.39539541764107,22.510132608454924,22.97166050542072,18.24789827888354,969.990481203639,966.7064499339775,966.370593559304,965.0498228733916,990.0,990.0,990.0,990.0,2.541796739507457,173.86052788886272,112.42776406982748,103.07123086456006,56.45648347962669,129352.23274931386,83646.25646795164,76684.99576323268,42003.62370884226,56218.356635428165,61868.1103331637,69250.63558759204,97176.30852955984,117314.22378802024,121076.74146392483,70.04791180542672,74.88295408873361,356.10987008736623,500.5813035849071,20590.47599713245,0.24616135696427152,0.967741935483871,0.21505376344086022,0.043010752688172046,
5.0,Feb,2,0.1888322232074523,0.12946557688045346,0.13933999962767304,0.023961043626792078,197.0,138.9597436304889,137.0,85.0,1100.0,824.0391506087345,825.5287352790685,78.57142857142857,8354.446138747535,384.08902099888616,4.871836566085371,0.0,23.90500325054902,20.12647103738866,21.074700570587574,7.314738368149308,981.3835701187494,968.6468165047293,967.7857286637476,965.6329545624096,990.5265801625186,990.0057574993957,990.0,990.0,3.3563483235340854,184.08667176673026,144.99700592196,146.17737941115288,41.26396446264978,128124.32354964428,98292.33015756511,98255.96177154967,27729.384118900653,69780.86100779155,78944.03982145409,88337.45739099012,111533.68438461954,119817.10448075499,122055.79971748142,94.51345686589322,105.93680476319992,538.0907040533189,850.3299017737432,17865.42717729655,0.18175810003341883,1.0,0.8387096774193549,0.34408602150537637,0.12903225806451613
6.0,Mar,3,0.18299249746765942,0.095461581866436,0.09152482950340028,0.04024554964164297,315.0,194.51092611862643,185.4516129032258,107.0,1100.0,944.30966292259,1078.4756806766763,0.0,7680.326305791486,1391.8069281477142,1038.7038473396926,0.0,23.078774091659405,16.510670041073773,16.237236517688242,7.4920292951175735,981.0311395424975,971.809652723837,971.865348689372,966.239337172878,990.3672382911273,990.0124623115449,990.0,990.0,3.5702393340270553,185.34042318913623,142.4994776508648,149.00828266336123,42.25831584940966,137893.27485271735,106019.61137224341,110862.16230154075,31440.186991960785,52181.61499090405,76335.4611902553,92736.93538211138,122039.64106289987,130077.22773047566,133035.10689113024,66.58472050155157,89.55849536876283,743.5523769289445,2138.703847339693,23763.62723528546,0.22414369311211157,1.0,0.978494623655914,0.7956989247311828,0.5591397849462365
7.0,Apr,4,0.1652951863468934,0.08510947063790492,0.08204159868474173,0.04999255055865049,364.0,231.26523297491042,217.0,125.0,1100.0,1018.8821195651589,1100.0,0.0,7058.717086858804,1714.8989006290435,1624.274054176072,0.0,22.308305926892924,15.07397052527673,14.671251004204494,7.852461304427054,980.5487370056194,973.0720853031643,973.3875595832773,966.9352097949219,990.2600397868047,990.0064818566445,990.0,990.0,3.7448028673835125,192.28520598467375,137.95337700753987,139.13954482903893,46.515107041797975,138445.3483089651,99326.4314454287,100180.47227690803,33490.877070094546,59217.34790026515,67900.37789423614,86882.06458057485,115338.77795739898,130381.1500322881,134643.47515108576,74.41762751662597,88.25518552451322,955.9631613513833,2724.274054176072,23224.629201532298,0.23382123835076293,1.0,1.0,0.967741935483871,0.8064516129032258
8.0,May,5,0.22315041945220418,0.1308009424199836,0.12830223424100134,0.06639300174857947,340.0,265.2712452306625,276.0,147.0,1100.0,1045.2235379385918,1100.0,532.258064516129,4309.522521429912,908.8583601166516,845.7790433869877,0.0,22.69572711810361,16.820283146489512,16.429384054310802,10.361922564494586,977.7419401489382,971.3751909470985,971.6294265331709,966.6307491792792,990.0327997295132,990.0005408581318,990.0,990.0,3.8744363510232396,188.35879373552086,154.0224939249565,157.13669581886566,80.72494638039693,140138.94253922754,114592.73548016766,116909.70168923606,60059.360107015316,86967.45092767014,91220.17435242237,106186.38801733726,127242.98466849106,131984.59853909205,134826.95325884238,107.84838918788928,122.18409383758475,721.5704129304474,1945.7790433869877,16142.395043442679,0.14086752511668954,1.0,0.946236559139785,0.8924731182795699,0.7204301075268817
9.0,Jun,6,0.3694252297337769,0.20003973185351145,0.19528752408331404,0.10873122812078315,293.0,212.9426523297491,210.0,119.0,1100.0,833.3469132127444,901.0226387523617,207.63950860669672,1429.0060724694438,156.42194038866427,66.78940883979281,0.0,24.534007460665844,20.294865909634346,20.1759255909249,15.016085889559266,973.0427246979224,968.4109056507237,968.4479073367573,965.0381153541642,990.0,990.0,990.0,990.0,3.350179211469534,177.12455424048193,146.13084608790516,158.82170658832018,45.416097161806505,127529.679053147,105214.20918329172,114351.62874359055,32699.58995650068,50391.55606620069,71420.05644099288,95042.06375392455,122092.15525252398,124140.52270968676,125309.6736773711,63.47100166572913,79.42484168322454,331.37882597953086,968.038151808228,23455.420555444838,0.22293016064573165,0.946236559139785,0.5591397849462365,0.25806451612903225,0.053763440860215055
10.0,Jul,7,0.4445710694055652,0.33593978761170223,0.3368306175198768,0.2029335652117473,256.0,187.10579257717657,186.0,108.0,953.6561740362671,400.22194329426725,357.29998096473884,135.87695190397002,111.80528420736093,1.9386271878987071,0.0,0.0,25.107819146777008,23.211767432270516,23.414487965045815,19.60044438669073,968.9141850640831,966.1936564664303,966.0325960018707,964.6547702929782,990.0,990.0,990.0,990.0,1.9556018036767258,166.32868007420123,80.9469748748682,74.2403973794239,29.55477825085079,123748.53797520569,60224.54930690194,55234.85565029137,21988.75501863299,35975.74006224174,40954.67674435116,47299.19410658477,69506.08558082549,86528.01140217796,100656.47263772311,44.22918320288931,49.41949597089357,219.23814014897056,357.29998096473884,20502.309499894596,0.3404310988765666,0.4731182795698925,0.03225806451612903,,
