WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.5785530571318874,0.39693295546547513,0.4006549758414756,0.27492306710063413,120.0,93.62330905306973,97.0,52.0,275.0,144.29773619031997,131.82851249859814,45.218711906894306,25.39845698898405,25.01587343930297,25.056175611460908,23.856725606763415,965.4244851658414,964.7148053311194,964.725074215312,964.4074174174258,990.0,990.0,990.0,990.0,0.9965313909122443,57.270122045439095,31.285972730615825,28.654158345166604,8.962658732981449,42608.97080180668,23276.763711578184,21318.693808803942,6668.218097338202,16473.492046344934,18232.212208581477,19304.884191295,26708.536284290567,31466.86933026991,36586.724307906545,6592.120477594447,0.28320605730578585
2,Nov,11,0.4034291765582278,0.33151802389369356,0.33420208450834654,0.21870509146998868,114.0,89.3584229390681,93.0,50.0,275.0,180.31234530598934,170.50961605370944,103.74026067187589,25.363512507875203,24.782278907379727,24.86245698732656,23.454521216489184,965.8140285840509,964.8430507021703,964.8002875825345,964.4556997146514,990.0,990.0,990.0,990.0,1.0,57.43664654475927,39.12297248424311,37.390460838335144,22.07292243043293,41354.38551222667,28168.540188655035,26921.13180360131,15892.50414991171,19560.73192935887,21472.44592036638,23136.698850125176,31856.361329911346,38412.28266288063,40190.74306552747,6508.55420947359,0.23105756158762286
3,Dec,12,0.28858412954650264,0.24170003571209245,0.2427565392278558,0.1578365557758893,126.0,100.28962885882761,104.0,59.0,275.0,256.32745485762297,263.7341906641628,170.54565916889592,25.02078102296153,23.924936189172275,24.032786627965127,22.238446603424137,967.0211954206751,965.4294635413785,965.2832821471997,964.6489906084203,990.0,990.0,990.0,990.0,1.0,56.705142420584316,53.51682520475535,54.888709921328186,37.59649375243694,42188.62596091478,39816.51795233803,40837.200181468186,27971.791351813084,35212.18313769691,36952.492457124325,39141.29074349305,41417.065630478595,41792.688183311824,41928.78392620908,2760.224000239471,0.06932359086607147
4,Jan,1,0.22243172948146747,0.1773466361199494,0.1813081792451524,0.09766532087596923,150.0,117.76344086021503,120.0,73.0,275.0,274.54168975652254,275.0,252.88763561680864,24.390160842890904,22.669385664603336,23.033209253949163,19.18675536528614,970.0725349469648,966.5987340749846,966.2321902166171,964.9954912320444,990.0,990.0,990.0,990.0,1.0,56.556921834951964,54.314108634062805,55.086245011705806,47.061080945644804,42078.34984520426,40409.6968237427,40984.16628870912,35013.44422355973,37075.58027357862,38877.80829949651,39936.44425270219,41375.87462008279,41685.97586911293,41862.739173776376,1559.6113982680636,0.03859497894950092
5,Feb,2,0.18883222320745235,0.12946557688045351,0.1393399996276731,0.023961043626792116,197.0,138.95974363048887,137.0,85.0,275.0,272.3598310291859,275.0,29.464285714285715,23.79002393955015,20.653991364579586,21.520774716512104,8.441835274281823,981.344035200488,968.6122453995497,967.7394482363898,965.4884405536783,990.5265801625183,990.0057574993957,990.0,990.0,0.990399385560676,56.301746365713875,49.88954436249496,52.33824069913212,2.9853996732632218,39186.01547053686,33820.9545489076,35421.69787667245,2006.188580432885,24819.88289001208,28750.348969585855,33244.197937151475,36567.09889918971,37284.23600544672,37620.150874838546,5017.989326688588,0.14836924012396532
6,Mar,3,0.18299249746765944,0.09546158186643602,0.09152482950340032,0.04024554964164302,315.0,194.51092611862646,185.4516129032258,107.0,275.0,265.6520985084981,275.0,26.612903225806452,23.17271288371268,17.446745521500436,17.31438677359645,8.625572908325864,981.0009556950522,971.8250677657443,971.9449035386541,966.0903387650142,990.3672382911273,990.0124623115448,990.0,990.0,0.9660076309399931,55.36491973983684,41.53369154113631,42.2626189826991,2.20907273561868,41191.50028643861,30901.066506605435,31443.38852312814,1643.550115300298,18293.276275368364,22640.694807626594,27680.49353637986,37794.46134264958,39373.34167156861,39732.10754847051,8129.002220853955,0.26306542588477627
7,Apr,4,0.1652951863468935,0.08510947063790494,0.08204159868474176,0.04999255055865053,364.0,231.26523297491036,217.0,125.0,275.0,272.24014336917566,275.0,55.0,22.42442655992478,16.16144352946234,15.769851666561713,9.024155530895007,980.4951745681606,973.1043286394329,973.4894386456891,966.8348637523261,990.2600397868046,990.0064818566448,990.0,990.0,0.9899641577060931,54.10566075438056,38.77675064382463,38.24262270790728,4.710597183229799,38956.07574315402,27919.260463553735,27534.688349693235,3391.629971925456,19308.902493166024,20818.111871192086,24331.564932790072,32528.90342631185,36161.8412925519,37141.272872360765,6104.414120991459,0.21864526565666959
8,May,5,0.22315041945220424,0.1308009424199837,0.12830223424100137,0.0663930017485795,340.0,265.2712452306625,276.0,147.0,275.0,274.99950554215883,275.0,274.9540154207714,22.749648532750562,17.815518172181115,17.52894764570512,11.717394426707584,977.5746956150565,971.4445573645838,971.7303426665459,966.5146178975339,990.0327997295133,990.0005408581318,990.0,990.0,1.0,54.63517426284321,43.4619970007653,43.022047934363464,26.524491568959355,40648.56965155535,32335.725768569402,32008.403663166413,19734.221727305754,25587.628102237286,27241.66314728167,29826.359096986773,34938.17066838735,38113.13771820099,39572.1637968257,4284.641438601041,0.13250487925543172
9,Jun,6,0.3694252297337769,0.20003973185351145,0.19528752408331407,0.10873122812078319,293.0,212.9426523297491,210.0,119.0,275.0,273.11416363120935,275.0,206.87594448343802,24.555609279864946,20.85587840350031,20.786280791177866,16.134950710417325,973.1243396018333,968.413525101496,968.4730095210732,964.9898023729163,990.0,990.0,990.0,990.0,1.0,56.46432538255291,50.39177151376665,50.72011714207772,39.21213659993889,40654.31427543808,36282.075489911964,36518.48434229597,28232.73835195599,32238.115411703904,33066.68081167088,34856.33279506256,38020.16984645622,39268.33949612123,39918.47998313888,2463.647273363889,0.0679026003914493
10,Jul,7,0.4445710694055651,0.3359397876117023,0.33683061751987686,0.20293356521174735,256.0,187.10579257717657,186.0,108.0,275.0,262.0652435309069,272.54394281042164,135.87695190397005,25.010640019717496,23.239533331394316,23.413031435967994,20.29718413433804,968.9621061779128,966.0844250886852,965.8915652786588,964.7499802186011,990.0,990.0,990.0,990.0,1.0,56.56128019128156,53.400919105752784,54.42337314174133,29.48367902898826,42081.59246231347,39730.28381468004,40490.98961745554,21935.85719756727,36013.16035417814,37659.742616704774,39921.28675529727,41110.90119276599,41460.474848005775,41880.5546982669,3161.009075757338,0.07956170387560556
11,Aug,8,0.4707054622512341,0.40629813783586605,0.40947610713724736,0.3037143218383025,202.0,153.9791883454735,155.0,93.0,275.0,216.03021586542692,215.13997446288278,106.03559486444463,25.266402177298655,24.26913790611969,24.3698862703546,22.786760296937118,966.4760627255378,965.2340657648058,965.1487575398911,964.5606180400631,990.0,990.0,990.0,990.0,1.0,56.20347820842397,46.238333828403455,47.061010615541896,22.570395270993647,41815.387787067426,34401.32036833218,35013.39189796318,16792.374081619273,25665.07635883214,28106.25534777611,31011.74526490755,39484.09795086106,41474.59209256669,41626.66141135124,5604.828652490913,0.1629248119688565
12,Sep,9,0.48020122502391127,0.41061453172451107,0.41475670260232234,0.29924951461736493,146.0,116.48028673835123,118.0,72.0,275.0,169.09846145746033,158.0994941805541,80.67424255697195,25.38915826928029,24.778210479602823,24.882231773355258,23.617810032561305,965.658087127147,964.880656536743,964.831552990067,964.4765071619515,990.0,990.0,990.0,990.0,1.0,56.1930156886205,36.64109576206792,34.45069416192315,16.533504617553216,40458.97129580676,26381.588948688885,24804.49979658468,11904.123324638313,19757.70054101195,20221.32769744194,22014.762071992856,29808.314583761592,36248.89250525548,39328.90187283145,6404.275947013987,0.24275550496484663
