,Energy
0.0,955229.1272470016
0.05,897324.223913346
0.1,861285.7063546516
0.15000000000000002,847722.041643648
0.2,838766.9076184374
0.25,831144.3278588998
0.30000000000000004,817341.0284759484
0.35000000000000003,806562.4383497742
0.4,798524.3425171825
0.45,792966.5629439857
0.5,786385.8478353383
0.55,781769.3457571606
0.6000000000000001,779314.4468089433
0.65,768637.4514993466
0.7000000000000001,765530.2483824785
0.75,756159.366532333
0.8,745810.8573595058
0.8500000000000001,734795.8924566896
0.9,725082.5334757529
0.9500000000000001,690333.3349505346
1.0,495335.5779794899
