WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower,Exceedance
1924,3452.248381930785,111.40747964374857,0.8706776269437217,0.05300893207969328,25.905610297824868,14.043809768984332,60.40834789530343,974.5192882379007,964.4014878936099,195.71235605905042,0.0,853470.5709610216,0.5412674853887758,0.40821917808219177,0.03561643835616438,0.1095890410958904,0.4191780821917808,0.0273972602739726,10,291,289,275,235,78.0,151.0,77.0,152.0,58.0,156.0,29.0,166.0,0.6000000000000001
1925,4501.386000873192,158.54189668353825,0.4840497151914727,0.040654145182061965,25.913934863068032,11.965561625287323,61.51158838240628,976.597536381598,964.4014878936099,197.39253921886672,23.084019024384094,792787.3285749832,0.5027824255295429,0.3178082191780822,0.07671232876712329,0.18904109589041096,0.41643835616438357,0.0,0,279,278,274,261,69.0,154.0,69.0,155.0,67.0,157.0,63.0,166.0,0.8500000000000001
1926,3313.0406406455268,192.89523707448373,0.4979576697792255,0.06549874376358958,25.93457725550035,14.338797601707896,60.32256522482381,974.2243004051774,964.4014878936099,196.73563189712436,21.018824547701822,885821.4692256999,0.5617842904779934,0.38082191780821917,0.057534246575342465,0.1780821917808219,0.3835616438356164,0.0,0,277,273,258,240,71.0,158.0,67.0,158.0,54.0,160.0,43.0,167.0,0.35000000000000003
1927,2261.108087620956,179.82651022652541,0.4727069563001049,0.06545463297852312,25.889344348126674,16.832837105731258,60.84874574619584,971.730260901154,964.4018148819521,196.3496494251224,23.180859238609237,850092.9771687151,0.5391254294575819,0.3041095890410959,0.10684931506849316,0.1780821917808219,0.4136986301369863,0.0,0,287,285,280,266,70.0,148.0,69.0,149.0,68.0,153.0,63.0,162.0,0.6000000000000001
1928,1589.152359062425,195.20770377157245,0.4987972279534628,0.09313141006021457,25.885336329475532,18.7904519237605,61.51158838240628,969.7726460831246,964.4014878936099,198.73276351573008,24.165439139814247,764068.1092224465,0.48456881609744196,0.1726027397260274,0.14794520547945206,0.20821917808219179,0.4712328767123288,0.0,0,362,357,347,324,113.0,115.0,112.0,119.0,107.0,124.0,95.0,135.0,0.9500000000000001
1929,2187.823512835168,188.71982882241662,0.4559546776568619,0.08775844983546686,25.88906974758357,17.009730906938287,61.51158838240628,971.5533670999471,964.4018148819521,198.97721550137769,25.657094818562303,892001.4409469404,0.5657036028329151,0.2465753424657534,0.1643835616438356,0.26575342465753427,0.3232876712328767,0.0,0,334,332,328,310,130.0,160.0,130.0,162.0,128.0,164.0,116.0,170.0,0.35000000000000003
1930,3355.9174512398436,201.17011281861926,0.565005067010826,0.05396537680135125,25.9179266980178,14.247939598305564,60.378869444944655,974.3151584085796,964.4070206769117,198.2660714659873,23.49837265944648,831792.1864957036,0.5275191441499897,0.27945205479452057,0.11232876712328767,0.2356164383561644,0.3726027397260274,0.0,0,292,291,286,273,87.0,159.0,87.0,160.0,86.0,164.0,82.0,173.0,0.7000000000000001
1931,3803.114617748527,236.19433422910615,0.4789471017177073,0.06284322825418548,25.639197488629538,13.300307507370533,61.46448567385275,975.2627904995147,964.6171660053748,197.47261287198123,30.6578200180228,927018.6513169194,0.5879113719665902,0.3643835616438356,0.09863013698630137,0.17534246575342466,0.3643835616438356,0.0,0,291,289,281,262,65.0,139.0,65.0,141.0,62.0,146.0,56.0,159.0,0.2
1932,1617.3520421001313,188.71982882241662,0.4969066185702751,0.08916916985335042,25.933890185694732,18.699345255484854,61.03830193639718,969.8637527514003,964.4014878936099,198.73276351573008,21.107467871053764,781206.619906143,0.4954379882712729,0.20821917808219179,0.14794520547945206,0.1780821917808219,0.4657534246575342,0.0,0,360,358,344,316,97.0,101.0,96.0,102.0,90.0,110.0,77.0,125.0,0.9
1933,5588.707650475971,158.54189668353825,0.5065026412286242,0.04276480627496148,25.875900348670783,10.20088927808952,60.378869444944655,978.416609781733,964.4018148819521,197.3692698362157,23.084019024384094,814487.9469264785,0.5165448674064425,0.32602739726027397,0.12054794520547946,0.1589041095890411,0.39452054794520547,0.0,0,271,271,265,255,61.0,154.0,61.0,154.0,59.0,158.0,56.0,165.0,0.75
