Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct
1979-10-01,1979-10-12,370.3799,0.9172585939315616,339.73414629451247,0.7290000000000001,1979,10,1,1979.1,1979,1,1,1,0.029353030239845875,0.0,0.0
1979-10-02,1979-10-13,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,2,1979.1,1979,1,2,1,0.029015569579589243,3.9057946788962568,0.011630330375937905
1979-10-03,1979-10-14,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,3,1979.1,1979,1,3,1,0.029015569579589243,0.0,0.0
1979-10-04,1979-10-15,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,4,1979.1,1979,1,4,1,0.029015569579589243,0.0,0.0
1979-10-05,1979-10-16,361.7746,0.9216841006983304,333.4418968564982,0.736,1979,10,5,1979.1,1979,1,5,1,0.028809379888401446,2.38645475911801,0.007157033299102953
1979-10-06,1979-10-17,357.5196,0.9238786600946968,330.304729005592,0.742,1979,10,6,1979.1,1979,1,6,1,0.028538328586083152,3.1371678509062235,0.009497798776151074
1979-10-07,1979-10-18,357.5196,0.9238786600946968,330.304729005592,0.742,1979,10,7,1979.1,1979,1,7,1,0.028538328586083152,0.0,0.0
1979-10-08,1979-10-19,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,8,1979.1,1979,1,8,2,0.029015569579589243,5.523622610024233,0.016447755478210736
1979-10-09,1979-10-20,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,9,1979.1,1979,1,9,2,0.029015569579589243,0.0,0.0
1979-10-10,1979-10-21,370.3799,0.9172585939315616,339.73414629451247,0.7290000000000001,1979,10,10,1979.1,1979,1,10,2,0.029353030239845875,3.9057946788962568,0.011496620876932278
1979-10-11,1979-10-22,374.7305,0.9126410588772016,341.99444031358325,0.721,1979,10,11,1979.1,1979,1,11,2,0.029548319643093592,2.260294019070784,0.006609154280397845
1979-10-12,1979-10-23,374.7305,0.9126410588772016,341.99444031358325,0.721,1979,10,12,1979.1,1979,1,12,2,0.029548319643093592,0.0,0.0
1979-10-13,1979-10-24,370.3799,0.9172585939315616,339.73414629451247,0.7290000000000001,1979,10,13,1979.1,1979,1,13,2,0.029353030239845875,2.260294019070784,0.006653125815358447
1979-10-14,1979-10-25,366.0613,0.9174101485615008,335.8283516156162,0.732,1979,10,14,1979.1,1979,1,14,2,0.029015569579589243,3.9057946788962568,0.011630330375937905
1979-10-15,1979-10-26,361.7746,0.9216841006983304,333.4418968564982,0.736,1979,10,15,1979.1,1979,1,15,3,0.028809379888401446,2.38645475911801,0.007157033299102953
1979-10-16,1979-10-27,357.5196,0.9238786600946968,330.304729005592,0.742,1979,10,16,1979.1,1979,1,16,3,0.028538328586083152,3.1371678509062235,0.009497798776151074
1979-10-17,1979-10-28,357.5196,0.9238786600946968,330.304729005592,0.742,1979,10,17,1979.1,1979,1,17,3,0.028538328586083152,0.0,0.0
