Distance,Q90,Q25,R2,R5,R10,R15,R20,R50,R100
0,987.2440002,987.9937219,988.837875,989.3873484,989.7094125,989.8389674,989.9728383,990.2897678,990.5067592
174.3899994,987.2446699,988.0022051,988.8610178,989.4217277,989.7504891,989.8826484,990.0192727,990.3426018,990.564058
276.75,987.2451908,988.0081582,988.8773145,989.4459123,989.7786176,989.9122652,990.0505266,990.377502,990.6014139
380.2300034,987.2454885,988.0124742,988.8894439,989.4640693,989.7998256,989.9347383,990.0742646,990.4040678,990.6300633
502.4700012,987.2457861,988.016567,988.8994898,989.4773895,989.8151549,989.9506629,990.0907846,990.4220016,990.6488156
610.7300034,987.2460838,988.0206598,988.9105031,989.4927932,989.8331631,989.9694896,990.1105043,990.4435816,990.6715863
751.5800095,987.2467535,988.0287709,988.9328273,989.5237494,989.8689563,990.0072176,990.150167,990.4877836,990.7187648
881.7200089,987.2473488,988.0360635,988.9510588,989.5483061,989.8970104,990.0366111,990.1809744,990.5218652,990.7550045
1067.100014,987.2483906,988.0446211,988.9663881,989.564826,989.9139768,990.0538008,990.1984617,990.539799,990.7732359
1195.500008,987.2492836,988.0541461,988.9875217,989.5922104,989.9450074,990.0860221,990.2320225,990.5761875,990.8114848
1309.680008,987.2499533,988.0605457,989.0013627,989.6097721,989.9644295,990.1061883,990.2530072,990.5992559,990.8358926
1422.180008,987.2509207,988.0687313,989.0181803,989.6313521,989.9885396,990.1314146,990.2790521,990.62731,990.8652861
1551.580002,987.252409,988.0822002,989.046532,989.6660291,990.025077,990.1684729,990.3165568,990.6663029,990.9061395
1731.540009,987.2540461,988.0972318,989.0783068,989.7072545,990.0720322,990.2178838,990.3684234,990.7243459,990.9669357
1851.990005,987.2552367,988.1073521,989.0975057,989.7303973,990.0981516,990.2448961,990.396552,990.7549301,990.9990826
2013.210007,987.2577668,988.1286346,989.1443865,989.7935004,990.1718959,990.3227332,990.4781098,990.8422922,991.0883795
2163.150009,987.2605945,988.1485031,989.1804029,989.8362885,990.2160234,990.3676793,990.5240977,990.8902893,991.137716
2314.660004,987.2658779,988.1816174,989.2437293,989.9178463,990.3051715,990.4584645,990.6160734,990.9847951,991.2337846
2443.220001,987.2704172,988.2084064,989.2952982,989.9845957,990.3777996,990.5329529,990.6924223,991.0649391,991.3163842
2554.730003,987.2751053,988.2297633,989.327073,990.0200912,990.4153043,990.571425,990.7316385,991.1063877,991.3591723
2672.610001,987.2820258,988.2631752,989.3788652,990.0794736,990.4788539,990.6366861,990.7985367,991.1768578,991.4321725
2783.580002,987.2890951,988.2997125,989.4381732,990.1500926,990.5614535,990.7218158,990.8884289,991.2750844,991.5335244
2914.119995,987.2963877,988.3381846,989.5041041,990.2353711,990.6746373,990.8407295,991.0143375,991.414834,991.6800457
3001.779999,987.3022664,988.3669828,989.5505385,990.3004834,990.7593949,990.9347145,991.1119688,991.5184928,991.7876484
3161.149994,987.3149168,988.4249514,989.641398,990.4176111,990.8908846,991.0742408,991.254174,991.661591,991.9318629
3273.109993,987.3257813,988.4727996,989.7201281,990.512117,990.9889623,991.1744021,991.3564189,991.769417,992.0431863
3315.319992,987.329874,988.4884266,989.7417826,990.5389805,991.0224486,991.2096744,991.3939236,991.8097494,992.0858256
3420.299995,987.3427477,988.5388049,989.8272844,990.6691307,991.1719465,991.3627441,991.5556254,991.9714512,992.2522898
3549.379997,987.3609047,988.5913412,989.8979033,990.7570881,991.2612434,991.452934,991.649908,992.0679662,992.3523023
3691.900002,987.3888844,988.6618857,989.9974693,990.882699,991.408732,991.6068223,991.8104191,992.2406068,992.5282916
3819.300003,987.4173105,988.7252865,990.0828967,991.0211836,991.581968,991.7993314,992.0080629,992.4351996,992.7173777
3936.840004,987.4457367,988.7810971,990.1553016,991.1201543,991.6833199,991.9044785,992.1118705,992.536998,992.8185809
4090.269997,987.5060865,988.8699475,990.2698248,991.2392912,991.797992,992.0168438,992.2239381,992.6531584,992.9372713
4197.919998,987.5641295,988.9310414,990.3383602,991.307008,991.8658576,992.0839652,992.2905387,992.721024,993.0060299
4369.639999,987.6192703,989.0169896,990.4388936,991.4006953,991.954708,992.1712529,992.3769334,992.8080885,993.0936896
4495.260002,987.6453896,989.068633,990.5031129,991.4643193,992.0158764,992.2316771,992.4369855,992.8694057,993.1558998
4630.140007,987.669351,989.1207973,990.5760387,991.57981,992.1384363,992.3543859,992.5586525,992.9877984,993.2767482
4845.94001,987.6962145,989.1763102,990.6535037,991.689273,992.2468576,992.4614678,992.6637996,993.0907875,993.3805559
5032.970009,987.7256824,989.2213307,990.7169045,991.7883926,992.3479119,992.5672102,992.7705838,993.2010691,993.4926979
5235.060005,987.7562666,989.2712625,990.7870025,991.8748617,992.4241863,992.6397639,992.8394912,993.2643955,993.5530477
5480.910011,987.7668334,989.3012514,990.8312045,991.9175754,992.466007,992.6811381,992.8805678,993.3057697,993.595166
5696.730019,987.7710006,989.3176969,990.8577703,991.9489037,992.4986748,992.7141779,992.9146494,993.3434232,993.6343078
5918.440025,987.7738283,989.3342912,990.890066,992.0054584,992.559099,992.7757184,992.9779014,993.4089076,993.700834
6157.040031,987.7767305,989.3503646,990.921692,992.0556135,992.6088076,992.8246084,993.0264193,993.4577977,993.7491287
6396.350029,987.7995012,989.3874973,990.9694658,992.1021223,992.6570279,992.8729031,993.0754582,993.5087713,993.8000279
6722.33004,987.8404289,989.4404057,991.0388941,992.1717738,992.7277957,992.9437453,993.146598,993.5818459,993.8739955
