Exceedance,Power
0.0,194.521376882846
0.05,182.8245207149245
0.1,173.9503935765409
0.15000000000000002,164.48959140101888
0.2,155.75447610404322
0.25,146.87398699292538
0.30000000000000004,137.27740399638972
0.35000000000000003,125.5534975688656
0.4,113.08691398075467
0.45,100.09540661806162
0.5,86.52484821756609
0.55,73.01181398685293
0.6000000000000001,63.074785253181076
0.65,56.58674775103121
0.7000000000000001,49.71951792716798
0.75,43.185510465083034
0.8,38.14535929534652
0.8500000000000001,33.81250574716052
0.9,29.677926962552576
0.9500000000000001,25.867237876340646
1.0,0.0
