WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,Exceedance
1924,3456.9284003276725,111.13312449457777,0.8728270751060605,0.052937168146917346,25.408305217311995,14.070004517374379,974.5803517552673,964.4019724130517,169.9920295045094,0.0,766288.6010031685,0.5717376973491871,0.42191780821917807,0.057534246575342465,0.0958904109589041,0.3972602739726027,0.0273972602739726,10,0.7000000000000001
1925,4504.008835805155,157.20546447466663,0.5660394740627723,0.04063047091409317,25.35541437363599,12.138394577338524,976.5119616953032,964.4019724130517,172.43536674638713,22.86075889275027,724267.1377382332,0.5403849477260223,0.3452054794520548,0.09863013698630137,0.20273972602739726,0.35342465753424657,0.0,0,0.9500000000000001
1926,3305.305418849375,192.5343690235045,0.49624344552634775,0.06565202681800608,25.43723421772949,14.380348260099801,974.2700080125419,964.4019724130517,171.44763722048543,21.22910612902735,797488.8184882468,0.5950165774974235,0.4054794520547945,0.06027397260273973,0.18082191780821918,0.35342465753424657,0.0,0,0.45
1927,2256.674509148625,178.80001308800567,0.4730668285752787,0.06558322850725865,25.39038578340994,16.82056378929699,971.8297924833447,964.4019724130517,171.0881158497155,23.020406918300583,778300.2259590493,0.5806997239077277,0.3424657534246575,0.10136986301369863,0.1726027397260274,0.3863013698630137,0.0,0,0.65
1928,1587.0354045052177,195.867340229906,0.5024468312765746,0.09325563851938215,25.38750871868044,18.753351958126565,969.8970043145151,964.4059625624903,172.43536674638713,23.43930045191051,722534.5720073662,0.5390922583395755,0.2219178082191781,0.14794520547945206,0.21643835616438356,0.4136986301369863,0.0,0,0.9500000000000001
1929,2191.093871216848,186.00555523962726,0.45494961644897386,0.0876274643100392,25.39038578340994,16.99420100626967,971.656155266372,964.4019724130517,173.07595166120612,24.588663954393077,838654.7396761166,0.6257309962665388,0.3589041095890411,0.1232876712328767,0.2219178082191781,0.2958904109589041,0.0,0,0.25
1930,3353.048964052125,203.00358413649516,0.5642393856687444,0.054244490235681675,25.115132776210544,14.281655432728805,974.3687008399129,964.7061442089033,172.43536674638713,23.676851309875797,766770.5257459785,0.5720972675455714,0.32054794520547947,0.13424657534246576,0.2410958904109589,0.3041095890410959,0.0,0,0.7000000000000001
1931,3801.48145691918,237.50038393032366,0.4804489851084849,0.06287022643895568,25.018026473561868,13.396228106706054,975.2541281659356,964.7351677262637,171.61042492592208,29.79172809772388,850284.5937122495,0.6344081786732992,0.4301369863013699,0.1095890410958904,0.16712328767123288,0.2958904109589041,0.0,0,0.15000000000000002
1932,1617.226635298898,186.00555523962726,0.49523315059132844,0.08915416171129707,25.436360070942246,18.657616757215898,969.9927395154258,964.4059625624903,172.43536674638713,21.31525657701535,734914.7529804927,0.5483292692426155,0.2602739726027397,0.12602739726027398,0.1917808219178082,0.42191780821917807,0.0,0,0.8500000000000001
1933,5586.540190597635,157.20546447466663,0.5068075741059558,0.04278139811868647,25.388803234350398,10.492827004739617,978.211754091179,964.4019724130517,171.0881158497155,18.59229510909393,744285.8361349545,0.5553211538894518,0.3506849315068493,0.13150684931506848,0.19452054794520549,0.3232876712328767,0.0,0,0.8500000000000001
1934,3274.864603569636,178.6711172442791,0.5301495011775911,0.07170128949115992,25.436360070942246,14.4437520134936,974.2066042591481,964.4019724130517,171.44763722048543,18.323245813703636,809242.9337659528,0.6037864728011705,0.3780821917808219,0.08767123287671233,0.20821917808219179,0.32602739726027397,0.0,0,0.35000000000000003
1935,2497.1685761110707,186.87643787790543,0.49765503375423376,0.06178918899837187,25.42929685981923,16.20803343079715,972.4423228418445,964.4059625624903,172.43536674638713,20.23045142581935,768324.1339672568,0.573256434451948,0.3232876712328767,0.0958904109589041,0.2191780821917808,0.3643835616438356,0.0,0,0.7000000000000001
1936,3602.7094443816422,203.00358413649516,0.5422034704511887,0.05026222641920746,25.122710024768477,13.779812571151616,974.8705437014901,964.7061442089033,172.25615262002268,22.82278652066839,772444.6601811886,0.5763308116074168,0.40821917808219177,0.06575342465753424,0.2054794520547945,0.32054794520547947,0.0,0,0.65
1937,3223.0963795525877,224.05894827294208,0.5530038154093129,0.04591857722248583,25.067348829928942,14.552449047450274,974.0979072251914,964.7173176259,171.61042492592208,26.11542844194071,798883.8789999331,0.5960574499357845,0.336986301369863,0.11232876712328767,0.23013698630136986,0.32054794520547947,0.0,0,0.4
1938,2867.6342842249555,218.92863712668117,0.4968413020949814,0.06987091375399375,25.083466332036,15.330487944902167,973.3198683277395,964.7125435595109,169.59729939270306,25.668935654811015,780961.5579376912,0.582685377635786,0.3452054794520548,0.08493150684931507,0.21643835616438356,0.35342465753424657,0.0,0,0.6000000000000001
1939,5261.463646745377,215.06106642327626,0.5429950301533902,0.04671190298946674,25.094547282464266,10.950982596747714,977.7271675006199,964.7097697518583,170.50332795317826,24.92129492593817,839240.9949844183,0.6261684088283181,0.4520547945205479,0.10410958904109589,0.1917808219178082,0.2547945205479452,0.0,0,0.2
1940,3353.048964052125,224.05894827294208,0.52664712081151,0.054577192865936076,25.109737075692205,14.281655432728805,974.3687008399129,964.7173176259,170.6667366226617,22.822915069286086,814152.6299875905,0.6074496597633259,0.38904109589041097,0.0547945205479452,0.2219178082191781,0.33424657534246577,0.0,0,0.35000000000000003
1941,2191.093871216848,186.87643787790543,0.47782407592754284,0.06754617040565522,25.387661327604373,16.99420100626967,971.656155266372,964.4019724130517,172.43536674638713,22.82278652066839,729922.7252571697,0.5446046536971153,0.27123287671232876,0.09315068493150686,0.23835616438356164,0.3972602739726027,0.0,0,0.9
