WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5
1,Oct,10,0.5801449848718885,0.397072458948784,0.39943725359657184,0.2742384721859704,19.8981544338323,19.73820886877525,19.77462362441116,19.35561640972927,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.017343045438779,54.6682940695498,24.83379513959509,22.641013594744894,6.975092393186018,40673.21078774503,18476.343583858747,16844.914114490188,5189.468740530399,13116.97863246051,14179.08062574934,14945.307990617186,21136.859979527937,24830.849748998404,29149.96794467341
2,Nov,11,0.40358035891317245,0.33134060486788436,0.33554458144981425,0.21914641181747382,19.836095881649104,19.656339162781126,19.669044432120643,19.43874960619071,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.1021505376344085,71.20225261922319,32.246696287808255,29.525722988704715,17.202237603723567,51265.6218858407,23217.62132722195,21258.520551867397,12385.611074680974,15298.71438146826,16916.425357625387,18189.476801919758,25605.033692126846,32841.683761384986,36683.435778098494
3,Dec,12,0.28886229105642325,0.2420157941203022,0.24250197453245295,0.15808993353424264,19.669541791410246,19.503736267326623,19.52842499705625,19.150089722424898,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.7193895248005542,116.5058608033718,57.37218430417571,51.83999232117313,29.570083893967542,86680.36043770862,42684.905122306736,38568.9542869528,22000.14241711186,28991.70635984913,30440.616028806544,34296.886075913615,49773.7758894465,56731.13428766796,71610.0553236768
4,Jan,1,0.22261547727396802,0.17762989382082484,0.18157962589732793,0.09758435866551925,19.59295829197894,19.220109282906886,19.330194511660817,18.218405913658827,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,2.536940686784599,174.8943018661054,97.39345436711383,86.55645980160752,44.7375599354455,130121.36058838232,72460.73004913266,64398.00609239599,33284.74459197146,45702.38427014088,50672.30663908726,57248.2491127791,84501.56657359924,107508.09574342762,114523.19629220902
5,Feb,2,0.1886127336508384,0.13011980292991696,0.14013490585006833,0.023961637995543118,19.53910280015317,18.775873869837525,18.85138489472205,18.063098006885244,970.0,970.0,970.0,970.0,990.5266400611466,990.0057582378636,990.0,990.0,3.3924731182795687,183.1948518550333,139.70210677217,141.05487250664763,63.27227307765133,123846.39359199288,94711.38522962556,94788.87432446715,43324.82848550524,62353.369720468334,67911.5447486475,80958.39338974954,113888.53670463536,119536.58095312609,122652.4177597387
6,Mar,3,0.18345997833295244,0.09553743781479797,0.09155342472282096,0.040247106616749455,19.32499685788631,18.32021589213112,18.095592143057562,18.06309800688525,970.0,970.0,970.0,970.0,990.3671642702715,990.01246123581,990.0,990.0,3.8491155046826218,181.59830009936144,167.25076887080922,177.86908915097254,83.40044847459352,135109.13527392497,124434.57203988197,132334.6023283235,62049.93366509757,94612.43159312065,100577.01423523245,122637.77396216804,132340.22633461573,132450.89888826403,132801.31821920705
7,Apr,4,0.16531926939900385,0.085340522098178,0.08322154763841276,0.049988054216098296,19.24547379341383,18.147993040875654,18.063098006885248,18.063098006885248,970.0,970.0,970.0,970.0,990.2602205671081,990.0064903542592,990.0,990.0,3.956989247311828,180.52306077631272,174.98106447539823,177.86908915097257,109.18041337605808,129976.60375894516,125986.36642228666,128065.74418870016,78609.89763076181,116238.62770900325,126412.27821216822,128065.74418870016,128073.49143674975,128219.03776628763,128449.60223347298
8,May,5,0.2233184011030025,0.13091199146048188,0.12844381993122048,0.06639811434433315,19.320264269695652,18.199217517312487,18.0636184844115,18.06309800688525,970.0,970.0,970.0,970.0,990.0329116767005,990.0005427189948,990.0,990.0,3.903225806451613,178.56320052031296,171.37710744494507,177.86908915097254,93.00387511256649,132851.02118711284,127504.56793903901,132334.6023283235,69194.88308374945,91757.70963573769,119225.24709997994,132334.6023283235,132338.58525249062,132393.3010265168,132440.67796361152
9,Jun,6,0.3695889405397032,0.20009747914164402,0.19487915324163668,0.10874303722953402,19.571719501862184,18.70917531301333,18.637672695744016,18.063098006885248,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,3.350537634408602,177.90979894056323,138.5501992633308,150.18572991287633,36.09174242336981,128095.05523720545,99756.1434695982,108133.72553727093,25986.054544826267,41164.34957739733,60670.99472275519,84002.05241679931,119753.36785171786,126956.78226110837,128010.63045575234
10,Jul,7,0.44379519523426425,0.33625403713223123,0.336995381045096,0.20307491019780263,19.759704025647427,19.405732578485498,19.470330183515834,18.518273787725743,970.0,970.0,970.0,970.0,990.0,990.0,990.0,990.0,1.9490114464099908,158.1093832505867,68.78678486200442,61.72111347281096,23.3467460903315,117633.3811384365,51177.36793733132,45920.50842377136,17369.97909120664,28544.87672891345,32810.7343022319,38556.97065713448,59415.44736035055,75999.1823658676,91000.90446275595
