WaterYear,WaterWeek,Flow,Exceedance,Flow_max,Flow_min,Volume,Flow_difference
1966,3,270.9143078050187,0.8355714285714286,273.7644374568714,266.78604271350054,0.1638489733604753,13.724388664610444
1966,4,266.78604271350054,0.8469999999999998,266.78604271350054,266.78604271350054,0.16135219863312514,4.1282650915181875
1966,5,271.4841768651722,0.8341428571428571,273.7644374568714,270.26224589706084,0.16419363016805613,4.698134151671638
1966,6,273.0524584521809,0.8300000000000002,273.7644374568714,271.2725109404546,0.16514212687187899,1.5682815870086984
1966,7,279.0445487136884,0.8194285714285714,283.6079686159883,273.7644374568714,0.16876614306203874,5.992090261507542
1966,8,297.94727694806517,0.7874285714285715,309.0284073518941,287.1870699602335,0.1801985130981898,18.902728234376752
1966,9,324.9470286279208,0.7468571428571428,340.5953058875766,309.0284073518941,0.19652796291416655,26.99975167985565
1966,10,350.532625491578,0.7107142857142856,364.6825175805071,344.6194637292325,0.21200213189730638,25.5855968636572
1966,11,360.45052257910766,0.6987142857142857,370.36474529587133,346.9384943839358,0.21800047605584433,9.917897087529639
1966,12,365.6057894683768,0.6937142857142857,380.8369423592014,353.9823107128336,0.22111838147047436,5.155266889269171
1966,13,411.418828377784,0.6399999999999999,426.6328809909446,386.53109723034976,0.24882610740288374,45.81303890940717
1966,14,453.39892001314894,0.5931428571428571,467.1571483252964,440.0331111664572,0.27421566682395243,41.98009163536494
1966,15,498.54193460937,0.551,542.0087505502821,472.4927083802066,0.301518162051747,45.143014596221064
1966,16,550.1925613060691,0.5161428571428572,550.9983234585969,548.1781559247493,0.33275646107791057,51.650626696699135
1966,17,599.059568631733,0.484,618.6506296297572,583.0034913422678,0.3623112271084721,48.86700732566385
1966,18,664.5458674534684,0.45400000000000007,733.8512888156049,647.6489852382476,0.40191734063585766,65.48629882173543
1966,19,708.1116178214804,0.43442857142857144,728.4970702319307,684.6893499137433,0.42826590645843127,43.565750368012004
1966,20,766.9261188531344,0.40857142857142853,817.7246825595828,739.6475434553279,0.46383691668237564,58.814501031654004
1966,21,854.1535464414794,0.3752857142857143,885.1094475277025,847.0875422650073,0.5165920648878067,87.227427588345
1966,22,912.1692462270331,0.35671428571428576,947.0029281802471,885.1094475277025,0.5516799601181097,58.01569978555369
1966,23,986.9975747641844,0.3352857142857143,1022.7291742398579,947.0029281802471,0.5969361332173787,74.82832853715126
1966,24,1063.81668563484,0.314,1089.4560494851628,1025.1570830002852,0.6433963314719512,76.81911087065566
1966,25,1158.28321519696,0.28457142857142853,1216.5619918456675,1117.0362502238706,0.7005296885511213,94.46652956212006
1966,26,1465.6138663623692,0.23614285714285715,1677.712303316742,1269.7472452468235,0.8864032663759608,307.3306511654091
1966,27,1976.0016328950094,0.1787142857142857,2139.216866369918,1751.5174261192885,1.1950857875749017,510.38776653264017
1966,28,2374.985068292129,0.13685714285714287,2616.8987263392482,2187.823512835168,1.43639096930308,398.9834353971198
1966,29,3056.3125147985184,0.08442857142857142,3405.101513165422,2704.817472781681,1.848457808950144,681.3274465063892
1966,30,3430.272298264507,0.06157142857142857,3452.248381930785,3355.9174512398436,2.0746286859903735,373.9597834659885
1966,31,3096.797568024607,0.08014285714285715,3278.6645629042023,2942.868341840209,1.8729431691412821,333.47473023990005
1966,32,2681.9587462749173,0.11028571428571429,2873.0524012848505,2542.9744128795624,1.6220486497470699,414.8388217496895
1966,33,2356.1761722159986,0.13742857142857143,2467.4434971899177,2261.108087620956,1.4250153489562363,325.7825740589187
1966,34,2159.9811593983914,0.15985714285714286,2221.9458555412634,2094.7380107984795,1.306356605204147,196.19501281760722
1966,35,2011.7640493228002,0.17542857142857143,2067.468969295266,1952.5344676593652,1.2167148970304293,148.2171100755911
1966,36,1848.650742759935,0.19128571428571428,1916.5413979392097,1767.625484109115,1.1180639692212087,163.11330656286532
1966,37,1662.4170201097472,0.2112857142857143,1745.9668486656192,1570.314592802547,1.0054298137623754,186.2337226501877
1966,38,1466.4183899580257,0.23514285714285715,1551.1556592265113,1383.5781363808978,0.8868898422466138,195.9986301517215
1966,39,1242.5195195985782,0.2684285714285715,1355.589210120566,1151.4124173518942,0.7514758054532201,223.89887035944753
1966,40,1060.6216427891259,0.3138571428571429,1125.7884692412713,976.7769450097452,0.6414639695588633,181.89787680945233
1966,41,857.47653910132,0.3758571428571429,947.0029281802471,779.3663976124346,0.5186018108484783,203.14510368780589
1966,42,679.6209575193594,0.4465714285714286,739.6475434553279,623.8090120652902,0.4110347551077086,177.85558158196056
1966,43,577.6032045997845,0.4965714285714286,608.7950640130589,550.9983234585969,0.3493344181419496,102.01775291957495
1966,44,521.7657878354523,0.5362857142857144,548.1781559247493,494.68108319071365,0.31556394848288155,55.83741676433215
1966,45,473.7724450091764,0.5701428571428572,489.3436243127323,459.26044279675483,0.2865375747415499,47.99334282627592
1966,46,441.89752866495144,0.6038571428571429,455.65515596238953,430.9578316629287,0.26725962533656267,31.87491634422497
1966,47,417.2376881510076,0.6324285714285713,426.6328809909446,402.90237744418727,0.25234535379372947,24.659840513943834
1966,48,386.0763073901358,0.6702857142857143,402.90237744418727,373.01012538244936,0.23349895070955412,31.161380760871793
1966,49,359.08858692795945,0.7000000000000001,370.36474529587133,346.9384943839358,0.21717677737402985,26.987720462176355
1966,50,335.0198766543446,0.7314285714285713,340.5953058875766,329.2057950036568,0.2026200214005476,24.06871027361484
1966,51,318.64219252432156,0.7577142857142858,325.6607962357874,309.0284073518941,0.1927147980387097,16.377684130023056
1966,52,294.79219638479793,0.7927142857142858,306.020121877383,283.6079686159883,0.17829032037352585,23.849996139523626
1966,53,281.3222739992266,0.8160000000000001,281.3222739992266,281.3222739992266,0.024306244473533176,13.469922385571351
1967,1,272.4943118196138,0.8327142857142859,281.3222739992266,266.78604271350054,0.1648045597885024,8.827962179612769
1967,2,261.1395113072311,0.8571428571428571,264.1051871975735,256.6827889882703,0.15793717643861338,11.354800512382724
1967,3,269.43977076947755,0.8402857142857142,294.72326674738565,256.6827889882703,0.16295717336138002,8.300259462246458
1967,4,302.3676324264261,0.7809999999999998,306.020121877383,294.72326674738565,0.18287194409150254,32.92786165694855
1967,5,296.3781053882438,0.789,311.8155700798613,290.5219447532691,0.17924947813880984,5.9895270381823025
1967,6,334.37330849232046,0.7337142857142858,353.9823107128336,316.52242407738737,0.20222897697615538,37.995203104076666
1967,7,382.4912262758668,0.674,402.90237744418727,360.34880084276085,0.23133069365164424,48.11791778354632
1967,8,423.9859511697679,0.6244285714285713,435.49688511870175,402.90237744418727,0.25642670326747563,41.49472489390109
1967,9,436.0598679967169,0.61,445.541354005931,426.6328809909446,0.26372900816441436,12.073916826949016
1967,10,479.29670435009376,0.5661428571428572,505.01787451967766,459.26044279675483,0.28987864679093667,43.23683635337687
1967,11,543.0865465844296,0.5207142857142858,563.9275439778775,516.7730027239134,0.32845874337426306,63.78984223433582
1967,12,593.8186016974024,0.4865714285714286,615.6277736669467,571.8920920403683,0.35914149030658893,50.73205511297283
1967,13,662.8399779794875,0.454,702.6560160658968,623.8090120652902,0.40088561868199407,69.02137628208504
1967,14,744.4672664971632,0.4181428571428571,779.3663976124346,705.8654488603318,0.4502538027774843,81.62728851767577
1967,15,894.4375130423339,0.36428571428571427,1025.1570830002852,794.2548359930772,0.5409558078880036,149.97024654517065
1967,16,1417.2119769381454,0.251,1952.5344676593652,1059.9978690640885,0.8571298036521903,522.7744638958116
1967,17,2651.3956851278244,0.11399999999999999,3112.623308365314,2195.2181702718217,1.603564110365308,1234.183708189679
1967,18,3627.5886589720803,0.05357142857142857,4253.107973715088,3185.838009938993,2.1939656209463143,976.1929738442559
1967,19,5006.488733120866,0.017285714285714286,5278.010080717362,4515.173590483621,3.0279243857914993,1378.9000741487853
1967,20,5099.230417515109,0.016142857142857143,5278.010080717362,4856.042745855138,3.0840145565131385,92.74168439424375
1967,21,4531.172446862028,0.024285714285714282,4729.203013262547,4432.218100140775,2.7404530958621542,568.0579706530816
1967,22,4482.766586795075,0.025714285714285714,4501.386000873192,4432.218100140775,2.7111772316936618,48.4058600669523
1967,23,4256.1325191885235,0.031,4415.415344009801,4110.977625580697,2.574108947605219,226.63406760655198
1967,24,3963.6515884714945,0.038571428571428576,4056.5448687282815,3866.6886018228884,2.39721648070756,292.48093071702897
1967,25,3819.4850315558297,0.04442857142857142,3905.3241765826656,3773.148259641381,2.310024547084966,144.16655691566484
1967,26,4556.323878203853,0.02542857142857143,5186.55444773476,3951.464588094282,2.75566468153769,736.8388466480237
1967,27,5364.193007714115,0.012142857142857141,5396.855655881256,5278.010080717362,3.244263931065497,807.8691295102617
1967,28,5359.074250844077,0.012285714285714285,5513.419393582916,5168.2234116951895,3.2411681069104983,5.1187568700379416
1967,29,4669.326496798354,0.022,5026.681589958155,4385.141126032038,2.8240086652636447,689.747754045723
1967,30,4004.080467492857,0.03785714285714285,4273.309782167689,3803.114617748527,2.42166786673968,665.2460293054969
1967,31,3455.501147418406,0.05971428571428572,3670.338943913297,3210.822806441037,2.089887093958652,548.5793200744511
1967,32,2976.0050731098827,0.08828571428571429,3148.2868262135407,2819.8276016694963,1.799887868216857,479.4960743085235
1967,33,2605.6822184343714,0.11614285714285714,2749.2151184112568,2496.800686844093,1.5759166057091076,370.3228546755113
1967,34,2340.588690659461,0.13942857142857143,2467.4434971899177,2221.9458555412634,1.415588040110842,265.0935277749104
1967,35,2109.455828424801,0.16485714285714284,2187.823512835168,2004.1930578689712,1.2757988850313198,231.13286223466002
1967,36,1817.1094088377117,0.1945714285714286,1966.6544541756928,1693.819307089167,1.0989877704650481,292.34641958708926
1967,37,1538.5513072975486,0.2257142857142857,1645.7136786211431,1399.6225280663384,0.9305158306535575,278.5581015401631
1967,38,1211.873056170964,0.2728571428571428,1355.589210120566,1151.4124173518942,0.7329408243721991,326.67825112658466
1967,39,1108.711922622421,0.29871428571428565,1132.2744617454025,1073.2959927204865,0.6705489708020403,103.16113354854292
1967,40,986.1926654749468,0.3345714285714286,1059.9978690640885,947.0029281802471,0.5964493240792478,122.51925714747426
1967,41,864.632223673024,0.3732857142857143,924.6839937244496,803.6892968412517,0.5229295688774448,121.56044180192282
1967,42,739.9712495386104,0.4198571428571429,779.3663976124346,702.6560160658968,0.44753461172095166,124.66097413441355
1967,43,668.5080511092375,0.4517142857142858,702.6560160658968,636.9257883620418,0.4043136693108668,71.46319842937294
1967,44,608.4205874966946,0.479,623.8090120652902,589.2318351168824,0.36797277131800094,60.08746361254293
1967,45,563.782274956277,0.505,583.0034913422678,550.9983234585969,0.3409755198935563,44.63831254041759
1967,46,527.1712363745405,0.533,548.1781559247493,505.01787451967766,0.3188331637593221,36.611038581736466
1967,47,482.0796749078271,0.5618571428571428,494.68108319071365,470.1789493868897,0.29156178738425376,45.091561466713415
1967,48,458.0167874125339,0.587,467.1571483252964,445.541354005931,0.2770085530271006,24.062887495293182
1967,49,432.84782967900253,0.6147142857142857,442.79918136912596,422.4698189706656,0.2617863673898607,25.168957733531386
1967,50,411.84578428753724,0.6389999999999999,420.28892993659525,402.90237744418727,0.24908433033710253,21.002045391465288
1967,51,390.40111433658376,0.663,402.90237744418727,380.8369423592014,0.23611459395076587,21.444669950953482
1967,52,368.6203147163321,0.6900000000000001,380.8369423592014,353.9823107128336,0.22294156634043769,21.780799620251685
1967,53,352.10075790684095,0.7065000000000001,353.9823107128336,350.2192051008483,0.060843010966302125,16.51955680949112
1968,1,336.87099983934365,0.7287142857142855,346.9384943839358,325.6607962357874,0.20373958070283502,15.2297580674973
1968,2,313.2777747043313,0.7652857142857142,323.62655383883583,302.30479186612183,0.18947039814117955,23.593225135012347
1968,3,295.87937665912006,0.7907142857142856,302.30479186612183,290.5219447532691,0.17894784700343583,17.398398045211252
1968,4,285.6182798768128,0.8078571428571427,290.5219447532691,283.6079686159883,0.17274193566949636,10.261096782307277
1968,5,281.6488018016211,0.8155714285714285,283.6079686159883,281.3222739992266,0.17034119532962044,3.9694780751916596
1968,6,307.94238641671893,0.7735714285714285,323.62655383883583,283.6079686159883,0.18624355530483164,26.293584615097814
1968,7,338.0653850684852,0.7281428571428572,360.34880084276085,311.8155700798613,0.2044619448894199,30.122998651766295
1968,8,399.03810819952724,0.6544285714285714,420.28892993659525,364.6825175805071,0.2413382478390741,60.97272313104202
1968,9,455.81520373670554,0.5892857142857143,472.4927083802066,426.6328809909446,0.2756770352199595,56.7770955371783
1968,10,493.15929329164226,0.554,505.01787451967766,477.3484869166725,0.2982627405827852,37.344089554936716
1968,11,530.1347651049049,0.5308571428571429,550.9983234585969,512.1178199937132,0.3206255059354465,36.97547181326263
1968,12,574.9095666701988,0.49714285714285716,595.7090611902229,562.8280752081156,0.3477053059221362,44.774801565293956
1968,13,627.4676469371003,0.47057142857142864,647.6489852382476,608.7950640130589,0.3794924328675583,52.55808026690147
1968,14,679.6797845177534,0.4465714285714286,702.6560160658968,654.21608557748,0.41107033367633733,52.21213758065312
1968,15,721.9673762582887,0.4282857142857143,739.6475434553279,702.6560160658968,0.436645869161013,42.28759174053528
1968,16,787.934568340701,0.4004285714285714,834.6935677067364,760.52821131929,0.476542826932456,65.96719208241234
1968,17,866.8412069849655,0.37228571428571433,891.8619896951615,834.6935677067364,0.5242655619845071,78.90663864426449
1968,18,963.0055968739772,0.3417142857142857,1025.1570830002852,906.4211780013767,0.5824257849893815,96.16438988901166
1968,19,1082.6488853398919,0.3077142857142857,1132.2744617454025,1042.8375986738163,0.6547860458535666,119.64328846591468
1968,20,1247.4103285990848,0.26771428571428574,1414.1459885179058,1141.726989184771,0.7544337667367266,164.7614432591929
1968,21,2063.9505300569067,0.1712857142857143,2802.8093610937553,1454.6784350498776,1.248277280578417,816.5402014578219
1968,22,4502.6259246206055,0.031142857142857146,5691.793242211253,3210.822806441037,2.723188159210542,2438.675394563699
1968,23,6437.566334772916,0.004714285714285714,6686.542438996262,6023.131598073686,3.8934401192706596,1934.9404101523105
1968,24,6742.514442910296,0.004,6995.244070625639,6625.504515920135,4.077872735072146,304.9481081373797
1968,25,7170.628871682164,0.003428571428571428,7519.533630693032,6891.694429252207,4.336796341593372,428.114428771868
1968,26,7873.413420627893,0.0025714285714285717,8225.475228368949,7584.1965575562745,4.761840436795751,702.7845489457295
1968,27,8475.32887157157,0.002,8539.833006270135,8404.50282254185,5.125878901526486,601.9154509436767
1968,28,8158.918899525871,0.002142857142857143,8426.994856245345,7867.080491082938,4.934514150433246,316.40997204569885
1968,29,7320.436221738086,0.0031428571428571426,7692.483726121501,6891.694429252207,4.427399826907195,838.4826777877852
1968,30,6254.153978322726,0.005571428571428572,6727.364712185816,5767.711743244887,3.782512326089585,1066.2822434153595
1968,31,5272.980469535427,0.013857142857142858,5668.636824632636,4949.60378083177,3.1890985879750264,981.1735087872994
1968,32,4311.60487150865,0.029714285714285717,4720.128111260116,3970.8114329461437,2.6076586262884316,961.375598026777
1968,33,3616.7643009666217,0.052714285714285714,3901.1982400680877,3405.101513165422,2.187419049224613,694.8405705420282
1968,34,3056.54404852752,0.083,3278.6645629042023,2873.0524012848505,1.848597840549444,560.2202524391018
1968,35,2603.9336715053564,0.11614285714285713,2769.1490746977324,2423.365591149523,1.5748590845264394,452.61037702216345
1968,36,2247.2567987890357,0.14942857142857144,2384.832211470341,2112.7014560687376,1.3591409119076088,356.67687271632076
1968,37,1947.0246827160338,0.18171428571428572,2076.7821263719575,1801.689870916998,1.1775605281066575,300.23211607300186
1968,38,1664.9629275846848,0.2107142857142857,1751.5174261192885,1551.1556592265113,1.0069695786032173,282.06175513134895
1968,39,1422.882915690934,0.2412857142857143,1511.0711996298642,1327.7083044595875,0.860559587409877,242.0800118937509
1968,40,1202.8185436254512,0.274,1269.7472452468235,1151.4124173518942,0.7274646551846728,220.06437206548276
1968,41,1089.3807012110312,0.3057142857142857,1127.726717014242,1042.8375986738163,0.6588574480924317,113.43784241441995
1968,42,982.334814704405,0.33614285714285713,1027.8009259147987,941.1240560143013,0.5941160959332241,107.04588650662629
1968,43,875.5392465093115,0.36885714285714283,924.6839937244496,834.6935677067364,0.5295261362888316,106.79556819509344
