,Energy
0.0,982.1223859873638
0.05,921.9909572263316
0.1,887.6051008420407
0.15000000000000002,872.3997673823637
0.2,860.4967673932134
0.25,851.6741018226329
0.30000000000000004,837.9379952690467
0.35000000000000003,828.9327503571021
0.4,820.8242555553792
0.45,816.4160841860817
0.5,809.6374755043016
0.55,801.6417819408395
0.6000000000000001,796.7746781047606
0.65,788.0228583882983
0.7000000000000001,782.9523436644527
0.75,771.4639320380188
0.8,760.3776637765122
0.8500000000000001,748.0655731191023
0.9,743.1056796626779
0.9500000000000001,700.3694107675342
1.0,494.2628231215426
