WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,PropDays1uPotentialGtRatedPower,PropDays2uPotentialGtRatedPower,PropDays3uPotentialGtRatedPower,PropDays4uPotentialGtRatedPower,Exceedance,FstDay1uPotentialLessRatedPower,LstDay1uPotentialLessRatedPower,FstDay2uPotentialLessRatedPower,LstDay2uPotentialLessRatedPower,FstDay3uPotentialLessRatedPower,LstDay3uPotentialLessRatedPower,FstDay4uPotentialLessRatedPower,LstDay4uPotentialLessRatedPower
1990,2293.9632006513275,199.0925590239552,0.487210574194934,0.07722243837734956,25.437889857510857,16.135887195305447,60.08103044172197,971.9272108115796,964.3985022799416,191.6652636604156,21.767342937105198,788966.1356907088,0.5003590408997391,0.29315068493150687,0.07397260273972603,0.16164383561643836,0.4712328767123288,0.0,0,280,279,278,272,0.8,1991-02-27,1991-05-22,,,,,1991-02-25,1991-05-28
1991,905.4211927358452,175.04384955453037,0.41132550605595697,0.11800086178460895,25.390715534276705,21.431982849849568,59.428277804151875,967.4468608545924,964.3985022799416,154.6383993825168,21.92561448643812,679956.4266457647,0.43122553693922167,0.0,0.2684931506849315,0.27123287671232876,0.46301369863013697,0.0,0,366,366,366,366,1.0,,,,,,,,
1992,3573.2680912123824,163.87541321774722,0.4565834705329932,0.059487327941103986,25.378084489831753,13.250536801931348,59.83008964891336,974.812561204954,964.3985022799416,191.60009610237012,22.99849070962455,770630.821118981,0.4887308606792117,0.2821917808219178,0.0958904109589041,0.16712328767123288,0.4547945205479452,0.0,0,289,286,283,278,0.8500000000000001,1993-03-25,1993-06-08,,,,,1993-03-20,1993-06-14
1993,1839.4149794968628,155.86976452715123,0.4630204047405221,0.08077296967852735,25.390715534276705,17.39296789828468,60.521134781941754,970.6701301086006,964.3985022799416,191.21534394890492,17.445009045128526,696562.2102290349,0.44175685580227986,0.2,0.0958904109589041,0.1506849315068493,0.5534246575342465,0.0,0,324,321,315,310,1.0,1994-03-12,1994-04-21,,,,,1994-03-06,1994-04-29
1994,1231.9889272331854,132.8891725892938,0.5418048633843378,0.1009435991550382,25.42985043394149,19.504592560831,60.655002779664876,968.6953798683127,964.3985022799416,193.30552770841183,11.65053752882236,560727.3954521832,0.35561098138773667,0.11232876712328767,0.0684931506849315,0.1643835616438356,0.6547945205479452,0.0,0,365,365,365,346,1.0,,,,,,,1995-04-04,1995-04-22
1995,819.2739407352476,114.99803130518691,0.5323460868974058,0.15257411933280854,25.42985043394149,22.038111939794774,59.96189320164477,967.0917883657373,964.3985022799416,138.27007100406522,12.206308673420596,493939.1830730327,0.3132541749575296,0.0,0.13972602739726028,0.26301369863013696,0.6,0.0,0,366,366,366,366,1.0,,,,,,,,
1996,1399.6225280663384,102.69188909931223,0.4965815093576722,0.09034545770358113,25.42907389311777,18.85648577949981,60.188433829212855,969.280973162941,964.3985022799416,193.30552770841183,9.716397609710405,737282.9293147443,0.467581766435023,0.21643835616438356,0.13424657534246576,0.13972602739726028,0.5095890410958904,0.0,0,356,341,327,313,0.9500000000000001,1997-05-04,1997-05-12,,,,,1997-04-07,1997-05-28
1997,3524.628422363977,156.55090676315066,0.5627652120752787,0.05340255853858957,25.355747252177487,13.347013796044008,59.55614295559742,974.7160842108412,964.4055219595392,189.01285314899346,19.105377233561644,785650.8894274627,0.4982565255120895,0.33972602739726027,0.0821917808219178,0.16164383561643836,0.41643835616438357,0.0,0,256,255,252,249,0.8,1998-02-21,1998-06-09,,,,,1998-02-20,1998-06-15
1998,3420.728127398308,173.8393553723827,0.5616451299153826,0.06343678653148123,25.390709962790844,13.55603140905869,59.523816899834785,974.5070665978267,964.3986294372957,192.4711491198588,21.458716148439656,800048.0633483722,0.507387153315812,0.336986301369863,0.0821917808219178,0.1643835616438356,0.41643835616438357,0.0,0,260,258,256,251,0.75,1999-02-27,1999-06-11,,,,,1999-02-23,1999-06-16
1999,3411.254881154899,193.63700368409016,0.4699514982604374,0.046898694988634436,25.426579423684398,13.575292011952412,59.442090613514566,974.4878059949327,964.3986294372957,187.83396996852989,21.872048601660453,767605.5452005363,0.4868122432778642,0.26575342465753427,0.09041095890410959,0.21095890410958903,0.43561643835616437,0.0,0,291,289,289,286,0.9,2000-03-24,2000-06-06,,,,,2000-03-24,2000-06-11
2000,3676.580923365921,140.01135876889322,0.491602748516731,0.06260931471784033,25.389848730337768,13.048418252944273,59.555520628879506,975.0146797539412,964.4110327639947,191.9271671046409,18.705156362992295,819165.4530642374,0.5195113223390648,0.37534246575342467,0.08767123287671233,0.15342465753424658,0.3835616438356164,0.0,0,249,247,243,238,0.6000000000000001,2001-02-24,2001-06-19,,,,,2001-02-19,2001-06-25
2001,2029.000290301854,195.0615901578589,0.5288728309925945,0.0766337568277784,25.43646365925386,16.849393199271006,59.523816899834785,971.2137048076142,964.4055219595392,190.07929534905546,20.671376727694668,852867.3299672127,0.5408849124601806,0.2958904109589041,0.0958904109589041,0.24383561643835616,0.3643835616438356,0.0,0,279,278,275,269,0.4,2002-03-18,2002-06-11,,,,,2002-03-15,2002-06-18
2002,3846.3561435461793,193.63700368409016,0.521612128558988,0.04248624536401992,25.436593820622374,12.724204173830984,60.609622450623476,975.3388938330544,964.3984031027992,190.78357224997157,20.63188733429689,838164.5791294983,0.5315604890471197,0.36712328767123287,0.0821917808219178,0.14794520547945206,0.40273972602739727,0.0,0,263,261,257,250,0.5,2003-03-14,2003-06-23,,,,,2003-03-07,2003-06-29
2003,4338.666842200586,189.24387002768773,0.5024125600387559,0.05508604571232264,25.437591416462308,11.834643850178013,60.077093788107824,976.2284541567074,964.4000857830946,192.26661469079662,20.63188733429689,812455.6919043978,0.5152560197262797,0.38082191780821917,0.08767123287671233,0.15616438356164383,0.3780821917808219,0.0,0,246,243,241,238,0.7000000000000001,2004-02-25,2004-06-23,,,,,2004-02-22,2004-06-28
2004,1337.006975956191,193.63700368409016,0.4836636196751263,0.09803521968703598,25.425151211235193,19.102725846746647,60.609622450623476,969.0662694938252,964.4079148338388,193.90840486585117,21.808952262479767,851504.4266888668,0.5400205648711738,0.28493150684931506,0.09315068493150686,0.2054794520547945,0.41643835616438357,0.0,0,365,365,323,288,0.4,,,,,,,2005-03-14,2005-05-29
2005,2684.4461330713057,156.55090676315066,0.5372215426326648,0.07959321138524145,25.389848730337768,15.167886346255006,60.077093788107824,972.8952116606304,964.3986294372957,189.96873850860905,18.993169091453726,850338.0376993883,0.5392808458266035,0.3698630136986301,0.07671232876712329,0.1506849315068493,0.40273972602739727,0.0,0,267,264,259,257,0.45,2006-03-12,2006-06-17,,,,,2006-03-07,2006-06-22
2006,4543.004982908213,210.07891868084374,0.5024125600387559,0.04343108567408233,25.098972978644518,11.485299471744796,60.378249054595614,976.5777985351403,964.7073132720725,188.8197420545739,25.02354738469473,836403.0383016394,0.5304433271826734,0.41643835616438357,0.07123287671232877,0.18082191780821918,0.3315068493150685,0.0,0,229,227,225,221,0.55,2007-01-31,2007-06-15,,,,,2007-01-29,2007-06-21
2007,3367.2754716645045,236.8493354753479,0.491602748516731,0.05511374055623566,25.054767905537442,13.665163691769592,60.35514756202026,974.3979343151157,964.7341390045932,188.06647619204603,26.47545405122385,893140.1840178902,0.5664257889509705,0.4410958904109589,0.07671232876712329,0.12054794520547946,0.3643835616438356,0.0,0,220,217,216,213,0.2,2008-01-20,2008-06-13,,,,,2008-01-19,2008-06-19
2008,5796.211608335895,181.5686791602694,0.4866309423946183,0.041233829292270686,25.390493420378352,9.620409063522814,59.555520628879506,978.5139615206017,964.4035372959668,191.9271671046409,0.0,822472.7901811939,0.5216088217790422,0.3972602739726027,0.07123287671232877,0.15342465753424658,0.3424657534246575,0.03561643835616438,13,239,237,232,224,0.6000000000000001,2009-02-11,2009-06-16,2009-03-17,2009-03-30,,,2009-02-02,2009-06-22
2009,5149.143297912559,213.4151960906308,0.4675851944402699,0.04743822111976796,25.098972978644518,10.526848505655453,60.35514756202026,977.5549108953533,964.7088155129636,189.892052241064,25.02354738469473,866323.3119892628,0.5494186402773102,0.4547945205479452,0.08493150684931507,0.1917808219178082,0.2684931506849315,0.0,0,224,221,218,214,0.35000000000000003,2010-02-12,2010-07-02,,,,,2010-02-08,2010-07-08
2010,4355.928308169298,224.7272915223594,0.4894821597093626,0.05183905737278062,25.091236257217666,11.804708933526694,60.378249054595614,976.2583890733586,964.718027393224,189.38565670449745,24.65312919963097,871369.8824913277,0.5526191542943478,0.4821917808219178,0.06027397260273973,0.1506849315068493,0.30684931506849317,0.0,0,207,206,203,199,0.30000000000000004,2011-01-20,2011-06-26,,,,,2011-01-18,2011-07-02
2011,3544.1893469576416,243.54989841925496,0.5411422389355465,0.06261418627549949,25.022281436903853,13.308111217896636,59.92445808736885,974.7549867889886,964.7454581316997,191.9271671046409,28.936939779447307,905215.5463463262,0.5740839335022363,0.4136986301369863,0.07671232876712329,0.2054794520547945,0.30684931506849317,0.0,0,240,237,233,228,0.15000000000000002,2012-02-11,2012-06-15,,,,,2012-02-03,2012-06-20
2012,3614.802471283304,223.27342273667512,0.5082204133383662,0.05582617115854404,25.083495440288356,13.168827481895573,60.35514756202026,974.8942705249897,964.7165087764002,191.3104896890051,24.528540480066052,843130.2643898594,0.5347097059803776,0.410958904109589,0.07945205479452055,0.12602739726027398,0.3835616438356164,0.0,0,233,231,229,227,0.45,2013-01-24,2013-06-04,,,,,2013-01-21,2013-06-07
2013,3574.946118586839,195.0615901578589,0.4972788334264071,0.0564280508371138,25.43646365925386,13.247223711543784,59.555520628879506,974.8158742953417,964.4055219595392,191.9271671046409,20.671376727694668,926459.1113521918,0.5875565140488279,0.4465753424657534,0.13150684931506848,0.12876712328767123,0.29315068493150687,0.0,0,229,226,222,215,0.1,2014-02-16,2014-07-01,,,,,2014-02-08,2014-07-07
2014,1460.2532901744794,208.78068094814552,0.546605544348805,0.09987797054525636,25.09836214540534,18.62351141631025,60.378249054595614,969.4845122843816,964.7068898726284,192.4079003934896,25.316443398507253,884558.950509221,0.5609836063604902,0.3095890410958904,0.11506849315068493,0.16164383561643836,0.4136986301369863,0.0,0,344,322,294,284,0.25,2015-05-08,2015-05-28,,,,,2015-03-22,2015-06-10
2015,2975.5243947206427,176.21817347356213,0.49659813927858504,0.06734681198010581,25.390405347679728,14.500960356012412,60.077093788107824,973.5621376508728,964.4055219595392,191.26865119532783,21.96496474654646,786286.5262447814,0.49865964373717747,0.3232876712328767,0.07671232876712329,0.1643835616438356,0.4383561643835616,0.0,0,264,260,258,254,0.8,2016-03-01,2016-06-10,,,,,2016-02-27,2016-06-17
2016,3889.991232059012,156.55090676315066,0.4872788054699379,0.04744248046738689,25.390405347679728,12.642403329920695,59.120258435591744,975.4206946769646,964.4055219595392,192.1775528219597,18.62205794686185,851845.3322635967,0.5402367657683896,0.42191780821917807,0.03561643835616438,0.1232876712328767,0.4191780821917808,0.0,0,262,257,252,244,0.4,2017-02-23,2017-06-06,,,,,2017-02-13,2017-06-13
