,1,2,3,4,5,6,7,8,9,10,11,12
0.0,471.3063851319038,641.2623343820222,1127.6208598704386,3888.545558628648,9911.75881916953,9529.570903572503,8542.719390546248,5673.759846821428,3926.960162086093,1866.862573677355,898.723486443178,549.0199627413676
0.01,422.7577609147111,544.1734727487633,882.9162183617593,2204.2324325057584,5280.180315844472,8076.181117052784,6311.950963374231,5261.4636467453765,2761.02850254546,1374.6428693267596,697.8896598178355,477.0682879440549
0.02,398.0828820482887,497.2382735235243,815.7023973337224,1853.4340401878544,4540.748953264704,7030.555168527046,5968.32820003117,4498.11480266709,2491.2920284619317,1202.4586518443166,637.4278036779141,459.9198281716665
0.03,376.44355645397104,467.6680160225784,768.1210526227081,1565.5093806753125,4430.514544605268,6565.444575890001,5673.759846821428,4141.618788396206,2341.8529144080903,1146.443114833025,604.0524600505772,444.78761699912286
0.04,356.97214736654473,444.78761699912286,734.0097812306839,1451.9714439410943,3987.0397787454,6060.167539938302,5452.487681419292,3977.1335137429132,2267.684350996866,1100.3571176148444,577.2259418028391,436.0070192717537
0.05,353.8679285651871,427.7202734747122,695.977987858031,1295.3639738433385,3535.242869190926,5772.424761564447,5401.956588933216,3853.540916693524,2191.093871216848,1077.2953018837175,566.985187635522,422.429141008925
0.06,342.3932099789738,418.97289016206906,679.7562853210409,1151.2544079416316,3353.048964052125,5612.946034820301,5329.122318848798,3770.684310254238,2137.575041724421,1046.4279267518214,560.6678743441197,413.3064532877627
0.07,334.8593107293547,402.0844365666172,660.427301368636,1111.3576317212905,3183.097929769021,5369.551057355862,5242.746977646283,3621.1585965861573,2085.690250929407,1016.7503233587124,549.0199627413676,402.0844365666172
0.08,326.10272283974047,395.83200763172766,633.7391388917229,1088.975787844355,2905.9582443364807,5181.686386404008,5130.151538867932,3535.343072508674,2026.3814447677107,977.8674889372647,543.7790026600493,395.83200763172766
0.09,322.6148973235965,390.02301261839125,617.9950839795325,1059.9536327754158,2696.364575849023,4949.1335089835775,4983.365287597663,3480.1850727103624,1990.0032970296954,953.6404962612544,528.2493516585024,390.02301261839125
0.1,315.72648410243704,381.1890103741972,604.0524600505772,1034.5328217430379,2502.3646049467557,4769.00122951347,4839.787711820271,3439.860001970729,1944.46855712867,938.7700123874686,522.2894921697886,383.56085566468295
0.11,311.77751205029665,376.44355645397104,590.6667129049657,998.033548079749,2341.26015902179,4603.636157018993,4644.0661617405485,3409.631570205347,1912.3718697437848,906.6964603635038,516.5526287065667,381.1890103741972
0.12,305.83599756461984,373.16268619960584,586.8591760125894,977.8674889372646,2267.684350996866,4504.008835805155,4541.023219554916,3353.0489640521255,1887.6952886028116,888.5163200080086,499.7918892570371,376.44355645397104
0.13,302.3646934500416,364.617752327432,573.5428590552643,959.14656344199,2204.3680832610435,4429.192098649554,4488.01235603315,3259.256459817927,1839.9627510625887,862.6387635948422,497.2382735235243,373.16268619960584
0.14,294.87005299232163,356.97214736654473,566.1963761614793,947.9031578748147,2090.5038269094966,4341.712602775983,4403.481554297618,3174.001542457422,1808.0862178950917,840.3715457670007,482.60433808120916,370.4847564748623
0.15,291.3148767381886,349.2377748726647,560.6678743441197,941.3000437275086,1988.0092452031988,4243.662425750383,4341.01232654973,3120.016834322519,1772.5293609459068,823.3519892943274,479.8717171307625,364.617752327432
0.16,291.0139148345758,342.5065167966063,549.0199627413676,915.7006814759227,1907.8270625008176,4089.926631307985,4259.934137084884,3073.236110061869,1741.3005955911701,796.6001711005663,476.72179669625916,356.97214736654473
0.17,285.5668135442616,342.38335721222313,547.3650943756272,906.6964603635038,1837.5264725571615,3977.752655305568,4170.635360357713,3016.788941929613,1719.676528183912,780.9537201520261,476.529536916446,353.8679285651871
0.18,285.45311660392906,339.35599830610903,543.7790026600493,893.3984139682434,1743.268166885623,3895.3171683085784,4089.926631307985,2966.809248505735,1677.6514960348613,765.558485663389,471.30638513190377,349.74390044763237
0.19,281.3319839673027,334.8593107293547,535.9678429296386,882.9162183617593,1671.466120790939,3835.053780099579,4054.586730965136,2925.4980845886143,1658.1135850129008,754.8679039037229,465.87598347619485,348.29782737629586
0.2,281.3319839673027,334.1781523650815,531.2649118961976,861.7842576306706,1606.4467549955857,3797.610372343393,3979.1973189517676,2891.6482142905047,1644.389392240973,742.0611001354328,464.07940824647034,342.5065167966063
0.21,280.2873970865368,331.17225432872345,528.2493516585024,854.2845075367778,1526.2547952033228,3694.1722851576255,3946.360121285167,2846.682733665667,1617.226635298898,731.5091741572843,459.9198281716665,342.03207291424377
0.22,280.2873970865368,326.10272283974047,516.6472887356068,840.3715457670007,1476.7369499763508,3602.7094443816422,3891.6235630286183,2824.6555089206586,1588.9649308328835,718.3091015387236,458.30329608514603,339.35599830610903
0.23,276.9162886041337,322.6148973235965,504.25065773815606,834.5973711411806,1437.6134877258428,3535.242869190926,3836.455492606793,2778.054010570671,1564.9921861951746,711.3994718876814,453.0577094000536,334.8593107293547
0.24,274.5743244130325,322.6148973235965,498.11834126427385,820.0233727569157,1406.8688241404702,3465.0854411555156,3801.4814569191803,2761.3323502459257,1551.8412834032456,695.977987858031,450.23267542804797,334.1781523650815
0.25,273.83249243640364,320.3836655829038,497.2382735235243,813.7967333611755,1374.6428693267596,3403.386823739769,3727.2538093514095,2726.1198234990607,1528.0634941254443,694.3100912367087,445.7232548389251,331.17225432872345
0.26,273.83249243640364,315.72648410243704,481.7332111171638,796.326170154612,1337.6191220725375,3274.8646035696365,3668.90470181209,2708.442234702587,1507.8876349425022,679.7562853210409,444.78761699912286,328.3449371775724
0.27,270.1852358582094,311.77751205029665,479.8717171307625,778.748178864989,1301.436281584403,3206.0181240348406,3616.6283047670495,2674.5272860742925,1483.0973018225004,668.5138091385181,438.5005027516951,326.10272283974047
0.28,265.99233731658796,309.70181734190083,476.72179669625916,768.1210526227081,1257.3982847068514,3135.915267368705,3577.176033748166,2643.813771267089,1472.6261398712504,662.3726099190933,436.00701927175373,322.6148973235965
0.29,265.99233731658796,309.01227483718463,476.529536916446,762.7307294464084,1220.8113371429552,3109.2516276449796,3538.55296721585,2607.222134642139,1446.9318932943756,651.8854447474473,431.38683081224616,322.61489732359644
0.3,265.99233731658796,305.83599756461984,471.3063851319039,749.1504814721219,1207.037553529988,3056.556937042336,3504.0189368573037,2579.8994211311247,1423.7416408698914,641.2623343820222,427.72027347471226,320.3836655829038
0.31,264.98387055302885,302.74613814024,465.87598347619485,742.0611001354328,1193.1977005914162,2966.809248505735,3490.585658715416,2555.5045668088,1398.3880341757922,636.5577310626668,422.9317153754495,313.5429121337575
0.32,264.97414887044675,302.3646934500416,464.672156085575,734.0097812306839,1176.1558841010528,2930.0167875820343,3479.687310840606,2527.506592967073,1385.988805400015,627.6011083565149,422.7577609147112,311.77751205029665
0.33,262.54995351775,298.44724433451097,461.4898582612056,725.1424947322914,1151.2126243612868,2867.6342842249555,3440.51590747958,2499.1913939127003,1374.6428693267596,617.9950839795325,422.429141008925,309.70181734190083
0.34,259.3693801107636,293.66303983868613,459.9198281716665,720.8382760212747,1142.98120061961,2826.327996719517,3419.9022042285683,2480.50757086062,1363.257641785467,614.2731728984343,418.9728901620691,309.70181734190083
0.35000000000000003,254.14597249815807,291.0139148345758,458.30329608514603,718.3091015387236,1127.6208598704386,2778.054010570671,3403.386823739769,2446.374385496531,1341.352880961784,604.0524600505772,411.3413968886232,305.83599756461984
0.36,254.14597249815805,285.4679978077925,453.0577094000536,714.3824701732657,1118.317657323223,2728.387700888496,3353.048964052125,2421.2239961428722,1323.3134130401538,600.5285465456085,409.77524566511306,303.29504635296485
0.37,251.38294895546812,285.45311660392906,450.0458551236578,706.5983876347323,1106.978244728267,2709.2843674168475,3305.305418849375,2395.241018682083,1317.217635991936,590.7329980033858,407.4767312837535,302.3646934500416
0.38,249.43621677169187,281.3319839673027,444.78761699912286,695.977987858031,1095.717921114043,2668.404751272138,3260.55275500081,2380.247685268463,1281.5512367499111,586.8591760125894,403.5766514224166,298.5700254768898
0.39,247.1612668799944,280.55289786498685,440.7868556669844,694.3100912367087,1086.6960212023441,2618.401572962103,3206.7302919382305,2371.9633603604066,1264.4026407993379,577.2259418028391,402.0844365666172,298.44724433451097
0.4,243.8169404863116,280.2873970865368,438.5005027516951,685.7928889524201,1079.8538343407615,2576.858282324291,3179.026977643109,2343.056387465125,1243.6692682499104,573.5428590552643,395.83200763172766,293.66303983868613
0.41000000000000003,243.5488674436673,277.30490069233946,436.0070192717537,679.7562853210409,1068.4697610522605,2527.506592967073,3143.0678926119704,2330.5634736301217,1219.563747838273,568.7532273878386,393.65352702739614,291.44386041116564
0.42,239.6179156215068,274.5743244130325,431.38683081224616,676.888014308539,1053.4643863434342,2482.2112718904837,3112.7464236374376,2308.9093005556037,1207.037553529988,566.1963761614793,391.80238414850265,291.0139148345758
0.43,238.4902949564484,274.5743244130325,427.7202734747122,671.4658099664962,1046.4279267518214,2422.26842365556,3096.341962906806,2291.8016286833026,1202.4586518443166,561.5508158785199,390.02301261839125,291.0139148345758
0.44,237.50038393032372,273.83249243640364,424.144497000179,664.9720141232148,1031.5428424894446,2380.247685268463,3070.1690081556203,2267.684350996866,1190.6228872922106,560.6678743441197,383.56085566468295,285.45311660392906
0.45,237.50038393032372,270.1852358582094,422.7577609147111,658.8305104008092,1025.6066649602776,2354.851882895949,3056.556937042336,2256.674509148625,1181.7862599180157,554.4293541870438,383.56085566468295,285.45311660392906
0.46,235.9301372108523,270.1852358582094,422.429141008925,651.8854447474473,998.1444406962029,2309.68672813025,3030.021329710535,2227.236225003177,1175.588700472045,549.0199627413676,381.1890103741972,281.3319839673027
0.47000000000000003,235.9301372108523,265.99233731658796,419.6553732387477,641.2623343820222,989.1465926555912,2282.3898868728884,3016.788941929613,2204.3680832610435,1161.6879744739092,547.3650943756272,377.35242731730926,280.2873970865368
0.48,232.4532058806997,265.2662412468254,411.3413968886232,641.2623343820222,977.8674889372647,2256.674509148625,3004.174159482488,2191.093871216848,1149.3921528666754,543.7790026600493,376.44355645397104,277.30490069233946
