Exceedance,VicFalls_full,VicFalls_overlap,VicFalls_factor_smooth,Ngonye_gauged,Ngonye_synthetic,Conversion
0.063,3304.5881,3667.4217,0.9068410307213386,3738.5741,3390.5238411943037,1.0259349388421815
0.064,3304.0166,3651.8579,0.9060963091122919,3721.0827,3371.6593003716016,1.0204728694073757
0.065,3290.1963,3636.3339,0.9052366007832441,3706.556,3355.8315273073763,1.0197902642017858
0.066,3275.6178,3605.4052,0.906039895770989,3691.2053,3350.5992488897264,1.020991907322436
0.067,3255.1497,3590.0006,0.9069349092519899,3677.9703,3344.0250058730626,1.0247392493998093
0.068,3235.6269,3574.6356,0.9073440118510483,3666.2324,3326.534014194297,1.0280956726482577
0.069,3229.4335,3544.0245,0.9081414536505289,3644.0767,3319.87493588865,1.024742299710467
0.07,3201.7695,3528.7784,0.9079662909547527,3637.1866,3302.4428267123285,1.031443027585942
0.07100000000000001,3188.9642,3513.5718,0.9071678091318336,3622.3478,3287.6471317397127,1.0304528717003212
0.07200000000000001,3184.9249,3498.4048,0.906915153769723,3619.4296,3282.515552242687,1.0306414296433448
0.073,3160.3899,3483.2772,0.9057237631975694,3613.5961,3276.462239053265,1.035606352990832
0.074,3138.9114,3483.2772,0.9044164062654051,3607.7663,3270.4589438290805,1.0395078471126764
0.075,3133.1417,3468.1891,0.9019953610743343,3590.2993,3240.0711651584834,1.0336057617401824
0.076,3117.8186,3453.1404,0.8991509786856985,3567.0625,3207.3277379080546,1.0287088985574897
0.077,3101.5394,3453.1404,0.896721768411507,3554.2731,3187.1940596494487,1.0276168213918058
0.078,3075.5944,3453.1404,0.8951444145024404,3545.2286,3173.491579424307,1.03183032828526
0.079,3061.5966,3438.1311,0.8926532788203625,3526.1843,3147.659977119885,1.0281106195113638
0.08,3047.6373,3423.1611,0.890429856346093,3509.2329,3124.725747031983,1.0252944951920568
0.081,3035.8316,3410.6791,0.8884205035763159,3495.7783,3105.721117677158,1.0230215396918452
0.082,3019.5429,3408.2305,0.8874914290971888,3486.2063,3093.978211314623,1.024651185222314
0.083,3011.0106,3393.3391,0.8859067486944202,3466.1074,3075.7456967359394,1.0198064189344502
0.084,3000.0982,3393.3391,0.8846330654082101,3457.5078,3061.551366652263,1.0195085360161864
0.085,2987.1311,3378.487,0.8828069265068531,3448.1725,3044.070566790452,1.0190615894931603
0.08600000000000001,2971.0078,3378.487,0.8819886766693695,3439.671,3033.7899108262714,1.0211184479111792
0.08700000000000001,2964.6862,3363.674,0.8804985723006098,3434.6169,3024.175276849546,1.020065893263694
0.088,2950.9948,3363.674,0.8799897823261572,3424.1763,3013.2401568833866,1.021093007986116
0.089,2938.9259,3338.8218,0.8792063985874108,3414.6369,3002.170611332681,1.0215196685743866
0.09,2923.7265,3334.1657,0.878557715634848,3405.8604,2992.2449327951895,1.0234353086019465
0.091,2922.9672,3319.4701,0.8771971320334708,3389.0165,2972.835554214111,1.0170608668527348
0.092,2907.0632,3308.4485,0.8760311937243378,3379.0626,2960.5341094633586,1.0182662155907944
0.093,2891.2138,3304.8137,0.8748505727407386,3371.9788,2949.977584449628,1.0203249529486986
0.094,2875.419,3298.0312,0.8732580260038378,3359.325,2933.5575182053426,1.020219146567976
0.095,2859.6787,3290.1963,0.8706836606257565,3352.1446,2918.657531274862,1.0206242859643155
0.096,2856.2211,3275.6178,0.8684923539053264,3335.1809,2896.5791105410844,1.0141298621948716
0.097,2829.1733,3267.8828,0.8666000067289097,3323.8908,2880.8005318220326,1.0181362130224265
0.098,2812.7838,3261.0784,0.8650018140278324,3306.9841,2860.547245461199,1.0169808449057474
0.099,2802.899,3246.5778,0.8635207700720018,3304.1697,2853.2191637925753,1.0179528994061418
0.1,2797.2606,3246.5778,0.8616407691817691,3296.8566,2840.706056705992,1.0155314298231606
0.101,2781.7915,3232.1161,0.8605144952334355,3284.4952,2826.3557291246416,1.0160199745827974
0.10200000000000001,2763.3038,3217.6933,0.85916481338101,3278.0074,2816.7870375786365,1.0191961579043787
0.10300000000000001,2751.0152,3203.3094,0.8575649588471205,3264.8674,2799.835877522306,1.0177464223106822
0.10400000000000001,2735.7079,3188.9642,0.8561285311671601,3259.2681,2790.352411132981,1.0199745415557637
0.105,2720.4544,3188.9642,0.8553246546154022,3247.0189,2777.255319172183,1.0208792028170672
0.106,2705.2546,3174.6577,0.8546554894851146,3226.4882,2757.5358518889457,1.0193258157250507
0.107,2690.1084,3159.0808,0.8538482010778068,3211.572,2742.1949748318543,1.0193622587223081
0.108,2690.1084,3146.1609,0.8530391925476841,3199.4611,2742.1949748318543,1.0145560354860514
0.109,2675.0157,3131.9704,0.8522261882805525,3192.3741,2720.6248108085592,1.0170500348123412
0.11,2659.9765,3117.8186,0.851411455693119,3181.2788,2711.620079741996,1.018271106558144
0.111,2644.9907,3103.7054,0.8511411442448223,3168.7707,2697.0711194474666,1.0196902089097957
0.112,2630.0582,3103.7054,0.8497747192350541,3153.6075,2679.8559278900607,1.018934078299127
0.113,2615.179,3089.6306,0.8483236797530342,3143.4384,2666.6532305649903,1.0196828708723151
0.114,2615.179,3077.9281,0.8464035458369094,3128.9284,2666.6532305649903,1.0126787085816333
0.115,2600.3529,3075.5944,0.8451463081591013,3123.2897,2639.636759266347,1.015107126139051
0.116,2595.6253,3075.5944,0.8439109771944953,3112.0922,2631.250296122137,1.0118289298618588
0.117,2570.8598,3061.5966,0.8426737985409407,3107.4659,2618.5800937894437,1.018561997736883
0.11800000000000001,2570.388,3047.6373,0.8408382174011129,3101.2971,2607.6891251952406,1.0145118655997618
0.11900000000000001,2556.1926,3047.6373,0.8389128257380465,3092.0718,2593.978691122928,1.0147821768684129
0.12,2541.5783,3033.7163,0.8365231553785346,3084.8503,2580.548706826419,1.015333152170216
0.121,2527.0168,3019.8338,0.8352821024903594,3076.4321,2569.688672656832,1.0168862639365246
0.122,2512.5079,3019.8338,0.8330806281031513,3067.2581,2555.273304502478,1.0170210029996236
0.123,2498.0517,3019.8338,0.8311525442345974,3057.5163,2541.2624517837526,1.0172977812203616
0.124,2498.0517,3005.9895,0.8293628159663144,3046.6097,2541.2624517837526,1.0114861913955937
0.125,2483.2232,2999.0865,0.8271594364356004,3039.801,2514.7226820612686,1.0125550059440387
0.126,2469.2967,2992.1835,0.8253705248694836,3030.6705,2501.4261012914603,1.0130115596442746
0.127,2469.2967,2992.1835,0.8241236484980627,3027.5605,2501.4261012914603,1.0104432591306745
0.128,2446.4198,2978.4157,0.8216510507444135,3019.6306,2481.0826553499837,1.0141688091921033
0.129,2440.7511,2978.4157,0.8199817637889991,3011.4766,2469.355894077298,1.0117196686205727
0.13,2426.5566,2964.6862,0.8187311493790482,3002.3801,2458.1421101457818,1.0130165973238712
0.131,2412.4143,2964.6862,0.8167977796115707,2982.4795,2445.83094535341,1.0098110566402412
0.132,2408.9212,2950.9948,0.8154167186066225,2976.0951,2427.790995347178,1.0074043520822713
0.133,2398.3241,2937.3416,0.8138500408634959,2973.3961,2419.898537488359,1.0089956305273167
0.134,2384.2857,2937.3416,0.8120584464169464,2966.5179,2408.9859171420626,1.0103595878388494
0.135,2384.2857,2937.3416,0.810948316528578,2954.3689,2408.9859171420626,1.0048462253744954
0.136,2370.2993,2931.6777,0.8096872685667299,2943.7715,2383.534305119585,1.0055836851994113
0.137,2356.3647,2923.7265,0.8078154544799773,2933.9073,2370.055658951623,1.005810203722549
0.138,2356.3647,2923.7265,0.8060437697964177,2929.315,2370.055658951623,1.002033388770929
0.139,2349.8899,2910.1494,0.8042509080578998,2921.0034,2349.2196368902128,0.9997147682920007
0.14,2337.991,2910.1494,0.802769947362682,2919.6208,2347.4315819038047,1.0024776981327095
0.14100000000000001,2326.1223,2910.1494,0.8009780613272789,2911.5882,2332.1182718193813,1.0025776683450314
0.14200000000000002,2314.871,2896.6104,0.7990396244635439,2902.0891,2318.884184623744,1.0017336536782153
0.14300000000000002,2301.1428,2883.1094,0.7974011105789979,2893.1252,2306.981247524085,1.002537194790382
0.14400000000000002,2287.4661,2883.1094,0.7956806089936953,2882.2105,2293.319005888023,1.0025586853016195
0.145,2273.8406,2869.6463,0.7944681910818329,2877.5563,2286.9679331072657,1.0054033463898624
0.146,2273.8406,2856.5433,0.7936023938194439,2874.2189,2286.1269483971328,1.0031428761545944
0.147,2260.2665,2856.2211,0.7923366099369826,2866.2362,2272.762751991494,1.0047593387711842
0.148,2248.1891,2842.8338,0.7922814775310808,2859.0913,2269.138747187192,1.007568749248121
0.149,2244.0779,2829.4844,0.7922819973569403,2850.2972,2258.239158676894,1.0063105022677215
0.15,2233.2716,2829.4844,0.7911769458800683,2841.2809,2247.955944849372,1.0065752615353063
0.151,2233.2716,2816.1728,0.7904377801133705,2832.6563,2247.955944849372,1.0025822911983269
0.152,2220.9618,2802.899,0.7898688828109235,2827.3263,2233.217065922942,1.0055179994194146
0.153,2209.4577,2802.899,0.788730011091068,2815.0375,2223.988929865841,1.0049092854761474
0.154,2193.1616,2789.6629,0.7879875975959977,2805.3286,2210.5641439813435,1.007934911855717
0.155,2193.1616,2787.2872,0.7872467022056584,2797.9826,2210.5641439813435,1.004350329076897
0.156,2179.8933,2776.4645,0.7864473645755895,2786.8948,2191.7460708094145,1.0054373169592357
0.157,2166.6756,2763.3038,0.7855914440842521,2777.4276,2181.9233591234583,1.0070373982720155
0.158,2166.6756,2750.1807,0.7845478201557817,2770.4822,2181.9233591234583,1.0031846810802663
0.159,2163.8006,2750.1807,0.783704775507598,2763.2652,2170.543429675747,1.0008242595153904
0.16,2141.187,2737.0952,0.7832029283135042,2755.5111,2160.5613239148734,1.0079102677722054
0.161,2128.6273,2732.972,0.7827800153093131,2744.9419,2150.0044738433844,1.0094231444392237
0.162,2127.3261,2724.0472,0.7816276452927221,2739.7155,2141.4373750369728,1.0066333389304878
0.163,2118.7163,2710.6736,0.7808423192854494,2732.1985,2134.0781772179444,1.0069381226208651
0.164,2107.5344,2698.0639,0.7800468682940143,2727.0654,2127.238824902963,1.0093495151979315
0.165,2096.3881,2688.4916,0.7795875291023148,2718.8498,2119.5813975823226,1.0110634560377072
0.166,2087.7804,2672.2303,0.7787970691156049,2703.6321,2106.235692212529,1.0085259711446988
0.167,2075.5648,2672.2303,0.7780713148830989,2697.08,2098.5205819449084,1.0110600169866575
0.168,2062.7498,2659.3696,0.7769845918636927,2690.761,2090.679837387742,1.0135401963862714
0.169,2052.1583,2646.5462,0.7766303276780387,2682.9132,2083.6317576477354,1.0153367591806808
0.17,2049.9848,2639.8974,0.7753680379017782,2666.9631,2067.877946003444,1.0087284286222238
0.171,2037.2697,2633.7601,0.7746056276146929,2662.1166,2062.090499726492,1.0121833646897571
0.17200000000000001,2037.2697,2621.0113,0.7738415122875498,2656.6335,2062.090499726492,1.0091021749519793
0.17300000000000001,2024.6043,2621.0113,0.7727959273708116,2646.3197,2045.0650866811482,1.0101060669885706
0.17400000000000002,2011.9887,2608.2997,0.7717513964553467,2626.028,2028.1238651148196,1.0072823849014862
0.17500000000000002,1999.4228,2595.6253,0.7706449136558483,2619.8355,2018.9629026900263,1.0097728717958134
0.176,1993.6761,2595.6253,0.768837236175566,2610.3474,2010.9503204142197,1.0066491144043281
0.177,1986.9064,2582.9881,0.7671259240915976,2605.2245,1998.53525202857,1.0058527427505242
0.178,1974.4395,2578.3513,0.7655064522259013,2599.1642,1990.4550805023905,1.0077173625702753
0.179,1965.396,2570.388,0.7641975276955802,2589.0389,1978.5371264876846,1.0066862487191817
0.18,1954.7091,2570.388,0.7632048880862212,2574.5709,1969.2180152585656,1.0052263508695702
0.181,1944.0572,2557.8249,0.7614541300535027,2566.93,1954.5994500582376,1.005422808576948
0.182,1937.3349,2545.2989,0.7601026615480887,2557.285,1943.7991348370037,1.0033366635975038
0.183,1937.3349,2545.2989,0.7592922888631007,2548.3854,1943.7991348370037,0.9987789840937199
0.184,1926.7214,2545.2989,0.7583859654863975,2541.5257,1929.7937139430387,1.0003820073846652
0.185,1915.6039,2532.8099,0.7574025027451147,2534.2342,1919.4353256222635,1.0020001137094487
0.186,1912.8444,2520.3578,0.7562432365423127,2523.8025,1908.60857099358,0.9977855862157843
0.187,1900.6727,2520.3578,0.7549263836284724,2513.697,1897.6561857477402,0.9984129228287122
0.188,1888.8793,2507.9427,0.754045144809424,2501.5938,1886.314659175357,0.998642242082571
0.189,1888.5499,2507.9427,0.7525708799949516,2492.82,1876.0237410690154,0.9933673137622763
0.19,1876.4759,2495.5645,0.7510631556181175,2478.4549,1861.476158251186,0.9920064298460674
0.191,1864.4507,2483.2726,0.7500742077754922,2465.9264,1849.6277909126711,0.9920497178673973
0.192,1852.4742,2483.2232,0.7492639285543738,2462.5304,1845.0852016885738,0.9960112813925147
0.193,1849.2439,2470.9186,0.7484724125780688,2446.6366,1831.2399987038034,0.9902641824065519
0.194,1840.5463,2463.2398,0.7472174742489937,2433.4346,1818.30485556211,0.9879158462691812
0.195,1828.6668,2446.4198,0.7461916949387827,2423.4746,1808.3766194150885,0.9889043861982338
0.196,1828.6668,2446.4198,0.7456243756989235,2416.5176,1808.3766194150885,0.9853158743109794
0.197,1816.8359,2444.8102,0.7445881670491834,2408.2376,1793.1452204029242,0.986960473647028
0.198,1810.1471,2434.2255,0.7437516445836386,2387.5358,1775.7336777523135,0.9809886046014236
0.199,1797.234,2422.0679,0.7424185358795116,2378.8559,1766.1067143463379,0.9826804491492693
0.2,1793.3188,2419.6437,0.7416179284805641,2373.9186,1760.5405945134808,0.9817220421229514
0.201,1781.6326,2403.2279,0.7413039435973129,2364.0563,1752.4842580760724,0.9836395326825926
0.202,1769.9945,2397.8624,0.7407324299197262,2351.7513,1742.2377157850265,0.9841942757538935
0.203,1769.9945,2385.8146,0.7406227258518054,2337.5006,1742.018455015875,0.9780855624422735
0.20400000000000001,1758.8504,2373.8032,0.7402425940709596,2325.6905,1724.899909276999,0.978807048471085
0.20500000000000002,1746.8622,2361.8284,0.740208879077233,2314.992,1713.577633392762,0.9809460834362104
0.20600000000000002,1741.8716,2349.8899,0.7401480195119305,2306.8274,1711.6110696035419,0.9802064236341278
0.20700000000000002,1735.3679,2349.8899,0.7404171575345787,2290.6097,1696.006723095134,0.9773182522824895
0.20800000000000002,1723.9214,2326.1223,0.7405709721518849,2273.3721,1683.5933861599722,0.9766068140693492
0.209,1712.5226,2321.3433,0.7415459678085268,2259.1306,1675.2491871828577,0.9782347907016571
0.21,1712.5226,2302.4999,0.7415789932411739,2246.9848,1675.2491871828577,0.9730188237003241
0.211,1708.4979,2302.4999,0.7421629898290265,2239.4717,1662.0530125094926,0.9728153675281033
0.212,1701.1714,2279.0226,0.7425992422397726,2228.9737,1655.2341805923822,0.9729967130839269
0.213,1689.8676,2279.0226,0.7428091401709274,2211.9908,1643.0869842140019,0.9723169934816206
0.214,1683.6732,2267.3382,0.7421296676550868,2201.2985,1643.0869842140019,0.970288607203964
0.215,1678.6114,2255.69,0.7421093763039815,2184.5608,1621.183052786127,0.9657881822952752
0.216,1667.4025,2255.69,0.7407451379986093,2170.998,1608.1640465939463,0.9644679152782276
0.217,1656.2409,2241.1607,0.7411874138902448,2166.0756,1605.4679722547603,0.9693444789672567
0.218,1656.2409,2232.5018,0.7407585192528048,2148.3536,1605.4679722547603,0.9608573436191754
0.219,1645.1264,2232.5018,0.7399549490085577,2137.0189,1582.9763532117095,0.9612013467049243
0.22,1645.1264,2209.4577,0.7396783046869903,2129.4986,1581.297711179824,0.9574607241615715
0.221,1634.0591,2209.4577,0.7399803503558865,2118.0537,1567.617001700598,0.959156323659641
0.222,1623.0388,2197.6238,0.7403316247602314,2106.3399,1559.3900404643032,0.9607842033501005
0.223,1612.0655,2186.5574,0.7407699002753622,2100.7237,1556.1528857550898,0.9653161647309553
0.224,1612.0655,2175.1611,0.7403957076811867,2085.804,1556.1528857550898,0.95797616701322
0.225,1610.5937,2163.8006,0.7406043826609958,2080.2845,1540.6678178817385,0.9565837851481342
0.226,1601.139,2163.8006,0.7410322597249772,2066.4876,1531.3339759216449,0.9564028956396946
0.227,1590.2593,2143.3093,0.7417771082803022,2051.4497,1521.7184262484936,0.9568995611272285
0.228,1586.6955,2141.187,0.7422308689869557,2041.9517,1515.5995847203915,0.9551924642884482
0.229,1579.4263,2129.9338,0.7424087477164608,2032.6797,1509.079190585671,0.9554603406222063
0.23,1573.0957,2118.7163,0.7421328079346864,2020.2682,1500.9625495567557,0.9530935162095697
0.231,1568.6399,2107.5344,0.7421331509246637,2010.1964,1491.8333883094156,0.9510362373859136
0.232,1563.0265,2096.3881,0.7420988735311422,2002.4505,1487.2955625753286,0.9507300486280127
0.233,1547.2067,2096.3881,0.7413998980616986,1992.2943,1479.370112796092,0.9546796759146036
0.234,1547.2067,2085.2774,0.7415586791899738,1987.693,1477.0867909289032,0.9526787828123783
0.23500000000000001,1536.5597,2074.2022,0.7407893557061752,1983.096,1469.0564081434932,0.9560685524574757
0.23600000000000002,1527.9505,2074.2022,0.7397698565974775,1976.2084,1461.9394046747304,0.9567976218305047
0.23700000000000002,1525.9589,2052.1583,0.7399086276134277,1960.1743,1450.3498761961112,0.9504514677270214
0.23800000000000002,1516.372,2052.1583,0.7398007862249313,1951.0353,1443.3774488925947,0.9518623720911455
0.23900000000000002,1515.4044,2052.1583,0.7397294496596175,1941.722,1436.3489464519719,0.9478321076881999
0.24,1504.8959,2036.3788,0.7400473423224577,1932.8083,1430.3696456337875,0.9504774686633058
0.241,1504.8501,2030.2561,0.7398673979192422,1928.2621,1426.6582624332934,0.9480401153797932
0.242,1494.4335,2018.6968,0.7402637998354636,1914.6492,1417.3454921439306,0.9484165686488764
0.243,1484.0171,2008.4951,0.7405101325650953,1906.7082,1411.9367419449543,0.9514288898321686
0.244,1484.0171,1999.1401,0.7407240303812659,1896.8654,1411.9367419449543,0.9467908315738222
0.245,1473.6465,1986.8752,0.7411998837203903,1887.043,1398.6760521753763,0.9491258942869788
0.246,1470.6225,1986.8752,0.741059416052291,1881.7389,1394.4803303968806,0.9482245310383055
0.247,1463.3217,1976.1181,0.7411070320654077,1869.5501,1385.5367259085863,0.9468435586710607
0.248,1463.3217,1965.396,0.7410836320504071,1861.6618,1385.5367259085863,0.9428187174382082
0.249,1453.0426,1965.396,0.7411512597401162,1843.4906,1369.7997785006319,0.9403064855146454
0.25,1448.0846,1958.9797,0.7407682467798619,1829.3268,1362.8070080324592,0.935792844163535
0.251,1442.8091,1944.0572,0.7398335905486729,1827.1384,1351.7783629013575,0.9369072893297925
0.252,1442.8091,1944.0572,0.7385737501782285,1823.2968,1351.7783629013575,0.9333453436521598
0.253,1432.6212,1942.5703,0.7377235596330205,1815.5442,1339.3697298950844,0.9349084949287951
0.254,1425.77,1942.5703,0.7374521377333698,1802.7047,1329.408434716993,0.9324143688792674
0.255,1422.4786,1933.4404,0.7368457039118653,1792.7368,1320.9704093247049,0.9286399172013589
0.256,1414.6961,1929.0568,0.7368813672519134,1780.3389,1312.1578348095206,0.9273359577394521
0.257,1412.3815,1915.6039,0.7368579019552678,1765.2916,1300.7690647152579,0.9209757170532593
0.258,1403.6777,1902.2114,0.7379907916485404,1754.5176,1297.3742127562707,0.9224466788816956
0.259,1402.3296,1888.8793,0.7392145529392204,1745.1114,1290.0117433801372,0.9199062355812336
0.26,1392.7145,1888.8793,0.7409137838555353,1732.4728,1284.2776254994012,0.9216626793752734
0.261,1392.323,1876.7223,0.7422361250468843,1723.7366,1279.419574585491,0.9189100335091003
0.262,1386.1632,1862.3957,0.742830703309916,1710.164,1273.0349095314143,0.9164594233170373
0.263,1381.8066,1854.1364,0.7427709798235275,1700.7383,1263.7662562755465,0.9142082933417748
0.264,1370.9538,1836.3614,0.7441981074389867,1691.3332,1261.3267508483223,0.9181104180817219
0.265,1362.5733,1836.1519,0.7452746391380561,1684.8335,1255.663678720208,0.9215384440016607
0.266,1352.7466,1823.1197,0.7464649292488702,1680.5288,1254.4558117926888,0.9273398371821365
0.267,1352.7466,1810.1471,0.7475085498721855,1667.6411,1254.4558117926888,0.921514776210309
0.268,1342.9646,1791.9897,0.7491443671505146,1656.059,1243.2776781812938,0.9237974489565206
0.269,1342.9646,1784.3803,0.7506327881106211,1650.5189,1240.627271518914,0.9225363079088424
0.27,1333.2273,1771.5858,0.7529138066430701,1644.7788,1238.3766673938208,0.9288563678480186
0.271,1333.2273,1758.8504,0.7544281980278971,1624.9674,1238.3766673938208,0.9195140449314809
0.272,1323.5347,1758.8504,0.7558580028301395,1620.7242,1225.0373569504757,0.9255800826003849
0.273,1323.5347,1746.1741,0.7573989549888818,1613.572,1225.0373569504757,0.9233741635933836
0.274,1313.8865,1733.5566,0.7589486057777882,1606.8715,1219.5328845890633,0.9281873925860896
0.275,1306.9863,1720.9979,0.7604908662817411,1593.251,1213.114920420835,0.9270585569215608
0.276,1304.2828,1708.4979,0.7628462294874694,1580.0968,1205.370886105216,0.9241637519909148
0.277,1304.2828,1708.4979,0.7644180023738143,1575.1541,1205.370886105216,0.923171071912413
0.278,1294.7235,1684.0695,0.766808964509508,1567.2867,1203.472891160384,0.9282364084042066
0.279,1294.7235,1683.6732,0.7689814288057294,1561.1067,1201.8094915165238,0.9271956990694903
0.28,1285.2084,1671.3483,0.7705861897922536,1556.1877,1199.1767503445706,0.9330601561152032
0.281,1285.2084,1659.0815,0.7721896965177386,1549.1915,1199.1767503445706,0.9307982380389517
0.28200000000000003,1275.7375,1646.8728,0.7725527289159837,1543.0229,1192.066552174855,0.934413664390092
0.28300000000000003,1275.7375,1646.8728,0.7723853862076397,1538.8661,1192.066552174855,0.9316945586144049
