WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,Exceedance
1924,3456.9284003276725,111.13312449457777,0.8728270751060605,0.052937168146917346,25.408305217311995,13.704569730776521,974.5803517552673,964.4019724130517,186.12150531397367,0.0,812728.5393028038,0.5425569035907526,0.4136986301369863,0.03561643835616438,0.11232876712328767,0.410958904109589,0.0273972602739726,10,0.6000000000000001
1925,4504.008835805155,157.20546447466663,0.5660394740627723,0.04063047091409317,25.35541437363599,11.772959790740666,976.5119616953032,964.4019724130517,186.10640108284352,22.60954176206071,755861.5476227312,0.5045939461819616,0.3287671232876712,0.07397260273972603,0.2,0.3972602739726027,0.0,0,0.9
1926,3305.305418849375,192.5343690235045,0.49624344552634775,0.06565202681800608,25.43723421772949,14.014913473501943,974.2700080125419,964.4019724130517,185.45093378258488,20.993227172038154,841100.9246264716,0.5614975864685783,0.3917808219178082,0.0547945205479452,0.18356164383561643,0.3698630136986301,0.0,0,0.4
1927,2256.674509148625,178.80001308800567,0.4730668285752787,0.06558322850725865,25.39038578340994,16.45512900269913,971.8297924833447,964.4019724130517,183.28941819449673,22.767435413703875,813573.635390788,0.5431210682466742,0.3178082191780822,0.10410958904109589,0.1726027397260274,0.40821917808219177,0.0,0,0.6000000000000001
1928,1587.0354045052177,195.867340229906,0.5024468312765746,0.09325563851938215,25.38750871868044,18.387917171528706,969.8970043145151,964.4059625624903,185.61093376839767,23.181725721669732,740314.507086381,0.4942151373109969,0.18356164383561643,0.1589041095890411,0.2191780821917808,0.4383561643835616,0.0,0,0.9500000000000001
1929,2191.093871216848,186.00555523962726,0.45494961644897386,0.0876274643100392,25.39038578340994,16.62876621967181,971.656155266372,964.4019724130517,187.35994644262775,24.318458855993153,863277.3771316641,0.5763020221712623,0.2602739726027397,0.16986301369863013,0.26301369863013696,0.30684931506849317,0.0,0,0.30000000000000004
1930,3353.048964052125,203.00358413649516,0.5642393856687444,0.054244490235681675,25.115132776210544,13.916220646130947,974.3687008399129,964.7061442089033,186.10640108284352,23.41666613064639,797580.5775113131,0.5324445095405171,0.29315068493150687,0.10684931506849316,0.2465753424657534,0.35342465753424657,0.0,0,0.7000000000000001
1931,3801.48145691918,237.50038393032366,0.4804489851084849,0.06287022643895568,25.018026473561868,13.030793320108197,975.2541281659356,964.7351677262637,186.5702664661376,29.467904966226882,888379.2218771928,0.5930593753352512,0.3972602739726027,0.07671232876712329,0.18904109589041096,0.33972602739726027,0.0,0,0.15000000000000002
1932,1617.226635298898,186.00555523962726,0.49523315059132844,0.08915416171129707,25.436360070942246,18.29218197061804,969.9927395154258,964.4059625624903,186.16475098901327,21.078420392826295,755769.2338601653,0.5045323198617889,0.2328767123287671,0.12876712328767123,0.18904109589041096,0.44931506849315067,0.0,0,0.9
1933,5586.540190597635,157.20546447466663,0.5068075741059558,0.04278139811868647,25.388803234350398,10.12739221814176,978.211754091179,964.4019724130517,186.6086329879467,18.383392916856916,777594.0122541678,0.5191019868715906,0.3315068493150685,0.12054794520547946,0.1726027397260274,0.37534246575342467,0.0,0,0.8
1934,3274.864603569636,178.6711172442791,0.5301495011775911,0.07170128949115992,25.436360070942246,14.078317226895743,974.2066042591481,964.4019724130517,186.42555841146896,17.91148748081142,846216.204692416,0.5649124173492056,0.3506849315068493,0.09315068493150686,0.19726027397260273,0.3589041095890411,0.0,0,0.35000000000000003
1935,2497.1685761110707,186.87643787790543,0.49765503375423376,0.06178918899837187,25.42929685981923,15.842598644199294,972.4423228418445,964.4059625624903,186.80047441481923,19.780885838578914,801998.0518289171,0.5353935030500929,0.29315068493150687,0.10684931506849316,0.18904109589041096,0.4136986301369863,0.0,0,0.65
1936,3602.7094443816422,203.00358413649516,0.5422034704511887,0.05026222641920746,25.122710024768477,13.414377784553759,974.8705437014901,964.7061442089033,185.54737763020412,22.57198666879291,815166.0955823263,0.5441841541712237,0.3972602739726027,0.06301369863013699,0.18082191780821918,0.3589041095890411,0.0,0,0.6000000000000001
1937,3223.0963795525877,224.05894827294208,0.5530038154093129,0.04591857722248583,25.067348829928942,14.187014260852417,974.0979072251914,964.7173176259,186.80047441481923,26.3874641548776,830328.3460441412,0.5543060869743793,0.3041095890410959,0.11232876712328767,0.2191780821917808,0.3643835616438356,0.0,0,0.5
1938,2867.6342842249555,218.92863712668117,0.4968413020949814,0.06987091375399375,25.083466332036,14.96505315830431,973.3198683277395,964.7125435595109,183.53390348297697,25.936320401215298,813671.1588026908,0.5431861723962528,0.32054794520547947,0.0958904109589041,0.1780821917808219,0.4054794520547945,0.0,0,0.6000000000000001
1939,5261.463646745377,215.06106642327626,0.5429950301533902,0.04671190298946674,25.094547282464266,10.585547810149857,977.7271675006199,964.7097697518583,186.42555841146896,24.92129492593817,876082.4948341609,0.5848503930907106,0.42191780821917807,0.11506849315068493,0.18356164383561643,0.2821917808219178,0.0,0,0.2
1940,3353.048964052125,224.05894827294208,0.52664712081151,0.054577192865936076,25.109737075692205,13.916220646130947,974.3687008399129,964.7173176259,185.0670964832478,22.572113804788433,853520.4852898737,0.5697885693141831,0.3726027397260274,0.049315068493150684,0.20273972602739726,0.37534246575342467,0.0,0,0.35000000000000003
1941,2191.093871216848,186.87643787790543,0.47782407592754284,0.06754617040565522,25.387661327604373,16.62876621967181,971.656155266372,964.4019724130517,185.61093376839767,22.57198666879291,753527.0114823813,0.5030354692264021,0.2328767123287671,0.09863013698630137,0.2191780821917808,0.44931506849315067,0.0,0,0.9
1942,1703.9411272214982,170.50934056548053,0.45494961644897386,0.08685746099768929,25.390562723209438,18.022267982707298,970.2626535033365,964.4019724130517,186.5702664661376,24.4107461243827,797222.1538255594,0.5322052350033107,0.2602739726027397,0.09041095890410959,0.26301369863013696,0.3863013698630137,0.0,0,0.75
1943,2527.506592967073,178.6711172442791,0.46052559664560355,0.08109277578938061,25.4260688222813,15.767869443458645,972.5170520425852,964.4019724130517,185.45093378258488,22.739692898451757,829211.9326183731,0.5535607977638742,0.3643835616438356,0.07945205479452055,0.15342465753424658,0.4054794520547945,0.0,0,0.5
1944,3888.545558628648,192.5343690235045,0.5509505098361465,0.05960583912933698,25.390562723209438,12.86692721779938,975.4179942682445,964.4019724130517,187.19229947826568,24.332265974223528,784712.4021024631,0.523854042899986,0.31232876712328766,0.10410958904109589,0.19726027397260273,0.3863013698630137,0.0,0,0.75
1945,1587.0354045052177,195.46857671261643,0.49088992169915985,0.09537057789533121,25.43723421772949,18.387917171528706,969.8970043145151,964.4019724130517,186.16475098901327,21.44862462877631,859539.2800221759,0.5738065636079575,0.3698630136986301,0.06301369863013699,0.1506849315068493,0.41643835616438357,0.0,0,0.30000000000000004
1946,4620.964774924961,194.9496057331377,0.4827001697120674,0.04683229189016569,25.390562723209438,11.576644396758107,976.7082770892857,964.4019724130517,185.26757149497502,26.812063748189082,817642.9549052943,0.5458376424639472,0.36712328767123287,0.11232876712328767,0.19726027397260273,0.3232876712328767,0.0,0,0.55
1947,6171.937792156593,263.12709498041704,0.49052367972508526,0.03872365666156347,24.923056039470048,9.349902204128549,979.0368410279822,964.786846569914,183.68282473640923,0.0,763907.925006018,0.509965503088212,0.3589041095890411,0.09315068493150686,0.18082191780821918,0.3095890410958904,0.06027397260273973,22,0.8500000000000001
1948,898.723486443178,194.9496057331377,0.46678729950635517,0.13794705584427822,25.4260688222813,21.517316522628196,967.4196461056599,964.4019724130517,150.4516050392903,22.152169123676753,639352.599945546,0.4268155357589962,0.0,0.19726027397260273,0.3561643835616438,0.4465753424657534,0.0,0,1.0
1949,5181.686386404008,170.50934056548053,0.53898841900578,0.031263953068457494,25.390052267600087,10.701144203157165,977.605084657906,964.4019724130517,182.4072570979271,20.749905502158526,741912.6594782654,0.49528202320373405,0.36712328767123287,0.0684931506849315,0.18356164383561643,0.38082191780821917,0.0,0,0.9500000000000001
1950,4403.481554297618,194.9496057331377,0.5025961560499425,0.052937168146917346,25.390562723209438,11.944476566333075,976.3404449197108,964.4019724130517,185.66060899105526,26.812063748189082,830989.4469905469,0.5547474211531328,0.37534246575342467,0.08767123287671233,0.21095890410958903,0.32602739726027397,0.0,0,0.45
1951,6171.937792156593,254.14597249815805,0.4804489851084849,0.03975172053474835,24.9757412924716,9.349902204128549,979.0368410279822,964.7664342502757,185.17296880993888,0.0,800346.6426002312,0.5342910642475308,0.4191780821917808,0.03287671232876712,0.1726027397260274,0.336986301369863,0.0410958904109589,15,0.7000000000000001
1952,5885.90612387302,218.92863712668117,0.48344191032770295,0.04500579464227104,25.083466332036,9.722582643157162,978.6409042121004,964.7125435595109,185.22319088050725,0.0,808743.4334460944,0.5398965482697098,0.3726027397260274,0.09315068493150686,0.25753424657534246,0.2602739726027397,0.01643835616438356,6,0.65
1953,3816.10238252615,259.3693801107636,0.5320597209318507,0.05754923566788034,25.014419681214967,13.003103175210791,975.281818310833,964.778031697807,185.63724662488323,26.28946207024515,883070.8625079641,0.5895156496221289,0.3863013698630137,0.11232876712328767,0.18904109589041096,0.31232876712328766,0.0,0,0.2
1954,3801.48145691918,211.232465418376,0.47971527146882975,0.06071043005105127,25.1045675931391,13.030793320108197,975.2541281659356,964.7077660327614,186.84628205930315,24.30664651947549,894718.3412888645,0.5972912102385007,0.46301369863013697,0.07397260273972603,0.15616438356164383,0.30684931506849317,0.0,0,0.15000000000000002
1955,5673.759846821428,249.43621677169185,0.44099450121424283,0.0517208010969703,24.997062203923413,10.00782291643399,978.3384149614753,964.7566706840378,185.54737763020412,30.181908332000106,864568.7327983411,0.5771640983726809,0.4547945205479452,0.11232876712328767,0.2219178082191781,0.2136986301369863,0.0,0,0.25
1956,9153.10175319062,291.0139148345758,0.504638073230086,0.026111367102052432,24.85398062236431,6.9146157194946145,981.967050187315,964.8628612097116,187.19229947826568,0.0,770258.4960807957,0.5142049828305133,0.2602739726027397,0.11506849315068493,0.29041095890410956,0.26575342465753427,0.0684931506849315,25,0.8500000000000001
1957,9911.75881916953,281.3319839673027,0.43920698266699404,0.01987538272410324,24.834835466309542,6.698855721182477,982.364887881462,964.834540713074,185.34477630510784,0.0,726521.9320500338,0.4850075649884068,0.30684931506849317,0.08493150684931507,0.2356164383561644,0.21643835616438356,0.15616438356164383,57,0.9500000000000001
1958,4429.192098649554,243.5488674436673,0.48450235568142536,0.05258341041543515,25.040882901108585,11.900360257462959,976.3845612285809,964.745456268734,186.5702664661376,27.223538298035077,922945.4123328807,0.6161348849988522,0.3589041095890411,0.1780821917808219,0.22465753424657534,0.23835616438356164,0.0,0,0.1
1959,4620.964774924961,195.46857671261643,0.5374092990330406,0.058587500326492785,25.43723421772949,11.576644396758107,976.7082770892857,964.4019724130517,186.10640108284352,20.993227172038154,806019.4547758907,0.5380780893854914,0.33424657534246577,0.11232876712328767,0.2,0.3561643835616438,0.0,0,0.65
1960,6085.073123641936,203.00358413649516,0.47782407592754284,0.03465790731632095,25.122710024768477,9.461688041861331,978.9179924846464,964.7061442089033,183.28941819449673,0.0,798164.0184930837,0.5328339999019224,0.3315068493150685,0.12054794520547946,0.2356164383561644,0.26301369863013696,0.049315068493150684,18,0.7000000000000001
1961,5567.925284372021,265.99233731658796,0.4238981728333419,0.04612398014420581,24.91790870355795,10.15308993157968,978.1845428555606,964.7938200228091,185.61838775807556,34.02854851298765,881121.5852567296,0.5882143617030693,0.4767123287671233,0.07397260273972603,0.2684931506849315,0.18082191780821918,0.0,0,0.2
1962,7112.749862017034,281.3319839673027,0.4265423301957263,0.03836321840576276,24.860774713222277,8.094486790292345,980.3687510487825,964.834540713074,187.19381544359214,0.0,812800.8815412481,0.5426051974293359,0.4301369863013699,0.06301369863013699,0.22465753424657534,0.17534246575342466,0.10684931506849316,39,0.6000000000000001
1963,2446.374385496531,291.0139148345758,0.5199680025993223,0.06457801502001274,24.85398062236431,15.968946442053303,972.3159750439905,964.8628612097116,185.10819300700447,33.29319320335436,1001264.8232189122,0.6684189318933164,0.4328767123287671,0.12876712328767123,0.22465753424657534,0.21643835616438356,0.0,0,0.0
