WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5
1,Oct,10,0.5801449848718885,0.397072458948784,0.39943725359657184,0.2742384721859704,25.39868111242985,25.035432309722445,25.055661977096786,24.191086596346242,965.429123969443,964.7127108472473,964.7252705303371,964.4060545986174,990.0,990.0,990.0,990.0,1.0478668054110303,68.20285098895195,31.628217636491843,28.937868911775727,9.168697406770246,50742.92113578024,23531.393921549923,21529.774470361146,6821.510870637066,17006.260040208213,18319.80652293807,19182.49387798613,27009.66148519524,31598.446702330388,36226.16944463394
2,Nov,11,0.40358035891317245,0.33134060486788436,0.33554458144981425,0.21914641181747382,25.36368170531076,24.837964437746322,24.863444923118916,23.678394876099425,965.8092198107788,964.8428566287931,964.8013522198925,964.4581644721706,990.0,990.0,990.0,990.0,1.175627240143369,86.87045933564575,40.77350463789828,37.65870835240646,22.367517746605145,62546.73072166493,29356.923339286754,27114.270013732654,16104.612777555714,19731.3748318334,21716.15494760589,23345.078954993092,32471.207950383767,40904.94711149668,45588.29955351172
3,Dec,12,0.28886229105642325,0.2420157941203022,0.24250197453245295,0.15808993353424264,25.030055122863057,24.141423721956286,24.316168450959484,22.20402873108067,967.0156018791237,965.4281879623936,965.2835437080522,964.6489233846007,990.0,990.0,990.0,990.0,1.931668400971211,133.79469520172287,70.33919108572584,64.2665866998691,37.85233982212099,99543.25323008186,52332.35816778,47814.3405047026,28162.140827658022,36627.1785770674,38499.6129375969,42993.54602260284,60789.93243872395,68519.2685460978,84598.31693779104
4,Jan,1,0.22261547727396802,0.17762989382082484,0.18157962589732793,0.09758435866551925,24.68298691745485,22.72777553564473,23.1568517110069,18.602555113689913,970.0721369610093,966.5943175188454,966.2302419409078,964.9945171547669,990.0,990.0,990.0,990.0,2.8244883801595555,160.35845500841046,111.00250439071174,103.43867653215061,55.32599891297607,119306.69052625733,82585.86326668956,76958.37533992007,41162.54319125419,56993.45797488649,62452.75608175229,69493.01170561282,97623.03728474639,111794.33006869604,113672.47728210092
5,Feb,2,0.1886127336508384,0.13011980292991696,0.14013490585006833,0.023961637995543118,24.048690908292052,20.397614880555025,21.272784749194226,7.832971129809731,981.3440252039787,968.6078755736279,967.7371944167578,965.4904118918612,990.5266400611466,990.0057582378636,990.0,990.0,3.585531542984268,166.70803358739175,137.51924668903513,142.08078238564497,9.408582360853968,116028.79137682467,93225.98541177975,96492.10252181973,6322.567346493868,66034.3900937067,76987.45130801747,84334.19520718009,104939.80481697002,108507.54663708586,110933.89561690627
6,Mar,3,0.18345997833295244,0.09553743781479797,0.09155342472282096,0.040247106616749455,23.347101132892806,16.94017827349046,16.711437261468195,8.016819540882928,981.0007010020307,971.8221953203865,971.938919011173,966.0837762802722,990.3671642702715,990.01246123581,990.0,990.0,3.7627471383975024,167.75750817692736,128.49472731572428,135.83439102783717,2.3508096246642536,124811.58608363399,95600.07712289883,101060.78692471082,1749.0023607502048,43855.75205009585,71756.29806419891,88688.56663681129,113058.41150935671,119756.64228286527,123221.03478923031
7,Apr,4,0.16531926939900385,0.085340522098178,0.08322154763841276,0.049988054216098296,22.411029939650277,15.582454360220204,15.160048502852105,8.414788870806687,980.4957879689433,973.1025664775134,973.4903077697899,966.8344438537639,990.2602205671081,990.0064903542592,990.0,990.0,3.8939068100358427,169.98407281487843,122.67414433350781,122.90457673531576,7.626221948671118,122388.5324267124,88325.38392012562,88491.2952494273,5490.879803043205,60682.38544335891,65753.01621904458,77571.78770822605,102095.38397531438,115646.76027924335,118775.58787057405
8,May,5,0.2233184011030025,0.13091199146048188,0.12844381993122048,0.06639811434433315,22.84166224843336,17.26687941835769,16.924672975014197,11.108769567482115,977.5744983818598,971.4406931999395,971.7256832976277,966.5121415624268,990.0329116767005,990.0005427189948,990.0,990.0,3.9334027055150886,167.7192588531012,136.76636042149048,137.6762552702209,83.30510968364601,124783.12858670727,101754.17215358888,102431.13392104435,61979.00160463263,80851.03335013741,85459.62528768412,93380.03517943594,111990.40779597912,118037.87451278759,119798.2271118093
9,Jun,6,0.3695889405397032,0.20009747914164402,0.19487915324163668,0.10874303722953402,24.640761484626786,20.56381217666688,20.443634604307167,15.527255820649142,973.1231004519926,968.4093732583646,968.4681577197772,964.9890761096977,990.0,990.0,990.0,990.0,3.512544802867383,157.12381664882838,135.95573847888795,147.6813633036733,45.31763873241997,113129.14798715645,97888.1317047993,106330.58157864478,32628.69988734239,50784.565888174875,71808.53790484913,93431.05340018588,109953.58971025684,112011.4741412267,112754.36782683348
10,Jul,7,0.44379519523426425,0.33625403713223123,0.336995381045096,0.20307491019780263,25.009101781553053,23.413639475132644,23.67185074691836,19.8564435597233,968.9578834958883,966.0818009418422,965.8885635471748,964.7506022440945,990.0,990.0,990.0,990.0,2.227193895248006,154.00774573463926,80.64954903965186,74.29041870170717,29.711842883724383,114581.76282657159,60003.264485500964,55272.071514070136,22105.611105490934,35533.53771027533,40462.2406680548,47346.17421013096,69604.07703307942,86501.04871445567,99038.11017756026
11,Aug,8,0.47067917932670633,0.4069891384177175,0.4096576859426494,0.304008096601418,25.26749979869136,24.400156890400687,24.4702561137369,22.950073201349237,966.4744367150976,965.2335440417244,965.1475137860111,964.5607539290855,990.0,990.0,990.0,990.0,1.4183142559833504,96.80078618820556,49.51112246233179,46.58444804893301,22.683656391273924,72019.78492402495,36836.27511197485,34658.82934840616,16876.6403551078,25967.051116789917,28429.753764456076,30704.79455673357,40739.40457960795,50023.81329991522,53067.42465297343
12,Sep,9,0.4792262230661241,0.4103686873479108,0.4143868936858092,0.2993614576943838,25.389124583878036,24.821355993501964,24.883068254990626,23.915175112080302,965.6568439893507,964.880759729344,964.8320392714023,964.4780644054495,990.0,990.0,990.0,990.0,1.1290322580645162,73.13821615769021,37.30879582647723,34.80382335153326,16.8227112422421,52659.51563353694,26862.332995063603,25058.752813103936,12112.352094414313,19862.439775019997,20489.920198405613,22280.993377650735,29915.824413626826,36164.91659559873,40467.84797249871
