MonthId,Flow,Exceedance,Year,Month,WaterYear,WaterMonth,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,PerfMwPerCumec,Power_max,Power_min,Turbines_max,Turbines_min,Energy,Days,CapFactor
1924.1,116.04667409100492,0.9986774193548391,1924.0,10.0,1924.0,1.0,28.193548387096776,4.32258064516129,2.3225806451612905,2.0,29.677419354838708,66.51612903225806,0.5801449848718885,49.53054505874683,0.0,0.0,0.0,0.0,0.0,0.0,28.193548387096776,4.32258064516129,2.3225806451612905,2.0,29.677419354838708,84.36925473616618,964.5003485168356,990.0,0.06864860956914756,0.0,989.9313513904308,66.38645961311306,,,,0.030682921939701284,,,,25.394930085364848,,,,0.8252380952380951,,,,0.2655458384524523,,,,0.9600000000000005,,,,13.141899152598157,,,,8.90257684530843,0.0748671415827433,15.082850646216405,0.0,1,0,6623.5171729094745,31,0.04945876025171352
1924.11,153.52705737923944,0.9916333333333334,1924.0,11.0,1924.0,2.0,23.0,4.0,2.0,2.0,19.0,50.0,0.33015486531571386,103.52705737923944,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,132.52705737923947,964.4796588901809,990.0,0.08506604228837708,0.0009318089517330818,989.9140021487603,103.52705737923944,,,,0.07790626711080338,,,,25.356436991468282,,,,0.8856666666666669,,,,0.41410822951695775,,,,0.963,,,,22.051080512868662,,,,22.051080512868662,0.14229345903711543,30.982720304386188,15.97414940696579,1,1,15876.777969265442,30,0.12250600284927039
1924.12,275.31109283708395,0.8313548387096775,1924.0,12.0,1924.0,3.0,26.0,4.0,3.0,2.0,24.0,59.0,0.22141907111456338,216.31109283708395,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,3.0,2.0,24.0,249.31109283708395,964.8170042555225,990.0,0.12465096796647018,0.014353688726634038,989.8609953433072,195.78910463327102,159.04540857954981,,,0.2797299561629892,0.18152128122789019,,,24.764261131621364,24.44882142318913,,,0.9312903225806454,0.9175000000000001,,,0.7831564185330846,0.6361816343181993,,,0.9738709677419355,0.97,,,43.21187274930132,33.945722577833976,,,47.59196598515087,0.1715109950999486,80.90490973318572,29.324546624801634,2,1,35408.42269295224,31,0.26439981102861587
1925.01,691.5304844365589,0.45851612903225797,1925.0,1.0,1924.0,4.0,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,104.83870967741936,0.1591772385469693,586.6917747591395,0.0,0.0,0.0,0.0,0.0,0.0,37.12903225806452,5.67741935483871,4.0,2.6774193548387095,55.354838709677416,633.4982263720427,966.5154507153655,990.0,0.30680981603310253,0.1265474559227356,989.5666427280443,232.0665014373516,232.0665014373516,233.83879448766115,242.11039686122425,0.38401396801277465,0.38401396801277465,0.39032974572601803,0.4167683102148748,22.66717804466558,22.66717804466558,20.951493525937867,20.493721704273323,0.938709677419355,0.938709677419355,0.9377777777777775,0.9385714285714284,0.928266005749407,0.928266005749407,0.9353551779506445,0.968441587444897,0.9787096774193551,0.9787096774193551,0.9777777777777779,0.9785714285714285,47.334840390895934,47.334840390895934,43.9135613929196,44.652078329090486,117.50150661533739,0.17150084594129164,189.88781923797,73.3964045399109,4,2,87421.120921811,31,0.6527861478629854
1925.02,1193.4530635108438,0.2783928571428572,1925.0,2.0,1924.0,5.0,49.0,8.0,7.0,5.0,93.0,162.0,0.13644901122209038,1011.2457278600607,20.207335650782746,6.037505767957455,0.9978931185571726,0.8731564787375259,0.6236831990982329,11.67509708643236,55.037505767957455,8.997893118557172,7.873156478737526,5.623683199098232,104.67509708643237,1083.1542832253128,968.5503775921015,990.0,0.6733193907272271,0.37116776748800945,988.9555128417849,252.81143196501517,252.81143196501517,252.81143196501517,252.81143196501517,0.45317337690700166,0.45317337690700166,0.45317337690700166,0.45317337690700166,19.9519618727762,19.9519618727762,19.9519618727762,19.9519618727762,0.9388596278419209,0.9388596278419209,0.9388596278419209,0.9388596278419209,1.0112457278600606,1.0112457278600606,1.0112457278600606,1.0112457278600606,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,45.4752074490208,45.4752074490208,45.4752074490208,45.4752074490208,181.9008297960832,0.15306420600372325,188.98033798750004,174.94427722479395,4,4,122237.35762296787,28,1.0105601655337952
1925.03,1923.8200612794742,0.1917741935483871,1925.0,3.0,1924.0,6.0,49.0,9.0,9.0,9.0,107.0,183.0,0.10615513098281623,1100.0,640.8200612794744,42.638323220006704,7.63141821431507,10.853379192375053,26.35146535708881,553.3454752956886,91.6383232200067,16.631418214315076,19.85337919237506,35.35146535708881,660.3454752956886,1228.123120626697,970.7215593226277,990.0,0.8912360664554732,0.4800000000000003,988.6287639335446,275.0,275.0,275.0,275.0,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,17.372269830916757,17.372269830916757,17.372269830916757,17.372269830916757,0.9231711279376056,0.9231711279376056,0.9231711279376056,0.9231711279376056,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,42.47357398814597,42.47357398814597,42.47357398814597,42.47357398814597,169.8942959525839,0.10195624489664516,186.75089022871651,126.76985794577976,4,4,126401.35618872242,31,0.9438571997365772
1925.04,3197.9561567489895,0.07393333333333335,1925.0,4.0,1924.0,7.0,54.0,13.0,14.0,19.0,117.0,217.0,0.06797495016704332,1100.0,1880.9561567489911,45.99999999999999,5.0,10.999999999999998,61.0,1757.9561567489911,100.0,18.0,25.0,80.0,1874.9561567489911,1243.0,974.0409228762834,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,275.0,275.0,275.0,275.0,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,14.022175130601827,14.022175130601827,14.022175130601827,14.022175130601827,0.8971996254173363,0.8971996254173363,0.8971996254173363,0.8971996254173363,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,33.26386057204342,33.26386057204342,33.26386057204342,33.26386057204342,133.05544228817368,0.04172267765809545,137.87854841618397,127.17305094149914,4,4,95799.91844748503,30,0.7391969016009647
1925.05,2211.7725500118886,0.15564516129032258,1925.0,5.0,1924.0,8.0,58.225806451612904,13.32258064516129,14.290322580645162,18.93548387096774,185.74193548387098,290.51612903225805,0.13466006087690138,1100.0,821.2564209796309,41.67916634499614,4.677419354838711,10.606272565861437,43.1431078714982,721.1504548424363,99.90497279660904,18.0,24.896595146506595,62.078591742465946,906.8923903263072,1242.8015679431157,971.6511415582676,990.0,0.9214467355885004,0.4800000000000003,988.5985532644117,275.0,275.0,275.0,275.0,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,16.412476926144205,16.412476926144205,16.412476926144205,16.412476926144205,0.9214262906665004,0.9214262906665004,0.9214262906665004,0.9214262906665004,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,40.00563900720196,40.00563900720196,40.00563900720196,40.00563900720196,160.02255602880783,0.07603280787902915,179.06028671180255,137.55703604317776,4,4,119056.78168543303,31,0.8890142001600435
1925.06,1176.988449669941,0.2911,1925.0,6.0,1924.0,9.0,53.0,12.0,12.0,13.0,120.0,210.0,0.18380621538026634,927.9614902915669,39.026959378374286,8.98224408069383,1.3773403843263758,2.202795234186634,2.415954628185075,24.048625050982377,61.98224408069383,13.377340384326375,14.202795234186635,15.415954628185073,144.0486250509824,1017.5238699907737,968.4681577197772,990.0,0.6232280251502701,0.3155148257320837,989.0612571491176,248.17361450953712,248.17361450953712,248.17361450953712,250.14633649493962,0.43975456079376385,0.43975456079376385,0.43975456079376385,0.4468863750949017,20.153344868546846,20.153344868546846,20.153344868546846,19.682534011582984,0.9368951498734326,0.9368951498734326,0.9368951498734326,0.9362206589183167,0.9926944580381483,0.9926944580381483,0.9926944580381483,1.0005853459797585,0.9790000000000002,0.9790000000000002,0.9790000000000002,0.9790909090909092,44.82409880533869,44.82409880533869,44.82409880533869,44.081819781933895,166.7989642561009,0.14334155294928833,188.73614018845524,122.13777520270526,4,3,120095.25426439266,30,0.9266609125338939
1925.07,520.0862959994477,0.5586774193548388,1925.0,7.0,1924.0,10.0,50.0,10.0,9.0,9.0,108.0,186.0,0.3804981580814595,334.08629599944766,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,403.08629599944766,965.7926154270189,990.0,0.18167360480787792,0.03932342668375239,989.7790029685084,206.0826756391048,198.20503719587978,199.54219961355852,,0.3096229381463296,0.2871287720367506,0.2825246228670939,,23.67676460334321,23.216087270755413,22.36019621321537,,0.934193548387097,0.9317647058823528,0.9333333333333335,,0.8243307025564189,0.792820148783519,0.7981687984542339,,0.9738709677419355,0.9729411764705886,0.9700000000000001,,43.573552629804766,40.86134803713281,39.61948253030579,,69.81553212084268,0.13039921172227764,126.1297498392717,35.556584987945755,3,1,51942.75589790695,31,0.3878640673380149
