ExceedanceRnd,Flow,Exceedance,Volume,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
0.0,7594.902896580312,0.003034090909090911,0.6561996102645389,0.027727272727272687,1.0511363636363635,48.11931818181818,8.715909090909092,9.471590909090908,14.443181818181818,186.75,267.5,0.03646726440526152,1100.0,6227.402896580312,51.88068181818182,9.284090909090908,15.528409090909092,65.55681818181819,6085.152896580312,100.0,18.0,25.0,80.0,6271.902896580312,1243.0,0.0,275.0,275.0,275.0,275.0,980.646928175734,990.2988678762363,0.9219672131147546,0.4799999999999999,988.8969006631218,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,7.715037707387611,7.715037707387611,7.715037707387611,7.715037707387611,0.0,0.0,0.0,0.0,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5580.209657497622,0.010039344262295056,0.4821301144077946,0.08298360655737687,1.3114754098360655,50.79344262295082,9.118032786885246,9.675409836065574,16.2327868852459,191.85901639344263,277.67868852459014,0.04982275124059426,1100.0,4202.53096897303,49.20655737704918,8.881967213114754,15.324590163934426,63.7672131147541,4065.3506411041776,100.0,18.0,25.0,80.0,4257.209657497621,1243.0,1.8885245901639345,275.0,275.0,275.0,275.0,978.1969418365222,990.0537101066234,0.921967213114752,0.4799999999999998,988.6517428935068,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,9.919866276984777,9.919866276984777,9.919866276984777,9.919866276984777,0.3875209261081772,0.3875209261081772,0.3875209261081772,0.3875209261081772,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,10.472818804926737,10.472818804926737,10.472818804926737,10.472818804926737,41.89127521970695,1005.390605272967,0.007816622666695932
0.02,4801.054211386991,0.01997289972899727,0.41481108386383664,0.10837398373983767,1.3875338753387534,48.38211382113821,8.604336043360433,9.211382113821138,14.699186991869919,178.58265582655827,259.479674796748,0.054094385446613304,1100.0,3441.574536590244,51.61788617886179,9.395663956639567,15.788617886178862,65.30081300813008,3299.471555560432,100.0,18.0,25.0,80.0,3478.054211386992,1243.0,4.0,275.0,275.0,275.0,275.0,976.9975871506214,990.0043835513566,0.9219672131147475,0.4799999999999981,988.6024163382392,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,11.069894407623304,11.069894407623304,11.069894407623304,11.069894407623304,0.8414214074839752,0.8414214074839752,0.8414214074839752,0.8414214074839752,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,24.63430288426,24.63430288426,24.63430288426,24.63430288426,98.53721153704,2364.8930768889536,0.020618704616065485
0.03,4304.404443728052,0.02984590163934424,0.3719005439381038,0.14632786885245908,1.619672131147541,48.41639344262295,8.498360655737704,9.255737704918033,14.826229508196722,170.9606557377049,251.95737704918034,0.05859569458951057,1100.0,2952.4470666788807,51.58360655737705,9.501639344262296,15.744262295081967,65.17377049180328,2810.4437879903558,100.0,18.0,25.0,80.0,2981.404443728061,1243.0,4.0,275.0,275.0,275.0,275.0,976.166833840508,990.0,0.921967213114752,0.4799999999999998,988.5980327868842,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,11.896264166377845,11.896264166377845,11.896264166377845,11.896264166377845,0.8597913347491885,0.8597913347491885,0.8597913347491885,0.8597913347491885,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,27.04395173383284,27.04395173383284,27.04395173383284,27.04395173383284,108.17580693533137,2596.2193664479532,0.025167035481061976
0.04,3931.2968778805857,0.0398859416445623,0.33966405024888285,0.1761803713527851,1.7374005305039788,48.44827586206897,8.461538461538462,9.228116710875332,14.76923076923077,169.12732095490716,250.0344827586207,0.06361429053259696,1100.0,2581.2623951219725,51.55172413793103,9.538461538461538,15.771883289124668,65.1956014139645,2439.2047247424903,100.0,18.0,25.0,79.96483218319526,2608.332045697398,1243.0,4.0,275.0,275.0,275.0,275.0,975.4964265384267,990.0,0.921967213114747,0.47999999999999793,988.5980327868796,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,12.56667146845769,12.56667146845769,12.56667146845769,12.56667146845769,0.8730972739058714,0.8730972739058714,0.8730972739058714,0.8730972739058714,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000025,0.9800000000000025,0.9800000000000025,0.9800000000000025,29.008779376402646,29.008779376402646,29.008779376402646,29.008779376402646,116.03511750561059,2784.8428201346605,0.02954003505445369
0.05,3652.6910484177547,0.04984193548387096,0.3155925065832936,0.22777419354838674,1.8774193548387097,48.26451612903226,8.448387096774194,9.245161290322581,14.783870967741935,166.33870967741936,247.08064516129033,0.06767860918070466,1100.0,2305.6104032564594,51.73548387096774,9.551612903225806,15.754838709677419,65.11956617395361,2163.448901598635,100.0,18.0,25.0,79.90343714169555,2329.7876112760546,1243.0,4.0,275.0,275.0,275.0,275.0,974.9671259476635,990.0,0.9219672131147516,0.47999999999999965,988.5980327868838,0.5349347799999971,0.5349347799999971,0.5349347799999971,0.5349347799999971,13.095972059222207,13.095972059222207,13.095972059222207,13.095972059222207,0.8826282322544955,0.8826282322544955,0.8826282322544955,0.8826282322544955,1.1000000000000028,1.1000000000000028,1.1000000000000028,1.1000000000000028,0.9799999999999991,0.9799999999999991,0.9799999999999991,0.9799999999999991,30.560436707834825,30.560436707834825,30.560436707834825,30.560436707834825,122.2417468313393,2933.8019239521423,0.033493933618933325
0.06,3461.197084321362,0.05977777777777775,0.29904742808536583,0.2689430894308945,1.986449864498645,47.82113821138211,8.5420054200542,9.11111111111111,14.674796747967479,163.11924119241192,243.26829268292684,0.07029723278315148,1100.0,2117.9287916384337,52.17886178861789,9.4579945799458,15.88888888888889,65.16940920254595,1975.2336371784354,100.0,18.0,25.0,79.84420595051343,2138.352878370848,1243.0,4.0,275.0,275.0,275.0,275.0,974.588632691646,990.0,0.9219672131147475,0.4799999999999981,988.59803278688,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,13.474465315238065,13.474465315238065,13.474465315238065,13.474465315238065,0.8889548523630684,0.8889548523630684,0.8889548523630684,0.8889548523630684,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,31.66818280939723,31.66818280939723,31.66818280939723,31.66818280939723,126.67273123758892,3040.145549702137,0.036606706501297076
0.07,3266.212521158276,0.06998432601880875,0.2822007618280743,0.2946708463949848,2.0815047021943576,45.72100313479624,8.22884012539185,8.705329153605016,13.473354231974922,152.9498432601881,229.07836990595612,0.07015351175811026,1100.0,1937.134151252319,54.27899686520376,9.77115987460815,16.294670846394986,65.99638447523313,1790.792939190878,100.0,18.0,25.0,79.46973870720805,1943.7427824510676,1243.0,4.0,275.0,275.0,275.0,275.0,974.1877165215266,990.0,0.9219672131147508,0.47999999999999937,988.5980327868831,0.5349347799999967,0.5349347799999967,0.5349347799999967,0.5349347799999967,13.875381485356984,13.875381485356984,13.875381485356984,13.875381485356984,0.8951441585251657,0.8951441585251657,0.8951441585251657,0.8951441585251657,1.1000000000000034,1.1000000000000034,1.1000000000000034,1.1000000000000034,0.9799999999999996,0.9799999999999996,0.9799999999999996,0.9799999999999996,32.837838380398416,32.837838380398416,32.837838380398416,32.837838380398416,131.35135352159367,3152.4324845182496,0.040238772234758774
0.08,3087.913094575469,0.0801117021276597,0.26679569137132064,0.3317287234042555,2.279255319148936,45.473404255319146,8.452127659574469,8.59840425531915,13.64095744680851,148.84840425531914,225.01329787234042,0.07286670293693652,1100.0,1762.89979670313,54.526595744680854,9.547872340425531,16.40159574468085,65.86567852418973,1616.558054349153,100.0,18.0,25.0,79.50663597099825,1765.4064586044724,1243.0,4.0,275.0,275.0,275.0,275.0,973.8083110479023,990.0,0.9219672131147472,0.47999999999999793,988.5980327868797,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,14.25478695898327,14.25478695898327,14.25478695898327,14.25478695898327,0.9005840429019335,0.9005840429019335,0.9005840429019335,0.9005840429019335,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000024,0.9800000000000024,0.9800000000000024,0.9800000000000024,33.94038605231072,33.94038605231072,33.94038605231072,33.94038605231072,135.76154420924289,3258.277061021827,0.04397882618432594
0.09,2958.3242967552396,0.089859649122807,0.2555992192396519,0.3522456140350879,2.357894736842105,45.30877192982456,8.445614035087718,8.550877192982457,13.589473684210526,148.8140350877193,224.70877192982456,0.07598078036962012,1100.0,1633.6155248254097,54.69122807017544,9.554385964912282,16.449122807017545,65.63611542397051,1487.2846725593336,100.0,18.0,25.0,79.22558910818103,1636.098707647053,1243.0,4.0,275.0,275.0,275.0,275.0,973.5236621465573,990.0,0.9219672131147538,0.48000000000000054,988.5980327868858,0.5349347799999981,0.5349347799999981,0.5349347799999981,0.5349347799999981,14.539435860328469,14.539435860328469,14.539435860328469,14.539435860328469,0.9043782461512319,0.9043782461512319,0.9043782461512319,0.9043782461512319,1.100000000000001,1.100000000000001,1.100000000000001,1.100000000000001,0.9799999999999974,0.9799999999999974,0.9799999999999974,0.9799999999999974,34.7638169025115,34.7638169025115,34.7638169025115,34.7638169025115,139.055267610046,3337.326422641103,0.04701264366888279
0.1,2817.5805410578664,0.09974670184696556,0.24343895874739968,0.33688654353561964,2.271767810026385,44.72823218997362,8.094986807387862,8.517150395778364,12.693931398416886,154.66754617414247,228.70184696569922,0.08119644993053284,1100.0,1488.878694092166,55.27176781002638,9.905013192612138,16.482849604221634,65.13559756857259,1342.083465916731,100.0,18.0,25.0,77.8295289669895,1496.7510120908762,1243.0,4.0,275.0,275.0,275.0,275.0,973.2049218001426,990.0,0.9219672131147469,0.4799999999999979,988.5980327868795,0.5349347799999951,0.5349347799999951,0.5349347799999951,0.5349347799999951,14.85817620674385,14.85817620674385,14.85817620674385,14.85817620674385,0.9083194145210498,0.9083194145210498,0.9083194145210498,0.9083194145210498,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000026,0.9800000000000026,0.9800000000000026,0.9800000000000026,35.68098678530968,35.68098678530968,35.68098678530968,35.68098678530968,142.7239471412387,3425.3747313897334,0.050678622875571476
0.11,2688.375436635796,0.10955921052631594,0.23227563772533336,0.3777302631578946,2.4046052631578947,43.85197368421053,8.092105263157896,8.325657894736842,12.391447368421053,148.83881578947367,221.5,0.08239854338101583,1100.0,1366.8754366358,56.14802631578947,9.907894736842104,16.674342105263158,63.879801766838334,1220.2653717110672,100.0,18.0,25.0,76.27124913525938,1369.10418750054,1243.0,4.0,275.0,275.0,275.0,275.0,972.9042670495736,990.0,0.921967213114752,0.47999999999999987,988.5980327868842,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,15.158830957311348,15.158830957311348,15.158830957311348,15.158830957311348,0.9117813185681731,0.9117813185681731,0.9117813185681731,0.9117813185681731,1.1000000000000023,1.1000000000000023,1.1000000000000023,1.1000000000000023,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,36.54145884542245,36.54145884542245,36.54145884542245,36.54145884542245,146.1658353816898,3507.9800491605533,0.05437951804492759
0.12,2556.8712616377325,0.11975979112271523,0.22091367700549971,0.3980939947780681,2.4438642297650133,43.532637075718014,7.986945169712794,8.263707571801566,12.161879895561357,149.14882506527414,221.0939947780679,0.08650119123523811,1100.0,1235.7772668596695,56.467362924281986,10.013054830287206,16.736292428198432,60.51578318025349,1092.0447734966478,100.0,18.0,25.0,72.67766307581483,1241.1935985619216,1243.0,4.0,275.0,275.0,275.0,275.0,972.5883220782238,990.0,0.9219672131147467,0.47999999999999776,988.5980327868792,0.5349347799999951,0.5349347799999951,0.5349347799999951,0.5349347799999951,15.47477592866149,15.47477592866149,15.47477592866149,15.47477592866149,0.9151048582110799,0.9151048582110799,0.9151048582110799,0.9151048582110799,1.1000000000000065,1.1000000000000065,1.1000000000000065,1.1000000000000065,0.9800000000000028,0.9800000000000028,0.9800000000000028,0.9800000000000028,37.43919510512465,37.43919510512465,37.43919510512465,37.43919510512465,149.7567804204986,3594.162730091957,0.05859538371273762
0.13,2428.7603630575695,0.12959932659932652,0.20984489536817377,0.43696969696969734,2.606060606060606,42.93939393939394,7.96969696969697,8.215488215488216,11.946127946127946,148.6127946127946,219.68350168350167,0.09042364707274131,1100.0,1109.0768613740681,57.06060606060606,10.030303030303031,16.784511784511785,56.54912496284402,968.6523155358013,100.0,18.0,25.0,68.49525290897205,1117.2651101485967,1243.0,4.0,275.0,275.0,275.0,275.0,972.2714775122186,990.0,0.9219672131147527,0.4800000000000001,988.5980327868848,0.5349347799999976,0.5349347799999976,0.5349347799999976,0.5349347799999976,15.79162049466561,15.79162049466561,15.79162049466561,15.79162049466561,0.9181539054548331,0.9181539054548331,0.9181539054548331,0.9181539054548331,1.1000000000000019,1.1000000000000019,1.1000000000000019,1.1000000000000019,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,38.332906136644496,38.332906136644496,38.332906136644496,38.332906136644496,153.33162454657798,3679.9589891178684,0.06314750968398335
