WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5
1,Oct,10,0.5801449848718885,0.397072458948784,0.39943725359657184,0.2742384721859704,25.39868111242985,25.031128066229144,25.055661977096786,24.191086596346242,965.429123969443,964.7127108472473,964.7252705303371,964.4060545986174,990.0,990.0,990.0,990.0,1.0332986472424557,67.78592785401513,31.57085664510829,28.868015751300643,9.066530551794399,50432.73032338726,23488.71734396057,21477.803718967687,6745.49873053503,16920.781664105918,18245.98643940518,19096.41493513907,26937.02250372693,31529.803719777505,36462.26165026112
2,Nov,11,0.40358035891317245,0.33134060486788436,0.33554458144981425,0.21914641181747382,25.36368170531076,24.829483796339574,24.863444923118916,23.670877163454982,965.8092198107788,964.8428566287931,964.8013522198925,964.4581644721706,990.0,990.0,990.0,990.0,1.1473118279569894,86.73515073914407,40.733742677228264,37.51171952336797,22.23335286561777,62449.308532183735,29328.29472760434,27008.438056824943,16008.014063244795,19648.221965301567,21674.77437187808,23284.952297126198,32362.223183749284,40889.109317007846,45579.47654076508
3,Dec,12,0.28886229105642325,0.2420157941203022,0.24250197453245295,0.15808993353424264,25.02061840680933,24.118078667040365,24.29660398462115,22.17019514066457,967.0156018791237,965.4281879623936,965.2835437080522,964.6489233846007,990.0,990.0,990.0,990.0,1.8477280610475197,133.9307465264484,70.32196835573153,64.47043282057616,37.81353245973512,99644.47541567762,52319.544456664255,47966.002018508676,28133.268150042924,36661.658195832824,38339.43441027125,42963.07271661073,60623.61061189907,68384.22068692489,84236.14010965152
4,Jan,1,0.22261547727396802,0.17762989382082484,0.18157962589732793,0.09758435866551925,24.623126088912876,22.694052503885167,23.149531783495554,18.447181447936273,970.0721369610093,966.5943175188454,966.2302419409078,964.9945171547669,990.0,990.0,990.0,990.0,2.721817551161983,164.59498477198528,111.65811768571028,103.12924726798336,55.67675514291368,122458.66867035707,83073.63955816846,76728.15996737959,41423.50582632777,56743.16641900998,62184.191083956684,69324.41569485124,97602.28534634976,113295.3782932788,119110.07484097352
5,Feb,2,0.1886127336508384,0.13011980292991696,0.14013490585006833,0.023961637995543118,24.048690908292052,20.322602518296858,21.222218126537598,7.662830955260888,981.3440252039787,968.6078755736279,967.7371944167578,965.4904118918612,990.5266400611466,990.0057582378636,990.0,990.0,3.5370782350760095,177.21156296088458,140.72078218236445,143.49331962008966,9.873747377582921,119815.93705692417,95396.56713883903,97605.07443100156,6635.158237735724,69421.14700462224,79025.82185672323,85104.14535209443,107723.71658527976,113268.3796585831,115835.64779091619
6,Mar,3,0.18345997833295244,0.09553743781479797,0.09155342472282096,0.040247106616749455,23.318211103500122,16.808484575767967,16.541331973458586,7.846679366334084,981.0007010020307,971.8221953203865,971.938919011173,966.0837762802722,990.3671642702715,990.01246123581,990.0,990.0,3.9150190773499824,175.35127132334867,133.53587318137144,142.60752842440868,0.0,130461.34586457141,99350.68964694036,106100.00114776008,0.0,34955.501272637186,75192.62609702574,89594.76210822006,116079.380063463,123642.86540480638,127360.08576770872
7,Apr,4,0.16531926939900385,0.085340522098178,0.08322154763841276,0.049988054216098296,22.411029939650277,15.423803907740156,14.989908328303253,8.244648696257844,980.4957879689433,973.1025664775134,973.4903077697899,966.8344438537639,990.2602205671081,990.0064903542592,990.0,990.0,3.975985663082437,177.75076140389703,128.7565940243804,129.34455037083717,7.982129530584742,127980.54821080588,92704.7476975539,93128.07626700276,5747.133262021014,63633.99612952002,69051.56379732312,81693.06578803595,106649.5785551815,122554.81711338878,125858.41579009072
8,May,5,0.2233184011030025,0.13091199146048188,0.12844381993122048,0.06639811434433315,22.83427420805981,17.116290183489724,16.75453280046534,10.938629392933267,977.5744983818598,971.4406931999395,971.7256832976277,966.5121415624268,990.0329116767005,990.0005427189948,990.0,990.0,3.9254249046132497,174.58966368896705,143.83242765897154,145.60972931882173,87.3403957341041,129894.70978459151,107011.32617827479,108333.63861320338,64981.25442617345,83739.66022687465,88549.6275774955,98604.76743992216,117943.93594737352,123385.9334941301,125990.780770816
9,Jun,6,0.3695889405397032,0.20009747914164402,0.19487915324163668,0.10874303722953402,24.630830091935614,20.48089329139491,20.360176421943823,15.35711564610029,973.1231004519926,968.4093732583646,968.4681577197772,964.9890761096977,990.0,990.0,990.0,990.0,3.4634408602150546,164.1939156224782,140.1877198335403,152.3128332073952,45.30198094495743,118219.6192481843,100935.15828014904,109665.23990932452,32617.426280369356,50658.46367487091,71617.475939718,94656.96077530368,114796.08240262601,116708.8691485955,117316.0204202106
10,Jul,7,0.44379519523426425,0.33625403713223123,0.336995381045096,0.20307491019780263,25.009101781553053,23.383882995555577,23.63775044644786,19.767750113958385,968.9578834958883,966.0818009418422,965.8885635471748,964.7506022440945,990.0,990.0,990.0,990.0,2.1241762053416586,158.98071675615188,80.88234110604563,74.39745977640287,29.675788241973798,118281.65326657702,60176.46178289796,55351.710073643735,22078.7864520285,35750.577585686624,40785.08049875684,47437.26249542682,69629.53485798059,86467.75832542688,99736.50501745655
