MonthId,Flow,Exceedance,Year,Month,WaterYear,WaterMonth,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,PerfMwPerCumec,Power_max,Power_min,Turbines_max,Turbines_min,Energy,Days,CapFactor
1924.1,116.04667409100492,0.9986774193548391,1924.0,10.0,1924.0,1.0,17.258064516129032,3.0,2.3225806451612905,1.3225806451612903,29.677419354838708,53.58064516129032,0.4676371050711458,62.46602892971457,0.0,0.0,0.0,0.0,0.0,0.0,17.258064516129032,3.0,2.3225806451612905,1.3225806451612903,29.677419354838708,85.0466740910049,0.6774193548387096,77.38645961311306,,,,964.5003485168356,990.0,0.06887954798556983,0.0,989.9311204520147,0.042029926762350456,,,,25.38324217145128,,,,0.8552380952380951,,,,0.30954583845245215,,,,0.9600000000000005,,,,15.844655245889534,,,,10.733476134312264,0.09040934273438869,17.716228225775353,0.0,1,0,7985.70624392832,31,0.05963042296840143
1924.11,153.52705737923944,0.9916333333333334,1924.0,11.0,1924.0,2.0,15.0,2.0,2.0,2.0,19.0,40.0,0.26412389225257116,113.52705737923944,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,2.0,19.0,132.52705737923947,1.0,113.52705737923944,,,,964.4796588901809,990.0,0.08506604228837708,0.0014732489618438495,989.9134607087501,0.09336606596684859,,,,25.340435752602108,,,,0.8943333333333335,,,,0.4541082295169578,,,,0.9639999999999999,,,,24.411034961121725,,,,24.411034961121725,0.15784879059825965,33.512818630703364,18.230558515790023,1,1,17575.945172007643,30,0.1356168608951207
1924.12,275.31109283708395,0.8313548387096775,1924.0,12.0,1924.0,3.0,16.0,3.0,2.0,2.0,24.0,47.0,0.17638468376922856,228.31109283708395,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,2.0,2.0,24.0,249.31109283708395,1.1612903225806452,202.5132542648881,159.9465991476139,,,964.8170042555225,990.0,0.12465096796647018,0.01639068845952136,989.8589583435739,0.298820312863682,0.18379318961203794,,,24.743133775187783,24.48930226692621,,,0.9335483870967745,0.9199999999999999,,,0.8100530170595526,0.6397863965904558,,,0.9751612903225807,0.97,,,44.82266635386205,34.27596600440904,,,50.3510479674764,0.18194878365963887,83.39813046677047,31.92830730940252,2,1,37461.17968780244,31,0.27972804426375775
1925.01,691.5304844365589,0.45851612903225797,1925.0,1.0,1924.0,4.0,22.741935483870968,4.0,3.0,2.6774193548387095,55.354838709677416,87.7741935483871,0.13306443333722182,603.7562908881717,0.0,0.0,0.0,0.0,0.0,0.0,22.741935483870968,4.0,3.0,2.6774193548387095,55.354838709677416,633.4982263720427,2.5483870967741935,236.36012807849437,236.36012807849437,233.40942986380992,246.86039686122425,966.5154507153655,990.0,0.30680981603310253,0.13414578275675262,989.5590444012101,0.3986765079417109,0.3986765079417109,0.39038470825041804,0.43317877633154983,22.644917177902627,22.644917177902627,21.130739687192207,20.458039809585237,0.9393548387096776,0.9393548387096776,0.9379999999999997,0.9399999999999997,0.9454405123139776,0.9454405123139776,0.9336377194552397,0.987441587444897,0.9787096774193551,0.9787096774193551,0.9780000000000001,0.9800000000000002,48.19766229568066,48.19766229568066,44.156662271743585,45.57171229937335,120.92979584339517,0.1768342174285903,192.8866647863505,76.9222407605391,4,2,89971.76810748599,31,0.671832199129973
1925.02,1193.4530635108438,0.2783928571428572,1925.0,2.0,1924.0,5.0,31.0,5.0,5.0,4.0,93.0,138.0,0.11623434289289185,1031.8171564314894,23.635907079354176,5.309515358405648,0.8563734449041368,0.8563734449041368,0.6850987559233095,15.928546075216945,36.30951535840565,5.856373444904136,5.856373444904136,4.685098755923309,108.92854607521693,1079.8394186797032,4.0,257.95428910787234,257.95428910787234,257.95428910787234,257.95428910787234,968.5503775921015,990.0,0.6682616383799257,0.3924155410884663,988.9393228205315,0.4714918805071631,0.4714918805071631,0.4714918805071631,0.4714918805071631,19.917453347922866,19.917453347922866,19.917453347922866,19.917453347922866,0.9388597220898021,0.9388597220898021,0.9388597220898021,0.9388597220898021,1.0318171564314897,1.0318171564314897,1.0318171564314897,1.0318171564314897,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,46.33237643140358,46.33237643140358,46.33237643140358,46.33237643140358,185.32950572561433,0.15601878471821196,192.6985171743653,179.03360718272864,4,4,124541.42784761282,28,1.0296083651423018
1925.03,1923.8200612794742,0.1917741935483871,1925.0,3.0,1924.0,6.0,34.0,6.0,6.0,7.0,107.0,160.0,0.09281322927459341,1100.0,663.8200612794743,48.41956732490334,8.692637118056947,11.378070142684075,26.157751809931757,569.172034883898,82.41956732490334,14.692637118056947,17.378070142684077,33.15775180993176,676.1720348838982,1214.4902745856446,4.0,275.0,275.0,275.0,275.0,970.7215593226277,990.0,0.8697311983102031,0.4800000000000003,988.65026880169,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,17.39377469906205,17.39377469906205,17.39377469906205,17.39377469906205,0.9231781695207414,0.9231781695207414,0.9231781695207414,0.9231781695207414,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,42.52689890849693,42.52689890849693,42.52689890849693,42.52689890849693,170.10759563398773,0.1021048136845712,187.05562406653803,126.76985794577976,4,4,126560.05115168684,31,0.9450421979665983
1925.04,3197.9561567489895,0.07393333333333335,1925.0,4.0,1924.0,7.0,43.0,9.0,8.0,14.0,117.0,191.0,0.05983048609172937,1100.0,1906.9561567489911,57.0,9.0,17.0,66.0,1757.9561567489914,100.0,18.0,25.0,80.0,1874.9561567489914,1243.0,4.0,275.0,275.0,275.0,275.0,974.0409228762834,990.0,0.9219672131147545,0.4800000000000003,988.5980327868855,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,14.022175130601827,14.022175130601827,14.022175130601827,14.022175130601827,0.8971996254173363,0.8971996254173363,0.8971996254173363,0.8971996254173363,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,33.26386057204342,33.26386057204342,33.26386057204342,33.26386057204342,133.05544228817368,0.04172267765809545,137.87854841618397,127.17305094149914,4,4,95799.91844748503,30,0.7391969016009647
1925.05,2211.7725500118886,0.15564516129032258,1925.0,5.0,1924.0,8.0,47.25806451612903,8.32258064516129,9.32258064516129,13.96774193548387,185.74193548387098,264.61290322580646,0.12281380141751576,1100.0,847.1596467860826,51.88820857176845,9.504140305231953,14.722331553988282,41.9165757270641,729.1283906280299,99.14627308789748,17.826720950393245,24.044912199149568,55.88431766254797,914.8703261119009,1241.01790623744,4.0,275.0,275.0,275.0,275.0,971.6511415582676,990.0,0.9171692829916361,0.4800000000000003,988.6028307170086,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,16.416754378741068,16.416754378741068,16.416754378741068,16.416754378741068,0.9214361366140426,0.9214361366140426,0.9214361366140426,0.9214361366140426,1.1000000000000005,1.1000000000000005,1.1000000000000005,1.1000000000000005,0.9800000000000003,0.9800000000000003,0.9800000000000003,0.9800000000000003,40.01663835752285,40.01663835752285,40.01663835752285,40.01663835752285,160.0665534300914,0.07605988699309303,179.4676596611438,137.55703604317776,4,4,119089.51575198799,31,0.8892586301671743
1925.06,1176.988449669941,0.2911,1925.0,6.0,1924.0,9.0,40.0,8.0,7.0,10.0,120.0,185.0,0.16192452307309177,945.4614902915669,46.526959378374286,10.059883108837683,1.9378869926316162,1.7604795440465948,2.5149707772094207,30.253738955648974,50.059883108837674,9.937886992631615,8.760479544046595,12.514970777209419,150.253738955649,1014.2197399370826,3.8,248.4422446044033,248.4422446044033,248.4422446044033,250.1684455979463,968.4681577197772,990.0,0.6154622373675219,0.3288243412939803,989.0557134213384,0.44041962410490676,0.44041962410490676,0.44041962410490676,0.4469060737455255,20.147136077456548,20.147136077456548,20.147136077456548,19.785507865295816,0.937233636022745,0.937233636022745,0.937233636022745,0.936542045028431,0.9937689784176132,0.9937689784176132,0.9937689784176132,1.000673782391785,0.9793333333333335,0.9793333333333335,0.9793333333333335,0.9791666666666669,44.887719686875336,44.887719686875336,44.887719686875336,44.3360973371085,170.13203693031284,0.14652634489770835,191.74532500282177,129.5147564813504,4,3,122495.06658982519,30,0.945177982946182
1925.07,520.0862959994477,0.5586774193548388,1925.0,7.0,1924.0,10.0,35.0,7.0,6.0,7.0,108.0,163.0,0.33344731057676286,357.08629599944766,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,6.0,7.0,108.0,405.08629599944766,1.7741935483870968,205.54960422967838,194.4315007222372,202.2518576045265,,965.7926154270189,990.0,0.1824499077595576,0.04433065624991449,989.7732194359907,0.3080845226446564,0.2767600493040389,0.29058500420770106,,23.67251948632704,23.34699685362464,22.42034076692802,,0.9335483870967743,0.9299999999999999,0.9325000000000001,,0.8221984169187135,0.7777260028889488,0.809007430418106,,0.9741935483870967,0.9730000000000001,0.9724999999999999,,43.45760195289722,40.22904403052887,40.333684934775164,,74.61617035127392,0.14030436681961841,131.84055691734105,40.85156661729143,3,1,55514.43074134782,31,0.4145342797292997
