WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5
1,Oct,10,0.5801449848718885,0.397072458948784,0.39943725359657184,0.2742384721859704,25.89868111242985,25.52548411731436,25.555661977096786,24.673707600978595,965.429123969443,964.7127108472473,964.7252705303371,964.4060545986174,990.5,990.5,990.5,990.5,1.017343045438779,68.78824513710867,32.088832991374645,29.309839433502333,9.077871249864065,51178.454382008866,23874.091745582733,21806.520538525736,6753.936209898864,17109.72254401407,18465.958562596847,19350.214972820537,27257.31848338695,32011.18488646429,37412.31208755283
2,Nov,11,0.40358035891317245,0.33134060486788436,0.33554458144981425,0.21914641181747382,25.86368170531076,25.31348253398813,25.363444923118916,24.13606417497521,965.8092198107788,964.8428566287931,964.8013522198925,964.4581644721706,990.5,990.5,990.5,990.5,1.1021505376344085,88.41407586644979,41.45169049954485,38.1083077999662,22.42409388015118,63658.13462384386,29845.2171596723,27437.98161597566,16145.347593708851,19894.155562031392,21950.04937386408,23622.871531838973,33028.50658158581,41859.63885350404,46466.51080548996
3,Dec,12,0.28886229105642325,0.2420157941203022,0.24250197453245295,0.15808993353424264,25.52061840680933,24.575548304933438,24.7604762263033,22.634487843301553,967.0156018791237,965.4281879623936,965.2835437080522,964.6489233846007,990.5,990.5,990.5,990.5,1.7193895248005542,137.60923049288755,71.82706592667088,66.02562037155958,38.3744853639753,102381.26748670834,53439.337049443115,49123.061556440334,28550.61711079762,37421.70475979058,39064.40493686709,43860.6888137901,61956.12157155574,69943.37155313586,86302.61955756757
4,Jan,1,0.22261547727396802,0.17762989382082484,0.18157962589732793,0.09758435866551925,24.96428015926525,23.125791764060835,23.615815417600057,18.66767378925687,970.0721369610093,966.5943175188454,966.2302419409078,964.9945171547669,990.5,990.5,990.5,990.5,2.536940686784599,178.09928131836088,115.22035408009585,105.69712012682253,57.70914192820145,132505.86530086046,85723.94343559131,78638.65737435597,42935.601594581865,57725.32361144789,63459.477014732714,70903.17770421172,99613.99425374549,120319.23213672295,123955.82022484922
5,Feb,2,0.1886127336508384,0.13011980292991696,0.14013490585006833,0.023961637995543118,24.548690908292055,20.667998296210225,21.614190477964293,7.74571286405329,981.3440252039787,968.6078755736279,967.7371944167578,965.4904118918612,991.0266400611466,990.5057582378636,990.5,990.5,3.3540706605222717,187.72069668215852,148.58429199888027,149.73729294130717,11.07416300677573,130653.60489078231,100728.80446851855,100734.49473432392,7441.83754055329,74609.46725217141,80842.9017272707,91775.08567014903,114381.10153576313,122480.23094562,124690.78402036078
6,Mar,3,0.18345997833295244,0.09553743781479797,0.09155342472282096,0.040247106616749455,23.7412205776139,16.99802057174455,16.624913965445156,7.9295612751264875,981.0007010020307,971.8221953203865,971.938919011173,966.0837762802722,990.8671642702715,990.51246123581,990.5,990.5,3.671522719389525,189.56735477931417,145.96993402412386,154.90823989216423,0.0,141038.11195580976,108601.63091394815,115251.7304797702,0.0,48275.869886255365,84269.07880475542,99338.54502810548,125704.13196431339,133224.26734411778,136231.22679883015
7,Apr,4,0.16531926939900385,0.085340522098178,0.08322154763841276,0.049988054216098296,22.911029939650277,15.545426563362051,15.072790237095651,8.327530605050246,980.4957879689433,973.1025664775134,973.4903077697899,966.8344438537639,990.7602205671081,990.5064903542592,990.5,990.5,3.8609318996415776,195.9435822082273,143.08324246797343,144.6300499512721,8.964185162247452,141079.3791899237,103019.9345769409,104133.63596491596,6454.213316818166,71397.08519253253,77420.40086321218,91467.73991372655,118987.3714279856,132966.3004908985,137095.80085703192
8,May,5,0.2233184011030025,0.13091199146048188,0.12844381993122048,0.06639811434433315,23.30812270726885,17.25852431737294,16.83741470925774,11.021511301725665,977.5744983818598,971.4406931999395,971.7256832976277,966.5121415624268,990.5329116767005,990.5005427189948,990.5,990.5,3.903225806451613,191.68019687012776,159.01058792154765,162.15861990054117,98.00475042618206,142610.0664713751,118303.8774136314,120646.01320600258,72915.53431707944,90484.72756161094,95344.2168574914,110258.45917188123,130490.64858038197,134730.3190444561,137405.80811354343
9,Jun,6,0.3695889405397032,0.20009747914164402,0.19487915324163668,0.10874303722953402,25.082643392164396,20.79980205464893,20.66472904208799,15.439997554892688,973.1231004519926,968.4093732583646,968.4681577197772,964.9890761096977,990.5,990.5,990.5,990.5,3.350537634408602,181.08752285723622,149.72264160961743,162.5909383542864,46.34215426161045,130383.01645721009,107800.30195892454,117065.47561508621,33366.35106835952,51724.110833474624,73288.4978925585,97528.94848057398,125195.19984160968,127145.57859120483,128234.95401483827
10,Jul,7,0.44379519523426425,0.33625403713223123,0.336995381045096,0.20307491019780263,25.509101781553053,23.823931636642968,24.06110337827902,20.06039029183741,968.9578834958883,966.0818009418422,965.8885635471748,964.7506022440945,990.5,990.5,990.5,990.5,1.9490114464099908,170.13654523982606,82.9882721341013,76.14117805294819,30.137395995179773,126581.58965843059,61743.274467771385,56649.03647139347,22422.222620413762,36718.20512015052,41966.69322087057,48554.833191523,71196.93335299863,88767.32858456574,103243.49060454064
