StartYear,DebtEnd,EquityEnd,Energy,YearNo,CumEnergy,DiscountedEnergy,CumDiscountedEnergy
1924,1941,1948,827.6861340297712,1,827.6861340297712,827.6861340297712,827.6861340297712
1924,1941,1948,767.2922321817679,2,1594.9783662115392,667.2106366797982,1494.8967707095694
1924,1941,1948,857.9581912733076,3,2452.936557484847,648.7396531367167,2143.636423846286
1924,1941,1948,826.892270682327,4,3279.828828167174,543.6950904461755,2687.3315142924616
1924,1941,1948,747.0560702054951,5,4026.884898372669,427.13173277996884,3114.4632470724305
1924,1941,1948,871.0737547860766,6,4897.958653158746,433.0776056085647,3547.540852680995
1924,1941,1948,808.3780072319265,7,5706.3366603906725,349.48412045435356,3897.024973135349
1924,1941,1948,901.2391550085313,8,6607.575815399204,338.8091801966965,4235.834153332045
1924,1941,1948,763.3821519972655,9,7370.957967396469,249.55097961041076,4485.385132942456
1924,1941,1948,783.0976372562377,10,8154.055604652707,222.60522322939718,4707.990356171853
1924,1941,1948,860.7005112949997,11,9014.756115947706,212.7520029433942,4920.742359115247
1924,1941,1948,813.9359970218354,12,9828.692112969542,174.95002628334808,5095.692385398595
1924,1941,1948,831.0670435712059,13,10659.759156540747,155.33237272795193,5251.024758126548
1924,1941,1948,840.4756455626119,14,11500.23480210336,136.60078931600543,5387.625547442553
1924,1941,1948,825.3904895053766,15,12325.625291608736,116.65133019631553,5504.276877638869
1924,1941,1948,888.8948258004375,16,13214.520117409174,109.24027201843201,5613.517149657301
1924,1941,1948,867.7473450565263,17,14082.267462465701,92.73162022523417,5706.248769882535
1924,1941,1948,760.9311655901881,18,14843.198628055889,70.71020330578664,5776.958973188322
1924,1941,1948,808.6266257398421,19,15651.82525379573,65.34117063770935,5842.300143826031
1924,1941,1948,845.4211433997173,20,16497.24639719545,59.40378783655875,5901.70393166259
1924,1941,1948,795.909675990039,21,17293.156073185488,48.63030321447668,5950.334234877067
1924,1941,1948,871.1169745652408,22,18164.27304775073,46.283034900684335,5996.617269777751
1924,1941,1948,830.791295073838,23,18995.064342824568,38.38304716097916,6035.00031693873
1924,1941,1948,756.5486235573991,24,19751.612966381967,30.3939060944842,6065.394223033214
1924,1941,1948,638.6215692815042,25,20390.234535663472,22.309786497649007,6087.704009530863
1925,1942,1949,767.2922321817679,1,767.2922321817679,767.2922321817679,767.2922321817679
1925,1942,1949,857.9581912733076,2,1625.2504234550756,746.0506011072241,1513.342833288992
1925,1942,1949,826.892270682327,3,2452.1426941374025,625.2493540131018,2138.592187302094
1925,1942,1949,747.0560702054951,4,3199.1987643428974,491.20149269696407,2629.793679999058
1925,1942,1949,871.0737547860766,5,4070.272519128974,498.03924644984943,3127.8329264489075
1925,1942,1949,808.3780072319265,6,4878.650526360901,401.9067385225066,3529.739664971414
1925,1942,1949,901.2391550085313,7,5779.889681369432,389.6305572262009,3919.370222197615
1925,1942,1949,763.3821519972655,8,6543.271833366697,286.98362655197235,4206.353848749587
1925,1942,1949,783.0976372562377,9,7326.369470622934,255.99600671380676,4462.349855463393
1925,1942,1949,860.7005112949997,10,8187.0699819179345,244.66480338490328,4707.014658848297
1925,1942,1949,813.9359970218354,11,9001.00597893977,201.19253022585028,4908.207189074147
1925,1942,1949,831.0670435712059,12,9832.073022510975,178.63222863714472,5086.839417711292
1925,1942,1949,840.4756455626119,13,10672.548668073587,157.09090771340624,5243.930325424699
1925,1942,1949,825.3904895053766,14,11497.939157578963,134.14902972576286,5378.079355150462
1925,1942,1949,888.8948258004375,15,12386.833983379402,125.6263128211968,5503.705667971659
1925,1942,1949,867.7473450565263,16,13254.581328435928,106.64136325901927,5610.347031230678
1925,1942,1949,760.9311655901881,17,14015.512494026116,81.31673380165464,5691.663765032333
1925,1942,1949,808.6266257398421,18,14824.139119765958,75.14234623336574,5766.806111265699
1925,1942,1949,845.4211433997173,19,15669.560263165675,68.31435601204257,5835.120467277741
1925,1942,1949,795.909675990039,20,16465.469939155715,55.92484869664818,5891.045315974389
1925,1942,1949,871.1169745652408,21,17336.586913720956,53.22549013578698,5944.270806110177
1925,1942,1949,830.791295073838,22,18167.378208794795,44.14050423512602,5988.411310345303
1925,1942,1949,756.5486235573991,23,18923.926832352194,34.95299200865683,6023.36430235396
1925,1942,1949,638.6215692815042,24,19562.5484016337,25.65625447229636,6049.020556826256
