Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion,,Ngonye_synthetic dx,%
0.399,878.8611,1012.6512,794.254836,0.903731928,,0.399,878.8611,1012.6512,794.254836,0.903731928,,-6.92296E-09,0.00%
0.4,878.8611,1007.3792,794.254836,0.897905666,,0.4,878.8611,1007.3792,794.254836,0.897905666,,-6.92296E-09,0.00%
0.401,878.8611,1002.1181,794.254836,0.892124251,,0.401,878.8611,1002.1181,785.9428565,0.892124251,,-8.31197948,1.06%
0.402,871.4097,1001.9549,785.9428565,0.899427202,,0.402,871.4097,1001.9549,779.3663976,0.899427202,,-6.576458888,0.84%
0.403,863.9982,995.1204,779.3663976,0.902046321,,0.403,863.9982,995.1204,779.3663976,0.902046321,,1.24339E-08,0.00%
0.404,863.9982,992.2296,779.3663976,0.899022065,,0.404,863.9982,992.2296,779.3663976,0.899022065,,1.24339E-08,0.00%
0.405,863.9982,987.6,779.3663976,0.894824447,,0.405,863.9982,987.6,779.3663976,0.894824447,,1.24339E-08,0.00%
0.406,863.9982,984.5004,779.3663976,0.892886705,,0.406,863.9982,984.5004,768.4460719,0.892886705,,-10.92032573,1.42%
0.407,856.6266,979.4469,768.4460719,0.897060717,,0.407,856.6266,979.4469,768.4460719,0.897060717,,-2.5505E-08,0.00%
0.408,856.6266,973.0116,768.4460719,0.892249154,,0.408,856.6266,973.0116,760.5282113,0.892249154,,-7.917860581,1.04%
0.409,855.2074,967.5602,760.5282113,0.888720314,,0.409,855.2074,967.5602,760.5282113,0.888720314,,1.929E-08,0.00%
0.41,849.2947,967.3248,760.5282113,0.895482112,,0.41,849.2947,967.3248,760.5282113,0.895482112,,1.929E-08,0.00%
0.411,849.2947,965.5945,760.5282113,0.896075404,,0.411,849.2947,965.5945,760.5282113,0.896075404,,1.929E-08,0.00%
0.412,849.2947,960.4249,760.5282113,0.891969432,,0.412,849.2947,960.4249,756.361828,0.891969432,,-4.166383269,0.55%
0.413,847.2388,958.703,756.361828,0.892737476,,0.413,847.2388,958.703,751.6655882,0.892737476,,-4.696239844,0.62%
0.414,842.0024,951.5737,751.6655882,0.892711931,,0.414,842.0024,951.5737,749.7799553,0.892711931,,-1.885632912,0.25%
0.415,839.318,948.3972,749.7799553,0.893320476,,0.415,839.318,948.3972,748.2339433,0.893320476,,-1.546011985,0.21%
0.416,834.7498,945.2732,748.2339433,0.89635714,,0.416,834.7498,945.2732,748.2339433,0.89635714,,1.48391E-08,0.00%
0.417,834.7498,939.341,748.2339433,0.891046479,,0.417,834.7498,939.341,743.1409387,0.891046479,,-5.0930046,0.69%
0.418,827.5366,934.7252,739.6475435,0.893794357,,0.418,827.5366,934.7252,739.6475435,0.893794357,,-4.4673E-08,0.00%
0.419,827.5366,932.923,739.6475435,0.892483968,,0.419,827.5366,932.923,739.6475435,0.892483968,,-4.4673E-08,0.00%
0.42,827.5366,931.3195,739.6475435,0.893175106,,0.42,827.5366,931.3195,736.5345107,0.893175106,,-3.113032806,0.42%
0.421,823.6198,928.0374,736.5345107,0.894265182,,0.421,823.6198,928.0374,733.8466838,0.894265182,,-2.687826911,0.37%
0.422,820.3628,924.2749,733.8466838,0.894539201,,0.422,820.3628,924.2749,733.8466838,0.894539201,,-1.12831E-08,0.00%
0.423,820.3628,918.4468,733.8466838,0.89002043,,0.423,820.3628,918.4468,730.8383558,0.89002043,,-3.008327968,0.41%
0.424,813.2284,916.0551,728.4970702,0.895808693,,0.424,813.2284,916.0551,728.4970702,0.895808693,,3.193E-08,0.00%
0.425,813.2284,914.3652,728.4970702,0.895891097,,0.425,813.2284,914.3652,728.4970702,0.895891097,,3.193E-08,0.00%
0.426,813.2284,910.9893,728.4970702,0.893709216,,0.426,813.2284,910.9893,721.4230393,0.893709216,,-7.074030942,0.98%
0.427,808.1115,904.2522,721.4230393,0.892727104,,0.427,808.1115,904.2522,720.3337223,0.892727104,,-1.089317033,0.15%
0.428,806.1332,901.7525,720.3337223,0.893566624,,0.428,806.1332,901.7525,720.3337223,0.893566624,,-3.318E-08,0.00%
0.429,806.1332,897.535,720.3337223,0.89052045,,0.429,806.1332,897.535,720.3337223,0.89052045,,-3.318E-08,0.00%
0.43,806.1332,892.5101,720.3337223,0.886671276,,0.43,806.1332,892.5101,720.3337223,0.886671276,,-3.318E-08,0.00%
0.431,806.1332,891.4364,720.3337223,0.886531839,,0.431,806.1332,891.4364,713.2878889,0.886531839,,-7.045833391,0.99%
0.432,799.0771,887.4565,712.0837013,0.89113266,,0.432,799.0771,887.4565,712.0837013,0.89113266,,4.57429E-08,0.00%
0.433,799.0771,881.8181,712.0837013,0.88701693,,0.433,799.0771,881.8181,712.0837013,0.88701693,,4.57429E-08,0.00%
0.434,792.7923,879.9931,708.2406297,0.893349531,,0.434,792.7923,879.9931,707.5915293,0.893349531,,-0.64910038,0.09%
0.435,792.06,875.5595,705.8654489,0.89117674,,0.435,792.06,875.5595,705.8654489,0.89117674,,-3.96691E-08,0.00%
0.436,787.5574,870.8656,703.9677176,0.89374432,,0.436,787.5574,870.8656,702.7645808,0.89374432,,-1.203136842,0.17%
0.437,785.0819,867.5544,702.6560161,0.895009828,,0.437,785.0819,867.5544,702.6560161,0.895009828,,-3.4104E-08,0.00%
0.438,785.0819,859.2984,702.6560161,0.888648949,,0.438,785.0819,859.2984,702.6560161,0.888648949,,-3.4104E-08,0.00%
0.439,785.0819,856.4413,702.6560161,0.887216504,,0.439,785.0819,856.4413,702.6560161,0.887216504,,-3.4104E-08,0.00%
0.44,785.0819,852.7162,702.6560161,0.884021787,,0.44,785.0819,852.7162,701.4928164,0.884021787,,-1.163199742,0.17%
0.441,778.1427,849.4326,691.9065967,0.889177007,,0.441,778.1427,849.4326,691.9065967,0.889177007,,4.2667E-08,0.00%
0.442,778.1427,847.7927,691.9065967,0.888258945,,0.442,778.1427,847.7927,691.9065967,0.888258945,,4.2667E-08,0.00%
0.443,777.661,845.784,689.5820057,0.886738573,,0.443,777.661,845.784,687.4728169,0.886738573,,-2.109188815,0.31%
0.444,771.2422,840.3644,684.66279,0.88774031,,0.444,771.2422,840.3644,684.66279,0.88774031,,-1.16302E-09,0.00%
0.445,764.3804,836.365,682.3088632,0.892629983,,0.445,764.3804,836.365,682.3088632,0.892629983,,-2.77701E-08,0.00%
0.446,764.3804,833.0904,682.3088632,0.890329287,,0.446,764.3804,833.0904,682.3088632,0.890329287,,-2.77701E-08,0.00%
0.447,764.3804,831.4631,682.3088632,0.889860458,,0.447,764.3804,831.4631,682.3088632,0.889860458,,-2.77701E-08,0.00%
0.448,764.3804,825.9275,682.3088632,0.885176674,,0.448,764.3804,825.9275,677.7123874,0.885176674,,-4.596475787,0.68%
0.449,757.5572,820.9351,673.1279106,0.888550608,,0.449,757.5572,820.9351,673.1279106,0.888550608,,-4.82499E-08,0.00%
0.45,757.5572,816.8745,673.1279106,0.885329147,,0.45,757.5572,816.8745,673.1279106,0.885329147,,-4.82499E-08,0.00%
0.451,755.3143,813.192,669.4275098,0.886289998,,0.451,755.3143,813.192,669.4275098,0.886289998,,6.61294E-09,0.00%
0.452,750.7725,809.355,666.8063238,0.888160293,,0.452,750.7725,809.355,666.8063238,0.888160293,,-1.4731E-08,0.00%
0.453,750.7725,805.525,666.8063238,0.885150948,,0.453,750.7725,805.525,666.8063238,0.885150948,,-1.4731E-08,0.00%
0.454,750.7725,802.1471,666.8063238,0.882052144,,0.454,750.7725,802.1471,666.8063238,0.882052144,,-1.4731E-08,0.00%
0.455,747.9582,800.7856,661.4093385,0.8842865,,0.455,747.9582,800.7856,661.4093385,0.8842865,,-1.25499E-09,0.00%
0.456,744.0263,797.583,659.9420006,0.886987464,,0.456,744.0263,797.583,659.9420006,0.886987464,,1.6008E-08,0.00%
0.457,740.6484,794.3856,657.6800383,0.887978747,,0.457,740.6484,794.3856,657.6800383,0.887978747,,4.4472E-08,0.00%
0.458,737.3183,791.1933,654.2160856,0.887291263,,0.458,737.3183,791.1933,654.2160856,0.887291263,,-2.252E-08,0.00%
0.459,737.3183,789.0606,654.2160856,0.884264944,,0.459,737.3183,789.0606,654.2160856,0.884264944,,-2.252E-08,0.00%
0.46,733.3846,785.2693,648.880158,0.884774725,,0.46,733.3846,785.2693,648.880158,0.884774725,,-3.48241E-08,0.00%
0.461,730.6486,783.2348,647.6489852,0.886402828,,0.461,730.6486,783.2348,647.6489852,0.886402828,,3.8247E-08,0.00%
0.462,730.6486,779.2931,647.6489852,0.883140183,,0.462,730.6486,779.2931,647.6489852,0.883140183,,3.8247E-08,0.00%
0.463,730.6486,772.3585,647.6489852,0.875319311,,0.463,730.6486,772.3585,647.6489852,0.875319311,,3.8247E-08,0.00%
0.464,730.6486,770.1175,647.6489852,0.872616719,,0.464,730.6486,770.1175,640.0337795,0.872616719,,-7.615205688,1.19%
0.465,724.017,768.9903,636.9257884,0.879711096,,0.465,724.017,768.9903,636.9257884,0.879711096,,-3.7959E-08,0.00%
0.466,724.017,767.3951,636.9257884,0.878106564,,0.466,724.017,767.3951,636.9257884,0.878106564,,-3.7959E-08,0.00%
0.467,718.9949,764.2652,632.9781566,0.880365294,,0.467,718.9949,764.2652,630.1458952,0.880365294,,-2.832261397,0.45%
0.468,717.4235,760.7962,630.1458952,0.878345768,,0.468,717.4235,760.7962,630.1458952,0.878345768,,2.88594E-09,0.00%
0.469,711.8686,756.1684,626.3398762,0.879853215,,0.469,711.8686,756.1684,626.3398762,0.879853215,,1.2696E-08,0.00%
0.47,710.868,754.0049,623.8090121,0.877531429,,0.47,710.868,754.0049,623.8090121,0.877531429,,-3.47101E-08,0.00%
0.471,710.868,751.8436,623.8090121,0.875943684,,0.471,710.868,751.8436,623.8090121,0.875943684,,-3.47101E-08,0.00%
0.472,710.868,751.2468,623.8090121,0.874934054,,0.472,710.868,751.2468,623.8090121,0.874934054,,-3.47101E-08,0.00%
0.473,704.7879,747.2576,619.3869632,0.878827465,,0.473,704.7879,747.2576,619.3869632,0.878827465,,-1.25819E-08,0.00%
0.474,704.3503,746.0773,618.6636484,0.878346539,,0.474,704.3503,746.0773,618.6636484,0.878346539,,1.3843E-08,0.00%
0.475,697.8704,742.3682,615.6277737,0.882152007,,0.475,697.8704,742.3682,615.6277737,0.882152007,,-3.3054E-08,0.00%
0.476,697.8704,737.7089,615.6277737,0.876672048,,0.476,697.8704,737.7089,615.6277737,0.876672048,,-3.3054E-08,0.00%
0.477,697.8704,735.8269,615.6277737,0.876753053,,0.477,697.8704,735.8269,614.3636299,0.876753053,,-1.264143778,0.21%
0.478,691.4282,731.2185,608.795064,0.880489202,,0.478,691.4282,731.2185,608.795064,0.880489202,,1.3058E-08,0.00%
0.479,691.4282,728.4593,608.795064,0.878374315,,0.479,691.4282,728.4593,608.795064,0.878374315,,1.3058E-08,0.00%
0.48,691.4282,728.4253,608.795064,0.87837093,,0.48,691.4282,728.4253,608.795064,0.87837093,,1.3058E-08,0.00%
0.481,690.7627,723.8011,604.3206889,0.874860048,,0.481,690.7627,723.8011,604.3206889,0.874860048,,-2.9406E-08,0.00%
0.482,685.0236,720.7247,601.7778422,0.878477533,,0.482,685.0236,720.7247,601.7778422,0.878477533,,-4.1794E-08,0.00%
0.483,685.0236,717.6536,601.7778422,0.87596256,,0.483,685.0236,717.6536,601.7778422,0.87596256,,-4.1794E-08,0.00%
0.484,685.0236,715.7777,601.7778422,0.872573555,,0.484,685.0236,715.7777,600.2396194,0.872573555,,-1.538222843,0.26%
0.485,678.6565,714.1743,595.7090612,0.877776992,,0.485,678.6565,714.1743,595.7090612,0.877776992,,-9.77798E-09,0.00%
0.486,678.6565,711.527,595.7090612,0.874560654,,0.486,678.6565,711.527,595.681921,0.874560654,,-0.027140155,0.00%
0.487,672.4577,709.3753,589.5181354,0.879990996,,0.487,672.4577,709.3753,589.2318351,0.879990996,,-0.286300283,0.05%
0.488,672.3268,706.3115,589.2318351,0.876406883,,0.488,672.3268,706.3115,589.2318351,0.876406883,,1.6882E-08,0.00%
0.489,672.3268,702.3762,589.2318351,0.872757252,,0.489,672.3268,702.3762,589.2318351,0.872757252,,1.6882E-08,0.00%
0.49,672.3268,697.8185,589.2318351,0.86713943,,0.49,672.3268,697.8185,589.2318351,0.86713943,,1.6882E-08,0.00%
0.491,672.3268,696.3019,589.2318351,0.865916078,,0.491,672.3268,696.3019,586.5300421,0.865916078,,-2.701793007,0.46%
0.492,666.0345,696.3019,583.0034913,0.875335274,,0.492,666.0345,696.3019,583.0034913,0.875335274,,4.22671E-08,0.00%
0.493,666.0345,693.2726,583.0034913,0.872136908,,0.493,666.0345,693.2726,583.0034913,0.872136908,,4.22671E-08,0.00%
0.494,663.2533,691.7599,580.3230981,0.874964509,,0.494,663.2533,691.7599,580.3230981,0.874964509,,2.4399E-08,0.00%
0.495,659.7793,688.8528,577.9296452,0.875943888,,0.495,659.7793,688.8528,577.9296452,0.875943888,,-1.2597E-08,0.00%
0.496,656.4879,682.7963,572.8783627,0.87264116,,0.496,656.4879,682.7963,572.8783627,0.87264116,,3.6717E-08,0.00%
0.497,653.5614,681.2079,571.892092,0.875039579,,0.497,653.5614,681.2079,571.892092,0.875039579,,4.03679E-08,0.00%
0.498,653.5614,678.2049,571.892092,0.872987454,,0.498,653.5614,678.2049,571.892092,0.872987454,,4.03679E-08,0.00%
0.499,653.5614,676.7053,571.892092,0.872316922,,0.499,653.5614,676.7053,571.892092,0.872316922,,4.03679E-08,0.00%
0.5,649.7671,675.2071,569.2992875,0.876158992,,0.5,649.7671,675.2071,569.2992875,0.876158992,,-1.8146E-08,0.00%
0.501,647.3805,671.6439,566.8540212,0.875611825,,0.501,647.3805,671.6439,566.8540212,0.875611825,,4.71994E-09,0.00%
0.502,647.3805,669.5798,566.8540212,0.874183765,,0.502,647.3805,669.5798,565.5581094,0.874183765,,-1.295911808,0.23%
0.503,641.2365,666.0282,563.927544,0.879437686,,0.503,641.2365,666.0282,563.927544,0.879437686,,-2.2123E-08,0.00%
0.504,641.2365,663.9711,563.927544,0.877531896,,0.504,641.2365,663.9711,563.927544,0.877531896,,-2.2123E-08,0.00%
0.505,641.2365,661.7827,563.927544,0.87592955,,0.505,641.2365,661.7827,563.927544,0.87592955,,-2.2123E-08,0.00%
0.506,636.4584,660.2977,562.8280752,0.881821852,,0.506,636.4584,660.2977,562.8280752,0.881821852,,8.11508E-09,0.00%
0.507,635.1294,660.2977,562.8280752,0.886162844,,0.507,635.1294,660.2977,562.8280752,0.886162844,,8.11508E-09,0.00%
0.508,635.1294,658.731,562.8280752,0.88663575,,0.508,635.1294,658.731,562.8280752,0.88663575,,8.11508E-09,0.00%
0.509,635.1294,653.7235,562.8280752,0.881186997,,0.509,635.1294,653.7235,562.8280752,0.881186997,,8.11508E-09,0.00%
0.51,635.1294,650.2055,562.8280752,0.877442339,,0.51,635.1294,650.2055,561.2429249,0.877442339,,-1.585150278,0.28%
0.511,632.5003,648.4655,557.2003798,0.880083286,,0.511,632.5003,648.4655,556.9368928,0.880083286,,-0.263486977,0.05%
0.512,629.0591,646.9925,556.2195343,0.884208708,,0.512,629.0591,646.9925,556.2195343,0.884208708,,-2.359E-09,0.00%
0.513,629.0591,645.5208,556.2195343,0.883515494,,0.513,629.0591,645.5208,553.740564,0.883515494,,-2.478970289,0.45%
0.514,623.3263,642.19,553.740564,0.88836387,,0.514,623.3263,642.19,553.740564,0.88836387,,1.10861E-08,0.00%
0.515,623.0255,638.5778,550.9983235,0.884391286,,0.515,623.0255,638.5778,550.9983235,0.884391286,,-4.1404E-08,0.00%
0.516,623.0255,636.5547,550.9983235,0.882906697,,0.516,623.0255,636.5547,550.9983235,0.882906697,,-4.1404E-08,0.00%
0.517,623.0255,634.6015,550.9983235,0.882777959,,0.517,623.0255,634.6015,550.9983235,0.882777959,,-4.1404E-08,0.00%
0.518,623.0255,633.7951,550.9983235,0.884141575,,0.518,623.0255,633.7951,550.9983235,0.884141575,,-4.1404E-08,0.00%
0.519,617.0284,630.1255,548.1781559,0.88841641,,0.519,617.0284,630.1255,548.1781559,0.88841641,,2.47491E-08,0.00%
0.52,617.0284,626.51,548.1781559,0.883391572,,0.52,617.0284,626.51,548.1781559,0.883391572,,2.47491E-08,0.00%
0.521,617.0284,625.057,548.1781559,0.882680425,,0.521,617.0284,625.057,548.1781559,0.882680425,,2.47491E-08,0.00%
0.522,614.8231,622.155,544.9722521,0.88435098,,0.522,614.8231,622.155,542.4008762,0.88435098,,-2.571375934,0.47%
0.523,611.0679,619.2583,542.0087506,0.886986128,,0.523,611.0679,619.2583,542.0087506,0.886986128,,-4.9718E-08,0.00%
0.524,611.0679,617.812,542.0087506,0.884996964,,0.524,611.0679,617.812,542.0087506,0.884996964,,-4.9718E-08,0.00%
0.525,611.0679,616.3671,542.0087506,0.884134486,,0.525,611.0679,616.3671,542.0087506,0.884134486,,-4.9718E-08,0.00%
0.526,605.1438,613.106,537.7569157,0.888643188,,0.526,605.1438,613.106,537.7569157,0.888643188,,2.85789E-08,0.00%
0.527,605.1438,612.0403,537.7569157,0.888444393,,0.527,605.1438,612.0403,537.7569157,0.888444393,,2.85789E-08,0.00%
0.528,605.1438,607.7256,537.7569157,0.883544788,,0.528,605.1438,607.7256,536.6966023,0.883544788,,-1.060313427,0.20%
0.529,599.256,606.0665,532.519223,0.888633944,,0.529,599.256,606.0665,532.519223,0.888633944,,-3.5669E-08,0.00%
0.53,599.256,603.4231,532.519223,0.884840794,,0.53,599.256,603.4231,532.519223,0.884840794,,-3.5669E-08,0.00%
0.531,599.256,601.9916,532.519223,0.884095573,,0.531,599.256,601.9916,531.0549716,0.884095573,,-1.464251409,0.28%
0.532,593.4044,599.1327,527.3375979,0.888664792,,0.532,593.4044,599.1327,527.3375979,0.888664792,,-1.854E-09,0.00%
0.533,593.4044,597.7052,527.3375979,0.887926067,,0.533,593.4044,597.7052,527.3375979,0.887926067,,-1.854E-09,0.00%
0.534,593.4044,594.8715,527.3375979,0.885088522,,0.534,593.4044,594.8715,527.3375979,0.885088522,,-1.854E-09,0.00%
0.535,592.6651,593.4311,526.9755433,0.884139568,,0.535,592.6651,593.4311,526.2881642,0.884139568,,-0.687379129,0.13%
0.536,587.589,590.9407,523.0192328,0.89011066,,0.536,587.589,590.9407,523.0192328,0.89011066,,-2.91161E-08,0.00%
0.537,587.589,588.5996,523.0192328,0.8879609,,0.537,587.589,588.5996,523.0192328,0.8879609,,-2.91161E-08,0.00%
0.538,587.589,583.5055,523.0192328,0.881241654,,0.538,587.589,583.5055,519.6727731,0.881241654,,-3.346459698,0.64%
0.539,584.9787,582.5261,517.4543611,0.884569577,,0.539,584.9787,582.5261,517.2061327,0.884569577,,-0.248228385,0.05%
0.54,581.8096,581.6979,516.7730027,0.8882167,,0.54,581.8096,581.6979,516.7730027,0.8882167,,2.3913E-08,0.00%
0.541,581.8096,579.272,516.7730027,0.884605486,,0.541,581.8096,579.272,516.7730027,0.884605486,,2.3913E-08,0.00%
0.542,578.739,576.3946,512.9271835,0.886284117,,0.542,578.739,576.3946,512.9271835,0.886284117,,-4.4103E-08,0.00%
0.543,576.0661,575.0508,512.11782,0.88899142,,0.543,576.0661,575.0508,512.11782,0.88899142,,-6.287E-09,0.00%
0.544,576.0661,573.6465,512.11782,0.886913879,,0.544,576.0661,573.6465,512.11782,0.886913879,,-6.287E-09,0.00%
0.545,576.0661,572.2435,512.11782,0.883979721,,0.545,576.0661,572.2435,512.11782,0.883979721,,-6.287E-09,0.00%
0.546,576.0661,569.4416,512.11782,0.880422134,,0.546,576.0661,569.4416,506.9513196,0.880422134,,-5.166500397,1.02%
0.547,570.3586,566.7096,505.0178745,0.885439221,,0.547,570.3586,566.7096,505.0178745,0.885439221,,1.9677E-08,0.00%
0.548,570.3586,563.8446,505.0178745,0.88105602,,0.548,570.3586,563.8446,505.0178745,0.88105602,,1.9677E-08,0.00%
0.549,570.3586,561.0689,505.0178745,0.875517942,,0.549,570.3586,561.0689,500.2167108,0.875517942,,-4.801163706,0.96%
0.55,566.3882,559.5393,498.056574,0.879355492,,0.55,566.3882,559.5393,494.6810832,0.879355492,,-3.375490809,0.68%
0.551,564.6867,555.5145,494.6810832,0.876027509,,0.551,564.6867,555.5145,494.6810832,0.876027509,,-9.28696E-09,0.00%
0.552,564.6867,552.7455,494.6810832,0.873056502,,0.552,564.6867,552.7455,494.6810832,0.873056502,,-9.28696E-09,0.00%
0.553,564.6867,551.3631,494.6810832,0.870976009,,0.553,564.6867,551.3631,494.6810832,0.870976009,,-9.28696E-09,0.00%
0.554,560.277,551.3631,491.7661995,0.87771977,,0.554,560.277,551.3631,491.7661995,0.87771977,,5.40996E-09,0.00%
0.555,559.0506,548.5885,489.3436243,0.875311867,,0.555,559.0506,548.5885,489.3436243,0.875311867,,1.2732E-08,0.00%
0.556,559.0506,547.224,489.3436243,0.873227704,,0.556,559.0506,547.224,489.3436243,0.873227704,,1.2732E-08,0.00%
0.557,554.2083,545.8471,486.2783733,0.87742889,,0.557,554.2083,545.8471,486.0250264,0.87742889,,-0.253346909,0.05%
0.558,553.45,545.6325,486.0250264,0.878173324,,0.558,553.45,545.6325,486.0250264,0.878173324,,-8.69198E-09,0.00%
0.559,553.45,544.2729,486.0250264,0.875128954,,0.559,553.45,544.2729,486.0250264,0.875128954,,-8.69198E-09,0.00%
0.56,553.45,541.8344,486.0250264,0.871312347,,0.56,553.45,541.8344,481.5667633,0.871312347,,-4.458263077,0.93%
0.561,548.182,540.3532,481.5667633,0.878479708,,0.561,548.182,540.3532,481.5667633,0.878479708,,2.3433E-08,0.00%
0.562,547.8849,538.0471,479.5630976,0.875298986,,0.562,547.8849,538.0471,479.5630976,0.875298986,,9.296E-09,0.00%
0.563,547.8849,536.1572,479.5630976,0.873637215,,0.563,547.8849,536.1572,479.5630976,0.873637215,,9.296E-09,0.00%
0.564,547.8849,533.5169,479.5630976,0.870740773,,0.564,547.8849,533.5169,479.5630976,0.870740773,,9.296E-09,0.00%
0.565,542.3552,533.0844,477.3665756,0.880173317,,0.565,542.3552,533.0844,477.3665756,0.880173317,,1.8625E-08,0.00%
0.566,542.3552,532.1538,477.3665756,0.879357894,,0.566,542.3552,532.1538,477.3665756,0.879357894,,1.8625E-08,0.00%
0.567,542.3552,529.7297,477.3665756,0.875457157,,0.567,542.3552,529.7297,476.6620041,0.875457157,,-0.704571497,0.15%
0.568,542.198,526.7153,475.0058702,0.870993421,,0.568,542.198,526.7153,474.9017022,0.870993421,,-0.104167954,0.02%
0.569,536.8608,525.3591,472.4927084,0.880102828,,0.569,536.8608,525.3591,472.4927084,0.880102828,,-1.9794E-08,0.00%
0.57,536.8608,524.0043,472.4927084,0.878433892,,0.57,536.8608,524.0043,472.4927084,0.878433892,,-1.9794E-08,0.00%
0.571,536.8608,524.0043,472.4927084,0.879291372,,0.571,536.8608,524.0043,472.4927084,0.879291372,,-1.9794E-08,0.00%
0.572,536.8608,524.0043,472.4927084,0.880779017,,0.572,536.8608,524.0043,472.250891,0.880779017,,-0.241817394,0.05%
0.573,533.5018,522.6509,472.167788,0.885781756,,0.573,533.5018,522.6509,471.0462647,0.885781756,,-1.121523275,0.24%
0.574,531.4016,519.9483,470.1789494,0.88479024,,0.574,531.4016,519.9483,470.1789494,0.88479024,,-1.3111E-08,0.00%
0.575,531.4016,518.5991,470.1789494,0.883622963,,0.575,531.4016,518.5991,470.1789494,0.883622963,,-1.3111E-08,0.00%
0.576,531.4016,517.2082,470.1789494,0.881370066,,0.576,531.4016,517.2082,470.1789494,0.881370066,,-1.3111E-08,0.00%
0.577,525.9775,515.348,467.1571483,0.888169453,,0.577,525.9775,515.348,467.1571483,0.888169453,,2.5296E-08,0.00%
0.578,525.9775,514.5598,467.1571483,0.887444765,,0.578,525.9775,514.5598,467.1571483,0.887444765,,2.5296E-08,0.00%
0.579,525.9775,512.9773,467.1571483,0.884833322,,0.579,525.9775,512.9773,467.1571483,0.884833322,,2.5296E-08,0.00%
0.58,525.9775,510.5331,467.1571483,0.88073461,,0.58,525.9775,510.5331,466.0392695,0.88073461,,-1.117878758,0.24%
0.581,520.5884,509.1936,462.5650672,0.888542786,,0.581,520.5884,509.1936,462.5650672,0.888542786,,4.8639E-08,0.00%
0.582,520.5884,507.8556,462.5650672,0.88649318,,0.582,520.5884,507.8556,462.5650672,0.88649318,,4.8639E-08,0.00%
0.583,520.5884,506.5189,462.5650672,0.884278083,,0.583,520.5884,506.5189,462.5650672,0.884278083,,4.8639E-08,0.00%
0.584,518.9977,505.1837,462.333771,0.885723146,,0.584,518.9977,505.1837,462.333771,0.885723146,,-4.8038E-08,0.00%
0.585,515.2343,503.8498,459.2604428,0.891362324,,0.585,515.2343,503.8498,459.2604428,0.891362324,,-3.24604E-09,0.00%
0.586,515.2343,502.5174,459.2604428,0.889889642,,0.586,515.2343,502.5174,459.2604428,0.889889642,,-3.24604E-09,0.00%
0.587,515.2343,501.1863,459.2604428,0.887651182,,0.587,515.2343,501.1863,459.2604428,0.887651182,,-3.24604E-09,0.00%
0.588,515.2343,499.8567,459.2604428,0.887181015,,0.588,515.2343,499.8567,459.2604428,0.887181015,,-3.24604E-09,0.00%
0.589,512.9928,497.2016,458.3294939,0.887763619,,0.589,512.9928,497.2016,458.3294939,0.887763619,,-2.208E-08,0.00%
0.59,509.9149,495.8762,455.655156,0.893590589,,0.59,509.9149,495.8762,455.655156,0.893590589,,-3.7611E-08,0.00%
0.591,509.9149,494.5521,455.655156,0.891759121,,0.591,509.9149,494.5521,455.655156,0.891759121,,-3.7611E-08,0.00%
0.592,509.9149,493.2295,455.655156,0.88950499,,0.592,509.9149,493.2295,455.655156,0.88950499,,-3.7611E-08,0.00%
0.593,509.9149,492.1275,455.655156,0.888199645,,0.593,509.9149,492.1275,455.655156,0.888199645,,-3.7611E-08,0.00%
0.594,504.6303,491.9083,453.0726139,0.897830776,,0.594,504.6303,491.9083,453.0726139,0.897830776,,1.7606E-08,0.00%
0.595,504.6303,488.8882,453.0726139,0.892450183,,0.595,504.6303,488.8882,453.0726139,0.892450183,,1.7606E-08,0.00%
0.596,504.6303,487.069,453.0726139,0.889260491,,0.596,504.6303,487.069,453.0726139,0.889260491,,1.7606E-08,0.00%
0.597,501.4829,485.3234,447.2117848,0.891778732,,0.597,501.4829,485.3234,447.2117848,0.891778732,,-1.8611E-08,0.00%
0.598,499.3804,483.4389,445.541354,0.892188308,,0.598,499.3804,483.4389,445.541354,0.892188308,,5.93099E-09,0.00%
0.599,499.3804,482.6993,445.541354,0.8909555,,0.599,499.3804,482.6993,445.541354,0.8909555,,5.93099E-09,0.00%
0.6,499.3804,481.3893,445.541354,0.8886693,,0.6,499.3804,481.3893,445.541354,0.8886693,,5.93099E-09,0.00%
0.601,494.165,480.0808,443.5229174,0.896055328,,0.601,494.165,480.0808,442.7991814,0.896055328,,-0.723736031,0.16%
0.602,494.165,478.8208,442.7991814,0.893836754,,0.602,494.165,478.8208,442.7991814,0.893836754,,-3.0875E-08,0.00%
0.603,494.165,478.7737,442.7991814,0.893881993,,0.603,494.165,478.7737,442.7991814,0.893881993,,-3.0875E-08,0.00%
0.604,490.2231,477.468,440.5030706,0.898576731,,0.604,490.2231,477.468,440.5030706,0.898576731,,-1.9118E-08,0.00%
0.605,488.9841,476.1638,440.0331112,0.899892473,,0.605,488.9841,476.1638,440.0331112,0.899892473,,-3.3543E-08,0.00%
0.606,488.9841,474.8609,440.0331112,0.898925626,,0.606,488.9841,474.8609,440.0331112,0.898925626,,-3.3543E-08,0.00%
0.607,488.9841,473.6119,440.0331112,0.898052777,,0.607,488.9841,473.6119,440.0331112,0.898052777,,-3.3543E-08,0.00%
