,Energy
0.0,1018.2760420125171
0.05,957.7369175488441
0.1,921.509942676966
0.15000000000000002,901.9274634286969
0.2,888.0480286100137
0.25,875.946936581258
0.30000000000000004,866.9487063761603
0.35000000000000003,856.1403035398853
0.4,851.8979629587352
0.45,842.9148162394314
0.5,838.3175622570866
0.55,828.9281984473979
0.6000000000000001,818.5903630950121
0.65,812.782680576042
0.7000000000000001,802.4177359049163
0.75,791.546596541212
0.8,783.4320808775093
0.8500000000000001,767.942894229407
0.9,754.9390906845229
0.9500000000000001,717.4112506404632
1.0,493.5003847431797
