Exceedance,VicFalls_full,VicFalls_overlap,VicFalls_factor_smooth,Ngonye_gauged,Ngonye_scaled,Ngonye_synthetic,Conversion
0.0,9435.5576,5650.5399,1.6698506279019463,5935.9208,9912.101075056224,9912.101075056224,1.050505067666189
0.001,8466.223,5590.0873,1.5145064013579894,5830.0826,8829.69741814583,8829.69741814583,1.042932299107386
0.002,7545.51,5499.6002,1.3720106417917435,5724.9991,7854.759689448154,7890.806380622311,1.0409845973894611
0.003,6745.6244,5329.7868,1.2656461980805687,5575.5019,7056.612782125987,7005.060692322746,1.0461022380857712
0.004,6292.9208,5264.0282,1.195457273576156,5462.0358,6529.630425643358,6479.994665675702,1.0376152240217862
0.005,5998.9548,5141.2661,1.166824413153795,5287.8989,6170.0495308090985,6170.049530809099,1.028520756784015
0.006,5828.4011,4963.9614,1.1741431148114891,5080.4547,5965.18090611667,5965.180906116669,1.0234678093991625
0.007,5678.5338,4932.0805,1.1513465362132673,5062.5001,5828.69195471432,5828.691954714321,1.026443120707377
0.008,5530.3075,4894.9114,1.129807477209904,5021.1029,5672.879600260333,5687.283313593034,1.0257801397590158
0.009000000000000001,5420.2188,4868.2966,1.113370701366059,5006.7365,5574.353728560047,5577.5826571811795,1.0284370307265174
0.01,5329.1885,4839.4749,1.111112668307094,4962.0705,5513.419393582916,5513.419393582916,1.0345701589618974
0.011,5238.8058,4784.4181,1.101894763699985,4897.7959,5396.855655881255,5396.855655881256,1.0301690617890924
0.012,5180.6192,4737.3046,1.0956456161769192,4887.3374,5354.789797087503,5359.201802557596,1.0336196486102478
0.013000000000000001,5113.3614,4676.0541,1.091466125419574,4862.9821,5307.780230671744,5307.780230671744,1.0380217268960774
0.014,5042.2522,4639.4496,1.087532028799119,4819.2673,5241.107544094253,5241.107544094253,1.0394378020389883
0.015,4971.5612,4577.5974,1.083433137088049,4770.2283,5168.22341169519,5168.22341169519,1.039557435538597
0.016,4932.0805,4549.4102,1.0784778454215458,4738.5808,5110.454411539905,5110.454411539905,1.0361660584290757
0.017,4866.3108,4532.4809,1.071924526096857,4672.6183,5008.694156859002,5008.694156859003,1.0292589936629206
0.018000000000000002,4814.0403,4514.7987,1.0652690009500956,4646.3417,4949.603780831769,4949.60378083177,1.0281600220155551
0.019,4762.0068,4497.1581,1.0578951167079513,4573.6544,4838.446655269836,4838.446655269836,1.01605202564386
0.02,4692.9981,4479.559,1.0516766077456814,4526.1725,4760.06974087179,4760.069740871789,1.0142918534042853
0.021,4641.5191,4462.0015,1.046246750559737,4478.3988,4685.510192210626,4685.510192210626,1.009477735901297
0.022,4590.2785,4437.4258,1.0413938689505033,4412.2718,4594.912800663202,4594.912800663202,1.0010095903033338
0.023,4556.2508,4378.5487,1.0367795448110078,4364.6335,4525.162733396875,4525.309127544389,0.9931768315732039
0.024,4512.8455,4357.5267,1.0338280790405772,4358.2728,4505.704796758797,4506.921879704103,0.9984176938383547
0.025,4488.5142,4348.0294,1.0318123951676328,4346.2425,4484.506883904361,4491.976493142218,0.9991072065460684
0.026000000000000002,4437.9913,4323.0324,1.029682732675458,4333.699,4462.335028912899,4462.335028912899,1.0054853034328615
0.027,4404.4427,4288.7031,1.0269696265403068,4299.4605,4415.415344009801,4415.415344009801,1.0024912672855981
0.028,4371.001,4259.7253,1.0236881819696326,4283.6688,4385.141126032038,4385.141126032038,1.0032349857691722
0.029,4337.6663,4254.5385,1.019649042508688,4252.5173,4336.0751931966315,4336.0751931966315,0.9996331882875895
0.03,4321.0391,4229.7072,1.0159757085272656,4237.4742,4305.170852711008,4305.170852711008,0.9963276779214999
0.031,4256.8747,4203.5996,1.0116015776481275,4204.3311,4253.107973715088,4253.107973715088,0.9991151427865818
0.032,4203.5996,4186.702,1.006884141518347,4165.0832,4193.756222184489,4193.756222184489,0.9976583455247473
0.033,4156.6796,4153.0297,1.002892027234108,4128.8163,4140.75694918423,4140.75694918423,0.9961693822117609
0.034,4104.5596,4119.521,0.9982819769485262,4085.9377,4078.917964844514,4082.818022555863,0.9937528900407523
