,Energy
0.0,1011.6716959521475
0.05,951.92009878152
0.1,916.1863516811413
0.15000000000000002,897.2433913367693
0.2,886.0008258432396
0.25,874.2223738531457
0.30000000000000004,864.8630122111373
0.35000000000000003,852.7883415047711
0.4,847.0968445609283
0.45,839.1594476637026
0.5,833.8337537155473
0.55,826.7867243337025
0.6000000000000001,819.9640384622985
0.65,809.2515747383364
0.7000000000000001,802.6075035051355
0.75,788.471446547848
0.8,781.3902878002209
0.8500000000000001,765.8694596804912
0.9,753.0828658185362
0.9500000000000001,715.8010112227055
1.0,492.33346987204834
