,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0.27,1383.5781363808978,1227.66938532468,1505.989772724275,1146.0854318599763,728.4970702319307,947.0029281802472,1059.9978690640885,1190.5484031027925,766.2290709190379,1442.518317379394,1350.5827788541342,1038.037574256951,2248.8621672798517,1042.8375986738163,1080.0406798008228,1514.6892730805298,1291.2130338573666,818.8401484460614,889.9712778882728,1486.4858347310537,1123.337847916399,989.4775076349575,1528.6063057134083,2211.675038768797,534.8219506488149,2041.6581757294798,1867.3943785529839,2226.3752656669903,1948.5881874214447,1381.8902768549635,2143.3068569294146,3032.8668105149463,1319.2481433914236,2578.198528840019,1139.0802815017475,1250.1549607509314,1672.6753793688129,2406.7615183891776,3186.1051821592073,1373.8802330936555,1198.3678017923874,1426.853531274971,1172.2200796855432,3128.6718913970158,2469.8482400351854,2009.6456969381077,1426.853531274971,989.4775076349575,779.3663976124346,1974.7891025733225,2542.9744128795624,2190.889984991477,1800.9686528291418,2462.595634056126,1902.1320729105278,2231.78898915399,1436.9972565708524,745.8297513541756,847.0875422650073,818.421848738632,967.6525107060024,885.1094475277025,995.3823487587067,1069.4746649838182,2266.0164419409257,782.517320372325,1096.4988223473633,669.6644686545897,1055.5549086141637,726.2113328016997,470.1789493868897,471.22014093388225,758.0466768335621,1776.994645280295,1687.7545067169503,945.7308921051522,2023.263515299882,1123.0775736058242,1445.5912214498253,1964.0852443965168,995.4607485141906,1381.702161604629,2384.9414928325755,2189.6422970971976,2006.7432435150706,2553.1106674205525,2982.024237926829,1936.6333513551328,2479.231876484325,2106.3680095481427,1097.4614908677036,1504.4140407134053,1473.4205530944519
0.28,1357.828324221392,1183.0616999639128,1466.3705361774826,1086.4244972913411,720.3337222668207,947.0029281802471,1026.5715242541673,1161.692155993417,760.52821131929,1345.422633246733,1187.6940476147645,985.8684392953514,2106.308545220274,1022.9234069406921,1060.5058894676304,1444.75013843759,1231.9889272331854,769.3196979335307,847.0875422650073,1425.360788379888,1090.0194713141386,971.4321659369264,1468.494752994933,2124.4733994551984,523.3647019810653,1886.7629579478557,1752.8060707584743,2144.5784329067665,1802.1782022346465,1292.8022647746227,2094.7380107984795,2859.003793246632,1200.921524633115,2412.0333854066253,1117.7364277452625,1185.8794016980723,1619.6209730218118,2298.098985650166,3025.5856260914043,1321.665332268043,1152.6340997793886,1344.7394065992933,1129.621573041254,2959.416344086831,2297.258957848228,1925.2514901312798,1383.5781363808978,971.4321659369264,779.3663976124346,1861.973222833413,2426.8918236327536,2084.1220437846805,1716.4923972873114,2348.794249003498,1835.7736825262566,2231.78898915399,1402.1963540976926,728.9254077186245,843.5265543863715,797.5686508276157,941.1240560143013,847.0875422650073,953.9548504472396,1059.9978690640885,2173.0743687174136,769.3196979335307,1073.2959927204865,654.21608557748,978.5720999729122,706.3629090591645,459.5248127529055,458.5393854298818,748.233943314839,1643.539990056323,1572.5427380321644,909.5734724941852,1906.2967682123626,1087.0719602377776,1370.7071865316248,1867.2635775295646,964.6044063585223,1316.988133554409,2301.8476324037165,2119.4297420582598,1933.3875663678348,2411.32836772654,2836.5236370849693,1899.5197433758697,2323.1298834960517,2072.3805561980407,1081.1098192990157,1371.8519748311928,1424.0029631534421
0.29,1258.047534147825,1121.740055611634,1444.7769751016235,1046.3641774889977,702.6560160658968,905.8611862526791,963.8728554750792,1128.408878723916,739.6475434553279,1218.6321589117074,1129.7277246959525,942.0058868391931,1948.839910577203,971.4321659369264,997.6786758623872,1383.5781363808978,1182.7486219934508,739.6475434553279,803.6892968412517,1347.6945273435454,1053.1822298650166,971.4321659369264,1421.911709091668,1969.1728384719845,514.1661003950012,1776.2791240773472,1637.7012107943137,2049.6201509898287,1666.8801551470735,1216.5619918456675,2011.075674808894,2671.4046921253907,1160.5677887786997,2278.8944472415264,1107.711819429938,1145.4704579613915,1528.006983766956,2224.2097339054408,2864.5754865092904,1252.850263445773,1120.887226591527,1229.5500750589317,1105.5352906130265,2827.811321611798,2169.5593617153836,1846.571827366086,1303.4708333031954,953.2598308887398,744.9354831236133,1744.4103117598768,2325.9049684485008,1929.1805594065477,1625.4449853170108,2297.293310538534,1755.4966482607574,2221.9458555412634,1383.5781363808978,708.6014799539128,826.0585766027027,763.3539392632612,876.9389119074414,817.7246825595828,931.9176211319843,1050.5490333418047,2068.2333660185345,748.233943314839,996.9959258709946,647.6489852382476,952.4350838829193,678.2604376023494,440.0331111664572,455.6551559623896,748.233943314839,1464.1151710658164,1380.0487811254277,888.2166117763663,1765.2934323780423,1041.7762977172274,1291.222868347968,1765.5325655614206,924.0622071097603,1233.9976266017982,2228.447152326999,2052.7216303200303,1822.4560086680476,2316.562873903904,2694.9251866463155,1842.3910341829971,2224.943721242942,2019.167328167654,1057.8850524317354,1271.6013114240802,1372.923243163897
0.3,1208.137555230546,1070.6363679892067,1383.5781363808978,1010.2039250511218,691.9065967426677,905.4211927358454,921.0314305798347,1111.1436457943164,728.4970702319307,1138.926934750665,1095.0902677749232,898.641591215503,1794.8769935554208,947.0029281802471,989.4775076349575,1326.2202730358958,1131.3649127991703,718.6837180826051,766.8624997634545,1280.4801395520944,989.4775076349575,971.4321659369264,1361.0288931093826,1851.998870273335,491.2145639359051,1674.1145004967927,1553.3106266607056,1886.9168401845986,1507.441608983015,1166.683447695578,1909.4418575981297,2436.747645716521,1094.4839573361587,2131.7847601914004,1096.4988223473633,1096.4988223473633,1444.7501384375896,2155.2089572641244,2740.3355892853406,1203.8495196182412,1085.1477337932374,1183.7736932364908,1082.311652209238,2658.5118709173603,2034.1651521573776,1764.4038725111493,1228.9035401556816,947.0029281802471,726.8644006389086,1642.8520829687038,2252.3610016630246,1795.605870318922,1520.990236292688,2188.4887331408904,1701.8066177379546,2206.2954140515603,1324.3823276322844,700.5061322012507,818.9640891001146,748.233943314839,858.5276662376176,779.3663976124346,906.4211780013767,1042.8375986738163,1953.7499779226587,733.8512888156049,937.8360435563307,630.1125986840717,937.8360435563307,636.9257883620418,425.8002685868887,442.7872325861939,739.2117746188562,1353.4583239902568,1235.8445494134498,824.6780740444765,1661.1659588369735,962.1331300175647,1220.4903659291347,1652.6079725153465,891.7395216652653,1154.8040920819426,2170.5896489973647,2000.0912170935335,1711.974999763905,2220.340800908057,2574.0651712487393,1751.985385304013,2157.8508363807573,1972.391923362015,1025.216220670923,1178.7089202947886,1298.984248037281
0.31,1188.725998605301,1030.206793556241,1318.2001466906709,946.1210973553551,682.6897410508728,905.4211927358451,886.1898542744958,1086.0905501118386,720.3337222668207,1083.4466116281415,1080.0406798008228,842.2016063844262,1653.4105791760255,924.6839937244496,978.8090350297788,1284.443133196497,1096.4988223473633,693.6265038343839,739.6475434553279,1194.0028977504055,950.911606221315,971.4321659369264,1241.4647842930526,1744.9643416528838,472.4927083802066,1560.4938870998985,1454.6784350498776,1742.9972942457405,1399.2990754094087,1118.7467249103297,1832.8525409981214,2284.6370689267264,1047.7109417212826,2034.6901489161155,1089.4560494851628,1068.7272336134859,1370.1332464734437,2094.7380107984795,2600.4923567261917,1181.1693406472646,1061.013909871172,1151.4124173518942,1061.013909871172,2560.165908292975,1922.3002890944333,1710.7645360002984,1188.0438944832729,905.4211927358452,720.3337222668207,1589.152359062425,2103.759554771956,1641.4594331429912,1437.3273826933469,2103.759554771956,1619.6006274215415,2183.885633602468,1297.4934435018629,674.6219338432475,805.9349585561843,727.2725680371642,844.0963124469531,753.0836078621065,894.0314621816703,983.9211440721516,1811.0698788980517,729.3537452053184,881.4960768399851,618.1972012353356,910.5207150914794,615.6277736669467,420.57447804391273,426.00842168790274,733.8512888156049,1247.1910969792077,1185.3029545493,820.0614122679062,1536.2017331629595,913.3526573411698,1186.6592923335807,1563.0919139176215,864.1346896506183,1130.461076286846,2056.799250920033,1960.5293362302116,1602.3971602491747,2145.942854640535,2431.772348898342,1710.7258727964916,2037.6591079619286,1957.8109425486496,976.9787681957896,1116.6477404073546,1241.5237941376345
0.32,1172.2200796855432,964.9527569696288,1231.9115447340712,906.4211780013767,677.9163321270978,898.9127752763171,847.0875422650073,1080.0406798008228,702.6560160658968,1046.8475447011704,1039.629941776842,818.0345341947158,1511.599633456708,888.6207694547813,947.0029281802471,1177.6883605496225,1073.2959927204865,677.9163321270978,713.3889510317063,1143.6640748181958,909.9100852707493,971.4321659369264,1177.6949216856551,1634.267296011387,472.4927083802066,1460.7583276362323,1342.2063754032965,1652.1134035602636,1342.2063754032965,1082.8793953113418,1739.3505747979157,2161.7318683783337,1006.768374269506,1918.2188973751008,1080.0406798008228,1023.7435245748461,1280.909455324306,2008.1486893841438,2455.639385740493,1136.1020528667011,1034.3509511505215,1124.9601202150675,1023.9916867952802,2473.314935120753,1777.607097414098,1620.9003642355456,1151.4124173518942,847.0875422650073,713.3889510317063,1511.0711996298642,1892.0096521057048,1534.332894490394,1342.2063754032965,1996.8008299347698,1531.9151186201211,2131.9055056337156,1191.152939666125,659.9420006160087,789.2090007436293,708.7591035416299,818.5302968109286,739.6475434553279,881.1875904299773,924.6839937244496,1677.4532185105259,712.0837013457431,807.2647704590061,610.1616059438365,905.4211927358452,587.1848481148245,405.55550522506826,422.4698189706656,728.4970702319307,1139.8521882647492,1115.8790256109219,820.0614122679062,1353.068443936705,879.84708449476,1148.5353338497057,1461.5827248572684,850.9651384608811,1085.5220209013528,1973.9939117801332,1932.1415175634893,1527.7303222791793,2045.8710235313224,2329.995187104273,1641.0238648600248,1930.9339820253704,1831.2420357079204,958.3904946021601,1054.433284211326,1198.5959677028122
0.33,1151.4124173518942,924.6839937244496,1193.7923678932837,847.0875422650073,665.9826050049584,885.1094475277025,832.6573014890783,1059.9978690640885,702.6560160658968,987.9534401199323,1018.7389742472707,787.5550387217882,1458.3607752041466,857.1548513609047,885.1094475277025,1155.453041365715,1041.0331979427347,645.5446188517469,702.6560160658968,1112.608128139013,874.729562427063,971.4321659369264,1127.4941272814856,1545.4032382564096,472.4927083802066,1361.3571112907543,1228.0976340459165,1609.5195834351925,1228.0976340459165,1059.9978690640885,1675.553621624773,1975.8885299287642,946.2974635203337,1779.589691994528,1065.5860935030498,962.8834790126234,1198.013557520132,1921.651232388288,2360.39039231133,1112.8402563666011,996.6945356750958,1080.0406798008228,996.6945356750958,2347.419186091437,1672.155510961808,1548.377818171365,1124.7382029591834,834.6935677067364,681.2107304109477,1445.5254266242637,1824.535655210536,1432.0442922304087,1231.9889272331854,1916.778328049752,1452.556693632395,2060.976348582843,1166.683447695578,653.4280335367723,767.4959286078712,688.6588356696518,803.6892968412517,712.0837013457431,857.1548513609047,891.8723412321956,1525.9746896705055,711.3375110474939,751.6655881559767,601.777842158206,891.8619896951615,566.3709076851278,391.8169121240828,420.28892993659525,728.4970702319307,1062.2782119849837,1060.2064446516845,820.0614122679062,1261.8291994280826,847.8041693984164,1125.881741188365,1376.3721039798997,816.6505977426134,1051.0904438445527,1885.553663324645,1850.5299978167786,1474.945396607863,1957.8109425486496,2239.3986455650543,1512.6622013611632,1781.02942096476,1723.809077614549,943.5192962171667,958.3904946021601,1170.1083112579308
0.34,1141.726989184771,883.7746593062561,1144.0514919448797,819.1190149176809,649.225089319663,849.8331720184328,796.5191065966384,1024.9142921242424,694.4864573802419,920.5505690121475,971.4321659369264,760.52821131929,1362.3065524230433,822.9746512084038,849.8331720184328,1127.726717014242,997.6786758623872,610.4349143299914,682.3088631722309,1058.2818420250599,837.6681216007205,971.4321659369264,1091.1463149720903,1452.3901268907157,472.4927083802066,1188.8419659703518,1158.9331064658654,1548.9240308397834,1158.9331064658654,1059.9978690640885,1579.7237905543789,1829.235506870898,895.356194888652,1677.712303316742,1023.3118723423603,922.8577121521408,1172.2200796855432,1820.3990304062381,2264.7065890550234,1086.069987093341,962.4558487161803,1054.3408151257775,961.1731017387042,2219.2730870143173,1560.2748671871277,1484.8531389610919,1093.8374342719076,834.6935677067364,654.21608557748,1433.0438102052929,1723.566265618103,1305.4813775185382,1201.6197410998425,1787.8030424902615,1392.1184694738974,1980.3527613018105,1119.1367827880463,625.3218728537972,753.7926177151712,666.8063237852696,803.6892968412517,702.6560160658968,843.5265543863716,885.1094475277025,1435.3696747653134,702.6560160658968,748.233943314839,595.0613385828883,866.7139352790578,550.9983234585969,386.53109723034976,420.22680943059606,720.3337222668207,985.3935697094365,989.4672896211545,794.9680279508722,1197.390961417008,812.7621365131918,1087.2577508158442,1252.7732379288823,777.143184153171,1045.0134842074872,1733.7660225876925,1771.4845900836826,1405.7505847743703,1837.4262568508314,2165.1098945490676,1434.7456816552992,1632.145452642047,1645.1910510366022,895.7745597545488,903.8344111119693,1115.574895630482
0.35000000000000003,1141.726989184771,833.8255089259211,1117.0362502238706,785.4471224196382,643.3597064877649,834.6935677067364,774.9982673172588,1022.7291742398579,682.3088631722309,881.8412332795979,944.6513793138686,751.3075103159514,1267.5233912076922,812.1105282722499,817.7246825595828,1108.7628568624357,989.4775076349575,583.0034913422678,661.7702285021533,997.7904242861816,817.7246825595828,971.4321659369264,1061.1126351018174,1351.916128406763,472.4927083802066,1108.821279073267,1103.2266205969077,1515.3051456641367,1125.7884692412713,1036.8229295702085,1489.6952034218084,1725.2486544953047,845.6631471135529,1593.8375871821331,974.6390333806174,890.1873838297377,1127.726717014242,1779.4006620164446,2155.2089572641244,1080.0406798008228,934.5480310983601,1025.7722252448223,938.0753543979273,2163.362596156884,1451.482404591636,1405.3349809003016,1074.5636575238382,834.6935677067363,647.6489852382476,1337.7848942015676,1631.2360405467616,1223.941584580476,1141.9381372168325,1707.8301963432584,1349.898376371827,1842.1475016806673,1070.5168452756366,623.8090120652902,744.7993833710343,650.7222390826876,801.0251437286709,664.0605945175649,818.6542374649816,878.9815458125064,1337.7848942015676,691.9065967426677,714.5464129042246,577.9502839498093,847.0875422650073,536.1402894894272,373.4724168978202,417.85777193562865,688.0675033144927,906.4996696249949,932.0820493162785,738.0880297703084,1129.606763606487,781.3114500111003,1061.2378372196456,1161.8151007297606,746.0032445147069,1034.0567207691113,1595.748723032205,1731.839869136203,1342.140208668528,1696.377888420046,2098.95461166448,1362.308843632714,1515.1785386979795,1536.2017331629595,853.8829560570023,869.7507435242177,1099.019084262322
0.36,1132.2744617454025,767.7748525257551,1082.4960592077077,765.2789276524134,571.5295313670782,802.7163808720992,751.5283223623312,989.4775076349574,666.8063237852695,834.6935677067364,904.878824614218,728.4970702319307,1184.86469232665,793.6592984578516,817.1632671308496,1107.711819429938,970.6722826547663,566.7369621156465,623.4817625293565,947.0029281802472,778.9295845829172,952.2177976548124,976.5631538468325,1234.876039135454,470.058077344426,1027.598055847801,1072.3861143453394,1472.7832573966061,1089.4560494851628,1022.7291742398579,1430.5084404425977,1590.873488950683,819.2119704082211,1510.3452815004944,946.7677732936094,864.9983640504677,1085.899357108507,1644.579213160303,2066.436537552635,1059.9978690640885,906.3811785907554,970.8922151896517,906.3811785907554,2026.6721285852764,1391.0715540929236,1365.5313299563898,1049.6391090447246,834.6935677067364,629.6541199218992,1215.8819715320785,1511.0711996298642,1170.214140136828,1085.899357108507,1644.579213160303,1268.2369125262783,1730.7121877366749,1025.059966649868,615.6277736669467,733.8512888156049,627.5911640365591,794.2548359930772,636.653260774923,803.6892968412517,847.0875422650073,1245.516705362836,682.3088631722309,682.3088631722309,565.6834303139831,802.2795678425817,494.0763637674571,350.0879766721718,412.153819790331,619.0374070435796,885.7777426781784,891.771753391569,686.4726220600692,1086.456519790397,761.477289531187,1024.5152118092478,1118.380962990915,713.196537520989,1024.6356472173295,1477.3425690966933,1611.3874888790447,1256.0590170391242,1570.9517292286578,2029.000290301854,1253.7443735800075,1421.9169236205526,1483.8916624922995,820.0614122679062,796.8335984784113,1099.019084262322
0.37,1127.726717014242,733.8512888156049,1059.9978690640885,748.233943314839,549.0806095355805,754.5016275682369,728.4970702319307,970.7572275028327,640.3572113624275,834.6935677067364,885.1094475277025,702.6560160658968,1127.726717014242,760.52821131929,760.52821131929,1080.0406798008228,929.9448136572021,556.2195342976412,608.7950640130589,904.7432325838109,754.5016275682369,931.8260527503046,933.5643425751597,1181.945363278557,455.052719158934,948.7412180051022,1023.5061050431946,1390.8098252476798,1075.4542925861942,989.4775076349575,1365.945584949549,1491.0110058283321,797.273863464493,1474.867403447286,924.6839937244496,843.0849050523897,1045.3052577675726,1553.8695402369535,1892.4029607795396,1042.8375986738163,856.639980550586,948.7412180051022,887.2702610212893,1898.8141533913133,1288.2947841949076,1320.76920605928,1022.7291742398579,834.6935677067364,608.7950640130589,1168.4551699323667,1403.7734075883777,1124.3239868965754,1035.0803202914403,1582.8601898049933,1210.8333749473848,1630.3113945127598,960.2244794435035,589.0112836033679,728.4970702319307,615.2861381842523,787.1065693896924,618.2457699544166,794.2548359930772,767.6070476885695,1199.4068842791917,666.8063237852695,653.7793335732945,555.9584737556889,719.5753115562507,465.74191241074084,345.5100956552769,403.7407710713293,574.0149216566119,840.3667680709365,854.0767187702888,626.3398762126964,1038.571278917926,737.3514448357621,972.817995721604,1059.5726307294394,689.5820056512672,992.7550309792559,1401.982517382823,1560.0641159555316,1209.656270759968,1494.9832778510568,1981.4534980419185,1197.8854513117863,1254.515921399713,1416.3648366078694,798.2270082331329,755.7007835642412,1093.4562507101136
0.38,1120.0039413016448,710.0938605504115,1024.3801521969485,739.6475434553279,522.4672689687277,720.3337222668207,709.0668420561923,947.0029281802471,599.8358322484514,817.7246825595828,840.6999986488884,702.6560160658968,1088.48595278314,745.4862953597956,756.5940455578657,1070.4558908161007,889.7011762015748,540.640360701896,589.2318351168824,858.5276662376176,720.3337222668207,901.0822477628265,876.6032775148755,1127.726717014242,440.0331111664572,882.4948761292189,948.8155549649616,1302.1616150380332,1016.363992716158,976.7769450097452,1311.0784203230735,1392.7484920220004,765.91235649683,1436.9972565708524,914.0536783798912,823.8998288266944,1014.7130147590674,1478.1280823983893,1822.50212919328,1024.2506997423402,840.6999986488884,911.6112782587666,847.0875422650073,1752.4644392986681,1213.8661721288288,1211.1218293369539,983.7029982915876,834.6935677067364,597.7631199049825,1096.4988223473633,1351.036543121575,1076.1710134977434,989.4775076349575,1505.263854594906,1185.4097847423793,1516.1519348709917,945.1216890871444,577.9502839498093,717.6937155720759,592.9956372292796,783.7426792233937,587.2387651090057,751.6655881559767,697.9597281235906,1127.1064777268914,659.9420006160087,615.6277736669467,548.1781559247493,680.543296697721,454.3606383577476,339.867541348512,399.5734405619676,556.2195342976412,777.6610161949079,813.0744029767789,619.3681476088757,984.4334860308833,700.4389848340229,925.9694438571687,998.8228236852692,665.6683189387286,950.4942079822197,1297.2977462039225,1536.036456168436,1184.385639882299,1418.3135927746227,1957.8109425486496,1145.6329463630257,1147.2797083552323,1350.056638444479,785.9428565199106,724.2476342303522,1086.9790649487443
0.39,1096.4988223473633,702.6560160658968,971.4321659369264,720.3337222668207,486.15777030816525,720.3337222668207,691.9065967426677,944.945322922166,583.2526250932524,779.9619351476603,817.7246825595828,666.5281718904503,1043.7780196911979,720.660256185425,720.3337222668207,1042.8375986738163,843.5265543863715,527.5448629007934,572.1344197167459,803.6892968412517,702.7843933776742,848.2815970507044,834.6935677067364,1081.8858448826602,440.03311116645716,819.8907258141071,892.7496572425505,1195.046698422339,952.6550164178047,947.0029281802471,1209.0916101106516,1265.0851691532723,748.725714035017,1400.9094410820155,906.4211780013767,812.8122975581671,953.1949671650794,1401.1175172065186,1679.6506039520625,1022.7291742398579,804.2507122699849,877.2657333322518,847.0875422650073,1633.0457453060606,1187.007546088989,1182.9051609786818,971.4321659369264,834.6935677067364,589.2318351168824,1086.4244972913411,1256.803410326731,1026.0258128285695,957.9333972550563,1454.6784350498776,1152.0232585656413,1409.0627773598574,914.4788909936734,571.8920920403683,691.9065967426677,565.4449401059086,761.2817387710156,572.1344197167459,739.9909994497083,639.3049946277126,1067.0093749564815,630.3851262711905,608.7950640130589,542.0087505502821,616.4796942547504,445.541354005931,335.4728177879068,390.8778706106234,527.3375978981461,750.1912412964159,761.0973355449017,619.3681476088757,952.5416820161644,669.4275098066138,892.2686145956026,949.7539311116002,635.6316299165934,912.3563078996432,1185.1578399149662,1504.5488286868592,1144.3328711060205,1390.4810800453631,1890.32961771208,1097.072092519049,1099.8879351412802,1255.257642767864,760.6341948940209,706.3498031913311,1063.0110615100675
0.4,1049.7017068299251,673.0073395400541,887.8104643946862,705.8654488603318,465.61062010393954,712.0837013457431,676.8181993658144,906.4211780013767,563.2678627160203,760.52821131929,785.3217729646917,630.1125986840717,973.5700775660539,696.2063644719594,683.2610578688359,1042.8375986738163,789.0955573039616,519.2714947427017,563.2678627160203,768.4460718744957,682.3088631722309,809.3034511285841,809.3034511285841,1050.5490333418047,440.0331111664572,758.3777816433844,876.9389119074414,1141.726989184771,924.6839937244496,891.8619896951615,1168.898100491564,1195.2983332432605,736.1697906714942,1376.4147387592884,905.4211927358454,779.3663976124346,909.4741781527825,1338.860666723979,1579.5897558045635,971.4321659369264,779.3663976124346,858.5276662376175,809.3034511285841,1551.1556592265113,1145.6011604516202,1132.2744617454025,949.1757904613161,819.2739407352476,589.2318351168824,1018.8268188541545,1199.561484005937,957.9333972550563,943.4756048806796,1400.9294770915008,1126.5637683504597,1291.2130338573666,914.0536783798912,563.2678627160203,682.3088631722309,556.2195342976412,728.4970702319307,563.2678627160203,728.4970702319307,589.2318351168824,970.551041407017,587.4813072331681,563.9275439778775,532.5192229643311,571.292526302756,430.9578316629287,327.0787957429352,380.8369423592014,501.65577791191356,726.8424072120285,742.0208713637717,586.4746333700724,906.650489544817,657.6800383444725,857.9836494944487,909.7305704306613,619.3681476088757,878.7578919527717,1131.2888821433105,1371.8519748311928,1124.565573334109,1270.3237176205234,1738.5382754783543,1080.5994501120829,1057.571255320789,1200.6338369012803,739.1781771300125,669.4275098066138,1045.0134842074872
0.41000000000000003,1010.4178922471539,650.0664142457747,830.9928572335789,685.6680699218837,442.1353245204854,682.3088631722308,643.4402524652453,896.9577056023368,544.4200120142488,757.5775869982217,750.8419933941036,597.8331345290169,932.5553688274715,671.6334128978991,682.3088631722308,989.4775076349575,728.627067822838,502.5370446007262,548.1781559247493,733.8512888156049,656.9916769253459,752.8407374583235,760.52821131929,1023.5789423060075,440.0331111664572,732.5662763555231,813.2693555971266,1127.726717014242,902.166984006081,876.9389119074414,1114.7983868333267,1144.3176068279638,712.0837013457431,1320.4567378297334,905.4211927358451,760.52821131929,905.4211927358451,1273.2967837745582,1511.0711996298642,971.4321659369264,758.4011817600947,847.0875422650073,766.5457853412463,1371.000871401586,1123.687936677095,1094.8085568604351,922.1327180417554,817.7246825595828,578.4252639748139,957.9333972550563,1158.4252910675357,919.6001093059401,914.0536783798912,1323.717132266824,1105.02070013012,1202.5631089345502,906.1811815376491,550.9983234585969,647.6489852382476,530.9758249297213,680.1125976496642,546.6974986348771,720.3337222668207,575.781081796033,932.7953652911991,556.2195342976412,546.6974986348771,527.3375978981461,546.6974986348771,416.86767846391194,325.172578060519,366.6712972808846,477.3484869166725,703.7927151159713,726.9540665244015,554.8896905866601,868.4028905945538,647.3781803031129,834.1042392012761,859.4366816705276,599.1419829116903,838.3130724874175,1076.202352961579,1234.1710136965212,1097.684004209792,1189.7025634562287,1619.0435572460137,1029.144411946454,996.6812497890293,1175.813035581596,721.4230392580744,657.6800383444725,1025.216220670923
0.42,941.829520674215,609.6149891715257,779.3663976124346,664.7470268344914,431.50251807762163,667.5684957504217,609.6149891715257,876.9389119074414,505.8698679765622,739.6475434553279,729.8351270187387,576.1328263769772,839.7630090108224,660.7657193963203,674.255889589487,971.4321659369264,675.4076176179396,486.02502639130836,537.7325322740754,704.9026190220013,624.5654424595441,707.6016416691109,734.5468393723718,965.7330413207246,436.0412322444326,712.0837013457431,779.3663976124346,1089.4560494851628,850.6697066221004,847.0875422650073,1083.3048075489419,1088.5465838270163,693.1965270614556,1220.104196358377,885.9197525877978,742.312881389967,893.489094060044,1187.698445018512,1433.5825141117953,954.6542565326138,729.1395764619718,797.0712175810587,739.6475434553279,1195.6916677914246,1086.7882835545997,1080.0406798008228,905.4211927358452,817.7246825595828,535.3632603243291,947.0029281802471,1108.8307511252103,885.1094475277025,893.489094060044,1273.076789037429,1074.105355170127,1151.4124173518942,891.8619896951615,538.9860071121566,638.2125719871868,523.0192327708844,654.9031953821037,532.5192229643311,720.3337222668206,563.9275439778775,887.5468569526803,542.7490791952184,528.584990023258,515.3764479048534,527.9593929060885,400.8719393749404,323.62655383883583,349.23499188577455,463.1161169778384,687.7259195367099,689.5820056512672,517.4228266284983,839.4520041167377,638.8169912755377,786.9989317990811,834.2225729545355,581.0679314006195,795.1615067727456,990.970386065723,1152.2148801864403,1063.5481010315714,1150.0243825652676,1485.6826838789866,962.7402328316136,960.1217947364938,1131.2888821433105,703.4264679764608,614.8539099873915,974.8677881291244
0.43,826.6753616815624,589.2318351168824,742.4021524989837,647.6489852382476,426.6328809909446,654.21608557748,589.2318351168824,835.1352170407182,478.41150004913226,724.2521292900736,702.6560160658968,562.8280752081156,759.7202203408661,636.9257883620418,630.1050646877311,926.3464639009803,638.5300642300765,477.3484869166725,527.3375978981461,691.9065967426677,608.7950640130589,677.5502878733367,716.0437113878605,941.4179996225987,426.6328809909446,677.5502878733367,754.1351919569757,1080.1826155763488,819.2739407352476,847.0875422650073,1055.0844744885012,1060.6627752469085,677.5502878733367,1174.3947313585572,847.0875422650073,706.5888625306563,861.4161996933763,1168.332263402615,1334.2621386783712,941.4179996225987,712.8102200954468,743.7690153878934,724.2521292900736,1182.9442957249896,1066.3481241083625,1033.6437305235804,880.8607690051668,794.726559035486,517.3504981267556,941.1240560143013,1083.1049121962717,858.7755326902942,860.9071841833124,1203.6779981937495,1051.074528461147,1117.473861174741,834.6935677067364,532.5192229643311,612.0747646469251,512.3505791302232,619.5547680981517,519.7711931464596,705.8654488603318,542.458229195698,838.9334013129615,529.824777929915,499.64274302861656,505.01787451967766,505.01787451967766,389.13393637134163,320.2150422476492,335.7289421928904,450.3959789450313,665.2580607265224,662.7401192962602,498.5560270246057,824.6780740444765,614.363629921774,760.7696975177319,798.2270082331329,570.6416560945113,754.7153873916857,948.8231645933381,1099.019084262322,1024.6356472173295,1106.5526213626738,1402.9804381679546,928.1032630274808,939.4492339829923,1093.3620935979789,683.425429933741,595.894808428016,936.3777659183295
