,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0.1,2923.9039612426336,3639.4471417380637,2395.739198274402,2187.823512835168,1191.8438385956476,1427.8567493496744,2711.5409383083766,2804.7301040961274,1240.4437885642174,3461.141817596581,2331.54940978802,2228.163128946389,2961.965115828125,1860.3149207985957,2391.376403552778,3635.322824476674,2391.376403552778,1556.244186121091,1625.7842370554215,2241.52697158111,2769.1490746977324,1383.5781363808978,3775.572384341909,5352.02546546035,779.3663976124346,3886.053218431513,2955.279343525176,4150.678198529429,4196.24613162087,2794.568221255438,2909.349800743113,4499.840237193991,4152.69214003922,8136.872823707362,2676.9656714271523,3359.0710769054745,4371.317547490286,4501.386000873192,5866.99193481021,2261.108087620956,2450.1297002835204,3105.5856222785833,2314.0015513509325,4532.094174508177,6829.953791641767,4056.5448687282815,2562.519952185853,1617.3520421001313,1127.726717014242,2450.1297002835204,4017.4879261529477,4423.8167220752875,2616.8987263392482,5381.478001121372,3600.5067224551703,2742.499149867776,3042.716717565836,1127.726717014242,1080.0406798008228,1519.9552874945575,1677.712303316742,1871.7016074586718,1758.962029931717,1848.0443016624263,3381.83958649344,936.6346831617363,1921.651232388288,834.6935677067364,2411.0479762115906,1458.4976652681996,1025.7722252448225,725.9751300988225,1263.8915440592014,3056.4607789066054,2726.290974679477,2440.215615378589,3138.65846664605,1811.0186677486147,2814.739360295136,3915.5599520939836,1258.8993113391489,2486.6689646744553,3577.564980656809,2995.1153580101827,4347.3562227894845,4518.247439005995,3961.5941817290113,2896.6072356138507,3171.125614747709,3381.2781544117834,1346.5041416432566,2752.8504326501366,2912.3899554608524
0.11,2741.4401138194444,3495.194609115512,2395.3029188022397,2187.823512835168,1150.6468991276342,1353.8087785286652,2631.2829876986752,2637.560711676629,1194.9528837784992,3277.5586540979866,2215.446645261131,2148.8328320848173,2931.535401286021,1835.6345805487263,2326.327299033167,3570.3523926147323,2274.32932941855,1492.9232463956196,1608.7048944602816,2194.108971656324,2645.619049709331,1383.5781363808978,3535.424770104423,5326.301133333888,779.3663976124346,3801.9159634242405,2914.698847593973,4027.0220772947805,4035.8025734232046,2703.4809615554286,2831.488197054909,4457.8174895970815,3937.6586467227244,7664.725156353764,2552.143911707528,3068.7634388673646,4055.3639570709406,4498.619284843893,5629.336555656508,2261.108087620956,2394.4628654542353,2958.9141953672874,2221.9458555412634,4501.386000873192,6665.356477759558,4006.728592301148,2495.626399257925,1586.3266941234438,1116.6632729921132,2423.365591149523,3919.867611382678,4401.902674556776,2616.8987263392482,5259.545195770601,3495.194609115512,2697.0639055583683,2963.39452176645,1125.7884692412713,1080.0406798008228,1491.7127302804406,1645.7136786211431,1766.7591386913746,1744.441382572724,1796.5802128958162,3355.9174512398436,929.9006238828883,1901.2885378434585,832.3806236610135,2309.8357757917465,1413.264887756145,970.6722826547657,711.1509634729315,1245.5167053628359,2947.78213938699,2698.650029435892,2343.637770413796,3131.3148101238016,1771.4845900836826,2696.0117238593975,3835.5062191353127,1251.6073066256963,2433.2821756525495,3498.694153646736,2962.724728490661,4078.956395592266,4493.143066687026,3936.3302329716016,2814.485161099185,3131.3148101238016,3346.1373711307665,1346.5041416432566,2709.764510818967,2770.945575522351
0.12,2617.3393228675486,3375.5384456614784,2363.8308777702473,2166.8214902607683,1125.7884692412713,1260.5228175280922,2550.9094718091164,2500.8540922269,1175.5892132240735,3122.5455768630845,2084.869873285677,2069.331600710604,2886.3792641037694,1807.7940123876037,2202.307606290855,3446.21832774618,2217.372657831301,1411.5824411877827,1589.152359062425,2166.8214902607683,2550.9094718091164,1345.9147927477102,3444.6030291018956,5197.4650670066585,771.940576110636,3746.703586362987,2914.698847593973,4009.5030368147272,3923.8452372613874,2626.0892298176745,2788.799423368615,4349.24068946866,3715.8933009556986,7340.577874868939,2414.989612991729,2884.749001285084,3897.067736639886,4432.218100140775,5471.456257924584,2261.108087620956,2318.31152623611,2789.0975938520287,2187.823512835168,4497.217150931057,6625.504515920135,3943.5387017632074,2393.221256187541,1533.3026321327027,1089.4560494851628,2423.365591149523,3827.9725333889196,4388.493435736986,2616.8987263392482,5150.2182658927195,3444.6030291018956,2673.2583518926444,2935.161942263361,1091.7097368010668,1075.4542925861942,1438.9354770375367,1609.5195834351925,1690.121933387324,1682.8665445239178,1716.4923972873116,3332.217132164571,926.3533153751499,1881.043696233813,819.2739407352476,2222.84812817322,1336.6301942711002,926.3533153751499,702.6560160658968,1202.3058267978117,2908.954312642157,2661.274809157102,2288.554693947899,3106.0331771970777,1771.4845900836826,2541.5002250650296,3750.761784881198,1238.7368100654535,2385.0218703997143,3483.480329502967,2941.1729806580743,3915.982641759303,4468.864851570453,3889.991232059012,2751.505924575258,3100.2290512731392,3329.5178406917858,1330.780420351734,2678.7791347035104,2668.0868553408877
0.13,2395.739198274402,3042.83613976076,2363.8308777702473,2158.7080723082986,1089.4560494851628,1213.8661721288288,2395.938504710361,2375.381611305299,1148.313080338415,2963.5533446484865,2059.209515354215,1978.2250611792151,2840.311133494523,1698.1924705747733,2124.517278447768,3251.016842748816,2136.292322075437,1301.5873631236896,1528.5730100497167,2130.077665449665,2453.3385672569916,1306.7312277402862,3280.3309337000906,5009.953749777914,760.52821131929,3709.973587521388,2908.5415812747074,3926.268610288272,3839.638996978152,2487.406386154757,2769.1490746977324,4281.742557162845,3462.327609018687,7036.146074416367,2305.1284974485047,2734.2787770229693,3730.363901912321,4415.415344009801,5307.780230671744,2219.8879165717804,2264.4457685585357,2680.601551686677,2124.517278447768,4479.24156045041,6447.951046385413,3819.1279405429805,2319.0952295439993,1489.2916980500822,1080.0406798008228,2378.1117846863112,3682.9943199227127,4352.723084314373,2568.798173383153,4949.648465889169,3355.9174512398436,2616.8987263392482,2856.0204654079375,1081.9710063479756,1073.2959927204865,1396.24570169974,1559.6365373841436,1564.1837340582156,1641.1351255772406,1646.980374230875,3262.421422294653,924.6839937244496,1878.0542278257676,819.2739407352476,2136.292322075437,1285.6697074741974,882.4948761292189,679.5001330252504,1186.5259970828752,2806.1044319057646,2625.9598460189154,2184.09041356985,3080.9844735718098,1756.4342238183276,2400.845855433422,3583.47047925526,1234.1910286190814,2350.4409642976734,3483.480329502967,2939.375886394469,3736.0106194432988,4388.988231231966,3879.530847829603,2705.841752683764,3096.2208421802447,3260.086445540491,1330.780420351734,2632.6923900235674,2559.4137000070605
0.14,2262.422292142172,2822.8527932165684,2327.3604518173347,2155.2089572641244,1080.1542284212437,1186.6620966242278,2267.7910944538826,2290.6776893482897,1125.8659991521902,2874.18335445213,2004.1930578689712,1952.5344676593652,2769.671372169742,1571.0681034529425,2067.468969295266,3121.553350013307,2067.841495578334,1199.561484005937,1485.1759432584731,2101.3245030094463,2337.1470474469043,1291.4642502431466,3034.3777955747973,4707.606580200421,728.4970702319307,3709.973587521388,2873.0524012848505,3807.8240793604778,3639.447141738064,2396.35154939189,2742.499149867776,4158.615198005588,3359.3209618304895,6415.151121826447,2231.78898915399,2569.7020519268526,3497.7175659804193,4336.075193196632,5133.118886202348,2187.823512835168,2217.5555857396994,2544.2774488333157,2068.559730955395,4430.537824527678,6268.419415881512,3735.8146032483555,2261.707837859968,1446.688358904274,1066.6260388528476,2345.660513136817,3573.2680912123824,4218.190633910067,2498.6476358855125,4723.123531476087,3251.016842748816,2574.7724277544826,2769.1490746977324,1066.6260388528476,1073.2959927204865,1327.7083044595875,1494.3265958904738,1493.6491645249896,1571.0681034529425,1548.8407916805554,3185.838009938993,914.4788909936738,1808.7740972156203,819.2739407352476,2067.468969295266,1208.474532695151,843.5265543863715,659.3694091121557,1171.87534279097,2680.143228368307,2593.653681812194,2117.1974410136113,3056.4607789066054,1752.678835625194,2321.2392465153766,3478.2046460397005,1222.4109255261974,2300.0439314643804,3478.2046460397005,2912.0816655899725,3527.2610837160505,4302.241927750251,3857.302531342109,2651.258188639639,3071.4821003626753,3139.9571525701167,1330.780420351734,2606.73306050942,2434.6878021297466
0.15,2129.7044565468914,2623.6999545449407,2283.2463864182755,2155.2089572641244,1045.9221725410116,1136.0554727211497,2155.2089572641244,2163.362596156885,1092.2731586300429,2762.411675645938,1971.8467458433613,1841.9089920943416,2694.8130940407973,1466.3705361774826,1952.534467659365,2974.897397616464,1973.1979037432063,1157.5208294893673,1454.561229813557,2094.7380107984795,2267.10559001107,1246.0803627849048,2934.2406464157775,4421.237396030185,720.3337222668207,3709.9735875213873,2831.488197054909,3546.106173336264,3584.0835367434493,2311.86316005483,2742.499149867776,4056.5448687282815,3078.746628328266,5979.541698723358,2123.3173841920475,2409.3368237766817,3409.9541314222342,4305.170852711009,4808.93404198116,2155.2089572641244,2157.7537682053417,2440.99675356568,2010.4499823598098,4340.237165976067,5845.907676987546,3519.351901554068,2190.7813758098296,1403.2533931792302,1045.9221725410116,2330.480337335438,3452.6933347212143,4037.0264934588813,2434.0712348031216,4503.541800145886,3116.592215764422,2523.544388538487,2680.6729909616597,1045.9221725410116,1059.9978690640885,1297.4934435018629,1437.752555636674,1414.5724194681432,1558.8192326569251,1464.2396378863132,3142.9084540645536,906.4211780013766,1767.625484109115,818.1119971034989,1936.5866204338017,1159.7354822853533,789.6318220793671,639.6065875810932,1136.0554727211497,2632.6923900235674,2510.882305616489,1972.3829248671937,3040.0319515766673,1726.6076432517052,2270.563967143528,3457.7839645140434,1216.5878999544639,2250.6657816783377,3458.1946808813436,2881.5373211155315,3278.735780435026,4244.57584088134,3826.924500748494,2582.878456267375,3056.4607789066054,3062.469307489033,1316.6588218214915,2596.8471868843944,2314.983618033194
0.16,1996.4299429828245,2429.417982880334,2205.816582410286,2067.468969295266,1014.7487742546815,1127.261537548729,2056.0369052474584,2057.144651868951,1080.0406798008228,2652.3227970932107,1943.8961309265273,1738.0480368792753,2605.1081853060887,1431.5419054986633,1916.9666341136253,2806.552548112036,1905.7798482238802,1127.261537548729,1390.0687895315775,2094.7380107984795,2181.522906062848,1208.137555230546,2725.4364800096027,4168.4364553151845,720.3337222668207,3677.06915516647,2782.206511497961,3502.506459943152,3494.3989649547602,2228.3290696365443,2742.499149867776,3970.8114329461437,2860.278449377165,5565.324953729734,2036.4207021374611,2291.3597167663925,3176.8257258448843,4214.274638780122,4578.172784519283,2073.0568635412806,2108.3902292038756,2333.288234301731,1963.265657411774,4253.107973715088,5518.469356974595,3441.0052160059477,2151.3708554495147,1376.5251158083577,1022.7291742398579,2323.2858045247317,3350.229374661778,3954.890856686642,2363.8308777702473,4273.309782167689,2962.60040735627,2460.5179784273582,2554.4498794101723,1025.1570830002852,1042.8375986738163,1251.496940480622,1399.6225280663384,1334.0940364465641,1486.5505959432662,1393.2047713921615,3122.545576863084,902.166984006081,1745.9668486656192,817.7246825595828,1834.9390706610752,1125.1610049845526,747.410376046726,621.7456590910768,1117.0362502238706,2524.7616196811573,2491.031331620199,1921.872113162894,3040.0319515766673,1681.4207561764679,2191.1319565119834,3229.2256170039254,1213.1188910874237,2216.0470469883594,3367.2754716645045,2853.5817182583633,3030.805345924814,4188.21417162295,3813.9700722167054,2543.483794617355,3052.51786034742,2942.7206056147556,1309.6914449174558,2553.043283719102,2218.0912687496334
0.17,1885.91660057235,2265.050701184601,2102.0563354773317,2003.1555891164044,971.4321659369264,1090.3011822286269,1885.91660057235,1964.148801363868,1061.5936439028562,2567.771472034419,1862.802373850822,1609.5195834351925,2502.3415339683497,1343.0693758733412,1786.3428823467252,2671.4046921253907,1832.2961330880007,1090.3011822286269,1327.7083044595875,2067.468969295266,2105.4188950740117,1187.6984450185118,2556.048470525082,3969.2613049439124,720.3337222668208,3639.4471417380646,2769.1490746977324,3439.8166081460226,3441.0052160059477,2164.7212880033285,2697.994333625166,3930.4831720741577,2676.7589189094847,5201.101541687199,1920.8605663056285,2168.5216742614284,2942.252105852472,4011.0437843480518,4525.162733396875,2003.1555891164044,2044.7554709573747,2261.108087620956,1885.3034204384605,4158.118356759932,5139.531153586238,3282.789692233161,2079.8150314646023,1325.883540929476,978.3010125247707,2301.531632213161,3332.217132164571,3897.4715091575836,2310.3827547648234,4036.9869549887308,2849.2376591864577,2411.0479762115906,2417.81543872899,990.4616478222491,1027.8009259147987,1199.3483264678032,1344.312140852819,1236.5199253948222,1432.4195818317842,1355.589210120566,3069.3041733294326,891.8619896951615,1681.326450479924,817.7246825595828,1748.5658849188387,1090.1763042628197,712.0837013457431,615.1601980866651,1087.022719922703,2439.182963433951,2456.300494508319,1769.0289705671273,3031.239325728743,1653.5563491831283,2137.2304525869285,3031.7538670006547,1209.258584607589,2145.918557530474,3273.6798413461684,2839.5002195930097,3016.6012289324913,4103.011312794911,3808.98741712813,2479.231876484325,3040.0319515766673,2841.1899994328523,1309.6914449174558,2498.099970760523,2137.2304525869285
0.18,1775.6001996221871,2161.9353826943407,1993.4033828422785,1952.534467659365,935.3970822632315,1080.0406798008228,1775.6001996221871,1843.1360540079572,1026.4261275992517,2395.739198274402,1807.794012387604,1528.8393753592509,2496.800686844093,1283.0654204092414,1696.326748422614,2608.0134722233806,1745.9668486656192,1076.5334425190476,1257.4404663666248,2067.468969295266,2022.1763144420138,1184.6270898162238,2408.999866854459,3838.6711158474764,720.3337222668207,3512.467613935689,2706.164390246914,3355.9174512398436,3289.9929816683753,2098.2508066443283,2671.4046921253907,3877.041493296447,2524.472299275809,4758.919694479041,1832.2961330880007,2077.845179149884,2785.306012167822,3902.574995744071,4457.316716347294,1952.534467659365,1961.8043611876826,2191.3729484047617,1833.9653568183635,4056.5448687282815,4830.276432654501,3116.4169744017727,2000.9116922312846,1225.4175031274374,949.6103629175295,2284.675294982682,3278.6645629042023,3648.7146823906323,2261.108087620956,3874.3430338059493,2735.696641701383,2357.4120226368723,2318.532049350028,952.249553336155,1009.7029150835722,1168.3444372925674,1269.7472452468235,1177.2737799933384,1383.5781363808978,1306.557901789179,3049.547329305057,888.3506677680825,1652.4382917071523,803.6892968412517,1644.9981430108103,1058.1325969097518,669.8550116458775,589.2318351168824,1066.380968419159,2353.225621696834,2425.4780958042934,1634.5047433376494,2946.3325957358884,1616.551739610219,2093.6975006729617,2921.473498607241,1208.364833003628,2088.448979366359,3161.1641891922836,2820.7201299770304,2904.8602649344484,4006.50823456154,3800.223421952879,2400.9071450830133,3016.6012289324913,2750.609585858673,1291.5761032764274,2464.2807335136035,2041.3871822169672
0.19,1672.592523365447,2032.3438568635875,1877.7270921641787,1821.583941328151,905.4211927358451,1059.9978690640885,1645.7136786211431,1760.044961703892,1022.7291742398579,2282.4404254337196,1745.9668486656192,1466.3705361774826,2492.103536499426,1228.172707712764,1618.5656937777605,2427.27557919891,1674.8340610607834,1049.315203794927,1206.7653838346089,2041.6581757294798,1910.8617656663473,1172.2200796855432,2289.491719257664,3578.1676285248477,672.1415275413342,3427.391173643374,2641.0237979701187,3313.0406406455268,3144.168226317469,2035.6637568717997,2572.1742425532666,3811.676948218156,2337.3889431391403,4364.01582166133,1712.864702855609,1986.112551295611,2662.6837375996097,3681.029367106304,4305.170852711009,1851.7254874032778,1873.8004940406051,2106.954363317254,1750.6293337267016,3975.24592483597,4437.188760720602,2908.0354161845144,1946.7755765041416,1195.2983332432605,941.1240560143015,2266.0164419409257,3274.2409276793414,3470.2255127941166,2213.8279398217846,3604.502431771068,2634.408051631581,2335.160165612593,2212.6447946319204,912.8324783193291,975.9217803580943,1130.0043643689569,1229.520617571183,1140.2145847944723,1311.0784203230735,1235.7489329561727,3032.4707999570037,885.1094475277025,1629.1571150375376,789.0438825598528,1547.5850538077502,1019.4483509418338,623.8090120652902,571.8920920403683,1040.431731032374,2353.225621696834,2375.662669167197,1559.0984557203928,2851.3286784719076,1569.410657486369,2026.190872549226,2785.5553951226993,1198.3617483240928,2025.2434822465948,3069.0786889297046,2801.959149720212,2745.2765070245014,3861.8169391459187,3800.223421952879,2345.936032081627,2995.1153580101827,2625.6424343047684,1256.1554605165875,2392.176986180564,1961.009052762252
0.2,1593.2258039369783,1912.2125518602945,1802.910699211119,1745.9668486656192,885.1094475277025,1059.9978690640885,1558.7549991936935,1645.7136786211431,979.3170575347875,2112.6868598346896,1707.8301963432584,1414.1459885179058,2450.1297002835204,1208.137555230546,1462.9520838768096,2327.3604518173347,1659.7232892169968,1023.7435245748459,1174.3257881471245,1983.4436828176406,1837.8998906301194,1172.2200796855432,2145.2179618113496,3441.0052160059477,654.21608557748,3218.8616137025924,2558.6699658728135,3185.838009938993,3016.976367731858,1931.6903350793023,2522.2490535824154,3734.2590342319786,2193.733341834394,4051.7807758194704,1648.5156007403139,1871.7016074586716,2473.314935120752,3511.746766681832,4134.140975796034,1751.5174261192885,1788.2929850777136,2029.3620891359076,1680.9337040712267,3931.0099922973936,4037.0264934588813,2779.2847800920845,1864.460675885639,1172.2200796855432,906.4211780013767,2261.108087620956,3218.8616137025924,3313.0406406455268,2163.1012564091498,3455.21286048605,2506.0354320511865,2301.531632213161,2130.077665449665,886.4599559611943,953.5347465573467,1089.4560494851628,1199.561484005937,1102.3567517261445,1234.8072143435293,1182.7486219934508,3020.841272673107,885.1094475277025,1574.0821460545224,760.52821131929,1457.0168552753985,956.2345002937205,603.1812865291765,563.9275439778775,1023.2147559919433,2353.225621696834,2280.9975258052186,1404.3220555145747,2751.505924575258,1539.7021720122648,1981.9403611659413,2645.962628287873,1190.3714036314962,1943.5694559730673,3043.3177170426543,2772.806183890805,2641.626389041166,3646.4525770918676,3787.3215149167527,2299.1910593261064,2995.1153580101827,2533.92430551561,1218.2424748830294,2320.512862782941,1892.6271491280272
0.21,1528.4731230586412,1823.4626276652496,1749.0751720396738,1656.9131972646037,862.2374745981707,1047.1560020878896,1457.7103781772707,1536.6500747127925,950.0449353737436,2067.468969295266,1694.578323411591,1356.1377294699828,2432.9337416918715,1180.3076091712066,1420.5523760288665,2187.126608399134,1653.5590605548211,989.4775076349575,1134.7140404096313,1929.138972341265,1729.1867216437806,1141.726989184771,2028.446564081993,3224.8907191487606,608.7950640130589,3013.5472786393107,2442.629467959454,3038.4475852288224,2874.479587799011,1832.2961330880007,2459.825426551103,3650.2592724993965,2039.6275682676965,3859.9217959391754,1545.7195337925812,1771.2142313132003,2336.4192097251293,3425.2075867561166,3998.9463705109074,1693.819307089167,1718.1003851429,1936.6975169824968,1600.5580047111748,3878.7669752087086,3757.676999035993,2636.421217899729,1801.689870916998,1135.5828463491816,888.8908711414795,2261.108087620956,3169.0574299794807,3125.1055396121947,2135.1956179650065,3364.5947292566684,2399.5130397254406,2293.9632006513275,2024.6576382881865,858.5276662376176,941.1240560143015,1068.779878122606,1178.1160633779714,1077.0730174854748,1189.7764602933444,1168.621268892066,2942.868341840209,885.1094475277025,1551.1556592265113,748.233943314839,1378.8033692055715,920.0066549728439,573.0679283419702,549.165214561596,981.5375572878238,2314.2509550853983,2210.3600175229376,1258.6170115022153,2657.7075872728446,1518.5529604884168,1957.8109425486496,2520.837210903939,1164.7935068189945,1858.03039302883,2952.4512379683365,2750.609585858673,2547.7848659859283,3479.050696574018,3784.0960381577206,2244.5081263827624,2969.89254157945,2447.246505582562,1195.421642373009,2230.0429154828953,1788.450572471084
0.22,1490.7990295781692,1722.2932179291206,1676.2731821887626,1550.3973887766754,834.6935677067364,1041.634664853095,1381.3390222800717,1490.5022141652612,939.8088510311135,1965.5248552543867,1617.3520421001313,1269.7472452468235,2395.739198274402,1163.4118494192342,1361.5562117794318,2067.468969295266,1559.6365373841436,969.9123993726062,1086.1408891329413,1878.2410696012703,1586.1126230755524,1125.0882917198794,1950.0638088376795,3011.795563364448,608.7950640130589,2798.5218216791563,2362.3772485995732,2899.565578430656,2710.3909127434936,1748.715423812731,2411.0479762115906,3639.4471417380637,1880.2963291318017,3699.03714781667,1464.7959619956262,1698.7948284353033,2193.1385041362423,3122.545576863084,3904.9941016614994,1603.409416123362,1606.3831841845815,1835.7736825262566,1528.8393753592509,3811.676948218156,3491.7386998220345,2509.571543949442,1724.7026493712415,1110.8750218609182,847.0875422650073,2261.108087620956,3030.214257040875,2957.347843806003,2102.0563354773317,3137.1869074905694,2309.6746649606907,2276.101843596241,1879.3853941989958,819.2739407352476,929.9006238828883,1026.2794004123164,1140.6069674111286,1057.4221136121457,1164.686931014714,1141.726989184771,2835.662763734799,885.1094475277025,1509.6193633711248,733.8512888156049,1255.1079922777674,884.4558046780818,556.2195342976412,543.1499306083347,941.4426168773147,2271.6689967639304,2155.0383834851605,1149.7979860405276,2508.3502712859163,1448.5764992307227,1895.2329316819666,2373.863583335869,1133.8662757359482,1754.0480973729982,2893.165194225412,2598.5093352959384,2419.5305176944744,3187.7096870202877,3668.4501389835955,2177.84491528901,2907.572574418747,2331.4473939951777,1171.9882259205328,2137.380819905415,1684.4838031501686
0.23,1436.9972565708524,1619.6539300872596,1621.2870664126003,1455.263040106258,817.7246825595828,1022.7291742398579,1292.9715485578258,1432.0554486139038,905.7011886101941,1890.983052711325,1589.1523590624247,1187.0939084551796,2363.8308777702473,1107.711819429938,1237.4642836089456,2028.446564081993,1502.746692859595,941.1240560143013,1063.7213436878803,1809.019118422624,1459.6341274018523,1089.4560494851628,1874.3173923157115,2843.068446337111,603.742664277565,2634.7555204335254,2265.3063392940367,2769.801946537744,2531.2647660754915,1664.760213164926,2363.8308777702473,3601.2246602855676,1767.2748702744186,3444.1533024649025,1392.1184694738974,1609.9112063684395,2111.669875808862,2979.593964495382,3817.0185144268576,1551.579703134393,1522.2948483169266,1751.5174261192885,1457.9522233656073,3792.686802026623,3229.818498250725,2349.068338452764,1654.6732935359119,1086.5760749010324,837.1668039770345,2261.108087620956,2974.95233192842,2834.686656719478,2051.492881909375,2974.95233192842,2229.6185781724057,2276.101843596241,1756.4530949493146,817.7246825595828,917.0301666763678,958.60833568915,1110.3226600522394,998.7879742843306,1129.0000855389671,1127.726717014242,2711.6662451571788,876.9389119074414,1399.6225280663384,720.3337222668207,1204.321626201062,850.772190333493,543.2262771396768,527.3375978981461,899.0160837756694,2201.9291195685187,2057.3704716687957,1086.9944149318426,2386.7871892688217,1448.5764992307227,1797.4859932423162,2310.4602532137146,1121.7763692041144,1655.9772462500855,2809.8415617627397,2513.4597313322224,2325.5975489099897,3099.7280251365282,3511.6145166797996,2123.744149808619,2796.6354957194044,2275.177803684512,1148.6664552960378,2029.000290301854,1619.5781429630977
0.24,1435.1245714503243,1521.910101477603,1578.5266632582432,1376.4147387592877,779.3663976124346,971.4321659369264,1178.958346762604,1383.5781363808978,886.4896816915821,1805.5965214581856,1543.1217970342973,1151.709572589093,2363.8308777702473,1107.711819429938,1193.5088536814417,1952.534467659365,1446.4405256769003,906.0611833057853,1022.7291742398579,1745.9668486656192,1352.1801639731623,1080.0406798008228,1799.018550098153,2689.252114739036,577.1896820927504,2486.232098568589,2181.1270919022545,2655.9333066757545,2353.5094213934913,1591.561686856814,2293.9632006513275,3537.052200710891,1640.5628064467526,3185.0828302697455,1321.7215461704423,1507.2896979810712,2028.1707332996964,2847.7649068160554,3625.3565845267794,1488.0811819349028,1441.326876943714,1676.5012808406777,1383.5781363808978,3612.0964322927457,3007.6605160459367,2261.108087620956,1602.1873826609958,1065.3171185266474,818.7162077920082,2231.78898915399,2861.265544880332,2673.7807292893995,2014.2041370543134,2826.810495430246,2149.45180454221,2266.0164419409257,1649.5289572280988,798.587832943857,889.4310745148762,906.4211780013766,1086.4244972913411,955.9540044410869,1092.8720653271953,1117.0362502238706,2586.012061761521,861.7003568318771,1246.0803627849048,705.8654488603318,1151.4124173518942,812.6719437009834,529.0992264946901,505.01787451967766,876.9389119074414,2108.4473563627434,2011.4414293479254,1056.1523388071098,2320.443643946992,1316.3689538929807,1721.8856939801713,2232.76948329887,1094.5598231526187,1573.936672062414,2710.5718302097803,2407.4582411840056,2275.039686515941,2939.9002295658856,3446.079464050992,2080.9310093689037,2715.279139972024,2212.943592598748,1133.0818515990584,1944.5158228474668,1590.8393392724965
0.25,1399.6225280663384,1414.1459885179058,1551.1556592265113,1285.8465867047307,768.4460718744957,971.4321659369264,1141.726989184771,1307.682176117771,843.5265543863715,1677.712303316742,1511.0711996298642,1114.7051425253876,2363.8308777702473,1082.8793953113418,1141.726989184771,1860.314920798596,1383.5781363808978,885.1094475277025,957.9333972550563,1669.7126471428423,1195.2983332432605,1059.9978690640885,1631.4057003589478,2500.333210389477,562.8280752081156,2363.8308777702473,2094.7380107984795,2545.1043379971616,2217.372657831301,1492.9232463956196,2261.108087620956,3494.316987013325,1528.8393753592509,2914.698847593973,1216.5619918456675,1427.3830122231825,1916.5413979392097,2742.499149867776,3467.070774707111,1436.9972565708524,1365.945584949549,1570.314592802547,1311.0784203230735,3441.0052160059477,2802.8093610937553,2187.823512835168,1528.8393753592509,1048.6211746748077,803.6892968412517,2155.2089572641244,2749.2151184112568,2537.8186159858656,1983.4436828176406,2697.0639055583683,2076.7821263719575,2266.0164419409257,1551.1556592265113,779.3663976124346,863.4849952911484,883.0668136226373,1066.3481241083625,941.1240560143013,1066.3481241083625,1088.6981614367073,2467.4434971899177,843.5265543863715,1182.7486219934508,691.9065967426677,1117.0362502238706,779.3663976124346,505.01787451967766,479.56309760929685,803.6892968412517,1975.237641011956,1961.009052762252,999.0869111729719,2224.943721242942,1203.6906406989826,1621.1794009338375,2157.6989794428737,1080.5994501120829,1518.5529604884168,2593.551895676053,2341.492231192404,2122.6951751857887,2801.959149720212,3243.067894162267,2005.5202399564787,2684.4461330713057,2136.3516959884555,1131.2888821433105,1808.4110967971747,1570.9517292286578
0.26,1394.8199305671762,1346.4838761225844,1511.0711996298642,1195.7246483195283,739.6475434553279,971.4321659369264,1090.0512543115092,1218.1046853844196,818.2824155028222,1528.306644740182,1428.737669269416,1080.3245513518748,2316.494725703728,1053.950614201827,1081.0626173846097,1690.1100600767704,1341.3621257487196,844.8085100226804,930.6024161487965,1574.2350918658124,1156.9099882756207,1026.10886644951,1589.152359062425,2349.5776829701704,558.5986090254121,2144.974019091833,2012.9243201056595,2347.4775496001603,2105.0157854931385,1437.1568354188348,2190.4855895123637,3339.5055702646578,1406.4021477082738,2735.1485460332683,1182.7486219934508,1331.5320325085845,1771.776997175883,2576.9314643046405,3373.623713533052,1392.8688753331417,1293.4739813293854,1517.1680819192175,1216.5619918456675,3334.587164072099,2620.519638706247,2102.0563354773317,1475.9295118560121,1025.1570830002852,779.3663976124346,2054.3027979607723,2658.23846856017,2315.7275670653667,1909.1589703225213,2576.4565887189,1990.91345783612,2261.108087620956,1468.4465671343453,751.6655881559767,847.0875422650074,845.0266655714963,1026.10886644951,909.168878137642,1031.5220686427565,1080.3245513518748,2359.7623245368864,817.7246825595828,1141.726989184771,682.3088631722309,1083.4302128871855,747.3829447236358,481.88939197082107,477.3484869166725,784.7262354294662,1862.5008295876196,1812.5287987561035,972.817995721604,2136.092719745059,1180.7639869498807,1536.0959558864643,2052.5855468947393,1046.2932637933325,1450.1686252307072,2486.14703574088,2275.8580266308654,2091.487939870823,2674.5919988734263,3108.7464955955406,1962.0835310404182,2606.401132356929,2114.258211220003,1130.3033989808528,1641.1973240865127,1524.847018933224
