Exceedance,Flow
0.561,479.8717171307625
0.562,479.8717171307625
0.5630000000000001,479.8717171307625
0.5640000000000001,479.8717171307625
0.5650000000000001,477.1648768713251
0.5660000000000001,476.72179669625916
0.5670000000000001,476.72179669625916
0.5680000000000001,476.72179669625916
0.5690000000000001,476.529536916446
0.5700000000000001,476.529536916446
0.5710000000000001,476.529536916446
0.5720000000000001,476.529536916446
0.5730000000000001,472.5486697711012
0.5740000000000001,471.3063851319038
0.5750000000000001,471.3063851319038
0.5760000000000001,471.3063851319038
0.577,465.87598347619485
0.578,465.87598347619485
0.579,465.87598347619485
0.58,465.87598347619485
0.581,464.0794082464704
0.582,464.07940824647034
0.583,464.07940824647034
0.584,461.7317180713162
0.585,459.9198281716665
0.586,459.9198281716665
0.587,459.9198281716665
0.588,459.9198281716665
0.589,458.6959991055185
0.59,458.30329608514603
0.591,458.30329608514603
0.592,458.30329608514603
0.593,457.2666745997692
0.594,450.62966857487686
0.595,450.6296685748768
0.596,450.62966857487675
0.597,450.0458551236578
0.598,448.24926488364326
0.599,448.24926488364326
0.6,448.24926488364326
0.601,444.78761699912286
0.602,444.78761699912286
0.603,444.78761699912286
0.604,440.7868556669844
0.605,438.5005027516951
0.606,438.5005027516951
0.607,438.5005027516951
0.608,438.5005027516951
0.609,438.5005027516951
0.61,438.5005027516951
0.611,436.0070192717537
0.612,436.0070192717537
0.613,436.0070192717536
0.614,431.38683081224616
0.615,431.38683081224616
0.616,431.3868308122461
0.617,431.3868308122461
0.618,427.7202734747122
0.619,427.7202734747122
0.62,427.7202734747122
0.621,427.7202734747122
0.622,427.7202734747122
0.623,422.9317153754495
0.624,422.9317153754495
0.625,422.7577609147112
0.626,422.7577609147111
0.627,422.7577609147111
0.628,422.7577609147111
0.629,422.429141008925
0.63,422.42914100892494
0.631,422.429141008925
0.632,422.42914100892494
0.633,419.6553732387477
0.634,418.97289016206906
0.635,418.97289016206906
0.636,418.97289016206906
0.637,414.3187550691382
0.638,411.3413968886232
0.639,411.3413968886232
0.64,411.3413968886232
0.641,409.77524566511306
0.642,409.3816984297997
0.643,407.47673128375345
0.644,407.4767312837535
0.645,407.47673128375345
0.646,407.47673128375357
0.647,403.5766514224166
0.648,402.0844365666172
0.649,402.0844365666172
0.65,402.0844365666172
0.651,402.0844365666172
0.652,402.0844365666172
0.653,402.0844365666172
0.654,399.52431081340796
0.655,395.83200763172766
0.656,395.83200763172766
0.657,395.83200763172766
0.658,395.8320076317277
0.659,393.65352702739614
0.66,391.8023841485026
0.661,391.80238414850265
0.662,391.80238414850265
0.663,390.02301261839125
0.664,390.02301261839125
0.665,390.02301261839125
0.666,390.02301261839125
0.667,385.15643484671165
0.668,383.56085566468295
0.669,383.56085566468295
0.67,383.56085566468295
0.671,383.56085566468295
0.672,383.56085566468295
0.673,381.1890103741972
0.674,381.1890103741972
0.675,381.1890103741972
0.676,381.1890103741972
0.677,381.1890103741972
0.678,381.1890103741972
0.679,377.35242731730926
0.68,376.44355645397104
0.681,376.44355645397104
0.682,376.44355645397104
0.683,376.44355645397104
0.684,373.16268619960584
0.685,373.16268619960584
0.686,373.16268619960584
0.687,373.16268619960584
0.6880000000000001,373.16268619960584
0.6890000000000001,370.4847564748623
0.6900000000000001,370.4847564748623
0.6910000000000001,370.4847564748623
0.6920000000000001,370.4847564748623
0.6930000000000001,370.4847564748623
0.6940000000000001,364.617752327432
0.6950000000000001,364.617752327432
0.6960000000000001,364.617752327432
0.6970000000000001,360.20359633115265
0.6980000000000001,356.97214736654473
0.6990000000000001,356.97214736654473
0.7000000000000001,356.97214736654473
0.7010000000000001,356.97214736654473
0.7020000000000001,356.97214736654473
0.7030000000000001,354.92548382503617
0.704,353.8679285651872
0.705,353.8679285651871
0.706,353.8679285651871
0.707,353.7500469521576
0.708,351.0358522185093
0.709,351.0358522185093
0.71,351.0358522185093
0.711,349.74390044763237
0.712,348.29782737629586
0.713,348.29782737629586
0.714,348.29782737629586
0.715,345.09351571258367
0.716,342.5065167966063
0.717,342.5065167966063
0.718,342.5065167966063
0.719,342.5065167966063
0.72,342.5065167966063
0.721,342.38335721222313
0.722,342.38335721222313
0.723,342.38335721222313
0.724,342.0439487859901
0.725,341.8742495339922
0.726,339.35599830610903
0.727,339.35599830610903
0.728,339.35599830610903
0.729,339.35599830610903
0.73,335.67662427098486
0.731,334.8593107293547
0.732,334.8593107293547
0.733,334.8593107293547
0.734,334.8593107293548
0.735,334.1781523650815
0.736,334.1781523650815
0.737,334.1781523650815
0.738,334.1781523650815
0.739,333.02237865458227
0.74,331.17225432872345
0.741,331.17225432872345
0.742,331.17225432872345
0.743,331.17225432872345
0.744,328.3449371775724
0.745,326.10272283974047
0.746,326.10272283974047
0.747,326.10272283974047
0.748,326.10272283974047
0.749,325.3880912833982
0.75,322.6148973235965
0.751,322.6148973235965
0.752,322.6148973235965
0.753,322.6148973235965
0.754,322.61489732359655
0.755,322.6148973235965
0.756,322.6148973235965
0.757,320.3836655829038
0.758,320.3836655829038
0.759,320.3836655829038
0.76,316.7264389494477
0.761,315.72648410243704
0.762,315.72648410243704
0.763,315.72648410243704
0.764,313.5429121337575
0.765,311.77751205029665
0.766,311.77751205029665
0.767,311.77751205029665
0.768,311.77751205029665
0.769,311.77751205029665
0.77,309.70181734190083
0.771,309.70181734190083
0.772,309.70181734190083
0.773,309.70181734190083
0.774,309.01227483718463
0.775,306.80704802267985
0.776,305.83599756461984
0.777,305.83599756461984
0.778,305.83599756461984
0.779,305.83599756461984
0.78,304.22539925588796
0.781,302.3646934500416
0.782,302.3646934500416
0.783,302.3646934500416
0.784,302.3646934500416
0.785,302.3646934500416
0.786,298.5700254768898
0.787,298.44724433451097
0.788,298.44724433451097
0.789,298.44724433451097
0.79,294.87005299232163
0.791,293.66303983868613
0.792,293.66303983868613
0.793,293.66303983868613
0.794,293.66303983868613
0.795,291.44386041116564
0.796,291.44386041116564
0.797,291.0139148345758
0.798,291.0139148345758
0.799,291.0139148345758
0.8,291.0139148345758
0.801,291.0139148345758
0.802,289.426433812602
0.803,287.1149267489451
0.804,285.4679978077925
0.805,285.45311660392906
0.806,285.45311660392906
0.807,285.45311660392906
0.808,285.45311660392906
0.809,281.3319839673027
0.81,281.3319839673027
0.811,281.3319839673027
0.812,281.3319839673027
0.8130000000000001,281.3319839673027
0.8140000000000001,281.3319839673027
0.8150000000000001,281.3319839673027
0.8160000000000001,280.2873970865368
0.8170000000000001,280.2873970865368
0.8180000000000001,280.2873970865368
0.8190000000000001,280.2873970865368
0.8200000000000001,280.2748545798431
0.8210000000000001,277.30490069233946
0.8220000000000001,276.9162886041337
0.8230000000000001,276.9162886041337
0.8240000000000001,275.18644657486936
0.8250000000000001,274.5743244130325
0.8260000000000001,274.5743244130325
0.8270000000000001,274.5743244130325
0.8280000000000001,274.5743244130325
0.8290000000000001,274.5743244130325
0.8300000000000001,274.5743244130325
0.8310000000000001,273.83249243640364
0.8320000000000001,273.83249243640364
0.833,273.83249243640364
0.834,273.83249243640364
0.835,273.83249243640364
0.836,270.1852358582094
0.837,270.1852358582094
0.838,270.1852358582094
0.839,270.1852358582094
0.84,270.1852358582094
0.841,270.1852358582094
0.842,265.99233731658796
0.843,265.99233731658796
0.844,265.99233731658796
0.845,265.99233731658796
0.846,265.99233731658796
0.847,265.99233731658796
0.848,264.98387055302885
0.849,264.98387055302885
0.85,264.98387055302885
0.851,264.98387055302885
0.852,264.98387055302885
0.853,264.97414887044675
0.854,263.12709498041704
0.855,263.12709498041704
0.856,263.12709498041704
0.857,262.54995351775
0.858,260.7232168842585
0.859,260.7232168842585
0.86,259.3693801107636
0.861,259.3693801107636
0.862,259.3693801107636
0.863,259.3693801107636
0.864,259.3693801107636
0.865,254.14597249815807
0.866,254.14597249815805
0.867,254.14597249815805
0.868,254.14597249815802
0.869,254.14597249815805
0.87,254.13575807855338
0.871,251.3829489554681
0.872,251.3829489554681
0.873,249.43621677169185
0.874,249.43621677169187
0.875,249.43621677169185
0.876,249.43621677169185
0.877,247.1612668799944
0.878,247.1612668799944
0.879,247.1612668799944
0.88,247.1612668799944
0.881,247.1571561837004
0.882,244.75831863490743
0.883,243.8169404863116
0.884,243.5488674436673
0.885,243.5488674436673
0.886,243.5488674436673
0.887,240.61507820757924
0.888,239.61791562150682
0.889,239.6179156215068
0.89,239.61791562150677
0.891,239.50972094989936
0.892,238.4902949564484
0.893,237.50038393032372
0.894,237.50038393032372
0.895,237.50038393032372
0.896,237.50038393032372
0.897,237.50038393032372
0.898,235.9301372108523
0.899,235.9301372108523
0.9,235.9301372108523
0.901,235.9301372108523
0.902,235.9301372108523
0.903,234.0932272821133
0.904,232.4532058806997
0.905,232.4532058806997
0.906,232.4532058806997
0.907,232.0386637536344
0.908,232.0386637536344
0.909,232.0386637536344
0.91,230.61154596100727
0.911,230.61154596100727
0.912,230.61154596100727
0.913,227.2566320382357
0.914,227.2566320382357
0.915,227.2566320382357
0.916,227.2566320382357
0.917,224.05894827294208
0.918,224.05894827294208
0.919,224.05894827294208
0.92,224.05894827294208
0.921,224.05894827294208
0.922,223.48735880659515
0.923,223.48735880659515
0.924,223.48735880659515
0.925,220.0426064829856
0.926,218.92863712668117
0.927,218.92863712668117
0.928,218.92863712668117
0.929,218.92863712668117
0.93,218.92863712668117
0.931,216.32097039196708
0.932,216.2499272479632
0.933,215.06106642327626
0.934,213.17037794515
0.935,211.23246541837597
0.936,211.23246541837597
0.937,211.23246541837597
0.9380000000000001,209.49212972554142
0.9390000000000001,207.9120463900991
0.9400000000000001,207.91204639009908
0.9410000000000001,205.71785890887932
0.9420000000000001,205.71785890887932
0.9430000000000001,205.71785890887932
0.9440000000000001,205.60886624654538
0.9450000000000001,203.98903842841995
0.9460000000000001,203.48223440770855
0.9470000000000001,203.48223440770857
0.9480000000000001,203.1695137066441
0.9490000000000001,203.0174955252341
0.9500000000000001,203.0174955252341
0.9510000000000001,203.00358413649516
0.9520000000000001,203.00358413649516
0.9530000000000001,203.00358413649516
0.9540000000000001,203.00358413649516
0.9550000000000001,203.00358413649516
0.9560000000000001,201.17390312494555
0.9570000000000001,201.17390312494555
0.9580000000000001,198.22957567786128
0.9590000000000001,197.60030856662425
0.96,197.60030856662425
0.961,197.60030856662425
0.962,197.0677332494437
0.963,195.867340229906
0.964,195.867340229906
0.965,195.867340229906
0.966,195.46857671261643
0.967,195.46857671261643
0.968,194.9496057331377
0.969,194.9496057331377
0.97,194.9496057331377
0.971,194.9496057331377
0.972,192.5343690235045
0.973,192.5343690235045
0.974,191.19618931587934
0.975,191.19618931587934
0.976,186.8764378779054
0.977,186.8764378779054
0.978,186.00555523962726
0.979,183.90001451985253
0.98,182.96725694269145
0.981,181.772294611548
0.982,179.72212381630425
0.983,178.6711172442791
0.984,175.47501985195476
0.985,172.29618797488476
0.986,171.5618673590946
0.987,170.50934056548053
0.988,170.50934056548053
0.989,164.5616146129452
0.99,164.09448956334413
0.991,160.37067516878741
0.992,157.20546447466663
0.993,155.669979214679
0.994,155.26419259199923
0.995,147.09368244766654
0.996,143.15576502571014
0.997,129.90608350150347
0.998,124.00198992838594
0.999,111.13312449457777
1.0,102.7440808601962
