ExceedanceRnd,Flow,Exceedance,Volume,EWRRefExceedance,EWRBandNo,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
0.0,7594.902896580312,0.003034090909090911,0.6561996102645389,0.027727272727272687,1.0511363636363635,69.60227272727273,13.278409090909092,16.482954545454547,20.210227272727273,186.75,306.3238636363636,0.041750514718074935,1100.0,6188.579032943948,30.397727272727273,4.721590909090909,8.517045454545455,59.78977272727273,6085.152896580312,100.0,18.0,25.0,80.0,6271.90289658031,1243.0,0.0,275.0,275.0,275.0,275.0,980.646928175734,990.7988678762363,0.9219672131147546,0.4799999999999999,989.3969006631218,0.5349347800000003,0.5349347800000003,0.5349347800000003,0.5349347800000003,8.21503770738761,8.21503770738761,8.21503770738761,8.21503770738761,0.0,0.0,0.0,0.0,1.0999999999999965,1.0999999999999965,1.0999999999999965,1.0999999999999965,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.9799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5580.209657497622,0.010039344262295056,0.4821301144077946,0.08298360655737687,1.3114754098360655,72.47540983606558,13.534426229508197,17.488524590163934,22.714754098360658,191.85901639344263,318.072131147541,0.05707485620515977,1100.0,4162.1375263500795,27.524590163934427,4.465573770491804,7.511475409836065,57.28524590163934,4065.3506411041776,100.0,18.0,25.0,80.0,4257.209657497621,1243.0,3.422950819672131,275.0,275.0,275.0,275.0,978.1969418365222,990.5537101066234,0.921967213114752,0.4799999999999998,989.1517428935068,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,10.419866276984777,10.419866276984777,10.419866276984777,10.419866276984777,0.7087545723405682,0.7087545723405682,0.7087545723405682,0.7087545723405682,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,19.713359399383272,19.713359399383272,19.713359399383272,19.713359399383272,78.85343759753309,1892.482502340793,0.014349155680169772
0.02,4801.054211386991,0.01997289972899727,0.41481108386383664,0.10837398373983767,1.3875338753387534,69.4390243902439,12.915989159891598,16.230352303523034,20.447154471544714,178.58265582655827,297.61517615176155,0.06204014107022051,1100.0,3403.4390352352298,30.5609756097561,5.084010840108401,8.769647696476964,59.552845528455286,3299.471555560432,100.0,18.0,25.0,80.0,3478.054211386992,1243.0,4.0,275.0,275.0,275.0,275.0,976.9975871506214,990.5043835513566,0.9219672131147475,0.4799999999999981,989.1024163382392,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,11.569894407623313,11.569894407623313,11.569894407623313,11.569894407623313,0.8526915658725401,0.8526915658725401,0.8526915658725401,0.8526915658725401,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,26.090746979687427,26.090746979687427,26.090746979687427,26.090746979687427,104.36298791874971,2504.7117100499922,0.021835318391724826
0.03,4304.404443728052,0.02984590163934424,0.3719005439381038,0.14632786885245908,1.619672131147541,67.55081967213114,12.944262295081968,16.0327868852459,20.488524590163934,170.9606557377049,287.97704918032787,0.06697087630891296,1100.0,2916.427394547733,32.44918032786885,5.055737704918033,8.967213114754099,59.511475409836066,2810.443787990356,100.0,18.0,25.0,80.0,2981.4044437280613,1243.0,4.0,275.0,275.0,275.0,275.0,976.166833840508,990.5,0.921967213114752,0.4799999999999998,989.0980327868842,0.5349347799999973,0.5349347799999973,0.5349347799999973,0.5349347799999973,12.396264166377847,12.396264166377847,12.396264166377847,12.396264166377847,0.8698219384996212,0.8698219384996212,0.8698219384996212,0.8698219384996212,1.1000000000000025,1.1000000000000025,1.1000000000000025,1.1000000000000025,0.9799999999999988,0.9799999999999988,0.9799999999999988,0.9799999999999988,28.509068215098786,28.509068215098786,28.509068215098786,28.509068215098786,114.03627286039514,2736.8705486494914,0.026529627668622477
0.04,3931.2968778805857,0.0398859416445623,0.33966405024888285,0.1761803713527851,1.7374005305039788,66.40583554376659,12.904509283819628,15.851458885941645,20.40318302387268,169.12732095490716,284.6923076923077,0.07242949381276931,1100.0,2546.604570188285,33.59416445623342,5.095490716180372,9.148541114058355,59.59681697612732,2439.1695569256854,100.0,18.0,25.0,80.0,2608.2968778805935,1243.0,4.0,275.0,275.0,275.0,275.0,975.4964265384267,990.5,0.921967213114747,0.47999999999999793,989.0980327868796,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,13.06667146845769,13.06667146845769,13.06667146845769,13.06667146845769,0.8821222667031842,0.8821222667031842,0.8821222667031842,0.8821222667031842,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000025,0.9800000000000025,0.9800000000000025,0.9800000000000025,30.474598298762533,30.474598298762533,30.474598298762533,30.474598298762533,121.89839319505013,2925.5614366811947,0.031032166939986693
0.05,3652.6910484177547,0.04984193548387096,0.3155925065832936,0.22777419354838674,1.8774193548387097,65.20322580645161,12.996774193548386,15.770967741935484,20.438709677419354,166.33870967741936,280.7483870967742,0.07690038521080851,1100.0,2271.942661320976,34.79677419354839,5.003225806451613,9.229032258064516,59.54797932720368,2163.365649735708,100.0,18.0,25.0,79.98668900462303,2329.704359413127,1243.0,4.0,275.0,275.0,275.0,275.0,974.9671259476635,990.5,0.9219672131147516,0.47999999999999965,989.0980327868838,0.5349347799999971,0.5349347799999971,0.5349347799999971,0.5349347799999971,13.595972059222206,13.595972059222206,13.595972059222206,13.595972059222206,0.8908592741656638,0.8908592741656638,0.8908592741656638,0.8908592741656638,1.1000000000000028,1.1000000000000028,1.1000000000000028,1.1000000000000028,0.9799999999999991,0.9799999999999991,0.9799999999999991,0.9799999999999991,32.02294621398429,32.02294621398429,32.02294621398429,32.02294621398429,128.09178485593716,3074.2028365424926,0.035096257626386865
0.06,3461.197084321362,0.05977777777777775,0.29904742808536583,0.2689430894308945,1.986449864498645,63.8130081300813,13.010840108401084,15.598915989159892,20.352303523035232,163.11924119241192,275.8943089430894,0.07972196960556698,1100.0,2085.3027753782717,36.1869918699187,4.989159891598916,9.401084010840108,59.621174077762646,1975.1043655281503,100.0,18.0,25.0,79.97347760079789,2138.223606720563,1243.0,4.0,275.0,275.0,275.0,275.0,974.588632691646,990.5,0.9219672131147475,0.4799999999999981,989.09803278688,0.5349347799999954,0.5349347799999954,0.5349347799999954,0.5349347799999954,13.974465315238069,13.974465315238069,13.974465315238069,13.974465315238069,0.8966181543902084,0.8966181543902084,0.8966181543902084,0.8966181543902084,1.1000000000000059,1.1000000000000059,1.1000000000000059,1.1000000000000059,0.9800000000000022,0.9800000000000022,0.9800000000000022,0.9800000000000022,33.12638739973921,33.12638739973921,33.12638739973921,33.12638739973921,132.50554959895683,3180.1331903749583,0.03829213781361061
0.07,3266.212521158276,0.06998432601880875,0.2822007618280743,0.2946708463949848,2.0815047021943576,61.44827586206897,12.564263322884013,14.633228840125392,18.58307210031348,152.9498432601881,260.1786833855799,0.07967742719544078,1100.0,1906.0338377726953,38.55172413793103,5.435736677115988,10.366771159874608,61.24031857224515,1790.439287225527,100.0,18.0,25.0,79.82339067255863,1943.3891304857166,1243.0,4.0,275.0,275.0,275.0,275.0,974.1877165215266,990.5,0.9219672131147508,0.47999999999999937,989.0980327868831,0.5349347799999967,0.5349347799999967,0.5349347799999967,0.5349347799999967,14.375381485356984,14.375381485356984,14.375381485356984,14.375381485356984,0.9022060862971312,0.9022060862971312,0.9022060862971312,0.9022060862971312,1.1000000000000034,1.1000000000000034,1.1000000000000034,1.1000000000000034,0.9799999999999996,0.9799999999999996,0.9799999999999996,0.9799999999999996,34.28945211339199,34.28945211339199,34.28945211339199,34.28945211339199,137.15780845356795,3291.787402885615,0.04201709759262901
0.08,3087.913094575469,0.0801117021276597,0.26679569137132064,0.3317287234042555,2.279255319148936,60.058510638297875,12.675531914893616,14.547872340425531,18.74468085106383,148.84840425531914,254.875,0.0825372011046334,1100.0,1733.0380945754707,39.941489361702125,5.324468085106383,10.452127659574469,61.09937278396567,1616.220636685122,100.0,18.0,25.0,79.8440536350295,1765.069040940441,1243.0,4.0,275.0,275.0,275.0,275.0,973.8083110479023,990.5,0.9219672131147472,0.47999999999999793,989.0980327868797,0.5349347799999952,0.5349347799999952,0.5349347799999952,0.5349347799999952,14.754786958983273,14.754786958983273,14.754786958983273,14.754786958983273,0.9070768624634583,0.9070768624634583,0.9070768624634583,0.9070768624634583,1.1000000000000063,1.1000000000000063,1.1000000000000063,1.1000000000000063,0.9800000000000024,0.9800000000000024,0.9800000000000024,0.9800000000000024,35.38410750408753,35.38410750408753,35.38410750408753,35.38410750408753,141.53643001635012,3396.874320392403,0.045849306803653705
0.09,2958.3242967552396,0.089859649122807,0.2555992192396519,0.3522456140350879,2.357894736842105,59.34035087719298,12.670175438596491,14.442105263157895,18.705263157894738,148.8140350877193,253.9719298245614,0.08587388540088575,1100.0,1604.3523669306728,40.65964912280702,5.329824561403509,10.557894736842105,60.82796501249877,1486.9770334971213,100.0,18.0,25.0,79.53322817039349,1635.7910685848408,1243.0,4.0,275.0,275.0,275.0,275.0,973.5236621465573,990.5,0.9219672131147538,0.48000000000000054,989.0980327868858,0.5349347799999981,0.5349347799999981,0.5349347799999981,0.5349347799999981,15.039435860328465,15.039435860328465,15.039435860328465,15.039435860328465,0.9104440923607423,0.9104440923607423,0.9104440923607423,0.9104440923607423,1.100000000000001,1.100000000000001,1.100000000000001,1.100000000000001,0.9799999999999974,0.9799999999999974,0.9799999999999974,0.9799999999999974,36.20047874323239,36.20047874323239,36.20047874323239,36.20047874323239,144.80191497292955,3475.245959350314,0.04895536377309774
