start_date,year,month,year_month,water_month,water_year,water_year_name,water_year_month,level_mean,level_min,level_max,outflow,vicfalls_flow,capacity_mw,outflow_generation_max,is_spill,outflow_generation,outflow_spill,power_mw
01/02/1963,1963,2,1963_2,5,1962,1962/63,1962_5,482.1,481.5,483.1,2393,3126,666,405,TRUE,405,1988,380
01/03/1963,1963,3,1963_3,6,1962,1962/63,1962_6,484.0,483.2,484.8,3327,5710,666,405,TRUE,405,2922,380
01/04/1963,1963,4,1963_4,7,1962,1962/63,1962_7,485.4,484.9,485.9,3908,5894,666,405,TRUE,405,3503,380
01/05/1963,1963,5,1963_5,8,1962,1962/63,1962_8,486.0,485.8,486.5,2315,3732,666,450,TRUE,450,1865,423
01/06/1963,1963,6,1963_6,9,1962,1962/63,1962_9,486.9,486.6,487.2,417,1976,666,450,FALSE,417,0,392
01/07/1963,1963,7,1963_7,10,1962,1962/63,1962_10,487.4,487.2,487.5,399,1107,666,450,FALSE,399,0,375
01/08/1963,1963,8,1963_8,11,1962,1962/63,1962_11,487.5,487.5,487.5,411,693,666,450,FALSE,411,0,386
01/09/1963,1963,9,1963_9,12,1962,1962/63,1962_12,487.5,487.4,487.5,405,513,666,450,FALSE,405,0,380
01/10/1963,1963,10,1963_10,1,1963,1963/64,1963_1,487.1,486.3,487.4,2561,409,666,450,TRUE,450,2111,423
01/11/1963,1963,11,1963_11,2,1963,1963/64,1963_2,485.1,484.1,486.2,4799,440,666,450,TRUE,450,4349,423
01/12/1963,1963,12,1963_12,3,1963,1963/64,1963_3,483.3,482.5,484.1,4536,776,666,450,TRUE,450,4086,423
01/01/1964,1964,1,1964_1,4,1963,1963/64,1963_4,481.8,481.0,482.5,4469,1010,666,450,TRUE,450,4019,423
01/02/1964,1964,2,1964_2,5,1963,1963/64,1963_5,480.7,480.4,480.9,3297,1252,666,450,TRUE,450,2847,423
01/03/1964,1964,3,1964_3,6,1963,1963/64,1963_6,480.6,480.3,480.9,806,1965,666,450,TRUE,450,356,423
01/04/1964,1964,4,1964_4,7,1963,1963/64,1963_7,481.4,481.0,481.7,475,2280,666,450,TRUE,450,25,423
01/05/1964,1964,5,1964_5,8,1963,1963/64,1963_8,482.2,481.8,482.5,467,2005,666,500,FALSE,467,0,439
01/06/1964,1964,6,1964_6,9,1963,1963/64,1963_9,482.7,482.5,482.7,482,1182,666,500,FALSE,482,0,453
01/07/1964,1964,7,1964_7,10,1963,1963/64,1963_10,482.7,482.7,482.7,497,644,666,500,FALSE,497,0,467
01/08/1964,1964,8,1964_8,11,1963,1963/64,1963_11,482.6,482.5,482.7,489,486,666,500,FALSE,489,0,459
01/09/1964,1964,9,1964_9,12,1963,1963/64,1963_12,482.5,482.4,482.5,478,385,666,500,FALSE,478,0,449
01/10/1964,1964,10,1964_10,1,1964,1964/65,1964_1,482.3,482.2,482.4,456,304,666,500,FALSE,456,0,428
01/11/1964,1964,11,1964_11,2,1964,1964/65,1964_2,482.1,482.0,482.2,475,318,666,500,FALSE,475,0,446
01/12/1964,1964,12,1964_12,3,1964,1964/65,1964_3,482.1,481.9,482.3,467,462,666,500,FALSE,467,0,439
01/01/1965,1965,1,1965_1,4,1964,1964/65,1964_4,482.6,482.3,482.9,470,672,666,500,FALSE,470,0,441
01/02/1965,1965,2,1965_2,5,1964,1964/65,1964_5,482.9,482.8,483.1,1327,970,666,500,TRUE,500,827,470
01/03/1965,1965,3,1965_3,6,1964,1964/65,1964_6,483.1,482.9,483.4,493,1835,666,500,FALSE,493,0,463
01/04/1965,1965,4,1965_4,7,1964,1964/65,1964_7,483.9,483.5,484.4,494,2604,666,500,FALSE,494,0,464
01/05/1965,1965,5,1965_5,8,1964,1964/65,1964_8,484.6,484.4,484.9,885,2106,666,500,TRUE,500,385,470
01/06/1965,1965,6,1965_6,9,1964,1964/65,1964_9,485.1,484.9,485.2,517,1295,666,500,TRUE,500,17,470
01/07/1965,1965,7,1965_7,10,1964,1964/65,1964_10,485.2,485.2,485.2,523,681,666,500,TRUE,500,23,470
01/08/1965,1965,8,1965_8,11,1964,1964/65,1964_11,485.1,485.0,485.2,534,472,666,500,TRUE,500,34,470
01/09/1965,1965,9,1965_9,12,1964,1964/65,1964_12,484.9,484.8,485.0,532,370,666,500,TRUE,500,32,470
01/10/1965,1965,10,1965_10,1,1965,1965/66,1965_1,484.7,484.5,484.8,519,301,666,500,TRUE,500,19,470
01/11/1965,1965,11,1965_11,2,1965,1965/66,1965_2,484.5,484.4,484.5,490,279,666,500,FALSE,490,0,460
01/12/1965,1965,12,1965_12,3,1965,1965/66,1965_3,483.9,482.9,484.4,3177,419,666,500,TRUE,500,2677,470
01/01/1966,1966,1,1966_1,4,1965,1965/66,1965_4,482.0,481.5,482.9,3342,610,666,500,TRUE,500,2842,470
01/02/1966,1966,2,1966_2,5,1965,1965/66,1965_5,481.8,481.5,482.4,558,916,666,550,TRUE,550,8,517
01/03/1966,1966,3,1966_3,6,1965,1965/66,1965_6,482.9,482.5,483.4,512,1709,666,550,FALSE,512,0,481
01/04/1966,1966,4,1966_4,7,1965,1965/66,1965_7,484.3,483.4,485.3,459,4427,666,550,FALSE,459,0,431
01/05/1966,1966,5,1966_5,8,1965,1965/66,1965_8,485.1,484.7,485.3,2572,2728,666,550,TRUE,550,2022,517
01/06/1966,1966,6,1966_6,9,1965,1965/66,1965_9,485.6,485.4,485.8,536,1653,666,550,FALSE,536,0,503
01/07/1966,1966,7,1966_7,10,1965,1965/66,1965_10,485.2,484.5,485.9,3379,885,666,550,TRUE,550,2829,517
01/08/1966,1966,8,1966_8,11,1965,1965/66,1965_11,484.0,483.6,484.5,2139,542,666,550,TRUE,550,1589,517
01/09/1966,1966,9,1966_9,12,1965,1965/66,1965_12,483.3,483.2,483.6,976,417,666,550,TRUE,550,426,517
01/10/1966,1966,10,1966_10,1,1966,1966/67,1966_1,483.1,482.9,483.2,482,320,666,550,FALSE,482,0,453
01/11/1966,1966,11,1966_11,2,1966,1966/67,1966_2,482.8,482.7,482.9,509,291,666,550,FALSE,509,0,478
01/12/1966,1966,12,1966_12,3,1966,1966/67,1966_3,482.7,482.7,482.8,530,370,666,600,FALSE,530,0,498
01/01/1967,1967,1,1967_1,4,1966,1966/67,1966_4,482.8,482.7,482.9,538,525,666,600,FALSE,538,0,505
01/02/1967,1967,2,1967_2,5,1966,1966/67,1966_5,483.1,482.9,483.2,984,769,666,600,TRUE,600,384,563
01/03/1967,1967,3,1967_3,6,1966,1966/67,1966_6,482.9,482.7,483.1,1956,1052,666,600,TRUE,600,1356,563
01/04/1967,1967,4,1967_4,7,1966,1966/67,1966_7,482.6,482.5,482.7,1906,2021,666,600,TRUE,600,1306,563
01/05/1967,1967,5,1967_5,8,1966,1966/67,1966_8,483.0,482.7,483.3,1482,2833,666,600,TRUE,600,882,563
01/06/1967,1967,6,1967_6,9,1966,1966/67,1966_9,483.7,483.4,483.9,625,1880,666,650,FALSE,625,0,587
01/07/1967,1967,7,1967_7,10,1966,1966/67,1966_10,484.0,483.9,484.1,620,1119,666,650,FALSE,620,0,582
01/08/1967,1967,8,1967_8,11,1966,1966/67,1966_11,484.0,483.9,484.1,627,567,666,650,FALSE,627,0,589
01/09/1967,1967,9,1967_9,12,1966,1966/67,1966_12,483.8,483.7,483.9,575,400,666,650,FALSE,575,0,540
01/10/1967,1967,10,1967_10,1,1967,1967/68,1967_1,483.6,483.4,483.7,571,296,666,650,FALSE,571,0,536
01/11/1967,1967,11,1967_11,2,1967,1967/68,1967_2,483.3,483.2,483.4,583,359,666,650,FALSE,583,0,548
01/12/1967,1967,12,1967_12,3,1967,1967/68,1967_3,483.2,483.2,483.3,568,548,666,650,FALSE,568,0,533
01/01/1968,1968,1,1968_1,4,1967,1967/68,1967_4,483.1,483.1,483.2,1337,978,666,730,TRUE,730,607,686
01/02/1968,1968,2,1968_2,5,1967,1967/68,1967_5,483.2,483.0,483.3,3891,4016,666,730,TRUE,730,3161,686
01/03/1968,1968,3,1968_3,6,1967,1967/68,1967_6,483.2,483.0,483.3,4902,4202,666,730,TRUE,730,4172,686
01/04/1968,1968,4,1968_4,7,1967,1967/68,1967_7,482.9,482.8,483.1,4360,4776,666,730,TRUE,730,3630,686
01/05/1968,1968,5,1968_5,8,1967,1967/68,1967_8,483.8,483.1,484.4,642,3187,666,730,FALSE,642,0,603
01/06/1968,1968,6,1968_6,9,1967,1967/68,1967_9,484.7,484.4,484.9,671,1849,666,730,FALSE,671,0,630
01/07/1968,1968,7,1968_7,10,1967,1967/68,1967_10,485.0,484.9,485.0,661,1038,666,730,FALSE,661,0,621
01/08/1968,1968,8,1968_8,11,1967,1967/68,1967_11,485.0,484.9,485.0,676,659,666,730,FALSE,676,0,635
01/09/1968,1968,9,1968_9,12,1967,1967/68,1967_12,484.8,484.7,484.9,590,482,666,730,FALSE,590,0,554
01/10/1968,1968,10,1968_10,1,1968,1968/69,1968_1,484.6,484.5,484.7,620,365,666,730,FALSE,620,0,582
01/11/1968,1968,11,1968_11,2,1968,1968/69,1968_2,484.3,484.3,484.5,598,330,666,730,FALSE,598,0,562
01/12/1968,1968,12,1968_12,3,1968,1968/69,1968_3,484.2,483.8,484.3,1721,546,666,730,TRUE,730,991,686
01/01/1969,1969,1,1969_1,4,1968,1968/69,1968_4,483.4,482.8,483.8,3483,777,666,730,TRUE,730,2753,686
01/02/1969,1969,2,1969_2,5,1968,1968/69,1968_5,482.4,482.1,482.8,3088,1128,666,730,TRUE,730,2358,686
01/03/1969,1969,3,1969_3,6,1968,1968/69,1968_6,483.1,482.1,484.7,2098,4987,666,730,TRUE,730,1368,686
01/04/1969,1969,4,1969_4,7,1968,1968/69,1968_7,486.1,484.8,487.1,3021,7610,666,730,TRUE,730,2291,686
01/05/1969,1969,5,1969_5,8,1968,1968/69,1968_8,487.5,487.2,487.7,3782,4827,666,730,TRUE,730,3052,686
01/06/1969,1969,6,1969_6,9,1968,1968/69,1968_9,487.4,487.2,487.6,2963,2339,666,730,TRUE,730,2233,686
01/07/1969,1969,7,1969_7,10,1968,1968/69,1968_10,487.0,486.5,487.4,3095,1324,666,730,TRUE,730,2365,686
01/08/1969,1969,8,1969_8,11,1968,1968/69,1968_11,485.8,485.2,486.4,3211,829,666,730,TRUE,730,2481,686
01/09/1969,1969,9,1969_9,12,1968,1968/69,1968_12,484.7,484.3,485.2,2184,582,666,730,TRUE,730,1454,686
01/10/1969,1969,10,1969_10,1,1969,1969/70,1969_1,483.8,483.4,484.3,2151,477,666,730,TRUE,730,1421,686
01/11/1969,1969,11,1969_11,2,1969,1969/70,1969_2,482.9,482.5,483.4,2072,541,666,730,TRUE,730,1342,686
01/12/1969,1969,12,1969_12,3,1969,1969/70,1969_3,482.8,482.5,483.5,650,757,666,730,FALSE,650,0,610
01/01/1970,1970,1,1970_1,4,1969,1969/70,1969_4,483.7,483.6,483.7,1490,1073,666,730,TRUE,730,760,686
01/02/1970,1970,2,1970_2,5,1969,1969/70,1969_5,483.4,483.2,483.6,3055,2018,666,730,TRUE,730,2325,686
01/03/1970,1970,3,1970_3,6,1969,1969/70,1969_6,483.5,483.3,483.8,3364,4461,666,730,TRUE,730,2634,686
01/04/1970,1970,4,1970_4,7,1969,1969/70,1969_7,484.0,483.8,484.1,3380,3953,666,730,TRUE,730,2650,686
01/05/1970,1970,5,1970_5,8,1969,1969/70,1969_8,484.2,484.1,484.3,2173,2458,666,730,TRUE,730,1443,686
01/06/1970,1970,6,1970_6,9,1969,1969/70,1969_9,484.4,484.2,484.5,733,1399,666,730,TRUE,730,3,686
01/07/1970,1970,7,1970_7,10,1969,1969/70,1969_10,484.5,484.5,484.5,706,814,666,730,FALSE,706,0,663
01/08/1970,1970,8,1970_8,11,1969,1969/70,1969_11,484.4,484.3,484.4,732,579,666,730,TRUE,730,2,686
01/09/1970,1970,9,1970_9,12,1969,1969/70,1969_12,484.1,484.0,484.2,729,453,666,730,FALSE,729,0,685
01/10/1970,1970,10,1970_10,1,1970,1970/71,1970_1,483.8,483.6,484.0,743,364,666,730,TRUE,730,13,686
01/11/1970,1970,11,1970_11,2,1970,1970/71,1970_2,483.5,483.4,483.6,710,378,666,730,FALSE,710,0,667
01/12/1970,1970,12,1970_12,3,1970,1970/71,1970_3,483.4,483.4,483.5,773,529,666,730,TRUE,730,43,686
01/01/1971,1971,1,1971_1,4,1970,1970/71,1970_4,483.8,483.4,484.2,960,823,666,730,TRUE,730,230,686
01/02/1971,1971,2,1971_2,5,1970,1970/71,1970_5,484.3,484.2,484.4,2199,1146,666,730,TRUE,730,1469,686
01/03/1971,1971,3,1971_3,6,1970,1970/71,1970_6,484.1,483.8,484.3,3259,2294,666,730,TRUE,730,2529,686
01/04/1971,1971,4,1971_4,7,1970,1970/71,1970_7,483.7,483.6,483.8,3013,2830,666,730,TRUE,730,2283,686
01/05/1971,1971,5,1971_5,8,1970,1970/71,1970_8,484.0,483.7,484.2,780,1972,666,730,TRUE,730,50,686
01/06/1971,1971,6,1971_6,9,1970,1970/71,1970_9,484.3,484.2,484.4,733,1347,666,730,TRUE,730,3,686
01/07/1971,1971,7,1971_7,10,1970,1970/71,1970_10,484.4,484.4,484.5,743,790,666,730,TRUE,730,13,686
01/08/1971,1971,8,1971_8,11,1970,1970/71,1970_11,484.3,484.1,484.4,747,536,666,730,TRUE,730,17,686
01/09/1971,1971,9,1971_9,12,1970,1970/71,1970_12,484.0,483.9,484.1,756,419,666,730,TRUE,730,26,686
01/10/1971,1971,10,1971_10,1,1971,1971/72,1971_1,483.7,483.4,483.8,765,334,666,730,TRUE,730,35,686
01/11/1971,1971,11,1971_11,2,1971,1971/72,1971_2,483.3,483.3,483.4,756,340,666,730,TRUE,730,26,686
01/12/1971,1971,12,1971_12,3,1971,1971/72,1971_3,483.2,483.1,483.3,750,447,666,730,TRUE,730,20,686
01/01/1972,1972,1,1972_1,4,1971,1971/72,1971_4,483.3,483.1,483.8,728,685,666,730,FALSE,728,0,684
01/02/1972,1972,2,1972_2,5,1971,1971/72,1971_5,484.4,483.8,484.6,2000,903,666,730,TRUE,730,1270,686
01/03/1972,1972,3,1972_3,6,1971,1971/72,1971_6,483.6,483.4,484.1,2505,981,666,730,TRUE,730,1775,686
01/04/1972,1972,4,1972_4,7,1971,1971/72,1971_7,483.8,483.5,484.0,610,1386,666,730,FALSE,610,0,573
01/05/1972,1972,5,1972_5,8,1971,1971/72,1971_8,484.3,484.0,484.6,594,1812,666,730,FALSE,594,0,558
01/06/1972,1972,6,1972_6,9,1971,1971/72,1971_9,484.8,484.6,484.9,679,1455,666,730,FALSE,679,0,638
01/07/1972,1972,7,1972_7,10,1971,1971/72,1971_10,484.9,484.8,485.0,683,828,666,730,FALSE,683,0,641
01/08/1972,1972,8,1972_8,11,1971,1971/72,1971_11,484.7,484.6,484.9,717,512,666,730,FALSE,717,0,673
01/09/1972,1972,9,1972_9,12,1971,1971/72,1971_12,484.5,484.3,484.6,725,388,666,730,FALSE,725,0,681
01/10/1972,1972,10,1972_10,1,1972,1972/73,1972_1,484.2,484.0,484.3,713,312,666,730,FALSE,713,0,670
01/11/1972,1972,11,1972_11,2,1972,1972/73,1972_2,483.8,483.6,484.0,729,323,666,730,FALSE,729,0,685
01/12/1972,1972,12,1972_12,3,1972,1972/73,1972_3,483.5,483.3,483.6,736,379,666,730,TRUE,730,6,686
01/01/1973,1973,1,1973_1,4,1972,1972/73,1972_4,483.2,483.1,483.3,732,526,666,730,TRUE,730,2,686
01/02/1973,1973,2,1973_2,5,1972,1972/73,1972_5,483.2,483.1,483.4,620,723,666,730,FALSE,620,0,582
01/03/1973,1973,3,1973_3,6,1972,1972/73,1972_6,483.4,483.4,483.4,627,896,666,730,FALSE,627,0,589
01/04/1973,1973,4,1973_4,7,1972,1972/73,1972_7,483.5,483.4,483.6,660,1160,666,730,FALSE,660,0,620
01/05/1973,1973,5,1973_5,8,1972,1972/73,1972_8,483.7,483.6,483.8,683,1293,666,730,FALSE,683,0,641
01/06/1973,1973,6,1973_6,9,1972,1972/73,1972_9,483.8,483.7,483.8,756,901,666,730,TRUE,730,26,686
01/07/1973,1973,7,1973_7,10,1972,1972/73,1972_10,483.6,483.4,483.7,769,501,666,730,TRUE,730,39,686
01/08/1973,1973,8,1973_8,11,1972,1972/73,1972_11,483.2,483.1,483.4,769,377,666,730,TRUE,730,39,686
01/09/1973,1973,9,1973_9,12,1972,1972/73,1972_12,482.9,482.7,483.0,783,288,666,730,TRUE,730,53,686
01/10/1973,1973,10,1973_10,1,1973,1973/74,1973_1,482.5,482.3,482.7,792,240,666,730,TRUE,730,62,686
01/11/1973,1973,11,1973_11,2,1973,1973/74,1973_2,482.1,482.0,482.3,791,267,666,730,TRUE,730,61,686
01/12/1973,1973,12,1973_12,3,1973,1973/74,1973_3,482.0,481.9,482.8,788,425,666,730,TRUE,730,58,686
01/01/1974,1974,1,1974_1,4,1973,1973/74,1973_4,483.9,482.9,484.5,627,913,666,730,FALSE,627,0,589
01/02/1974,1974,2,1974_2,5,1973,1973/74,1973_5,485.5,484.6,486.6,674,1299,666,730,FALSE,674,0,633
01/03/1974,1974,3,1974_3,6,1973,1973/74,1973_6,487.4,486.7,487.6,2942,2556,666,730,TRUE,730,2212,686
01/04/1974,1974,4,1974_4,7,1973,1973/74,1973_7,487.5,487.2,487.7,3654,2290,666,730,TRUE,730,2924,686
01/05/1974,1974,5,1974_5,8,1973,1973/74,1973_8,486.7,486.2,487.2,4331,2379,666,730,TRUE,730,3601,686
01/06/1974,1974,6,1974_6,9,1973,1973/74,1973_9,486.4,486.2,486.6,691,1727,666,730,FALSE,691,0,649
01/07/1974,1974,7,1974_7,10,1973,1973/74,1973_10,486.6,486.6,486.7,638,819,666,730,FALSE,638,0,599
01/08/1974,1974,8,1974_8,11,1973,1973/74,1973_11,486.5,486.4,486.6,698,471,666,730,FALSE,698,0,656
01/09/1974,1974,9,1974_9,12,1973,1973/74,1973_12,486.2,486.1,486.4,702,355,666,730,FALSE,702,0,659
01/10/1974,1974,10,1974_10,1,1974,1974/75,1974_1,485.9,485.7,486.1,732,261,666,730,TRUE,730,2,686
01/11/1974,1974,11,1974_11,2,1974,1974/75,1974_2,485.6,485.5,485.7,725,273,666,730,FALSE,725,0,681
01/12/1974,1974,12,1974_12,3,1974,1974/75,1974_3,485.8,485.4,486.3,721,459,666,730,FALSE,721,0,677
01/01/1975,1975,1,1975_1,4,1974,1974/75,1974_4,486.5,486.3,486.8,1553,786,666,730,TRUE,730,823,686
01/02/1975,1975,2,1975_2,5,1974,1974/75,1974_5,485.8,485.5,486.5,6668,1862,666,730,TRUE,730,5938,686
01/03/1975,1975,3,1975_3,6,1974,1974/75,1974_6,484.9,484.3,485.5,6396,3321,666,730,TRUE,730,5666,686
01/04/1975,1975,4,1975_4,7,1974,1974/75,1974_7,483.9,483.6,484.3,5791,4991,666,730,TRUE,730,5061,686
01/05/1975,1975,5,1975_5,8,1974,1974/75,1974_8,484.5,483.8,485.0,694,3407,666,730,FALSE,694,0,652
01/06/1975,1975,6,1975_6,9,1974,1974/75,1974_9,485.3,485.0,485.5,702,1909,666,730,FALSE,702,0,659
01/07/1975,1975,7,1975_7,10,1974,1974/75,1974_10,485.6,485.5,485.6,687,1026,666,730,FALSE,687,0,645
01/08/1975,1975,8,1975_8,11,1974,1974/75,1974_11,485.5,485.3,485.6,709,615,666,730,FALSE,709,0,666
01/09/1975,1975,9,1975_9,12,1974,1974/75,1974_12,485.2,485.1,485.4,706,406,666,730,FALSE,706,0,663
01/10/1975,1975,10,1975_10,1,1975,1975/76,1975_1,484.9,484.8,485.1,713,309,666,730,FALSE,713,0,670
01/11/1975,1975,11,1975_11,2,1975,1975/76,1975_2,484.6,484.4,484.7,710,264,666,730,FALSE,710,0,667
01/12/1975,1975,12,1975_12,3,1975,1975/76,1975_3,484.4,484.3,484.5,694,374,666,730,FALSE,694,0,652
01/01/1976,1976,1,1976_1,4,1975,1975/76,1975_4,484.5,484.4,484.6,694,580,666,730,FALSE,694,0,652
01/02/1976,1976,2,1976_2,5,1975,1975/76,1975_5,484.8,484.6,484.9,794,843,666,730,TRUE,730,64,686
01/03/1976,1976,3,1976_3,6,1975,1975/76,1975_6,485.5,484.9,486.6,1094,2239,666,730,TRUE,730,364,686
01/04/1976,1976,4,1976_4,7,1975,1975/76,1975_7,487.2,486.7,487.4,4529,4842,666,730,TRUE,730,3799,686
01/05/1976,1976,5,1976_5,8,1975,1975/76,1975_8,487.6,487.4,487.7,3693,4224,666,730,TRUE,730,2963,686
01/06/1976,1976,6,1976_6,9,1975,1975/76,1975_9,487.5,487.2,487.7,3924,2651,666,730,TRUE,730,3194,686
01/07/1976,1976,7,1976_7,10,1975,1975/76,1975_10,486.6,486.3,487.1,3125,1428,666,730,TRUE,730,2395,686
01/08/1976,1976,8,1976_8,11,1975,1975/76,1975_11,486.2,486.2,486.3,818,735,666,730,TRUE,730,88,686
01/09/1976,1976,9,1976_9,12,1975,1975/76,1975_12,486.1,485.9,486.2,772,488,666,730,TRUE,730,42,686
01/10/1976,1976,10,1976_10,1,1976,1976/77,1976_1,485.8,485.6,485.9,736,417,1000,1065,FALSE,736,0,691
01/11/1976,1976,11,1976_11,2,1976,1976/77,1976_2,485.5,485.3,485.6,845,415,1000,1065,FALSE,845,0,794
01/12/1976,1976,12,1976_12,3,1976,1976/77,1976_3,485.2,485.1,485.3,795,468,1000,1065,FALSE,795,0,747
01/01/1977,1977,1,1977_1,4,1976,1976/77,1976_4,485.0,485.0,485.1,825,671,1000,1065,FALSE,825,0,775
01/02/1977,1977,2,1977_2,5,1976,1976/77,1976_5,485.2,485.0,485.5,769,953,1000,1065,FALSE,769,0,722
01/03/1977,1977,3,1977_3,6,1976,1976/77,1976_6,486.2,485.5,486.8,818,1746,1000,1065,FALSE,818,0,768
01/04/1977,1977,4,1977_4,7,1976,1976/77,1976_7,486.9,486.7,486.9,2569,2445,1000,1065,TRUE,1065,1504,1000
01/05/1977,1977,5,1977_5,8,1976,1976/77,1976_8,486.8,486.7,486.8,2352,2681,1000,1065,TRUE,1065,1287,1000
01/06/1977,1977,6,1977_6,9,1976,1976/77,1976_9,486.9,486.8,487.1,1296,2069,1000,1065,TRUE,1065,231,1000
01/07/1977,1977,7,1977_7,10,1976,1976/77,1976_10,487.2,487.1,487.2,907,1100,1000,1065,FALSE,907,0,852
01/08/1977,1977,8,1977_8,11,1976,1976/77,1976_11,487.0,486.8,487.1,986,626,1000,1065,FALSE,986,0,926
01/09/1977,1977,9,1977_9,12,1976,1976/77,1976_12,486.7,486.5,486.8,918,456,1000,1065,FALSE,918,0,862
01/10/1977,1977,10,1977_10,1,1977,1977/78,1977_1,486.3,486.1,486.5,904,357,1000,1065,FALSE,904,0,849
01/11/1977,1977,11,1977_11,2,1977,1977/78,1977_2,485.8,485.6,486.0,914,309,1000,1065,FALSE,914,0,858
01/12/1977,1977,12,1977_12,3,1977,1977/78,1977_3,485.7,485.6,485.9,937,461,1000,1065,FALSE,937,0,880
01/01/1978,1978,1,1978_1,4,1977,1977/78,1977_4,486.7,486.0,487.3,1549,914,1000,1065,TRUE,1065,484,1000
01/02/1978,1978,2,1978_2,5,1977,1977/78,1977_5,486.9,486.7,487.2,4865,1307,1000,1065,TRUE,1065,3800,1000
01/03/1978,1978,3,1978_3,6,1977,1977/78,1977_6,487.3,487.1,487.6,5683,2387,1000,1065,TRUE,1065,4618,1000
01/04/1978,1978,4,1978_4,7,1977,1977/78,1977_7,487.5,487.4,487.8,5478,5432,1000,1065,TRUE,1065,4413,1000
01/05/1978,1978,5,1978_5,8,1977,1977/78,1977_8,487.8,487.8,487.9,5432,5297,1000,1065,TRUE,1065,4367,1000
01/06/1978,1978,6,1978_6,9,1977,1977/78,1977_9,487.7,487.4,487.8,3943,3068,1000,1065,TRUE,1065,2878,1000
01/07/1978,1978,7,1978_7,10,1977,1977/78,1977_10,486.9,486.3,487.4,3935,1627,1000,1065,TRUE,1065,2870,1000
