,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0.1,2923.9039612426336,3639.4471417380637,2395.739198274402,2187.823512835168,1191.8438385956476,1427.8567493496744,2711.494643222268,2804.7301040961274,1240.4331889922214,3461.141817596581,2331.54940978802,2228.163128946389,2961.965115828125,1860.2731325914679,2391.376403552778,3635.322824476674,2391.376403552778,1556.2708435897603,1625.8016648420994,2241.52697158111,2769.1490746977324,1383.5781363808978,3775.572384341909,5352.02546546035,779.3663976124346,3886.053218431513,2955.279343525176,4150.678198529429,4196.24613162087,2794.568221255438,2909.349800743113,4499.840237193991,4152.69214003922,8136.872823707362,2676.9656714271523,3359.0710769054745,4371.317547490286,4501.386000873192,5866.99193481021,2261.108087620956,2450.1297002835204,3105.5856222785833,2314.0015513509325,4532.094174508177,6829.953791641767,4056.5448687282815,2562.519952185853,1617.395611566826,1127.726717014242,2450.1297002835204,4017.4879261529477,4423.8167220752875,2616.9528033142706,5381.478001121372,3600.5067224551703,2742.5001142461247,3042.716717565836,1127.726717014242,1080.0406798008228,1519.9552874945575,1677.712303316742,1871.7016074586718,1758.962029931717,1848.0234075588623,3381.83958649344,936.6346831617363,1921.651232388288,834.6935677067364,2411.0479762115906,1458.4976652681996,1025.7722252448225,725.9751300988225,1263.884426483201,3056.4607789066054,2726.2135245106856,2440.215615378589,3138.65846664605,1810.986929835467,2814.739360295136,3915.5599520939836,1258.8814636487903,2486.6689646744553,3577.564980656809,2995.1153580101827,4347.3562227894845,4518.247439005995,3961.5941817290113,2896.6072356138507,3171.125614747709,3381.2781544117834,1346.5041416432566,2752.8807647068493,2912.3899554608524,4004.6488002879123,983.0669577592037,4161.948529235811
0.11,2741.4379532835856,3495.194609115512,2395.3029188022397,2187.823512835168,1150.6468991276342,1353.8087785286652,2631.337361917658,2637.571310329116,1194.9528837784992,3277.5586540979866,2215.446645261131,2148.815542179171,2931.535401286021,1835.6345805487263,2326.327299033167,3570.3523926147323,2274.32699849117,1492.9232463956196,1608.7048944602816,2194.108971656324,2645.619049709331,1383.5781363808978,3535.424770104423,5326.301133333888,779.3663976124346,3801.9159634242405,2914.698847593973,4027.0220772947805,4035.8025734232046,2703.4809615554286,2831.488197054909,4457.8174895970815,3937.6586467227244,7664.725156353764,2552.117473875742,3068.7634388673646,4055.3639570709406,4498.619284843893,5629.336555656508,2261.108087620956,2394.462966391363,2958.9141953672874,2221.9458555412634,4501.386000873192,6665.356477759558,4006.728592301148,2495.5655677768614,1586.3266941234438,1116.6632729921132,2423.365591149523,3919.867611382678,4401.902674556776,2616.9528033142706,5259.545195770601,3495.194609115512,2697.0639055583683,2963.39452176645,1125.7751419288522,1080.0406798008228,1491.7127302804406,1645.7136786211431,1766.7591386913746,1744.441382572724,1796.5533746329027,3355.9174512398436,929.9006238828883,1901.2885378434585,832.3806236610135,2309.8357757917465,1413.264887756145,970.6722826547657,711.1509634729315,1245.499746047642,2947.78213938699,2698.650029435892,2343.637770413796,3131.3148101238016,1771.4845900836826,2696.010126963972,3835.5062191353127,1251.589562315681,2433.306682546231,3498.694153646736,2962.724728490661,4078.956395592266,4493.143066687026,3936.3302329716016,2814.485161099185,3131.3148101238016,3346.1373711307665,1346.5041416432566,2709.764510818967,2770.9424775155994,3968.6205801504307,945.6617553068173,4127.085266800079
0.12,2617.3873700921545,3375.5384456614784,2363.8334011984343,2166.8214902607683,1125.7751419288522,1260.51080467983,2550.9094718091164,2500.8026814183786,1175.5892132240735,3122.5455768630845,2084.8676964315714,2069.331600710604,2886.3792641037694,1807.7940123876037,2202.307606290855,3446.21832774618,2217.372657831301,1411.5824411877827,1589.152359062425,2166.8214902607683,2550.9094718091164,1345.8904479054531,3444.6030291018956,5197.4650670066585,771.940576110636,3746.703586362987,2914.698847593973,4009.5030368147272,3923.8452372613874,2626.1260021606895,2788.799423368615,4349.24068946866,3715.8933009556986,7340.577874868939,2414.989612991729,2884.749001285084,3897.067736639886,4432.218100140775,5471.456257924584,2261.108087620956,2318.31152623611,2789.0975938520287,2187.823512835168,4497.217150931057,6625.504515920135,3943.5387017632074,2393.221256187541,1533.3159608670373,1089.4560494851628,2423.365591149523,3827.9725333889196,4388.493435736986,2616.9528033142706,5150.2182658927195,3444.6030291018956,2673.2583518926444,2935.161942263361,1091.7097368010668,1075.4542925861942,1438.9354770375367,1609.5195834351925,1690.121933387324,1682.8665445239178,1716.4923972873116,3332.217132164571,926.3533153751499,1881.043696233813,819.2739407352476,2222.8294582405256,1336.6301942711002,926.3533153751499,702.6560160658968,1202.3058267978117,2908.954312642157,2661.274809157102,2288.554693947899,3106.0331771970777,1771.4845900836826,2541.492244444823,3750.761784881198,1238.7368100654535,2385.0218703997143,3483.480329502967,2941.1729806580743,3915.982641759303,4468.864851570453,3889.991232059012,2751.5186377361356,3100.2290512731392,3329.5178406917858,1330.780420351734,2678.7791347035104,2668.0868553408877,3925.642949578747,927.8079295597247,4096.4465971714335
0.13,2395.739198274402,3042.83613976076,2363.8334011984343,2158.702858174318,1089.4560494851628,1213.8939142063884,2395.939312207381,2375.382746847983,1148.313080338415,2963.5533446484865,2059.2126887860018,1978.2250611792151,2840.311133494523,1698.1924705747733,2124.4862956600764,3251.016842748816,2136.277782465611,1301.581710018625,1528.5730100497167,2130.0554467960933,2453.3532125727484,1306.7312277402862,3280.3309337000906,5009.953749777914,760.52821131929,3709.973587521388,2908.5415812747074,3926.268610288272,3839.638996978152,2487.3695788808113,2769.1490746977324,4281.742557162845,3462.327609018687,7036.146074416367,2305.1284974485047,2734.2768189660446,3730.363901912321,4415.415344009801,5307.780230671744,2219.8879165717804,2264.4457685585357,2680.601551686677,2124.4862956600764,4479.24156045041,6447.951046385413,3819.1279405429805,2319.0952295439993,1489.2916980500822,1080.0406798008228,2378.112592183331,3682.9943199227127,4352.723084314373,2568.790217619366,4949.648465889169,3355.9174512398436,2616.9528033142706,2856.0204654079375,1081.9710063479756,1073.2959927204865,1396.24570169974,1559.6365373841436,1564.205060033151,1641.1351255772406,1646.980374230875,3262.421422294653,924.6839937244496,1878.0542278257676,819.2739407352476,2136.277782465611,1285.6639887505896,882.4948761292189,679.4720942476486,1186.5259970828752,2806.1235349083586,2626.014110237692,2184.09041356985,3080.9844735718098,1756.4342238183276,2400.845855433422,3583.47047925526,1234.1910286190814,2350.4409642976734,3483.480329502967,2939.375886394469,3736.0106194432988,4388.988231231966,3879.530847829603,2705.841752683764,3096.2208421802447,3260.086445540491,1330.780420351734,2632.652467637926,2559.4137000070605,3843.43614442198,906.8767194245501,4062.908420661527
0.14,2262.422292142172,2822.8527932165684,2327.3604518173347,2155.1973702997225,1080.1542284212437,1186.6620966242278,2267.7910944538826,2290.6776893482897,1125.853204932268,2874.18335445213,2004.1930578689712,1952.5278497277295,2769.671372169742,1571.0681034529425,2067.468969295266,3121.553350013307,2067.841495578334,1199.561484005937,1485.1759432584731,2101.3178341740745,2337.1470474469043,1291.4642502431466,3034.3777955747973,4707.606580200421,728.4970702319307,3709.973587521388,2873.0524012848505,3807.8240793604778,3639.447141738064,2396.35154939189,2742.5001142461247,4158.615198005588,3359.3209618304895,6415.151121826447,2231.7307159694838,2569.7020519268526,3497.7175659804193,4336.075193196632,5133.118886202348,2187.823512835168,2217.5555857396994,2544.2774488333157,2068.5595123821154,4430.537824527678,6268.419415881512,3735.8146032483555,2261.707837859968,1446.688358904274,1066.6260388528476,2345.660513136817,3573.2680912123824,4218.190633910067,2498.5859429152865,4723.123531476087,3251.016842748816,2574.7724277544826,2769.1490746977324,1066.6260388528476,1073.2959927204865,1327.7083044595875,1494.3265958904738,1493.6491645249896,1571.0681034529425,1548.9007709850612,3185.838009938993,914.4788909936738,1808.7740972156203,819.2739407352476,2067.468969295266,1208.4761645820665,843.5383718788989,659.3694091121557,1171.8754883634308,2680.143228368307,2593.7243873898865,2117.160397472996,3056.4607789066054,1752.678835625194,2321.2392465153766,3478.2046460397005,1222.4109255261974,2300.0439314643804,3478.2046460397005,2912.0816655899725,3527.2610837160505,4302.241927750251,3857.302531342109,2651.2636218485195,3071.4821003626753,3139.9571525701167,1330.780420351734,2606.73306050942,2434.712309023428,3728.7817398110938,892.8378567967785,4035.7022123401616
0.15,2129.670057817512,2623.742349154887,2283.2463864182755,2155.1973702997225,1045.9221725410116,1136.0554727211497,2155.1973702997225,2163.353905933584,1092.2731586300429,2762.447417381563,1971.8467458433613,1841.8985450425594,2694.7822306500584,1466.3705361774826,1952.5278497277295,2974.897397616464,1973.193932984225,1157.5208874603732,1454.561229813557,2094.732546466481,2267.10559001107,1246.062696831578,2934.2406464157775,4421.237396030185,720.3337222668207,3709.9735875213873,2831.488197054909,3546.106173336264,3584.0835367434493,2311.86316005483,2742.5001142461247,4056.5448687282815,3078.746628328266,5979.541698723358,2123.308667804839,2409.3368237766817,3409.9541314222342,4305.170852711009,4808.93404198116,2155.1973702997225,2157.746816026701,2441.0053684573018,2010.4499823598098,4340.237165976067,5845.907676987546,3519.351901554068,2190.7813758098296,1403.2533931792302,1045.9221725410116,2330.480337335438,3452.6933347212143,4037.0264934588813,2434.0712348031216,4503.541800145886,3116.592215764422,2523.544388538487,2680.6729909616597,1045.9221725410116,1059.9978690640885,1297.4934435018629,1437.786390534638,1414.5724194681432,1558.8592188599291,1464.2396378863132,3142.9084540645536,906.4211780013766,1767.625484109115,818.1196298340462,1936.5672217781828,1159.7354822853533,789.6318220793671,639.6065875810932,1136.0554727211497,2632.652467637926,2510.817679668313,1972.377944342492,3040.0319515766673,1726.6076432517052,2270.563967143528,3457.7839645140434,1216.6286979961694,2250.6307276302796,3458.1946808813436,2881.5373211155315,3278.735780435026,4244.57584088134,3826.924500748494,2582.8961319681002,3056.4607789066054,3062.469307489033,1316.6588218214915,2596.9002139865706,2314.983618033194,3683.8397335048894,879.8470844947601,3986.670043648609
0.16,1996.4299429828245,2429.4185885030993,2205.816582410286,2067.468969295266,1014.7487742546815,1127.2583389937483,2056.0369052474584,2057.1486186586844,1080.0406798008228,2652.3397549371894,1943.883341836237,1738.0480368792753,2605.149283807106,1431.5419054986633,1916.9666341136253,2806.552548112036,1905.7552765934295,1127.2583389937483,1390.0687895315775,2094.732546466481,2181.522906062848,1208.137555230546,2725.4372129371477,4168.4364553151845,720.3337222668207,3677.06915516647,2782.206511497961,3502.506459943152,3494.3989649547602,2228.2847820163197,2742.5001142461247,3970.8114329461437,2860.278449377165,5565.324953729734,2036.4282390379553,2291.3597167663925,3176.8257258448843,4214.274638780122,4578.172784519283,2073.0568635412806,2108.3512167689455,2333.288234301731,1963.2640691081815,4253.107973715088,5518.469356974595,3441.0052160059477,2151.3594271304455,1376.5251158083577,1022.7291742398579,2323.2858045247317,3350.229374661778,3954.890856686642,2363.8334011984343,4273.309782167689,2962.60040735627,2460.5309007647907,2554.425017648339,1025.1570830002852,1042.8375986738163,1251.4791977352909,1399.6225280663384,1334.066827505218,1486.5505959432662,1393.2047713921615,3122.545576863084,902.166984006081,1745.9668486656192,817.7348595336458,1834.9390706610752,1125.1610049845526,747.410376046726,621.7508666047112,1117.0362502238706,2524.746109453595,2491.031331620199,1921.8591620692737,3040.0319515766673,1681.4207561764679,2191.1319565119834,3229.2256170039254,1213.1188910874237,2216.0470469883594,3367.2754716645045,2853.5817182583633,3030.805345924814,4188.21417162295,3813.9700722167054,2543.483794617355,3052.51786034742,2942.7206056147556,1309.6914449174558,2553.043283719102,2218.0912687496334,3608.956667655099,861.6742735881503,3969.276648797798
0.17,1885.91660057235,2265.050701184601,2102.049532808252,2003.1555891164044,971.4321659369264,1090.3011822286269,1885.91660057235,1964.147184809233,1061.5936439028562,2567.771472034419,1862.7656002285494,1609.5195834351925,2502.284982078976,1343.0378707833613,1786.3428823467252,2671.4046921253907,1832.2961330880007,1090.3011822286269,1327.7083044595875,2067.468969295266,2105.4102424867933,1187.6984450185118,2556.026592174668,3969.2613049439124,720.3337222668208,3639.4471417380646,2769.1490746977324,3439.8166081460226,3441.0052160059477,2164.7212880033285,2697.994333625166,3930.4831720741577,2676.749659892263,5201.101541687199,1920.8313207922579,2168.5210949132083,2942.252105852472,4011.0437843480518,4525.162733396875,2003.1555891164044,2044.7641978947888,2261.108087620956,1885.2995407073367,4158.118356759932,5139.531153586238,3282.789692233161,2079.814215144313,1325.883540929476,978.3010125247707,2301.531632213161,3332.217132164571,3897.4715091575836,2310.3827547648234,4036.9869549887308,2849.2376591864577,2411.0479762115906,2417.8180231964766,990.4616478222491,1027.8009259147987,1199.3483264678032,1344.2806357628392,1236.5199253948222,1432.4692063487978,1355.589210120566,3069.3041733294326,891.8619896951615,1681.326450479924,817.7348595336458,1748.5658849188387,1090.1763042628197,712.0837013457431,615.1601980866651,1087.022719922703,2439.2054280864927,2456.300494508319,1769.0289705671273,3031.239325728743,1653.5563491831283,2137.209528735965,3031.7538670006547,1209.258584607589,2145.90892266552,3273.6798413461684,2839.5002195930097,3016.6012289324913,4103.011312794911,3808.98741712813,2479.231876484325,3040.0319515766673,2841.1899994328523,1309.6914449174558,2498.038880325913,2137.209528735965,3536.2069664126625,847.8160468187352,3943.120296324417
0.18,1775.5850438972475,2161.9293574728517,1993.4033828422785,1952.5278497277295,935.3970822632315,1080.0406798008228,1775.5850438972475,1843.123517545819,1026.4261275992517,2395.739198274402,1807.794012387604,1528.8393753592509,2496.736423333441,1283.0654204092414,1696.326748422614,2608.0629326016515,1745.9668486656192,1076.5334425190476,1257.431280070895,2067.468969295266,2022.1810745896944,1184.6270898162238,2408.999866854459,3838.6711158474764,720.3337222668207,3512.467613935689,2706.1273541780274,3355.9174512398436,3289.9929816683753,2098.2446999105305,2671.4046921253907,3877.041493296447,2524.4269486045896,4758.919694479041,1832.2961330880007,2077.84313834916,2785.306012167822,3902.574995744071,4457.316716347294,1952.5278497277295,1961.8009198632321,2191.3729484047617,1833.9653568183635,4056.5448687282815,4830.276432654501,3116.4169744017727,2000.9116922312846,1225.4407613624567,949.6103629175295,2284.675294982682,3278.6645629042023,3648.7146823906323,2261.108087620956,3874.3430338059493,2735.696641701383,2357.4120226368723,2318.532049350028,952.249553336155,1009.7029150835722,1168.3445387418274,1269.7472452468235,1177.2737799933384,1383.5781363808978,1306.557901789179,3049.547329305057,888.3506677680825,1652.4382917071523,803.6892968412517,1644.9981430108103,1058.1325969097518,669.8406854331804,589.2318351168824,1066.380968419159,2353.225621696834,2425.490349251134,1634.5353077665695,2946.3325957358884,1616.5727024443067,2093.694230572615,2921.473498607241,1208.364833003628,2088.4463503525567,3161.1641891922836,2820.7201299770304,2904.8602649344484,4006.50823456154,3800.223421952879,2400.9071450830133,3016.6012289324913,2750.610553088993,1291.5761032764274,2464.2807335136035,2041.391955652875,3496.984739347846,822.2827170696651,3936.514205791712
0.19,1672.592523365447,2032.3521871220285,1877.7204060510383,1821.572890278716,905.4211927358451,1059.9978690640885,1645.7136786211431,1760.044961703892,1022.7291742398579,2282.4404254337196,1745.9668486656192,1466.3705361774826,2492.053001107127,1228.172707712764,1618.5763567652284,2427.27557919891,1674.8340610607834,1049.315203794927,1206.7653838346089,2041.6680927038144,1910.834607548481,1172.2200796855432,2289.491719257664,3578.1676285248477,672.1164566691141,3427.391173643374,2641.0324502861226,3313.0406406455268,3144.168226317469,2035.6720871302407,2572.170264671373,3811.676948218156,2337.3889431391403,4364.01582166133,1712.864702855609,1986.1102350195383,2662.6923899156136,3681.029367106304,4305.170852711009,1851.6983250686449,1873.8004940406051,2106.912693796188,1750.6293337267016,3975.24592483597,4437.188760720602,2908.0354161845144,1946.764844466736,1195.2983332432605,941.1240560143015,2266.0164419409257,3274.2409276793414,3470.2255127941166,2213.8279398217846,3604.502431771068,2634.408051631581,2335.160165612593,2212.6447946319204,912.8324783193291,975.9217803580943,1129.99969980961,1229.5271451188441,1140.2145847944723,1311.0784203230735,1235.751729097019,3032.4707999570037,885.1094475277025,1629.1640861522087,789.0438825598528,1547.641034491956,1019.4483509418338,623.8090120652902,571.8920920403683,1040.431731032374,2353.225621696834,2375.662669167197,1559.0984557203928,2851.3286784719076,1569.421390345978,2026.190872549226,2785.576289031786,1198.3617483240928,2025.2434822465948,3069.0786889297046,2801.959149720212,2745.27731949797,3861.8169391459187,3800.223421952879,2345.936032081627,2995.1153580101827,2625.688073259367,1256.1554605165875,2392.176986180564,1961.009052762252,3436.9424873816147,807.275656769559,3931.914885288962
0.2,1593.2258039369783,1912.2112282739672,1802.8854396695533,1745.9668486656192,885.1094475277025,1059.9978690640885,1558.8083141310321,1645.7136786211431,979.3170575347875,2112.6791003065455,1707.8301963432584,1414.1459885179058,2450.1297002835204,1208.137555230546,1462.9520838768096,2327.3604518173347,1659.7232892169968,1023.7435245748459,1174.3257881471245,1983.4436828176406,1837.8915329886938,1172.2200796855432,2145.2092210576047,3441.0052160059477,654.21608557748,3218.8616137025924,2558.6500764633465,3185.838009938993,3016.976367731858,1931.6903350793023,2522.2490535824154,3734.2590342319786,2193.733341834394,4051.7807758194704,1648.5156007403139,1871.7016074586716,2473.319312201865,3511.746766681832,4134.140975796034,1751.5174261192885,1788.2929850777136,2029.3620891359076,1680.9337040712267,3931.0099922973936,4037.0264934588813,2779.2847800920845,1864.4272453199364,1172.2200796855432,906.4211780013767,2261.108087620956,3218.8616137025924,3313.0406406455268,2163.1012564091498,3455.21286048605,2505.9840212426648,2301.531632213161,2130.0554467960933,886.4599559611943,953.5347465573467,1089.4560494851628,1199.561484005937,1102.3540862636607,1234.8036811528639,1182.7486219934508,3020.841272673107,885.1094475277025,1574.0821460545224,760.52821131929,1457.0168552753985,956.2345002937205,603.1812865291765,563.9275439778775,1023.2147559919433,2353.225621696834,2280.9975258052186,1404.3220555145747,2751.5186377361356,1539.7155283240525,1981.9403611659413,2645.962628287873,1190.3714036314962,1943.5694559730673,3043.3177170426543,2772.806183890805,2641.5944511326525,3646.4525770918676,3787.3215149167527,2299.1910593261064,2995.1153580101827,2533.92430551561,1218.2424748830294,2320.512862782941,1892.6271491280272,3337.069366886329,785.9428565199106,3922.691450420999
0.21,1528.4731230586412,1823.4626276652496,1749.0751720396738,1656.9131972646037,862.2426742948828,1047.1560020878896,1457.7103781772707,1536.6733999978783,950.0449353737436,2067.468969295266,1694.578323411591,1356.1144586648843,2432.9337416918715,1180.3076091712066,1420.5523760288665,2187.1195065367165,1653.5590605548211,989.4775076349575,1134.7081763921667,1929.1156408549386,1729.1867216437806,1141.726989184771,2028.446564081993,3224.8907191487606,608.7950640130589,3013.5472786393107,2442.641528807724,3038.4475852288224,2874.479587799011,1832.2961330880007,2459.8374873993735,3650.2592724993965,2039.6275682676965,3859.9217959391754,1545.7195337925812,1771.2142313132003,2336.4206228449143,3425.2075867561166,3998.9463705109074,1693.819307089167,1718.1003851429,1936.679585259994,1600.5580047111748,3878.7669752087086,3757.676999035993,2636.452307280356,1801.6582964900408,1135.5828463491816,888.8908711414795,2261.108087620956,3169.0574299794807,3125.1055396121947,2135.179723229814,3364.5947292566684,2399.5130397254406,2293.9632006513275,2024.6576382881865,858.5276662376176,941.1240560143015,1068.779878122606,1178.1160633779714,1077.0730174854748,1189.7764602933444,1168.6213630949503,2942.868341840209,885.1094475277025,1551.2223028981846,748.233943314839,1378.8033692055715,920.0066549728439,573.056370635023,549.165214561596,981.5375572878238,2314.2509550853983,2210.3600175229376,1258.6170115022153,2657.690021423162,1518.5529604884168,1957.8043067328992,2520.7866833821713,1164.7935881098874,1858.006851599801,2952.4512379683365,2750.610553088993,2547.7708999005667,3479.050696574018,3784.0960381577206,2244.449521094892,2969.89254157945,2447.2577379088325,1195.421642373009,2230.0224036321406,1788.450572471084,3257.083171767863,758.4217104142899,3889.991232059012
0.22,1490.7990295781692,1722.2932179291206,1676.2731821887626,1550.3973887766754,834.6935677067364,1041.634664853095,1381.3390222800717,1490.5022141652612,939.8088510311135,1965.524325819856,1617.395611566826,1269.7472452468235,2395.739198274402,1163.4109165675538,1361.5562117794318,2067.468969295266,1559.6365373841436,969.9123993726062,1086.1408891329413,1878.2410696012703,1586.1179545692862,1125.076030592454,1950.0577203405746,3011.795563364448,608.7950640130589,2798.5265872439063,2362.3795701535055,2899.565578430656,2710.319926944794,1748.715423812731,2411.0479762115906,3639.4471417380637,1880.2963291318017,3699.03714781667,1464.7959619956262,1698.7948284353033,2193.1385041362423,3122.545576863084,3904.9941016614994,1603.409416123362,1606.3831841845815,1835.7736825262566,1528.8393753592509,3811.676948218156,3491.7386998220345,2509.571543949442,1724.7026493712415,1110.8750218609182,847.0875422650073,2261.108087620956,3030.214257040875,2957.347843806003,2102.049532808252,3137.1869074905694,2309.6746649606907,2276.101843596241,1879.3820511424256,819.2739407352476,929.9006238828883,1026.2794004123164,1140.6069674111286,1057.4221136121457,1164.6870643480272,1141.726989184771,2835.662763734799,885.1094475277025,1509.6193633711248,733.8466837887172,1255.0901983377667,884.4558046780818,556.2195342976412,543.1572885586356,941.4426168773147,2271.6643325757755,2155.024417041894,1149.7979860405276,2508.2908154135944,1448.5764992307227,1895.2329316819666,2373.863583335869,1133.8662757359482,1754.0480973729982,2893.165194225412,2598.5093352959384,2419.5305176944744,3187.7096870202877,3668.4501389835955,2177.84491528901,2907.572574418747,2331.4473939951777,1171.9882259205328,2137.360805675066,1684.4838031501686,3188.8485854051933,749.7799552877552,3856.864675830272
0.23,1436.9972565708524,1619.6539300872596,1621.3184364286203,1455.263040106258,817.7348595336458,1022.7291742398579,1292.9715485578258,1432.1090205356797,905.7011886101941,1890.9740000053694,1589.1523590624247,1187.0939084551796,2363.8334011984343,1107.711819429938,1237.4936575734205,2028.446564081993,1502.746692859595,941.1240560143013,1063.7213436878803,1809.019118422624,1459.6341274018523,1089.4560494851628,1874.3173923157115,2843.068446337111,603.742664277565,2634.7944558555414,2265.3063392940367,2769.801946537744,2531.2647660754915,1664.760213164926,2363.8334011984343,3601.2246602855676,1767.2748702744186,3444.1533024649025,1392.1184694738974,1609.9133848417744,2111.6626971397905,2979.593964495382,3817.0185144268576,1551.6430146224827,1522.313508544995,1751.5174261192885,1457.9522233656073,3792.686802026623,3229.818498250725,2349.068338452764,1654.6732935359119,1086.5760749010324,837.1701128749422,2261.108087620956,2974.95233192842,2834.686656719478,2051.5000221308956,2974.95233192842,2229.6185781724057,2276.101843596241,1756.4530949493146,817.7348595336458,917.0301666763678,958.60833568915,1110.3226600522394,998.7879742843306,1129.0000855389671,1127.726717014242,2711.682924633804,876.9389119074414,1399.6225280663384,720.3337222668207,1204.333049409469,850.7807415919754,543.243936220399,527.3375978981461,899.0135429390132,2201.9291195685187,2057.3776318226573,1086.9944149318426,2386.7871892688217,1448.5764992307227,1797.4859932423162,2310.4602532137146,1121.7763692041144,1655.9772462500855,2809.8415617627397,2513.3970897095483,2325.5975489099897,3099.7280251365282,3511.6145166797996,2123.7044936178936,2796.6354957194044,2275.177803684512,1148.6664552960378,2029.000290301854,1619.5847210762709,3171.125614747709,744.9998633448876,3846.3561435461793
0.24,1435.1448723891026,1521.910101477603,1578.5266632582432,1376.4147387592877,779.3663976124346,971.4321659369264,1178.958346762604,1383.5781363808978,886.4896816915821,1805.585154664481,1543.164448984168,1151.709630560099,2363.8334011984343,1107.711819429938,1193.5088536814417,1952.5278497277295,1446.4608266156786,906.0611833057853,1022.7291742398579,1745.9668486656192,1352.1801639731623,1080.0406798008228,1799.018550098153,2689.2212513482973,577.1896820927504,2486.1987233242317,2181.1270919022545,2655.9333066757545,2353.511036387531,1591.561686856814,2293.9632006513275,3537.052200710891,1640.5628064467526,3185.0828302697455,1321.7215461704423,1507.2896979810712,2028.1770801632704,2847.7649068160554,3625.3565845267794,1488.0811819349028,1441.3471778824924,1676.5012808406777,1383.5781363808978,3612.0964322927457,3007.6605160459367,2261.108087620956,1602.1873826609958,1065.3171185266474,818.7198715026709,2231.7307159694838,2861.265544880332,2673.7498658986606,2014.2041370543134,2826.810495430246,2149.4404555458077,2266.0164419409257,1649.5289572280988,798.587832943857,889.4310745148762,906.4211780013766,1086.4244972913411,955.9540044410869,1092.8720653271953,1117.0362502238706,2586.0572826787975,861.7003568318771,1246.062696831578,705.8654488603318,1151.4124173518942,812.6784569643837,529.0992264946901,505.01787451967766,876.9389119074414,2108.42100941186,2011.4414293479254,1056.1523388071098,2320.443643946992,1316.3689538929807,1721.8856939801713,2232.746041183722,1094.5598231526187,1573.936672062414,2710.5718302097803,2407.4582411840056,2275.039686515941,2939.9002295658856,3446.079464050992,2080.9288231986925,2715.279139972024,2212.943592598748,1133.0818515990584,1944.5131685211668,1590.8393392724965,3127.8901570678663,743.1409387004387,3813.9700722167054
0.25,1399.6225280663384,1414.1459885179058,1551.2223028981846,1285.8465867047307,768.4460718744957,971.4321659369264,1141.726989184771,1307.682176117771,843.5383718788989,1677.712303316742,1511.0711996298642,1114.7051425253876,2363.8334011984343,1082.8793953113418,1141.726989184771,1860.2731325914679,1383.5781363808978,885.1094475277025,957.9333972550563,1669.7126471428423,1195.2983332432605,1059.9978690640885,1631.4057003589478,2500.333210389477,562.8280752081156,2363.8334011984343,2094.732546466481,2545.0856916757866,2217.372657831301,1492.9232463956196,2261.108087620956,3494.316987013325,1528.8393753592509,2914.698847593973,1216.6027890185494,1427.4253058456372,1916.5090668465116,2742.5001142461247,3467.070774707111,1436.9972565708524,1365.945584949549,1570.314592802547,1311.0784203230735,3441.0052160059477,2802.8093610937553,2187.823512835168,1528.8393753592509,1048.6211746748077,803.6892968412517,2155.1973702997225,2749.274687970632,2537.7999696644906,1983.4436828176406,2697.0639055583683,2076.7821263719575,2266.0164419409257,1551.2223028981846,779.3663976124346,863.4849952911484,883.0668136226373,1066.3481241083625,941.1240560143013,1066.3481241083625,1088.6981614367073,2467.4650344189718,843.5383718788989,1182.7486219934508,691.9065967426677,1117.0362502238706,779.3663976124346,505.01787451967766,479.56309760929685,803.6892968412517,1975.237641011956,1961.009052762252,999.0869111729719,2224.943721242942,1203.6906406989826,1621.223073504853,2157.6962422653296,1080.5994501120829,1518.5529604884168,2593.6225984789544,2341.492231192404,2122.6540080750337,2801.959149720212,3243.067894162267,2005.5202399564787,2684.4461330713057,2136.3294118910203,1131.2888821433105,1808.4110967971747,1570.9517292286578,3071.4821003626753,736.5345106939399,3747.977061032573
