,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0.26,1394.8199305671762,1346.460963329872,1511.0711996298642,1195.7246483195283,739.6475434553279,971.4321659369264,1090.0512543115092,1218.1414028400134,818.2889287662224,1528.306644740182,1428.737669269416,1080.3245513518748,2316.494725703728,1053.950614201827,1081.0626173846097,1690.1069026340747,1341.3263245101061,844.8160732178981,930.6024161487965,1574.2350918658124,1156.9100404495257,1026.10886644951,1589.152359062425,2349.5776829701704,558.5986090254121,2144.9628551816522,2012.9243201056595,2347.477801942979,2105.011614185954,1437.1929259766628,2190.4855895123637,3339.5055702646578,1406.422448647052,2735.099164608086,1182.7486219934508,1331.5320325085845,1771.776997175883,2576.935020488075,3373.623713533052,1392.8688753331417,1293.4739813293854,1517.1680819192175,1216.6027890185494,3334.587164072099,2620.564859623523,2102.049532808252,1475.9295118560121,1025.1570830002852,779.3663976124346,2054.3091448243467,2658.23846856017,2315.7278194081855,1909.1589703225213,2576.482025484868,1990.91345783612,2261.108087620956,1468.4465671343453,751.6655881559767,847.0875422650074,845.0373013147711,1026.10886644951,909.168878137642,1031.5220686427565,1080.3245513518748,2359.7623245368864,817.7348595336458,1141.726989184771,682.3088631722309,1083.4302128871855,747.3829447236358,481.88939197082107,477.36657561862575,784.7262354294662,1862.5008295876196,1812.5085212317147,972.817995721604,2136.0745465870955,1180.7639869498807,1536.0959558864643,2052.593949375858,1046.2932637933325,1450.1686252307072,2486.123885681449,2275.8580266308654,2091.485961789622,2674.5919988734263,3108.7464955955406,1962.0835310404182,2606.4659417027565,2114.211690776233,1130.2900182197789,1641.2184680217117,1524.847018933224,2974.3853551176894,736.5345106939399,3580.140975758604
0.27,1383.5781363808978,1227.680808533087,1505.989772724275,1146.0854318599763,728.4970702319307,947.0029281802472,1059.9978690640885,1190.5484031027925,766.2290709190379,1442.5341069984436,1350.5827788541342,1038.037574256951,2248.8621672798517,1042.8375986738163,1080.0406798008228,1514.719262732783,1291.2130338573666,818.8429979987991,889.9712778882728,1486.4858347310537,1123.3282522514571,989.4775076349575,1528.6063057134083,2211.6488158357693,534.8395067360578,2041.6680927038142,1867.3943785529839,2226.3490427339625,1948.5881874214447,1381.8902768549635,2143.28462447469,3032.8668105149463,1319.2481433914236,2578.2494023719546,1139.0802815017475,1250.1773991960163,1672.6753793688129,2406.7615183891776,3186.1051821592073,1373.8802330936555,1198.3678017923874,1426.8941331525275,1172.2200796855432,3128.6718913970158,2469.8482400351854,2009.6456969381077,1426.8941331525275,989.4775076349575,779.3663976124346,1974.7872495524646,2542.9744128795624,2190.889984991477,1800.9686528291418,2462.611140861045,1902.1320729105278,2231.7307159694838,1436.9972565708524,745.8297513541756,847.0875422650073,818.4274460743666,967.6525107060024,885.1094475277025,995.3823487587067,1069.4746649838182,2266.0164419409257,782.5366949022196,1096.4988223473633,669.651037830186,1055.5549086141637,726.2113328016997,470.1789493868897,471.22014093388225,758.0466768335621,1776.994645280295,1687.7545067169503,945.7308921051522,2023.263515299882,1123.067939457851,1445.5912214498253,1964.0815946978541,995.4607485141906,1381.702161604629,2384.9414928325755,2189.6422970971976,2006.7432435150706,2553.092711025088,2982.024237926829,1936.6125574843172,2479.231876484325,2106.3625148781384,1097.4614908677036,1504.4140407134053,1473.4205530944519,2847.1422815398764,734.9395873326898,3539.4071674781608
0.28,1357.828324221392,1183.0616999639128,1466.3705361774826,1086.4244972913411,720.3337222668207,947.0029281802471,1026.5715242541673,1161.6922719354284,760.52821131929,1345.3896961072087,1187.6940476147645,985.8684392953514,2106.3013598075686,1022.9234069406921,1060.5058894676304,1444.75013843759,1231.9889272331854,769.3196979335307,847.0875422650073,1425.405901577173,1090.0194713141386,971.4321659369264,1468.494752994933,2124.4542639985257,523.3647019810653,1886.762428513325,1752.8060707584743,2144.567802801429,1802.1491537618458,1292.8022647746227,2094.732546466481,2859.003793246632,1200.9247884069457,2412.0333854066253,1117.735361560269,1185.8794016980723,1619.6610569311708,2298.098985650166,3025.5856260914043,1321.665332268043,1152.6341113735898,1344.7064694597689,1129.621573041254,2959.416344086831,2297.258957848228,1925.2514901312798,1383.5781363808978,971.4321659369264,779.3663976124346,1861.9347776828552,2426.893546611078,2084.1196557139483,1716.4923972873114,2348.794249003498,1835.7736825262566,2231.7307159694838,1402.2008654174213,728.9250393164735,843.5383718788989,797.5740326414752,941.1240560143013,847.0875422650073,953.9548504472396,1059.9978690640885,2173.0743687174136,769.3196979335307,1073.2959927204865,654.21608557748,978.5720999729122,706.3629090591645,459.5248127529055,458.5393854298818,748.233943314839,1643.5616038567487,1572.5427380321644,909.5734724941852,1906.2962373471025,1087.0719602377776,1370.7071865316248,1867.2299469166658,964.6044063585223,1316.988133554409,2301.8476324037165,2119.3957094356547,1933.3870355025747,2411.33040996768,2836.5236370849693,1899.5197433758697,2323.1298834960517,2072.3805561980407,1081.1098192990157,1371.8519748311928,1424.0029631534421,2723.801177479337,722.176264584015,3499.827365956258
0.29,1258.047534147825,1121.740055611634,1444.7769751016235,1046.3641774889977,702.6560160658968,905.8611862526791,963.8728554750792,1128.408878723916,739.6475434553279,1218.6321589117074,1129.7277246959525,942.0058868391931,1948.839910577203,971.4321659369264,997.6786758623872,1383.5781363808978,1182.7486219934508,739.6475434553279,803.6892968412517,1347.664096290724,1053.1822298650166,971.4321659369264,1421.9365213501749,1969.1728384719845,514.1661003950012,1776.2791240773472,1637.7012107943137,2049.627760768213,1666.8801551470735,1216.6027890185494,2011.075674808894,2671.4046921253907,1160.5677887786997,2278.8944472415264,1107.711819429938,1145.4704797005186,1528.006983766956,2224.2097339054408,2864.5754865092904,1252.8352473854452,1120.8813625740625,1229.565148456282,1105.5352906130265,2827.811321611798,2169.5528730153183,1846.5534405549497,1303.4708333031954,953.2598308887398,744.9354831236133,1744.4103117598768,2325.9049684485008,1929.1805594065477,1625.4449853170108,2297.293310538534,1755.4966482607574,2221.9458555412634,1383.5781363808978,708.6014799539128,826.0585766027027,763.3539392632612,876.9389119074414,817.7348595336458,931.9176211319843,1050.5490333418047,2068.235926349767,748.233943314839,996.9959258709946,647.6489852382476,952.4350838829193,678.2437236875361,440.0331111664572,455.6551559623896,748.233943314839,1464.1151710658164,1380.0487811254277,888.2166117763663,1765.2934323780423,1041.7762977172274,1291.222868347968,1765.5325655614206,924.0622071097603,1234.0204735051534,2228.421499292148,2052.730083279451,1822.4382658342074,2316.562873903904,2694.9251866463155,1842.3910341829971,2224.943721242942,2019.167328167654,1057.8850524317354,1271.6013114240802,1372.923243163897,2606.73306050942,721.4230392580745,3410.386458019554
0.3,1208.137555230546,1070.6363679892067,1383.5781363808978,1010.2039250511218,691.9065967426677,905.4211927358454,921.0314305798347,1111.136982138107,728.4970702319307,1138.926934750665,1095.0902677749232,898.641591215503,1794.851734013855,947.0029281802471,989.4775076349575,1326.202372416589,1131.3649127991703,718.6837180826051,766.8624997634545,1280.4801395520944,989.4775076349575,971.4321659369264,1361.02173286166,1851.998870273335,491.2181816762958,1674.1145004967927,1553.3106266607056,1886.9168401845986,1507.441608983015,1166.6835926230924,1909.4159927239714,2436.747645716521,1094.4839573361587,2131.7746589038393,1096.4988223473633,1096.4988223473633,1444.7501384375896,2155.1973702997225,2740.383244932841,1203.8495196182412,1085.1477337932374,1183.7736932364908,1082.311652209238,2658.5118709173603,2034.1730857368452,1764.4038725111493,1228.911699590258,947.0029281802471,726.8644006389086,1642.8520829687038,2252.3610016630246,1795.605870318922,1520.990236292688,2188.4887331408904,1701.8066177379546,2206.2954140515603,1324.3823276322844,700.5061322012507,818.9661244949273,748.233943314839,858.5276662376176,779.3663976124346,906.4211780013767,1042.8375986738163,1953.7499779226587,733.8466837887172,937.8360435563307,630.1458952028861,937.8360435563307,636.9257883620418,425.8002685868887,442.7872325861939,739.2114090788889,1353.4583239902568,1235.8445494134498,824.6780740444765,1661.17065748924,962.1331300175647,1220.4903659291347,1652.6197191460128,891.7395216652653,1154.8040920819426,2170.5873287637983,2000.0912170935335,1711.974999763905,2220.340800908057,2574.0651712487393,1751.985385304013,2157.839235212925,1972.391923362015,1025.216220670923,1178.7089202947886,1298.984248037281,2542.109896270548,713.287888908656,2991.7792262572702
0.31,1188.725998605301,1030.206793556241,1318.2001466906709,946.1210973553551,682.6854914644879,905.4211927358451,886.1898542744958,1086.0905501118386,720.3337222668207,1083.4466116281415,1080.0406798008228,842.2116512530745,1653.4105791760255,924.6839937244496,978.8090350297788,1284.440483303498,1096.4988223473633,693.6265038343839,739.6475434553279,1194.0028977504055,950.911606221315,971.4321659369264,1241.4647842930526,1744.9643416528838,472.4927083802066,1560.5498677841038,1454.6784350498776,1742.9972942457405,1399.2990754094087,1118.7467249103297,1832.8525409981214,2284.6283279490503,1047.7109417212826,2034.6901489161155,1089.4560494851628,1068.7272336134859,1370.1332464734437,2094.732546466481,2600.5517091801166,1181.1693406472646,1061.013909871172,1151.4124173518942,1061.013909871172,2560.165908292975,1922.2720721075052,1710.7645360002984,1188.0438944832729,905.4211927358452,720.3337222668207,1589.152359062425,2103.745903478298,1641.4659685629954,1437.374751550496,2103.745903478298,1619.637225773565,2183.885633602468,1297.4934435018629,674.5968629710273,805.9365868720342,727.2725680371642,844.106239140676,753.0836078621065,894.0314621816703,983.9211440721516,1811.0366702662673,729.3530084010164,881.4960768399851,618.2082672018087,910.5207150914794,615.6277736669467,420.57447804391273,426.00842168790274,733.8466837887172,1247.1910969792077,1185.3029545493,820.0716183236858,1536.2017331629595,913.3526573411698,1186.6592923335807,1563.0919139176215,864.1346896506183,1130.449836447544,2056.8067252856717,1960.5283408578491,1602.4009191709877,2145.9318015371346,2431.772348898342,1710.7258727964916,2037.6591079619286,1957.8043067328992,976.9787681957896,1116.6477404073546,1241.5237941376345,2433.7472760322426,708.2406296957579,2706.914759058636
0.32,1172.2200796855432,964.9527569696288,1231.9219410813246,906.4211780013767,677.9020059144007,898.9127752763171,847.0875422650073,1080.0406798008228,702.6560160658968,1046.8475447011704,1039.629941776842,818.0426757739662,1511.599633456708,888.6207694547813,947.0029281802471,1177.6883605496225,1073.2959927204865,677.9020059144007,713.3889510317063,1143.6640748181958,909.9100852707493,971.4321659369264,1177.6949216856551,1634.267296011387,472.4927083802066,1460.7583276362323,1342.2063754032965,1652.1134035602636,1342.2063754032965,1082.8793953113418,1739.3505747979157,2161.722598806812,1006.768374269506,1918.2154560506501,1080.0406798008228,1023.7435245748461,1280.909455324306,2008.1538462107978,2455.6059687149536,1136.1020528667011,1034.3509511505215,1124.9601202150675,1023.9916867952802,2473.319312201866,1777.5906787120803,1620.9003642355456,1151.4124173518942,847.0875422650073,713.3889510317063,1511.0711996298642,1892.0096521057048,1534.332894490394,1342.2063754032965,1996.8008299347698,1531.9497733293913,2131.885545522422,1191.152939666125,659.9420006160087,789.2219170968922,708.7591035416299,818.5351817584788,739.6475434553279,881.1875904299773,924.6839937244496,1677.4532185105259,712.0837013457431,807.2647704590061,610.1616059438365,905.4211927358452,587.1749415088698,405.55550522506826,422.4698189706656,728.4970702319307,1139.8457654994336,1115.8790256109219,820.0716183236858,1353.068443936705,879.84708449476,1148.5353338497057,1461.5827248572684,850.9708396226341,1085.5220209013528,1973.9939117801332,1932.1415175634893,1527.7303222791793,2045.8710235313224,2329.995187104273,1641.0426594690907,1930.9305314011804,1831.2420357079204,958.3904946021601,1054.433284211326,1198.5959677028122,2289.094578565919,696.4369447067681,2359.5926378189233
0.33,1151.4124173518942,924.6839937244496,1193.7923678932837,847.0875422650073,665.9826050049584,885.1094475277025,832.6585227259659,1059.9978690640885,702.6560160658968,987.9534401199323,1018.7389742472707,787.5550387217882,1458.3607752041466,857.1548513609047,885.1094475277025,1155.453121075848,1041.0331979427347,645.5486144340047,702.6560160658968,1112.6007981171824,874.729562427063,971.4321659369264,1127.4925280039954,1545.4032382564096,472.4927083802066,1361.3571112907543,1228.0976340459165,1609.5195834351925,1228.0976340459165,1059.9978690640885,1675.553621624773,1975.8885299287642,946.2974635203337,1779.589691994528,1065.5860935030498,962.8834790126234,1198.013557520132,1921.651232388288,2360.3926129281344,1112.8402563666011,996.6945356750958,1080.0406798008228,996.6945356750958,2347.42057397694,1672.155510961808,1548.4364646024376,1124.7264749242547,834.6935677067364,681.2071488577735,1445.5254266242637,1824.535655210536,1432.0442922304087,1231.9889272331854,1916.778328049752,1452.556693632395,2060.9808112212936,1166.6835926230924,653.4280335367723,767.4959286078712,688.6468837079442,803.6892968412517,712.0837013457431,857.1548513609047,891.8723412321956,1525.9746896705055,711.3375110474939,751.6655881559767,601.777842158206,891.8619896951615,566.3709076851278,391.8169121240828,420.28892993659525,728.4970702319307,1062.2782119849837,1060.2064446516845,820.0716183236858,1261.8113102000607,847.8160468187352,1125.86996611862,1376.3721039798997,816.6595626227372,1051.0904438445527,1885.553663324645,1850.5299978167786,1474.945396607863,1957.8043067328992,2239.3470729117284,1512.6622013611632,1781.02942096476,1723.809077614549,943.5192962171667,958.3904946021601,1170.1083112579308,2201.9291195685187,677.7123874130253,1571.2716461793925
0.34,1141.726989184771,883.7746593062561,1144.0514919448797,819.1200326150872,649.225089319663,849.8331720184328,796.5191065966384,1024.9142921242424,694.4864573802419,920.5505690121475,971.4321659369264,760.52821131929,1362.3065524230433,822.9746512084038,849.8331720184328,1127.726717014242,997.6786758623872,610.4349143299914,682.3088631722309,1058.2818420250599,837.6681216007205,971.4321659369264,1091.1463149720903,1452.3957660403762,472.4927083802066,1188.8419659703518,1158.9331064658654,1548.9840101442894,1158.9331064658654,1059.9978690640885,1579.7237905543789,1829.2323494282023,895.356194888652,1677.712303316742,1023.3118723423603,922.8577121521408,1172.2200796855432,1820.3890012365273,2264.7065890550234,1086.069987093341,962.4558487161803,1054.3408151257775,961.1731017387042,2219.2730870143173,1560.3255163775993,1484.8531389610919,1093.8374342719076,834.6935677067364,654.21608557748,1433.0866677427136,1723.566265618103,1305.4795981245384,1201.6197410998425,1787.7954646277917,1392.1184694738974,1980.352099508647,1119.1335842330657,625.3298640183127,753.7926177151712,666.8063237852696,803.6892968412517,702.6560160658968,843.5383718788989,885.1094475277025,1435.4125323027342,702.6560160658968,748.233943314839,595.0613385828883,866.7139352790578,550.9983234585969,386.53109723034976,420.22680943059606,720.3337222668207,985.3935697094365,989.4672896211545,794.9680279508722,1197.390961417008,812.7621365131918,1087.2577508158442,1252.7732379288823,777.143184153171,1045.0134842074872,1733.7660225876925,1771.4845900836826,1405.7505847743703,1837.4262568508314,2165.1098945490676,1434.7456816552992,1632.1786437960188,1645.2089059152147,895.7745597545488,903.8344111119693,1115.574895630482,2132.1867461473503,658.5750703814977,1404.5380498594964
0.35000000000000003,1141.726989184771,833.8325994214376,1117.0362502238706,785.4471224196382,643.3597064877649,834.6935677067364,774.9982673172588,1022.7291742398579,682.3088631722309,881.8412332795979,944.6513793138686,751.3075103159514,1267.5233912076922,812.1166344566877,817.7348595336458,1108.7628568624357,989.4775076349575,583.0034913422678,661.7702285021533,997.7904242861816,817.7348595336458,971.4321659369264,1061.1126351018174,1351.8892774778028,472.4927083802066,1108.821279073267,1103.2266205969077,1515.3051456641367,1125.7751419288522,1036.8229295702085,1489.6952034218084,1725.2486544953047,845.6678741105638,1593.8375871821331,974.6390333806174,890.1873838297377,1127.726717014242,1779.3817173602702,2155.1973702997225,1080.0406798008228,934.5480310983601,1025.7722252448223,938.0753543979273,2163.353905933583,1451.482404591636,1405.3349809003016,1074.5636575238382,834.6935677067363,647.6489852382476,1337.7848942015676,1631.2360405467616,1223.9677659718059,1141.9381372168325,1707.8301963432584,1349.8840558763816,1842.1475016806673,1070.5168452756366,623.8090120652902,744.7993833710343,650.7222390826876,801.0251437286709,664.0605945175649,818.6583082546068,878.9815458125064,1337.7848942015676,691.9065967426677,714.5464129042246,577.9296451874037,847.0875422650073,536.1402894894272,374.00562472158,417.85777193562865,688.0675033144927,906.4996696249949,932.0820493162785,738.0866607284671,1129.606763606487,781.3114500111003,1061.2378372196456,1161.8151007297606,746.0032445147069,1034.0567207691113,1595.748723032205,1731.839869136203,1342.140208668528,1696.377888420046,2098.9248926483256,1362.308843632714,1515.1785386979795,1536.2017331629595,853.8829560570023,869.7507435242177,1099.019084262322,1975.237641011956,627.5416792230268,1227.0468852332908
0.36,1132.2744617454025,767.7748525257551,1082.4960592077077,765.2789276524134,571.5295313670782,802.7163808720992,751.5283223623312,989.4775076349574,666.8063237852695,834.6935677067364,904.878824614218,728.4970702319307,1184.86469232665,793.6592984578516,817.1730370259502,1107.711819429938,970.6722826547663,566.7369621156465,623.4817625293565,947.0029281802472,778.9295845829172,952.2177976548124,976.5631538468325,1234.8817498833973,470.058077344426,1027.598055847801,1072.3861143453394,1472.7832573966061,1089.4560494851628,1022.7291742398579,1430.5625762793397,1590.926288099369,819.2123774871835,1510.3452815004944,946.7677732936094,864.9983640504677,1085.899357108507,1644.5809559389706,2066.436934231608,1059.9978690640885,906.3811785907554,970.8922151896517,906.3811785907554,2026.6780787698767,1391.0715540929236,1365.5313299563898,1049.6391090447246,834.6935677067364,629.6866053313245,1215.9211368180452,1511.0711996298642,1170.214140136828,1085.899357108507,1644.5809559389706,1268.2369125262783,1730.7121877366749,1025.059966649868,615.6277736669467,733.8466837887172,627.6111419478477,794.2548359930772,636.6545926356756,803.6892968412517,847.0875422650073,1245.4997460476425,682.3088631722309,682.3088631722309,565.6834303139831,802.2795678425817,494.0763637674571,350.133324586952,412.153819790331,619.0379277949431,885.7777426781784,891.771753391569,686.4726220600692,1086.456519790397,761.4764128882128,1024.5152118092478,1118.380962990915,713.1949443021923,1024.6356472173295,1477.3425690966933,1611.401584835844,1256.058306054817,1570.9517292286578,2029.000290301854,1253.7265989723269,1421.9169236205526,1483.8916624922995,820.0716183236858,796.8335984784113,1099.019084262322,1850.5299978167786,604.3206888705944,1096.1264108151736
0.37,1127.726717014242,733.8466837887172,1059.9978690640885,748.233943314839,549.0806095355805,754.5016275682369,728.4970702319307,970.7572275028327,640.3572113624275,834.6935677067364,885.1094475277025,702.6560160658968,1127.726717014242,760.52821131929,760.52821131929,1080.0406798008228,929.9448136572021,556.2195342976412,608.7950640130589,904.7432325838109,754.5016275682369,931.8260527503046,933.5643425751597,1181.9453705249327,455.052719158934,948.7412180051022,1023.5061050431946,1390.8098252476798,1075.4542925861942,989.4775076349575,1365.945584949549,1491.0110058283321,797.273863464493,1474.867403447286,924.6839937244496,843.0961316702908,1045.3052577675726,1553.9148579336913,1892.3926148298763,1042.8375986738163,856.639980550586,948.7412180051022,887.2702610212893,1898.8141533913133,1288.2947841949076,1320.7577496629237,1022.7291742398579,834.6935677067364,608.7950640130589,1168.4552684830767,1403.7734075883777,1124.3113259497775,1035.0803202914403,1582.8601898049933,1210.846430042707,1630.3113945127598,960.2244794435035,589.0112836033679,728.4970702319307,615.2861381842523,787.1248675568149,618.2457699544166,794.2548359930772,767.6070476885695,1199.4068842791917,666.8063237852695,653.7793335732945,555.9584737556889,719.5482601514386,465.74191241074084,345.68783059447225,403.7407710713293,574.0149216566119,840.3705550675948,854.0848100811438,626.3398762126964,1038.571278917926,737.3514448357621,972.817995721604,1059.5726307294394,689.5820056512672,992.7550309792559,1401.982517382823,1560.127842309459,1209.656270759968,1494.9832778510568,1981.4534980419185,1197.8854513117863,1254.5038346664903,1416.3648366078694,798.2270082331329,755.7007835642412,1093.4562507101136,1705.7766556656923,595.6819210449082,930.6645416792594
0.38,1119.9948787291999,710.0938605504115,1024.3801521969485,739.6475434553279,522.4672689687277,720.3337222668207,709.0668420561923,947.0029281802471,599.8358322484514,817.7348595336458,840.708034543807,702.6560160658968,1088.48595278314,745.4862953597956,756.5940455578657,1070.4558908161007,889.7011762015748,540.6481634073373,589.2318351168824,858.5276662376176,720.3337222668207,901.0822477628265,876.6032775148755,1127.726717014242,440.0331111664572,882.4948761292189,948.8155549649616,1302.1616150380332,1016.363992716158,976.7769450097452,1311.0784203230735,1392.7484920220004,765.91235649683,1436.9972565708524,914.0536783798912,823.8998288266944,1014.7130147590674,1478.1280823983893,1822.4920253766538,1024.2506997423402,840.708034543807,911.6112782587666,847.0875422650073,1752.4644392986681,1213.8939142063884,1211.1495714145135,983.7029982915876,834.6935677067364,597.7631199049825,1096.4988223473633,1351.025086725219,1076.1710134977434,989.4775076349575,1505.263854594906,1185.4097847423793,1516.1519348709917,945.1216890871444,577.9296451874037,717.6937155720759,592.9956372292796,783.7695882926915,587.2387651090057,751.6655881559767,697.9597281235906,1127.1022129869173,659.9420006160087,615.6277736669467,548.1781559247493,680.5336943339136,454.3606383577476,340.55169748867127,399.5734405619676,556.2195342976412,777.6540030511146,813.081343094709,619.3869631874185,984.4334860308833,700.4389848340229,925.9694438571687,998.8228236852692,665.6683189387286,950.4942079822197,1297.2977462039225,1536.036456168436,1184.385639882299,1418.3135927746227,1957.8043067328995,1145.6329463630257,1147.2797083552323,1350.056638444479,785.9428565199106,724.2476342303522,1086.9790649487443,1559.8317304876346,571.7330586551612,888.6657552241811
0.39,1096.4988223473633,702.6560160658968,971.4321659369264,720.3337222668207,486.15777030816525,720.3337222668207,691.9065967426677,944.945322922166,583.2526250932524,779.9619351476603,817.7348595336458,666.5087718107562,1043.7780196911979,720.660256185425,720.3337222668207,1042.8375986738163,843.5383718788989,527.5448629007934,572.1335941662496,803.6892968412517,702.7843933776742,848.2815970507044,834.6935677067364,1081.8858448826602,440.03311116645716,819.8907258141071,892.7496572425505,1195.046698422339,952.6550164178047,947.0029281802471,1209.0916101106516,1265.0994481637808,748.725714035017,1400.9116967418797,906.4211780013767,812.8189125913079,953.1949671650794,1401.1175172065186,1679.6506039520625,1022.7291742398579,804.2511193489473,877.2657333322518,847.0875422650073,1633.0457453060606,1187.007546088989,1182.9051609786818,971.4321659369264,834.6935677067364,589.2318351168824,1086.4244972913411,1256.7863281443301,1026.0258128285695,957.9333972550563,1454.6784350498776,1152.0232643627419,1409.0627773598574,914.4788909936734,571.8920920403683,691.9065967426677,565.4449401059086,761.2817387710156,572.1335941662496,739.9909994497083,639.3049946277126,1067.0093749564815,630.4170909292523,608.7950640130589,542.0087505502821,616.4796942547504,445.541354005931,336.59790704070537,390.8887897742163,527.3375978981461,750.1903646534417,761.076296113522,619.3869631874185,952.5416820161644,669.4275098066138,892.2686145956026,949.7539311116002,635.6316299165934,912.3563078996432,1185.1578399149662,1504.5488286868592,1144.3328711060205,1390.4810800453631,1890.32961771208,1097.072092519049,1099.8879351412802,1255.2405791444905,760.6131554626411,706.3240125675425,1063.0110615100675,1460.2532901744794,557.1091341067292,850.9708396226341
0.4,1049.7017068299251,673.0073395400541,887.8104643946862,705.8654488603318,465.61062010393954,712.0837013457431,676.800291599943,906.4211780013767,563.2678627160203,760.52821131929,785.3217729646917,630.1458952028861,973.5700775660539,696.2063644719594,683.2504339028735,1042.8375986738163,789.0955573039616,519.2714947427017,563.2678627160203,768.4460718744957,682.3088631722309,809.3075219182094,809.3075219182094,1050.5490333418047,440.0331111664572,758.3777816433844,876.9389119074414,1141.726989184771,924.6839937244496,891.8619896951615,1168.8981874480728,1195.2983332432605,736.1670276553615,1376.4147387592884,905.4211927358454,779.3663976124346,909.4741781527825,1338.860666723979,1579.5897558045635,971.4321659369264,779.3663976124346,858.5276662376175,809.3075219182094,1551.2223028981846,1145.6011604516202,1132.2744617454025,949.1757904613161,819.2739407352476,589.2318351168824,1018.8268188541545,1199.561484005937,957.9333972550563,943.4756048806796,1400.9294770915008,1126.5557719630083,1291.2130338573666,914.0536783798912,563.2678627160203,682.3088631722309,556.2195342976412,728.4970702319307,563.2678627160203,728.4970702319307,589.2318351168824,970.551041407017,587.4689239757248,563.9275439778775,532.5192229643311,571.2842707977936,430.9578316629287,328.86808276496447,380.8369423592014,501.65577791191356,726.8424072120285,742.0208713637717,586.4746333700724,906.650489544817,657.6800383444725,857.9836494944487,909.7305704306613,619.3869631874185,878.7578919527717,1131.2888821433105,1371.8519748311928,1124.5602210296795,1270.3237176205234,1738.5382754783543,1080.5994501120829,1057.571255320789,1200.6338369012803,739.1770818965394,669.4275098066138,1045.0134842074872,1390.4810800453631,538.9783118302762,823.719909156432
0.41000000000000003,1010.4178922471539,650.0664142457747,830.9928572335789,685.6680699218837,442.1353245204854,682.3088631722308,643.4482436297607,896.9577056023368,544.4200120142488,757.5775869982217,750.8419933941036,597.8331345290169,932.5553688274715,671.6107297277953,682.3088631722308,989.4775076349575,728.6235680024031,502.5370446007262,548.1781559247493,733.8466837887172,656.9916769253459,752.8407374583235,760.52821131929,1023.5789423060075,440.0331111664572,732.5627765350883,813.2693555971266,1127.726717014242,902.166984006081,876.9389119074414,1114.7983868333267,1144.3176575525938,712.0837013457431,1320.4567378297334,905.4211927358451,760.52821131929,905.4211927358451,1273.3065750960498,1511.0711996298642,971.4321659369264,758.4011817600947,847.0875422650073,766.5457853412463,1371.000871401586,1123.6778079196565,1094.8085568604351,922.1327180417554,817.7348595336459,578.4252639748139,957.9333972550563,1158.4254012124466,919.6001093059401,914.0536783798912,1323.717132266824,1105.02070013012,1202.5631089345502,906.1811815376491,550.9983234585969,647.6489852382476,530.9843591387977,680.1054345433156,546.6974986348771,720.3337222668207,575.781081796033,932.7953652911991,556.2195342976412,546.6974986348771,527.3375978981461,546.6974986348771,416.86767846391194,327.1402364986033,366.83419385560296,477.36657561862575,703.7625599250799,726.9540665244015,554.8993868021764,868.4028905945538,647.3781803031129,834.1042392012761,859.4366816705276,599.1457717620037,838.3130724874175,1076.202352961579,1234.1710136965212,1097.684004209792,1189.7025634562287,1619.0767483999855,1029.144411946454,996.6812497890293,1175.813035581596,721.4230392580744,657.6800383444725,1025.216220670923,1330.780420351734,527.7908250637121,793.6874085671589
0.42,941.829520674215,609.6149891715257,779.3663976124346,664.7470268344914,431.50251807762163,667.5649141972474,609.6149891715257,876.9389119074414,505.8698679765622,739.6475434553279,729.8351270187387,576.1183792432932,839.7630090108224,660.7657193963203,674.2296248662088,971.4321659369264,675.3813528946615,486.02502639130836,537.7569157285794,704.9026190220013,624.5694380418018,707.6016416691109,734.5427869487106,965.7330413207246,436.0412322444326,712.0837013457431,779.3663976124346,1089.4560494851628,850.6697066221004,847.0875422650073,1083.3048075489419,1088.5465838270163,693.1965270614556,1220.1379779561137,885.9197525877978,742.312881389967,893.489094060044,1187.698445018512,1433.6321386288087,954.6542565326138,729.1390238587453,797.0724388179462,739.6475434553279,1195.6916677914246,1086.7882835545997,1080.0406798008228,905.4211927358452,817.7348595336458,535.3632603243291,947.0029281802471,1108.8307511252103,885.1094475277025,893.489094060044,1273.076789037429,1074.105355170127,1151.4124173518942,891.8619896951615,539.0074645521202,638.2125719871868,523.0192327708844,654.9031953821037,532.5192229643311,720.3337222668206,563.9275439778775,887.5468569526803,542.7490791952184,528.5879160377984,515.3764479048534,527.9593929060885,400.8719393749404,324.74584821229683,349.5751012466263,463.1161169778384,687.7259195367099,689.5820056512672,517.4543610607199,839.453429407176,638.8169912755377,786.9989317990811,834.2225729545355,581.0679314006195,795.1615067727456,990.970386065723,1152.2148801864403,1063.5481010315714,1150.0243825652676,1485.6826838789866,962.7402328316136,960.1217947364938,1131.2888821433105,703.4217066305306,614.8670808923715,974.8677881291244,1200.338718508966,493.58841391710047,758.4217104142899
