YearWeek,WaterYear,WaterWeek,Flow,Exceedance,Flow_max,Flow_min,Year,Volume,Date,Flow_difference,Flow_difference_abs,Flow_difference_pct,Flow_difference_abs_pct,IsPeak,Yearly_max,IsMax,IsMin
1924.01,1924,1,140.73046119343687,0.9990000000000003,140.73046119343687,140.73046119343687,1924,0.08511378292979063,1924-10-01,,,,,False,3409.264637332008,,
1924.02,1924,2,140.73046119343687,0.9990000000000003,140.73046119343687,140.73046119343687,1924,0.08511378292979063,1924-10-08,0.0,0.0,0.0,0.0,False,3409.264637332008,,
1924.03,1924,3,140.90959154572474,0.9988571428571431,141.98437365945205,140.73046119343687,1924,0.08522212096685435,1924-10-15,0.17913035228787066,0.17913035228787066,0.0012712431447914844,0.0012712431447914844,False,3409.264637332008,,
1924.04,1924,4,140.3134782789228,0.9985714285714286,147.2674780494154,136.42636502888925,1924,0.08486159166309251,1924-10-22,-0.5961132668019502,0.5961132668019502,-0.004248439095900422,0.004248439095900422,False,3409.264637332008,,
1924.05,1924,5,138.90712360645097,0.9994285714285714,143.92890553088702,136.42636502888925,1924,0.08401102835718154,1924-10-29,-1.4063546724718208,1.4063546724718208,-0.010124424406456492,0.010124424406456492,False,3409.264637332008,,True
1924.06,1924,6,142.23945112222862,0.9984285714285716,145.87738868572225,141.27769716944434,1924,0.08602642003872386,1924-11-05,3.3323275157776493,3.3323275157776493,0.023427589810608364,0.023427589810608364,False,3409.264637332008,,
1924.07,1924,7,144.46761419254173,0.9971428571428572,145.87738868572225,143.41028332265634,1924,0.08737401306364925,1924-11-12,2.2281630703131157,2.2281630703131157,0.01542327034862978,0.01542327034862978,False,3409.264637332008,,
1924.08,1924,8,166.2382634113375,0.9894285714285714,173.4273138691697,160.76856883454494,1924,0.10054090171117691,1924-11-19,21.770649218795768,21.770649218795768,0.13096051878818535,0.13096051878818535,False,3409.264637332008,,
1924.09,1924,9,189.78011129409006,0.9734285714285714,196.8848858378337,178.61967468579937,1924,0.11477901131066567,1924-11-26,23.541847882752563,23.541847882752563,0.12404802443324144,0.12404802443324144,False,3409.264637332008,,
1924.1,1924,10,234.48374406783003,0.9018571428571428,252.39849529613048,204.91870846146276,1924,0.1418157684122236,1924-12-03,44.70363277373997,44.70363277373997,0.19064704443139724,0.19064704443139724,False,3409.264637332008,,
1924.11,1924,11,268.35109391050366,0.8425714285714286,274.56399362840483,252.39849529613048,1924,0.16229874159707258,1924-12-10,33.86734984267363,33.86734984267363,0.1262053727791717,0.1262053727791717,False,3409.264637332008,,
1924.12,1924,12,283.60184981917536,0.8132857142857144,286.4924690684764,278.94434036067554,1924,0.17152239877063727,1924-12-17,15.250755908671692,15.250755908671692,0.05377523425321654,0.05377523425321654,False,3409.264637332008,,
