,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,1.0,0.475784067576582,0.35077992020839277,0.2913393495554394,0.2650526035336763,0.1599903385200872,0.14513325603428753,0.088252713796736,0.17129100915493486,0.10637451143211608,0.06227684928583565,-0.0334313440954555,-0.08002425407368138,-0.05562186658650296,-0.17668208450348075,-0.18303894600487952,-0.22335657559355343,-0.2609570931150482,-0.2763566527569882,-0.22413852776191623,-0.1830753005512805,-0.18158477466891926,-0.26697508111842794,-0.05735807349505861,-0.04207276118151685,-0.13041899306174623,-0.14226224365816145,-0.035510781536185525,-0.16900635991882712,-0.13190254632791013,-0.19356217631612643,-0.1696736339690297,-0.09464121842068421,-0.004438442079359424,0.062285264330830335,0.03704058122764005,-0.02361087398900252,0.003564588146016103,0.01320067504715631,-0.014336169466581542,0.020394707104900992
1,[1. 1.],[0.27469601 0.67687213],[0.10840907 0.59315077],[0.02924252 0.55343618],[-0.00982759  0.5399328 ],[-0.12503715  0.44501783],[-0.14350278  0.4337693 ],[-0.2033193   0.37982473],[-0.12135916  0.46394118],[-0.19030205  0.40305107],[-0.23593801  0.3604917 ],[-0.33217163  0.26530894],[-0.37891578  0.21886727],[-0.35537851  0.24413478],[-0.47685578  0.12349161],[-0.48738878  0.12131089],[-0.53212562  0.08541247],[-0.5761918   0.05427761],[-0.60020885  0.04749554],[-0.5573903   0.10911325],[-0.52236815  0.15621755],[-0.52484884  0.16167929],[-0.61410163  0.08015147],[-0.41269046  0.29797432],[-0.39777935  0.31363382],[-0.48632675  0.22548876],[-0.50009727  0.21557278],[-0.39562556  0.32460399],[-0.5292627   0.19124998],[-0.49535078  0.23154568],[-0.55894097  0.17181662],[-0.53917556  0.19982829],[-0.46728036  0.27799792],[-0.37804827  0.36917139],[-0.3113267   0.43589723],[-0.33699102  0.41107218],[-0.39779077  0.35056903],[-0.37067555  0.37780473],[-0.36104084  0.38744219],[-0.38859651  0.35992417],[-0.35388784  0.39467725]
