Exceedance,VicFalls_full,Ngonye_gauged,Ngonye_synthetic,Conversion
0.07,3201.7695,3637.1866,3302.4428267123285,1.031443027585942
0.07100000000000001,3188.9642,3622.3478,3287.6471317397127,1.0304528717003212
0.07200000000000001,3184.9249,3619.4296,3282.515552242687,1.0306414296433448
0.073,3160.3899,3613.5961,3276.462239053265,1.035606352990832
0.074,3138.9114,3607.7663,3270.4589438290805,1.0395078471126764
0.075,3133.1417,3590.2993,3240.0711651584834,1.0336057617401824
0.076,3117.8186,3567.0625,3207.3277379080546,1.0287088985574897
0.077,3101.5394,3554.2731,3187.1940596494487,1.0276168213918058
0.078,3075.5944,3545.2286,3173.491579424307,1.03183032828526
0.079,3061.5966,3526.1843,3147.659977119885,1.0281106195113638
0.08,3047.6373,3509.2329,3124.725747031983,1.0252944951920568
0.081,3035.8316,3495.7783,3105.721117677158,1.0230215396918452
0.082,3019.5429,3486.2063,3093.978211314623,1.024651185222314
0.083,3011.0106,3466.1074,3075.7456967359394,1.0198064189344502
0.084,3000.0982,3457.5078,3061.551366652263,1.0195085360161864
0.085,2987.1311,3448.1725,3044.070566790452,1.0190615894931603
0.08600000000000001,2971.0078,3439.671,3033.7899108262714,1.0211184479111792
0.08700000000000001,2964.6862,3434.6169,3024.175276849546,1.020065893263694
0.088,2950.9948,3424.1763,3013.2401568833866,1.021093007986116
0.089,2938.9259,3414.6369,3002.170611332681,1.0215196685743866
0.09,2923.7265,3405.8604,2992.2449327951895,1.0234353086019465
0.091,2922.9672,3389.0165,2972.835554214111,1.0170608668527348
0.092,2907.0632,3379.0626,2960.5341094633586,1.0182662155907944
0.093,2891.2138,3371.9788,2949.977584449628,1.0203249529486986
0.094,2875.419,3359.325,2933.5575182053426,1.020219146567976
0.095,2859.6787,3352.1446,2918.657531274862,1.0206242859643155
0.096,2856.2211,3335.1809,2896.5791105410844,1.0141298621948716
0.097,2829.1733,3323.8908,2880.8005318220326,1.0181362130224265
0.098,2812.7838,3306.9841,2860.547245461199,1.0169808449057474
0.099,2802.899,3304.1697,2853.2191637925753,1.0179528994061418
0.1,2797.2606,3296.8566,2840.706056705992,1.0155314298231606
0.101,2781.7915,3284.4952,2826.3557291246416,1.0160199745827974
0.10200000000000001,2763.3038,3278.0074,2816.7870375786365,1.0191961579043787
0.10300000000000001,2751.0152,3264.8674,2799.835877522306,1.0177464223106822
0.10400000000000001,2735.7079,3259.2681,2790.352411132981,1.0199745415557637
0.105,2720.4544,3247.0189,2777.255319172183,1.0208792028170672
0.106,2705.2546,3226.4882,2757.5358518889457,1.0193258157250507
0.107,2690.1084,3211.572,2742.1949748318543,1.0193622587223081
0.108,2690.1084,3199.4611,2742.1949748318543,1.0145560354860514
0.109,2675.0157,3192.3741,2720.6248108085592,1.0170500348123412
0.11,2659.9765,3181.2788,2711.620079741996,1.018271106558144
0.111,2644.9907,3168.7707,2697.0711194474666,1.0196902089097957
0.112,2630.0582,3153.6075,2679.8559278900607,1.018934078299127
0.113,2615.179,3143.4384,2666.6532305649903,1.0196828708723151
0.114,2615.179,3128.9284,2666.6532305649903,1.0126787085816333
0.115,2600.3529,3123.2897,2639.636759266347,1.015107126139051
0.116,2595.6253,3112.0922,2631.250296122137,1.0118289298618588
0.117,2570.8598,3107.4659,2618.5800937894437,1.018561997736883
0.11800000000000001,2570.388,3101.2971,2607.6891251952406,1.0145118655997618
0.11900000000000001,2556.1926,3092.0718,2593.978691122928,1.0147821768684129
0.12,2541.5783,3084.8503,2580.548706826419,1.015333152170216
0.121,2527.0168,3076.4321,2569.688672656832,1.0168862639365246
0.122,2512.5079,3067.2581,2555.273304502478,1.0170210029996236
0.123,2498.0517,3057.5163,2541.2624517837526,1.0172977812203616
0.124,2498.0517,3046.6097,2541.2624517837526,1.0114861913955937
0.125,2483.2232,3039.801,2514.7226820612686,1.0125550059440387
0.126,2469.2967,3030.6705,2501.4261012914603,1.0130115596442746
0.127,2469.2967,3027.5605,2501.4261012914603,1.0104432591306745
0.128,2446.4198,3019.6306,2481.0826553499837,1.0141688091921033
0.129,2440.7511,3011.4766,2469.355894077298,1.0117196686205727
0.13,2426.5566,3002.3801,2458.1421101457818,1.0130165973238712
0.131,2412.4143,2982.4795,2445.83094535341,1.0098110566402412
0.132,2408.9212,2976.0951,2427.790995347178,1.0074043520822713
0.133,2398.3241,2973.3961,2419.898537488359,1.0089956305273167
0.134,2384.2857,2966.5179,2408.9859171420626,1.0103595878388494
0.135,2384.2857,2954.3689,2408.9859171420626,1.0048462253744954
0.136,2370.2993,2943.7715,2383.534305119585,1.0055836851994113
0.137,2356.3647,2933.9073,2370.055658951623,1.005810203722549
0.138,2356.3647,2929.315,2370.055658951623,1.002033388770929
0.139,2349.8899,2921.0034,2349.2196368902128,0.9997147682920007
0.14,2337.991,2919.6208,2347.4315819038047,1.0024776981327095
0.14100000000000001,2326.1223,2911.5882,2332.1182718193813,1.0025776683450314
0.14200000000000002,2314.871,2902.0891,2318.884184623744,1.0017336536782153
0.14300000000000002,2301.1428,2893.1252,2306.981247524085,1.002537194790382
0.14400000000000002,2287.4661,2882.2105,2293.319005888023,1.0025586853016195
0.145,2273.8406,2877.5563,2286.9679331072657,1.0054033463898624
0.146,2273.8406,2874.2189,2286.1269483971328,1.0031428761545944
0.147,2260.2665,2866.2362,2272.762751991494,1.0047593387711842
0.148,2248.1891,2859.0913,2269.138747187192,1.007568749248121
0.149,2244.0779,2850.2972,2258.239158676894,1.0063105022677215
0.15,2233.2716,2841.2809,2247.955944849372,1.0065752615353063
0.151,2233.2716,2832.6563,2247.955944849372,1.0025822911983269
0.152,2220.9618,2827.3263,2233.217065922942,1.0055179994194146
0.153,2209.4577,2815.0375,2223.988929865841,1.0049092854761474
0.154,2193.1616,2805.3286,2210.5641439813435,1.007934911855717
0.155,2193.1616,2797.9826,2210.5641439813435,1.004350329076897
0.156,2179.8933,2786.8948,2191.7460708094145,1.0054373169592357
0.157,2166.6756,2777.4276,2181.9233591234583,1.0070373982720155
0.158,2166.6756,2770.4822,2181.9233591234583,1.0031846810802663
0.159,2163.8006,2763.2652,2170.543429675747,1.0008242595153904
0.16,2141.187,2755.5111,2160.5613239148734,1.0079102677722054
0.161,2128.6273,2744.9419,2150.0044738433844,1.0094231444392237
0.162,2127.3261,2739.7155,2141.4373750369728,1.0066333389304878
0.163,2118.7163,2732.1985,2134.0781772179444,1.0069381226208651
0.164,2107.5344,2727.0654,2127.238824902963,1.0093495151979315
0.165,2096.3881,2718.8498,2119.5813975823226,1.0110634560377072
0.166,2087.7804,2703.6321,2106.235692212529,1.0085259711446988
0.167,2075.5648,2697.08,2098.5205819449084,1.0110600169866575
0.168,2062.7498,2690.761,2090.679837387742,1.0135401963862714
0.169,2052.1583,2682.9132,2083.6317576477354,1.0153367591806808
0.17,2049.9848,2666.9631,2067.877946003444,1.0087284286222238
0.171,2037.2697,2662.1166,2062.090499726492,1.0121833646897571
0.17200000000000001,2037.2697,2656.6335,2062.090499726492,1.0091021749519793
0.17300000000000001,2024.6043,2646.3197,2045.0650866811482,1.0101060669885706
0.17400000000000002,2011.9887,2626.028,2028.1238651148196,1.0072823849014862
0.17500000000000002,1999.4228,2619.8355,2018.9629026900263,1.0097728717958134
0.176,1993.6761,2610.3474,2010.9503204142197,1.0066491144043281
0.177,1986.9064,2605.2245,1998.53525202857,1.0058527427505242
0.178,1974.4395,2599.1642,1990.4550805023905,1.0077173625702753
0.179,1965.396,2589.0389,1978.5371264876846,1.0066862487191817
0.18,1954.7091,2574.5709,1969.2180152585656,1.0052263508695702
0.181,1944.0572,2566.93,1954.5994500582376,1.005422808576948
0.182,1937.3349,2557.285,1943.7991348370037,1.0033366635975038
0.183,1937.3349,2548.3854,1943.7991348370037,0.9987789840937199
0.184,1926.7214,2541.5257,1929.7937139430387,1.0003820073846652
0.185,1915.6039,2534.2342,1919.4353256222635,1.0020001137094487
0.186,1912.8444,2523.8025,1908.60857099358,0.9977855862157843
0.187,1900.6727,2513.697,1897.6561857477402,0.9984129228287122
0.188,1888.8793,2501.5938,1886.314659175357,0.998642242082571
0.189,1888.5499,2492.82,1876.0237410690154,0.9933673137622763
0.19,1876.4759,2478.4549,1861.476158251186,0.9920064298460674
0.191,1864.4507,2465.9264,1849.6277909126711,0.9920497178673973
0.192,1852.4742,2462.5304,1845.0852016885738,0.9960112813925147
0.193,1849.2439,2446.6366,1831.2399987038034,0.9902641824065519
0.194,1840.5463,2433.4346,1818.30485556211,0.9879158462691812
0.195,1828.6668,2423.4746,1808.3766194150885,0.9889043861982338
0.196,1828.6668,2416.5176,1808.3766194150885,0.9853158743109794
0.197,1816.8359,2408.2376,1793.1452204029242,0.986960473647028
0.198,1810.1471,2387.5358,1775.7336777523135,0.9809886046014236
0.199,1797.234,2378.8559,1766.1067143463379,0.9826804491492693
0.2,1793.3188,2373.9186,1760.5405945134808,0.9817220421229514
0.201,1781.6326,2364.0563,1752.4842580760724,0.9836395326825926
0.202,1769.9945,2351.7513,1742.2377157850265,0.9841942757538935
0.203,1769.9945,2337.5006,1742.018455015875,0.9780855624422735
0.20400000000000001,1758.8504,2325.6905,1724.899909276999,0.978807048471085
0.20500000000000002,1746.8622,2314.992,1713.577633392762,0.9809460834362104
0.20600000000000002,1741.8716,2306.8274,1711.6110696035419,0.9802064236341278
0.20700000000000002,1735.3679,2290.6097,1696.006723095134,0.9773182522824895
0.20800000000000002,1723.9214,2273.3721,1683.5933861599722,0.9766068140693492
0.209,1712.5226,2259.1306,1675.2491871828577,0.9782347907016571
0.21,1712.5226,2246.9848,1675.2491871828577,0.9730188237003241
0.211,1708.4979,2239.4717,1662.0530125094926,0.9728153675281033
0.212,1701.1714,2228.9737,1655.2341805923822,0.9729967130839269
0.213,1689.8676,2211.9908,1643.0869842140019,0.9723169934816206
0.214,1683.6732,2201.2985,1643.0869842140019,0.970288607203964
0.215,1678.6114,2184.5608,1621.183052786127,0.9657881822952752
0.216,1667.4025,2170.998,1608.1640465939463,0.9644679152782276
0.217,1656.2409,2166.0756,1605.4679722547603,0.9693444789672567
0.218,1656.2409,2148.3536,1605.4679722547603,0.9608573436191754
0.219,1645.1264,2137.0189,1582.9763532117095,0.9612013467049243
0.22,1645.1264,2129.4986,1581.297711179824,0.9574607241615715
0.221,1634.0591,2118.0537,1567.617001700598,0.959156323659641
0.222,1623.0388,2106.3399,1559.3900404643032,0.9607842033501005
0.223,1612.0655,2100.7237,1556.1528857550898,0.9653161647309553
0.224,1612.0655,2085.804,1556.1528857550898,0.95797616701322
0.225,1610.5937,2080.2845,1540.6678178817385,0.9565837851481342
0.226,1601.139,2066.4876,1531.3339759216449,0.9564028956396946
0.227,1590.2593,2051.4497,1521.7184262484936,0.9568995611272285
0.228,1586.6955,2041.9517,1515.5995847203915,0.9551924642884482
0.229,1579.4263,2032.6797,1509.079190585671,0.9554603406222063
0.23,1573.0957,2020.2682,1500.9625495567557,0.9530935162095697
0.231,1568.6399,2010.1964,1491.8333883094156,0.9510362373859136
0.232,1563.0265,2002.4505,1487.2955625753286,0.9507300486280127
0.233,1547.2067,1992.2943,1479.370112796092,0.9546796759146036
0.234,1547.2067,1987.693,1477.0867909289032,0.9526787828123783
0.23500000000000001,1536.5597,1983.096,1469.0564081434932,0.9560685524574757
0.23600000000000002,1527.9505,1976.2084,1461.9394046747304,0.9567976218305047
0.23700000000000002,1525.9589,1960.1743,1450.3498761961112,0.9504514677270214
0.23800000000000002,1516.372,1951.0353,1443.3774488925947,0.9518623720911455
0.23900000000000002,1515.4044,1941.722,1436.3489464519719,0.9478321076881999
0.24,1504.8959,1932.8083,1430.3696456337875,0.9504774686633058
0.241,1504.8501,1928.2621,1426.6582624332934,0.9480401153797932
0.242,1494.4335,1914.6492,1417.3454921439306,0.9484165686488764
0.243,1484.0171,1906.7082,1411.9367419449543,0.9514288898321686
0.244,1484.0171,1896.8654,1411.9367419449543,0.9467908315738222
0.245,1473.6465,1887.043,1398.6760521753763,0.9491258942869788
0.246,1470.6225,1881.7389,1394.4803303968806,0.9482245310383055
0.247,1463.3217,1869.5501,1385.5367259085863,0.9468435586710607
0.248,1463.3217,1861.6618,1385.5367259085863,0.9428187174382082
0.249,1453.0426,1843.4906,1369.7997785006319,0.9403064855146454
0.25,1448.0846,1829.3268,1362.8070080324592,0.935792844163535
0.251,1442.8091,1827.1384,1351.7783629013575,0.9369072893297925
0.252,1442.8091,1823.2968,1351.7783629013575,0.9333453436521598
0.253,1432.6212,1815.5442,1339.3697298950844,0.9349084949287951
0.254,1425.77,1802.7047,1329.408434716993,0.9324143688792674
0.255,1422.4786,1792.7368,1320.9704093247049,0.9286399172013589
0.256,1414.6961,1780.3389,1312.1578348095206,0.9273359577394521
0.257,1412.3815,1765.2916,1300.7690647152579,0.9209757170532593
0.258,1403.6777,1754.5176,1297.3742127562707,0.9224466788816956
0.259,1402.3296,1745.1114,1290.0117433801372,0.9199062355812336
0.26,1392.7145,1732.4728,1284.2776254994012,0.9216626793752734
0.261,1392.323,1723.7366,1279.419574585491,0.9189100335091003
0.262,1386.1632,1710.164,1273.0349095314143,0.9164594233170373
0.263,1381.8066,1700.7383,1263.7662562755465,0.9142082933417748
0.264,1370.9538,1691.3332,1261.3267508483223,0.9181104180817219
0.265,1362.5733,1684.8335,1255.663678720208,0.9215384440016607
0.266,1352.7466,1680.5288,1254.4558117926888,0.9273398371821365
0.267,1352.7466,1667.6411,1254.4558117926888,0.921514776210309
0.268,1342.9646,1656.059,1243.2776781812938,0.9237974489565206
0.269,1342.9646,1650.5189,1240.627271518914,0.9225363079088424
0.27,1333.2273,1644.7788,1238.3766673938208,0.9288563678480186
0.271,1333.2273,1624.9674,1238.3766673938208,0.9195140449314809
0.272,1323.5347,1620.7242,1225.0373569504757,0.9255800826003849
0.273,1323.5347,1613.572,1225.0373569504757,0.9233741635933836
0.274,1313.8865,1606.8715,1219.5328845890633,0.9281873925860896
0.275,1306.9863,1593.251,1213.114920420835,0.9270585569215608
0.276,1304.2828,1580.0968,1205.370886105216,0.9241637519909148
0.277,1304.2828,1575.1541,1205.370886105216,0.923171071912413
0.278,1294.7235,1567.2867,1203.472891160384,0.9282364084042066
0.279,1294.7235,1561.1067,1201.8094915165238,0.9271956990694903
0.28,1285.2084,1556.1877,1199.1767503445706,0.9330601561152032
0.281,1285.2084,1549.1915,1199.1767503445706,0.9307982380389517
0.28200000000000003,1275.7375,1543.0229,1192.066552174855,0.934413664390092
0.28300000000000003,1275.7375,1538.8661,1192.066552174855,0.9316945586144049
0.28400000000000003,1266.3107,1530.135,1183.088802330316,0.9342800327994669
0.28500000000000003,1260.9391,1521.3323,1179.202669522253,0.9318614004095952
0.28600000000000003,1247.589,1510.6526,1166.7635352946131,0.9352146702917493
0.28700000000000003,1247.589,1503.3597,1166.7635352946131,0.9305576675074381
0.28800000000000003,1238.2939,1497.5437,1156.5402205622374,0.9339086661192736
0.289,1238.2939,1493.6742,1156.453404412633,0.9320547156430976
0.29,1234.8221,1487.283,1151.0374086040008,0.9321483706875676
0.291,1229.0427,1479.9209,1146.5695781734617,0.9328964552439567
0.292,1229.0427,1475.1053,1146.5695781734617,0.9318483329405407
0.293,1219.8351,1472.9651,1146.0938408130569,0.9395481740220927
0.294,1219.8351,1465.2563,1146.0938408130569,0.9357671313426987
0.295,1210.671,1462.7718,1142.0093628318518,0.9432862956425418
0.296,1210.671,1457.9379,1142.0093628318518,0.9411750049006349
0.297,1201.5505,1452.6066,1136.1304204331377,0.9455536162925634
0.298,1201.5505,1446.1645,1136.1304204331377,0.9413619396971367
0.299,1192.4734,1439.5474,1125.9198285745006,0.9441886322785066
0.3,1192.4734,1436.4009,1125.9198285745006,0.9411748860645092
0.301,1183.4396,1428.3252,1116.0171269391562,0.9430283784142057
0.302,1183.4396,1427.293,1116.0171269391562,0.9413238973123337
0.303,1175.0486,1420.2675,1108.5172403662161,0.9433799081724926
0.304,1174.4491,1418.0471,1107.4071273155553,0.9429162381882324
0.305,1165.5017,1411.9074,1103.398038904498,0.9467150832165221
0.306,1165.5017,1408.215,1103.398038904498,0.945279451000929
0.307,1161.1496,1400.2027,1099.9551291511823,0.9439478325268534
0.308,1156.5974,1396.5278,1094.3932413294303,0.9462179677469708
0.309,1156.5974,1382.2415,1094.3932413294303,0.9383923396042229
0.31,1152.7946,1378.2626,1085.996251881342,0.939812138937029
0.311,1147.7361,1375.417,1080.5951909042299,0.9415014400124121
0.312,1145.8734,1374.2883,1078.9432923730446,0.94159031213487
0.313,1138.9177,1365.5056,1070.872043285774,0.9402541055299904
0.314,1130.3334,1355.3388,1067.7458175870127,0.9397509125569504
0.315,1130.1421,1342.6583,1051.074922122234,0.9300378440217686
0.316,1130.1421,1338.7414,1051.074922122234,0.9254853354161725
0.317,1121.4092,1334.7965,1041.6912238030525,0.928912678621731
0.318,1120.9685,1326.5458,1041.6912238030525,0.9235104991196175
0.319,1112.7189,1319.1281,1029.435717255909,0.9251534392521856
0.32,1112.7189,1315.2225,1029.435717255909,0.9224127332130966
0.321,1112.7189,1311.3215,1029.435717255909,0.9196749406016639
0.322,1104.0713,1305.4786,1018.8350735847098,0.9227982591203211
0.323,1104.0713,1295.8334,1018.8350735847098,0.9162221434310132
0.324,1095.466,1295.0963,1013.6035654391567,0.9228919608700616
0.325,1095.466,1289.9482,1010.9967648064828,0.9202575462032856
0.326,1088.9293,1289.4587,1007.8904144656854,0.9255792956123831
0.327,1086.9032,1284.1434,1003.7330308630933,0.9234796906137486
0.328,1086.9032,1278.7968,1003.7330308630933,0.9196878642969641
0.329,1079.6194,1276.4199,999.4335864631116,0.925215269686972
0.33,1078.3827,1274.5695,999.4335864631116,0.9267893359779524
0.331,1070.3608,1269.0304,997.307712867977,0.9317491007405886
0.332,1069.9044,1264.5004,994.84577649555,0.9298454857233507
0.333,1069.9044,1252.3114,994.84577649555,0.9228242351997604
0.334,1061.4682,1242.2598,982.758641333893,0.9258484063242715
0.335,1061.1535,1236.1755,981.22093533969,0.9246738905725611
0.336,1053.074,1231.1982,980.6335716282008,0.9312105052714251
0.337,1053.074,1220.9792,980.6335716282008,0.9256223015324472
0.338,1053.074,1215.2999,980.6335716282008,0.9232503604026611
0.339,1053.074,1213.4092,980.6335716282008,0.9232397854321303
0.34,1044.7218,1200.2065,963.8787393868834,0.9226176187640416
0.341,1042.8919,1198.3251,963.5029526256544,0.923876149220887
0.342,1036.4114,1192.306,960.9110977863055,0.9271521885867963
0.343,1036.4114,1183.3162,960.9110977863055,0.9223469381958577
0.34400000000000003,1028.1428,1181.4453,955.5635883033211,0.929407460036992
0.34500000000000003,1028.1428,1175.8399,955.5635883033211,0.9273010826018955
0.34600000000000003,1028.1428,1169.9173,955.5635883033211,0.9255413081174065
0.34700000000000003,1019.9159,1164.6608,949.3311344900043,0.9307935433598048
0.34800000000000003,1019.9159,1157.4395,949.3311344900043,0.9261274322542579
0.34900000000000003,1019.9159,1151.6722,949.3311344900043,0.9215532469258135
0.35000000000000003,1010.067,1147.9718,937.7486652631671,0.9268757637414454
0.35100000000000003,1003.5869,1144.3574,934.3984496234048,0.9310588346892579
0.352,1003.5869,1140.01,934.3984496234048,0.9268710327167606
0.353,998.125,1136.899,927.7246807012378,0.9294674321364937
0.354,995.4845,1133.2176,926.0926098111182,0.9302933494304715
0.355,989.3226,1127.7043,922.7163884868414,0.9326749318036821
0.356,987.4235,1125.8689,922.3421590256559,0.9340897386234537
0.357,987.4235,1120.3699,922.3421590256559,0.93030077559059
0.358,979.4038,1116.9007,915.865708603897,0.9351257454830142
0.359,979.4038,1109.7616,915.865708603897,0.9300200423967979
0.36,979.4038,1109.303,915.865708603897,0.9307790236497252
0.361,971.8681,1107.5805,911.5513700178723,0.9365803003260664
0.362,971.4252,1102.3501,905.966691443314,0.9326160073295545
0.363,971.4252,1098.4809,905.966691443314,0.9304874485379107
0.364,971.4252,1091.2228,905.966691443314,0.9265933423994342
0.365,963.4877,1089.4112,900.6968014836636,0.9348295795407285
0.366,963.4877,1085.2565,900.6968014836636,0.9335315481826553
0.367,963.4877,1082.8057,900.6968014836636,0.9337178596586493
0.368,963.2156,1078.567,899.1255030135244,0.9326116461466741
0.369,955.5912,1076.9402,899.1255030135244,0.9409101957128995
0.37,955.5912,1071.3615,899.1255030135244,0.9372214128911674
0.371,955.5912,1065.97,898.3060863101564,0.9325753450678796
0.372,947.7356,1059.8155,889.3980107114463,0.9347617758852778
0.373,939.9208,1057.0081,883.6270637407241,0.9401080003131371
0.374,939.9208,1054.962,883.6270637407241,0.9372269535743817
0.375,937.5556,1052.2888,878.055569562776,0.936537064642114
0.376,932.1467,1044.7686,871.8466085716315,0.935310513432737
0.377,932.1467,1042.3546,871.8466085716314,0.9333238104865322
0.378,932.1467,1037.398,871.8466085716315,0.9295316021019874
0.379,924.4132,1032.0751,862.2849254693456,0.9327916622884069
0.38,924.4132,1029.8075,862.2849254693456,0.9307892612785738
0.381,920.6956,1020.3398,862.2849254693456,0.9271385431174912
0.382,916.7204,1017.9482,852.3463221406524,0.9297778495391315
0.383,916.7204,1016.1719,852.3463221406523,0.9286780193533751
0.384,916.7204,1012.6512,852.3463221406524,0.9265175511174429
0.385,916.7204,1007.3792,852.3463221406524,0.9222791450213611
0.386,912.3393,1004.8948,843.7830881361629,0.924844602152214
0.387,909.0679,1002.1181,841.4830150171365,0.9256547448404421
0.388,909.0679,1000.1429,841.4830150171365,0.9238842161771813
0.389,904.0319,995.1204,835.7046294672126,0.9244194031949676
0.39,901.4559,990.4432,833.4284993507281,0.9245360747549916
0.391,901.4559,987.1869,833.4284993507281,0.9215502660035745
0.392,901.4559,982.9214,833.4284993507282,0.9187639964167794
0.393,901.4559,979.4469,833.4284993507282,0.9174317063810215
0.394,893.8841,972.5127,825.1438379260871,0.9211526287302267
0.395,893.8841,969.71,823.4036884951529,0.9185781083099432
0.396,893.8841,967.3248,823.4036884951529,0.916398644635031
0.397,887.5632,966.7515,818.7502437647498,0.9224697956886335
0.398,878.8611,962.686,816.8125772922056,0.928907461559927
0.399,878.8611,958.703,816.3806334647651,0.9240294766762153
0.4,878.8611,955.2628,816.3806334647651,0.9196826722300471
0.401,871.2888,950.1118,803.2718538573029,0.9218073356967484
0.402,863.9982,948.3972,802.764628297062,0.9291276628783046
0.403,863.9982,944.1711,802.764628297062,0.9262325187459856
0.404,863.9982,938.1358,802.764628297062,0.9204041550582946
0.405,863.9982,934.7252,802.764628297062,0.9168902531261682
0.406,856.6266,933.0217,790.7941578325908,0.9231491968993151
0.40700000000000003,856.6266,931.3195,790.7941578325908,0.9226808174974994
0.40800000000000003,855.0149,927.9187,788.9887786454626,0.9225701024634055
0.40900000000000003,849.2947,925.195,787.2743695267916,0.9269743111864369
0.41000000000000003,849.2947,921.1321,787.2743695267916,0.9229653937253698
0.41100000000000003,849.2947,917.2118,787.2743695267916,0.9198484640616268
0.41200000000000003,847.2388,914.3652,780.6211848318349,0.9207331898395462
0.41300000000000003,842.0024,912.6294,780.6211848318349,0.9271009023630276
