Exceedance,Flow
0.0,9912.101075056224
0.001,8760.450162610323
0.002,7798.747217056887
0.003,6905.534711968269
0.004,6402.292337649937
0.005,6149.066798715899
0.006,5959.45997619549
0.007,5799.589919027609
0.008,5667.931442240255
0.009000000000000001,5561.732225517912
0.01,5504.672084454978
0.011,5448.242548352153
0.012,5390.551698028889
0.013000000000000001,5328.024200115626
0.014,5268.74036271252
0.015,5205.167705433557
0.016,5140.02065211847
0.017,5073.36834113476
0.018000000000000002,5009.891805328073
0.019,4917.2508534547405
0.02,4868.100916340903
0.021,4820.861229457064
0.022,4767.9548717873295
0.023,4715.104867794002
0.024,4664.810478657597
0.025,4612.060478942885
0.026000000000000002,4567.562221321642
0.027,4513.708751655985
0.028,4471.995632171921
0.029,4416.088526935886
0.03,4380.5397894438265
0.031,4352.413415622739
0.032,4319.231041807247
0.033,4277.7269107134025
0.034,4218.798774229887
0.035,4177.788440149153
0.036000000000000004,4139.940539756245
0.037,4107.22557917497
0.038,4067.478606214935
0.039,4019.24031909905
0.04,3979.3156640183893
0.041,3945.217901765953
0.042,3912.384450220874
0.043000000000000003,3878.779701108037
0.044,3836.806615356704
0.045,3815.1157727263558
0.046,3799.958516717555
0.047,3777.981416894773
0.048,3759.062598015563
0.049,3739.1871752062953
0.05,3710.764319990535
0.051000000000000004,3685.3189335277175
0.052000000000000005,3668.7640827803093
0.053,3635.7516959815503
0.054,3616.539636773463
0.055,3604.228070007839
0.056,3580.9836617775068
0.057,3559.103900376692
0.058,3525.5651133126094
0.059000000000000004,3487.873292834542
0.06,3465.4560074178917
0.061,3429.2368280554547
0.062,3409.264637332008
0.063,3390.523841194304
0.064,3371.6593003716016
0.065,3355.8315273073767
0.066,3350.5992488897264
0.067,3344.0250058730626
0.068,3326.534014194297
0.069,3319.87493588865
0.07,3302.4428267123285
0.07100000000000001,3287.6471317397127
0.07200000000000001,3282.5155522426867
0.073,3276.462239053265
0.074,3270.45894382908
0.075,3240.0711651584834
0.076,3207.3277379080537
0.077,3187.1940596494487
0.078,3173.4915794243075
0.079,3147.6599771198853
0.08,3124.7257470319832
0.081,3105.7211176771584
0.082,3093.978211314623
0.083,3075.7456967359394
0.084,3061.551366652264
0.085,3044.070566790452
0.08600000000000001,3033.789910826272
0.08700000000000001,3024.1752768495458
0.088,3013.2401568833866
0.089,3002.1706113326813
0.09,2992.244932795189
0.091,2972.8355542141107
0.092,2960.5341094633586
0.093,2949.9775844496285
0.094,2933.5575182053426
0.095,2918.657531274862
0.096,2896.5791105410844
0.097,2880.800531822033
0.098,2860.5472454611986
0.099,2853.2191637925757
0.1,2840.7060567059916
0.101,2826.3557291246416
0.10200000000000001,2816.7870375786365
0.10300000000000001,2799.835877522306
0.10400000000000001,2790.352411132981
0.105,2777.255319172183
0.106,2757.535851888945
0.107,2742.194974831855
0.108,2742.194974831855
0.109,2720.624810808559
0.11,2711.620079741996
0.111,2697.0711194474666
