MonthId,Year,Month,Days,DateStart,WaterYear,WaterMonth,Flow_min,Flow_mean,Flow_median,Flow_max,Volume,Flow_range
1924.1,1924,10,31,1924-10-01,1924,1,136.42636502888925,140.26022711507477,140.73046119343687,147.2674780494154,0.375672992305016,10.841113020526137
1924.11,1924,11,30,1924-11-01,1924,2,138.84281370748616,155.71368409941297,145.87738868572225,191.81830209774586,0.4036098691856784,52.9754883902597
1924.12,1924,12,31,1924-12-01,1924,3,193.8534414796513,278.5974250626937,274.56399362840483,441.30929115268907,0.7461953432879186,247.45584967303776
1925.01,1925,1,31,1925-01-01,1924,4,415.09335988554136,704.2208517340271,603.4385628426149,1201.8094915165238,1.8861851292844183,786.7161316309825
1925.02,1925,2,28,1925-02-01,1924,5,1136.1304204331375,1216.016599398996,1183.088802330316,1436.348946451972,2.9417873572660507,300.2185260188346
1925.03,1925,3,31,1925-03-01,1924,6,1385.5367259085865,1923.2263745781602,1491.8333883094156,3409.264637332008,5.151169521670141,2023.7279114234216
1925.04,1925,4,30,1925-04-01,1924,7,3002.1706113326813,3197.4871823734775,3187.1940596494487,3371.6593003716016,8.287886776712053,369.48868903892026
1925.05,1925,5,31,1925-05-01,1924,8,1581.2977111798239,2211.8769491161484,2160.5613239148734,3017.2680624719897,5.924291220512691,1435.9703512921658
1925.06,1925,6,30,1925-06-01,1924,9,852.3463221406523,1186.311958101234,1156.6665567340374,1556.1528857550898,3.0749205953984,703.8065636144374
1925.07,1925,7,31,1925-07-01,1924,10,354.12247961798556,528.470524463044,491.6709992178998,841.4830150171365,1.4154554527218168,487.36053539915093
1925.08,1925,8,31,1925-08-01,1924,11,236.356523078857,280.6363666333344,278.94434036067554,344.0252991054098,0.7516564443907225,107.66877602655276
1925.09,1925,9,30,1925-09-01,1924,12,187.9873988589625,206.11681696496365,205.06487514817712,234.28982961083813,0.5342547895731858,46.30243075187562
1925.1,1925,10,31,1925-10-01,1925,1,161.30129435009158,170.78382358422587,169.05535277838638,187.9873988589625,0.4574273930879906,26.686104508870926
1925.11,1925,11,30,1925-11-01,1925,2,161.98885066458666,201.20006215054076,189.9028504783542,289.82351177116294,0.5215105610942018,127.83466110657628
1925.12,1925,12,31,1925-12-01,1925,3,271.2422118677317,334.8936246927375,331.15328986313364,424.4905330595024,0.896979084377028,153.24832119177069
1926.01,1926,1,31,1926-01-01,1925,4,427.45145519615977,501.0006557341543,497.26626416644274,594.6279260983613,1.3418801563183589,167.17647090220152
1926.02,1926,2,28,1926-02-01,1925,5,585.0411849755841,750.6464334287847,728.420611623148,980.6335716282007,1.8159638517509162,395.5923866526166
1926.03,1926,3,31,1926-03-01,1925,6,1010.9967648064827,2660.561356931186,2067.877946003444,4664.810478657597,7.126047538404489,3653.8137138511142
1926.04,1926,4,30,1926-04-01,1925,7,3525.5651133126094,4012.894835803752,3958.627454473974,4513.708751655985,10.401423414403322,988.1436383433756
1926.05,1926,5,31,1926-05-01,1925,8,1675.2491871828574,2502.698280568712,2458.1421101457818,3429.2368280554547,6.703227074675239,1753.9876408725972
1926.06,1926,6,30,1926-06-01,1925,9,841.4830150171365,1204.2399814246746,1174.259978293744,1643.086984214002,3.121390031852758,801.6039691968656
1926.07,1926,7,31,1926-07-01,1925,10,410.18433455046335,559.380814356488,520.0614304757682,802.764628297062,1.4982455731724178,392.58029374659867
1926.08,1926,8,31,1926-08-01,1925,11,274.56399362840483,336.4126535207676,334.5594571731722,401.81006744201835,0.9010476511900243,127.24607381361352
1926.09,1926,9,30,1926-09-01,1925,12,207.55252940021646,238.20632057617829,237.84946567660154,274.56399362840483,0.6174307829334541,67.01146422818837
1926.1,1926,10,31,1926-10-01,1926,1,200.4432677611032,204.74834240500124,205.06487514817712,207.55252940021646,0.5483979602975556,7.109261639113271
1926.11,1926,11,30,1926-11-01,1926,2,204.91870846146276,222.99264374607188,209.66200797432626,286.4924690684764,0.5779969325898183,81.57376060701364
1926.12,1926,12,31,1926-12-01,1926,3,299.2028699782439,429.2771702504293,421.08307865451246,618.5439782521025,1.1497759727987504,319.34110827385865
1927.01,1927,1,31,1927-01-01,1926,4,572.3936998626923,659.1752330049167,587.1924397723404,905.9666914433141,1.7655349440803683,333.57299158062176
1927.02,1927,2,28,1927-02-01,1926,5,955.5635883033212,1230.1764063782546,1210.6711880527937,1477.0867909289032,2.976042762310274,521.5232026255819
1927.03,1927,3,31,1927-03-01,1926,6,1491.8333883094156,1785.5172392712961,1655.2341805923822,2639.636759266347,4.782329373664238,1147.8033709569313
1927.04,1927,4,30,1927-04-01,1926,7,2408.9859171420626,2850.0920377735506,2868.1390579805193,3302.442826712328,7.387438561909043,893.4569095702655
1927.05,1927,5,31,1927-05-01,1926,8,1876.0237410690156,2288.582958884567,2370.0556589516227,2408.9859171420626,6.129740597076424,532.962176073047
1927.06,1927,6,30,1927-06-01,1926,9,780.6211848318349,1266.3977092472644,1208.5519545626653,1845.0852016885735,3.282502862368909,1064.4640168567387
1927.07,1927,7,31,1927-07-01,1926,10,388.4979798476216,517.9682548589473,485.7742986865307,758.1808343564502,1.3873261738142049,369.6828545088286
