WaterMonth,MonthName,Month,EWRProportion_max,EWRProportion_mean,EWRProportion_median,EWRProportion_min,EWRTotal_max,EWRTotal_mean,EWRTotal_median,EWRTotal_min,FlowCanal_max,FlowCanal_mean,FlowCanal_median,FlowCanal_min,HeadTurbine1_max,HeadTurbine1_mean,HeadTurbine1_median,HeadTurbine1_min,LevelTailwater_max,LevelTailwater_mean,LevelTailwater_median,LevelTailwater_min,LevelHeadpond_max,LevelHeadpond_mean,LevelHeadpond_median,LevelHeadpond_min,Turbines_mean,Power_max,Power_mean,Power_median,Power_min,Energy_max,Energy_mean,Energy_median,Energy_min,Energy_P95,Energy_P90,Energy_P75,Energy_P25,Energy_P10,Energy_P5,Energy_stdev,Energy_coefvar
1,Oct,10,0.5785530571318874,0.4009815231217579,0.3994449141604278,0.27492306710063413,120.0,93.88205645161291,97.0,52.0,317.0948595110256,143.3112315726471,129.52332632665497,49.866285985522886,25.398456988984048,25.032029822471497,25.062995212350607,24.170713331313205,965.4244851658414,964.709624559901,964.7232198664001,964.4074174174258,990.0,990.0,990.0,990.0,1.0168010752688172,67.18378467873536,31.074468002361964,28.097848259398233,8.962658732981449,49984.735800979106,23119.404193757302,20904.79910499228,6668.218097338202,16370.062348060972,17930.72651579674,18699.983312834138,26785.741368909952,31601.61780788019,36513.42617196232,7131.410087759193,0.3084599424791758
2,Nov,11,0.40239503763498363,0.33379294814617894,0.3355317807922256,0.2187040232493997,114.0,89.35069444444446,93.0,50.0,411.83225339489957,184.89154136108468,169.6548970754722,103.74026067187589,25.363512507875203,24.82058768019644,24.872065615091657,23.628867839254156,965.8140429521331,964.8370246223052,964.7993164335264,964.4556997146514,990.0,990.0,990.0,990.0,1.09375,86.78108735962422,40.259566993277666,37.085226019954206,22.07292243043293,62482.38289892942,28986.88823515992,26701.36273436702,15892.504149911709,19486.470242161915,21547.023914795012,22835.535573279732,32109.35360387335,41048.8888949405,45499.257590516114,8971.628013138803,0.3095064202944206
3,Dec,12,0.2880648709086723,0.24340769553691907,0.2438015952327906,0.15783614492454198,126.0,100.26478494623655,104.0,59.0,677.063020824287,328.8577059166663,297.49315024266843,170.94852308299602,25.018569837418532,24.08529289477961,24.27057183784987,22.12585401314727,967.0212060883715,965.4169890445884,965.2798155115352,964.6498730267473,990.0,990.0,990.0,990.0,1.6975806451612894,134.77665744700437,69.79925956213371,63.74295143274375,37.681485460792004,100273.83314057128,51930.649114227475,47424.75586596132,28035.025182829253,36453.90698841009,38157.40071276849,42751.962128071784,60133.49178208832,68277.1202119047,84123.56884316281,14387.623780706868,0.27705457232124375
4,Jan,1,0.2217639317821923,0.17951912083995147,0.18348838273283213,0.09766513960239187,150.0,118.41700268817205,120.0,73.0,1067.280151476192,565.2263957789229,498.52421714745515,257.81244657509853,24.45506773352522,22.645933602963357,23.141304117275958,18.168922374730684,970.0725410106162,966.5789991789634,966.2196750755866,964.9988403877317,990.0,990.0,990.0,990.0,2.525537634408602,172.97962177273226,111.99216414843558,103.06120996759778,56.804331364194226,128696.83859891277,83322.17012643602,76677.54021589275,42262.42253496048,56464.4447988334,61346.255707971664,69081.77622465088,96684.20233268198,116073.3729476582,120644.49194149139,20484.919722701845,0.24585197062939312
5,Feb,2,0.18883152519683605,0.1304234076546079,0.1399963363124297,0.023961043626792116,197.0,139.26234092775042,137.0,85.0,1100.0,832.3189719705423,830.0199978078036,366.7695517805203,24.05144146912858,20.182061782655435,21.141472118156244,7.245642968916142,981.344035200488,968.5960304539594,967.7254955283429,965.488448776731,990.5265801625183,990.0055775775396,990.0,990.0,3.349638238916256,182.90072405152296,144.46055211126614,146.187907998233,7.400166718802753,127298.90393986001,97942.08452158848,98662.9708204632,4972.91203503545,72660.662032105,77318.69092303104,89089.28365501625,110990.8388080397,119262.3550151643,121365.70472900057,18577.935411751754,0.18968286720155308
6,Mar,3,0.18299162016488946,0.09575310279232024,0.09103027163853916,0.04024554964164302,315.0,194.68145161290326,201.06451612903226,107.0,1100.0,1018.5344320445637,1100.0,481.1413410196251,23.231157157922965,16.503054939177037,16.07634060259959,7.42938060296018,981.0009556950522,971.8210232972923,971.9871156367906,966.0903500264628,990.3672382911273,990.0120728643091,990.0,990.0,3.5897177419354835,184.7924026246507,139.1453121190194,148.75312339715066,0.0,137485.54755274006,103524.1122165504,110672.32380748012,0.0,22764.018419377182,77738.58433775543,95507.22473201939,121518.81237981623,129703.59110634404,132822.9687909157,29840.59208564166,0.2882477467975914
7,Apr,4,0.16529538350669157,0.08556955948719873,0.08238165042238099,0.04999255055865053,364.0,232.1875,217.0,125.0,1100.0,1075.4149287513428,1100.0,633.8020952551421,22.41043776114246,15.04666524052078,14.55608444112113,7.82796322552932,980.4951745681606,973.1068451414857,973.5070135657639,966.8348619913866,990.2600397868046,990.0062792986246,990.0,990.0,3.805902777777778,191.1697898980546,136.315466156424,138.90904091143665,0.0,137642.24872659924,98147.13563262527,100014.50945623443,0.0,59959.03923506433,73227.23283106237,83472.95933586323,115022.8013860417,129010.77769295685,133558.04739996995,26089.826456274288,0.2658236156165695
8,May,5,0.22314987746817608,0.13058129700173793,0.12758120050338592,0.0663930017485795,340.0,264.40441426146015,276.0,147.0,1100.0,1051.231630021726,1100.0,538.9504636716958,22.813950307697162,16.75509364255541,16.332773593566873,10.521202121341899,977.5746956150564,971.4517653031596,971.7303244133184,966.5146253878727,990.0327997295133,990.0005294716449,990.0,990.0,3.8818336162988114,186.56818843563283,152.88507470698568,156.82704081854573,59.54175920147019,138806.73219611077,113746.49558199737,116679.31836899799,44299.06884589383,86448.89262959876,90812.80653598112,104434.44506183866,126389.48445490455,130875.61091107069,133657.90404618072,16515.802928895035,0.14519834518320746
9,Jun,6,0.36825056645657,0.19943027167125166,0.1952871546188003,0.10873128396658563,293.0,212.85964912280704,210.0,119.0,1100.0,833.1436370964466,901.0222484184094,208.57767862688894,24.575210680664107,20.27582382883661,20.15960815837104,14.93875995687836,973.1243380500067,968.4312879391148,968.4730199415404,964.9928986544351,990.0,990.0,990.0,990.0,3.347017543859648,176.0163632184928,145.64910889992893,157.73011265132436,45.648969079580056,126731.78151731481,104867.3584079488,113565.68110895353,32867.25773729762,50767.88884677819,70874.2972595763,95286.28106625401,121427.17647651961,123501.73573475024,124740.01672054366,23103.86356858598,0.22031510967129253
10,Jul,7,0.44345137093712805,0.3343840583195528,0.3358071366772395,0.20293282361626722,256.0,186.86893039049235,186.0,108.0,953.657494749183,403.33940867859445,357.3019140296309,136.4729262967121,25.00825760134111,23.305948793278088,23.560183397074887,19.554766026211748,968.9621253896291,966.0961715051199,965.8915739258617,964.7509769079483,990.0,990.0,990.0,990.0,1.965704584040748,165.77834344291594,81.79201040255344,74.58383288951798,29.6100760783739,123339.0875215295,60853.255739499764,55490.37166980138,22029.896602310186,36260.47451983526,41255.59139146049,47548.91911849004,71426.69229657468,90095.76035593865,103709.52096918847,20863.759022976574,0.3428536200641429
